year,event,round,heat,name,scores
2018,Tahiti Pro Teahupo'o,Round 2,Heat 1 Watch replay,Tikanui Smith,"[5.5, 2.17]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 1 Watch replay,Julian Wilson,[5.83]
2018,Tahiti Pro Teahupo'o,Round 2,Heat 2 Watch replay,Jordy Smith,"[5.93, 3.77, 3.33, 4.23, 4.33, 0.5]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 2 Watch replay,Mateia Hiquily,"[0.2, 3.27, 3.4]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 3 Watch replay,Wiggolly Dantas,"[4.33, 3.1, 6.5, 6.5]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 3 Watch replay,Willian Cardoso,"[0.93, 3.33, 5.23, 1.9, 5.77, 0.87, 4.4, 7.17]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 4 Watch replay,Mikey Wright,"[0.57, 4.83, 6.0, 2.87, 1.6]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 4 Watch replay,Miguel Pupo,"[4.33, 3.33, 2.97, 0.93, 0.5, 4.0]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 5 Watch replay,Ian Gouveia,"[0.57, 0.9, 4.93, 0.57, 5.27, 0.4, 1.97]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 5 Watch replay,Griffin Colapinto,"[3.83, 0.3, 0.5, 0.5, 2.1, 7.23]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 6 Watch replay,Owen Wright,"[1.0, 5.67, 0.8, 3.5, 6.77]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 6 Watch replay,Joan Duru,"[4.83, 0.8, 0.5, 0.23, 1.17]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 7 Watch replay,Michael February,"[5.17, 2.0, 2.5]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 7 Watch replay,Conner Coffin,"[4.5, 3.1]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 8 ,Michael Rodrigues,"[5.17, 5.73, 2.27, 0.77]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 8 ,Keanu Asing,"[2.83, 4.33, 1.93, 5.27, 1.67, 1.43, 6.1, 2.67, 0.93, 0.3]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 9 Watch replay,Kanoa Igarashi,"[5.0, 0.33, 6.27, 5.9]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 9 Watch replay,Matt Wilkinson,"[5.5, 5.27, 4.83, 1.1, 0.87, 0.7, 2.67]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 10 Watch replay,Jeremy Flores,"[2.6, 2.87, 1.6, 5.7, 3.77, 2.9, 4.2]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 10 Watch replay,Patrick Gudauskas,"[4.6, 5.1, 4.0, 4.17]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 11 Watch replay,Jesse Mendes,"[0.77, 2.67, 2.53, 4.33, 5.33, 3.9, 4.7]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 11 Watch replay,Sebastian Zietz,"[4.83, 1.0, 2.27, 4.1, 3.6, 4.87, 1.53]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 12 Watch replay,Yago Dora,"[2.23, 3.67, 5.07, 1.07, 6.07, 4.23]"
2018,Tahiti Pro Teahupo'o,Round 2,Heat 12 Watch replay,Tomas Hermes,"[1.33, 3.0, 4.83, 2.67, 2.93, 2.0, 0.7, 1.57, 0.93]"
2018,Tahiti Pro Teahupo'o,Round 1,Heat 1 Watch replay,Wade Carmichael,"[5.5, 0.23, 1.8, 6.73]"
2018,Tahiti Pro Teahupo'o,Round 1,Heat 1 Watch replay,Jeremy Flores,"[0.6, 0.2, 0.43, 1.57, 0.33, 6.17, 0.37, 3.83, 1.23, 3.07]"
2018,Tahiti Pro Teahupo'o,Round 1,Heat 1 Watch replay,Joan Duru,"[0.73, 2.93, 2.43, 5.27, 0.5]"
2018,Tahiti Pro Teahupo'o,Round 1,Heat 2 Watch replay,Ezekiel Lau,"[1.37, 2.17, 6.0, 3.67, 0.8, 5.23]"
2018,Tahiti Pro Teahupo'o,Round 1,Heat 2 Watch replay,Ian Gouveia,"[0.73, 0.37, 4.67, 3.93, 0.77]"
2018,Tahiti Pro Teahupo'o,Round 1,Heat 2 Watch replay,Jordy Smith,"[2.4, 0.93, 1.4, 3.83, 2.87, 2.47, 1.13, 3.87, 0.57, 3.07]"
2018,Tahiti Pro Teahupo'o,Round 1,Heat 3 Watch replay,Italo Ferreira,"[3.93, 6.0, 1.77, 7.0, 4.83, 7.27, 6.13, 0.6]"
