year,event,round,heat,name,scores
2011,Billabong Pro Teahupoo,Round 2,Heat 1 ,Jeremy Flores,"[0.83, 0.2, 4.5, 5.17]"
2011,Billabong Pro Teahupoo,Round 2,Heat 1 ,Heiarii Williams,[0.17]
2011,Billabong Pro Teahupoo,Round 2,Heat 2 ,Ricardo dos Santos,"[3.07, 2.63, 8.5, 2.33, 6.0, 0.4]"
2011,Billabong Pro Teahupoo,Round 2,Heat 2 ,Taj Burrow,"[3.0, 1.67, 2.03, 5.5]"
2011,Billabong Pro Teahupoo,Round 2,Heat 3 ,Adrian Buchan,"[0.8, 4.17, 7.17, 9.93, 2.83, 6.9]"
2011,Billabong Pro Teahupoo,Round 2,Heat 3 ,Gabe Kling,"[1.23, 2.5, 0.2, 4.07, 2.53]"
2011,Billabong Pro Teahupoo,Round 2,Heat 4 ,Owen Wright,"[7.5, 4.0]"
2011,Billabong Pro Teahupoo,Round 2,Heat 4 ,Adam Melling,"[0.83, 0.53, 0.5, 1.0]"
2011,Billabong Pro Teahupoo,Round 2,Heat 5 ,Brett Simpson,"[0.67, 0.77, 7.67, 1.03, 5.67, 0.8, 5.37]"
2011,Billabong Pro Teahupoo,Round 2,Heat 5 ,Joel Parkinson,"[3.57, 0.83, 4.8, 5.03, 5.3]"
2011,Billabong Pro Teahupoo,Round 2,Heat 6 ,Josh Kerr,"[6.83, 7.27, 8.33, 2.83, 4.23, 0.9]"
2011,Billabong Pro Teahupoo,Round 2,Heat 6 ,Bede Durbidge,"[0.43, 1.5, 2.0, 4.6]"
2011,Billabong Pro Teahupoo,Round 2,Heat 7 ,Michel Bourez,"[8.17, 8.87, 7.0]"
2011,Billabong Pro Teahupoo,Round 2,Heat 7 ,Daniel Ross,"[2.33, 7.93, 2.93, 1.93]"
2011,Billabong Pro Teahupoo,Round 2,Heat 8 ,Raoni Monteiro,"[3.6, 5.17, 1.33, 10.0, 0.77]"
2011,Billabong Pro Teahupoo,Round 2,Heat 8 ,Adriano de Souza,"[4.67, 0.67, 6.0, 1.23]"
2011,Billabong Pro Teahupoo,Round 2,Heat 9 ,Tiago Pires,"[6.67, 2.1]"
2011,Billabong Pro Teahupoo,Round 2,Heat 9 ,Kieren Perrow,"[1.67, 2.5, 0.73, 2.33]"
