#YY,MM,DD,hh,mm,WDIR,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,nmi,hPa,ft
2022,2,1,4,24,90,0.5,2.1,MM,MM,MM,MM,1015.9,23.7,24.7,MM,MM,MM,MM
2022,2,1,4,18,50,1.5,3.1,MM,MM,MM,MM,1015.8,23.7,24.7,MM,MM,MM,MM
2022,2,1,4,12,60,2.1,3.1,MM,MM,MM,MM,1015.8,23.7,24.7,MM,MM,MM,MM
2022,2,1,4,6,40,1.5,4.1,MM,MM,MM,MM,1015.8,23.9,24.7,MM,MM,MM,MM
2022,2,1,4,0,50,1.5,2.1,MM,MM,MM,MM,1015.7,24,24.7,MM,MM,2.6,MM
2022,2,1,3,54,10,1,2.6,MM,MM,MM,MM,1015.6,24.1,24.7,MM,MM,MM,MM
2022,2,1,3,48,330,1,3.6,MM,MM,MM,MM,1015.7,24,24.7,MM,MM,MM,MM
2022,2,1,3,42,320,1.5,2.6,MM,MM,MM,MM,1015.7,24,24.7,MM,MM,MM,MM
2022,2,1,3,36,320,1.5,3.1,MM,MM,MM,MM,1015.7,24,24.7,MM,MM,MM,MM
2022,2,1,3,30,340,1.5,2.6,MM,MM,MM,MM,1015.8,24.1,24.7,MM,MM,MM,MM
2022,2,1,3,24,310,1.5,2.6,MM,MM,MM,MM,1015.8,24,24.7,MM,MM,MM,MM
2022,2,1,3,18,320,1.5,2.1,MM,MM,MM,MM,1015.8,24,24.7,MM,MM,MM,MM
2022,2,1,3,12,280,2.1,2.6,MM,MM,MM,MM,1015.7,24,24.7,MM,MM,MM,MM
2022,2,1,3,6,250,2.1,3.1,MM,MM,MM,MM,1015.6,23.9,24.7,MM,MM,MM,MM
2022,2,1,3,0,240,2.6,4.1,MM,MM,MM,MM,1015.6,23.9,24.7,MM,MM,2.5,MM
2022,2,1,2,54,280,3.6,4.6,MM,MM,MM,MM,1015.7,24,24.7,MM,MM,MM,MM
2022,2,1,2,48,280,3.6,4.1,MM,MM,MM,MM,1015.7,23.8,24.7,MM,MM,MM,MM
2022,2,1,2,42,260,2.6,3.6,MM,MM,MM,MM,1015.6,23.9,24.7,MM,MM,MM,MM
2022,2,1,2,36,280,2.6,3.6,MM,MM,MM,MM,1015.5,23.8,24.7,MM,MM,MM,MM
2022,2,1,2,30,270,2.1,3.1,MM,MM,MM,MM,1015.5,23.9,24.7,MM,MM,MM,MM
2022,2,1,2,24,280,0.5,2.1,MM,MM,MM,MM,1015.5,24,24.7,MM,MM,MM,MM
2022,2,1,2,18,320,1,2.6,MM,MM,MM,MM,1015.4,24,24.7,MM,MM,MM,MM
2022,2,1,2,12,330,2.6,3.1,MM,MM,MM,MM,1015.1,23.9,24.7,MM,MM,MM,MM
2022,2,1,2,6,110,1,2.6,MM,MM,MM,MM,1014.5,24,24.7,MM,MM,MM,MM
2022,2,1,2,0,360,1,2.6,MM,MM,MM,MM,1014.3,23.8,24.7,MM,MM,-2,MM
2022,2,1,1,54,320,2.1,3.1,MM,MM,MM,MM,1014,23.9,24.7,MM,MM,MM,MM
2022,2,1,1,48,120,2.1,3.6,MM,MM,MM,MM,1013,24.1,24.7,MM,MM,MM,MM
2022,2,1,1,42,150,1.5,4.1,MM,MM,MM,MM,1013.1,23.8,24.7,MM,MM,MM,MM
2022,2,1,1,36,120,2.6,4.1,MM,MM,MM,MM,1013,23.9,24.7,MM,MM,MM,MM
2022,2,1,1,30,190,2.6,4.6,MM,MM,MM,MM,1013,23.7,24.7,MM,MM,MM,MM
2022,2,1,1,24,150,2.1,3.6,MM,MM,MM,MM,1012.4,24.1,24.7,MM,MM,MM,MM
2022,2,1,1,18,140,2.1,4.1,MM,MM,MM,MM,1012.5,24.3,24.7,MM,MM,MM,MM
2022,2,1,1,12,160,1.5,5.7,MM,MM,MM,MM,1013.1,23.9,24.7,MM,MM,MM,MM
2022,2,1,1,6,160,2.6,5.1,MM,MM,MM,MM,1012.9,23.8,24.7,MM,MM,MM,MM
2022,2,1,1,0,160,3.1,5.7,MM,MM,MM,MM,1013.1,23.7,24.7,MM,MM,-4,MM
2022,2,1,0,54,170,2.1,5.7,MM,MM,MM,MM,1012.9,23.9,24.7,MM,MM,MM,MM
2022,2,1,0,48,150,2.6,4.6,MM,MM,MM,MM,1012.4,24.2,24.8,MM,MM,MM,MM
2022,2,1,0,42,170,3.1,4.6,MM,MM,MM,MM,1012.5,24.1,24.8,MM,MM,MM,MM
2022,2,1,0,36,140,2.1,5.7,MM,MM,MM,MM,1012.9,24.1,24.8,MM,MM,MM,MM
2022,2,1,0,30,170,3.1,6.2,MM,MM,MM,MM,1013.1,24,24.8,MM,MM,MM,MM
2022,2,1,0,24,180,2.6,5.7,MM,MM,MM,MM,1012.8,24.2,24.8,MM,MM,MM,MM
2022,2,1,0,18,160,2.6,5.1,MM,MM,MM,MM,1012.9,24.4,24.8,MM,MM,MM,MM
2022,2,1,0,12,160,2.6,4.6,MM,MM,MM,MM,1013.7,24.7,24.8,MM,MM,MM,MM
2022,2,1,0,6,230,3.6,4.6,MM,MM,MM,MM,1014.6,23.9,24.9,MM,MM,MM,MM
2022,2,1,0,0,180,2.6,5.7,MM,MM,MM,MM,1013.1,24.6,24.9,MM,MM,-4.5,MM
2022,1,31,23,54,180,3.6,6.2,MM,MM,MM,MM,1013.3,24.4,24.9,MM,MM,MM,MM
2022,1,31,23,48,170,3.6,5.1,MM,MM,MM,MM,1013.6,24.4,24.9,MM,MM,MM,MM
2022,1,31,23,42,180,3.1,4.1,MM,MM,MM,MM,1014,24.7,24.8,MM,MM,MM,MM
2022,1,31,23,36,210,2.6,3.1,MM,MM,MM,MM,1015.1,23.9,24.8,MM,MM,MM,MM
2022,1,31,22,48,230,3.6,4.1,MM,MM,MM,MM,1016.4,23.4,24.8,MM,MM,MM,MM
2022,1,31,22,42,230,3.6,4.6,MM,MM,MM,MM,1016.4,23.5,24.8,MM,MM,MM,MM
2022,1,31,22,36,220,3.1,3.6,MM,MM,MM,MM,1016.5,23.6,24.8,MM,MM,MM,MM
2022,1,31,22,30,230,3.1,3.6,MM,MM,MM,MM,1016.6,23.4,24.8,MM,MM,MM,MM
2022,1,31,22,24,230,3.1,4.1,MM,MM,MM,MM,1016.7,23.4,24.7,MM,MM,MM,MM
2022,1,31,22,18,240,3.1,3.6,MM,MM,MM,MM,1016.8,23.4,24.7,MM,MM,MM,MM
2022,1,31,22,12,230,2.6,3.1,MM,MM,MM,MM,1017,23.6,24.7,MM,MM,MM,MM
2022,1,31,22,6,230,2.6,3.6,MM,MM,MM,MM,1017,23.5,24.7,MM,MM,MM,MM
2022,1,31,22,0,230,2.6,3.6,MM,MM,MM,MM,1017.1,23.4,24.7,MM,MM,-0.3,MM
2022,1,31,21,54,220,2.6,3.1,MM,MM,MM,MM,1017.1,23.3,24.7,MM,MM,MM,MM
2022,1,31,21,48,230,3.1,3.6,MM,MM,MM,MM,1017.2,23.2,24.7,MM,MM,MM,MM
2022,1,31,21,42,230,2.6,3.1,MM,MM,MM,MM,1017.2,23.2,24.7,MM,MM,MM,MM
2022,1,31,21,36,230,3.1,4.1,MM,MM,MM,MM,1017.3,23.1,24.7,MM,MM,MM,MM
2022,1,31,21,30,230,3.1,4.1,MM,MM,MM,MM,1017.4,23.1,24.7,MM,MM,MM,MM
2022,1,31,21,24,220,3.1,4.1,MM,MM,MM,MM,1017.4,23.1,24.7,MM,MM,MM,MM
2022,1,31,21,18,230,3.6,4.6,MM,MM,MM,MM,1017.4,23.1,24.7,MM,MM,MM,MM
2022,1,31,21,12,220,3.1,4.1,MM,MM,MM,MM,1017.4,23.2,24.7,MM,MM,MM,MM
2022,1,31,21,6,230,3.6,4.1,MM,MM,MM,MM,1017.5,23.2,24.7,MM,MM,MM,MM
2022,1,31,21,0,230,3.1,3.6,MM,MM,MM,MM,1017.6,23.2,24.7,MM,MM,0.5,MM
2022,1,31,20,54,230,3.1,3.6,MM,MM,MM,MM,1017.7,23.1,24.7,MM,MM,MM,MM
2022,1,31,20,48,230,3.1,4.1,MM,MM,MM,MM,1017.7,23.1,24.6,MM,MM,MM,MM
2022,1,31,20,42,230,3.1,3.6,MM,MM,MM,MM,1017.7,23.1,24.6,MM,MM,MM,MM
2022,1,31,20,36,230,3.1,3.6,MM,MM,MM,MM,1017.8,23.2,24.6,MM,MM,MM,MM
2022,1,31,20,30,230,3.1,3.6,MM,MM,MM,MM,1017.8,23.1,24.6,MM,MM,MM,MM
2022,1,31,20,24,230,3.1,3.6,MM,MM,MM,MM,1017.9,23,24.6,MM,MM,MM,MM
2022,1,31,20,18,230,2.6,3.6,MM,MM,MM,MM,1017.8,23.1,24.6,MM,MM,MM,MM
2022,1,31,20,12,230,2.6,3.1,MM,MM,MM,MM,1017.8,23.1,24.6,MM,MM,MM,MM
2022,1,31,20,6,230,2.1,2.6,MM,MM,MM,MM,1017.8,23.2,24.6,MM,MM,MM,MM
2022,1,31,20,0,230,2.1,2.1,MM,MM,MM,MM,1017.8,23.2,24.6,MM,MM,1.3,MM
2022,1,31,19,54,230,2.1,2.6,MM,MM,MM,MM,1017.8,23.1,24.6,MM,MM,MM,MM
2022,1,31,19,48,220,2.1,2.6,MM,MM,MM,MM,1017.7,23.1,24.6,MM,MM,MM,MM
2022,1,31,19,42,230,2.1,2.6,MM,MM,MM,MM,1017.7,23.2,24.6,MM,MM,MM,MM
2022,1,31,19,36,230,1.5,2.1,MM,MM,MM,MM,1017.6,23.4,24.6,MM,MM,MM,MM
2022,1,31,19,30,240,1,1.5,MM,MM,MM,MM,1017.5,23.5,24.6,MM,MM,MM,MM
2022,1,31,19,24,MM,0,1.5,MM,MM,MM,MM,1017.5,24,24.6,MM,MM,MM,MM
2022,1,31,19,18,320,1,1,MM,MM,MM,MM,1017.6,23.3,24.6,MM,MM,MM,MM
2022,1,31,19,12,310,1,2.1,MM,MM,MM,MM,1017.6,23,24.6,MM,MM,MM,MM
2022,1,31,19,6,310,1.5,1.5,MM,MM,MM,MM,1017.5,22.8,24.6,MM,MM,MM,MM
2022,1,31,19,0,330,1,2.1,MM,MM,MM,MM,1017.4,22.6,24.6,MM,MM,1.4,MM
2022,1,31,18,54,290,0.5,1,MM,MM,MM,MM,1017.4,23,24.6,MM,MM,MM,MM
2022,1,31,18,48,MM,0,0.5,MM,MM,MM,MM,1017.3,22.9,24.6,MM,MM,MM,MM
2022,1,31,18,42,230,0.5,1,MM,MM,MM,MM,1017.3,22.7,24.6,MM,MM,MM,MM
2022,1,31,18,36,MM,0,0.5,MM,MM,MM,MM,1017.3,22.8,24.6,MM,MM,MM,MM
2022,1,31,18,30,MM,0,0.5,MM,MM,MM,MM,1017.2,22.7,24.6,MM,MM,MM,MM
2022,1,31,18,24,MM,0,0.5,MM,MM,MM,MM,1017.2,22.3,24.6,MM,MM,MM,MM
2022,1,31,18,18,MM,0,0.5,MM,MM,MM,MM,1017.1,22.3,24.6,MM,MM,MM,MM
2022,1,31,18,12,340,0.5,1,MM,MM,MM,MM,1017.1,21.9,24.6,MM,MM,MM,MM
2022,1,31,18,6,MM,0,0,MM,MM,MM,MM,1017.1,22.6,24.6,MM,MM,MM,MM
2022,1,31,18,0,MM,0,0.5,MM,MM,MM,MM,1017.1,22.6,24.6,MM,MM,1.5,MM
2022,1,31,17,54,MM,0,1,MM,MM,MM,MM,1017,22.2,24.6,MM,MM,MM,MM
2022,1,31,17,48,MM,0,0.5,MM,MM,MM,MM,1016.9,21.9,24.6,MM,MM,MM,MM
2022,1,31,17,42,MM,0,0,MM,MM,MM,MM,1016.9,21.7,24.6,MM,MM,MM,MM
2022,1,31,17,36,MM,0,0,MM,MM,MM,MM,1016.8,21.1,24.6,MM,MM,MM,MM
2022,1,31,17,30,MM,0,0.5,MM,MM,MM,MM,1016.7,20.9,24.6,MM,MM,MM,MM
2022,1,31,17,24,MM,0,1,MM,MM,MM,MM,1016.7,20.9,24.6,MM,MM,MM,MM
2022,1,31,17,18,70,1,1,MM,MM,MM,MM,1016.6,21,24.6,MM,MM,MM,MM
2022,1,31,17,12,MM,0,0.5,MM,MM,MM,MM,1016.5,20.9,24.5,MM,MM,MM,MM
2022,1,31,17,6,50,1,1,MM,MM,MM,MM,1016.5,20.9,24.5,MM,MM,MM,MM
2022,1,31,17,0,60,1,1,MM,MM,MM,MM,1016.5,20.9,24.5,MM,MM,0.8,MM
2022,1,31,16,54,70,1,2.1,MM,MM,MM,MM,1016.5,20.9,24.5,MM,MM,MM,MM
2022,1,31,16,48,80,1.5,2.1,MM,MM,MM,MM,1016.5,21,24.6,MM,MM,MM,MM
2022,1,31,16,42,70,0.5,1.5,MM,MM,MM,MM,1016.4,20.8,24.6,MM,MM,MM,MM
2022,1,31,16,36,60,1,1.5,MM,MM,MM,MM,1016.3,20.7,24.6,MM,MM,MM,MM
2022,1,31,16,30,70,0.5,1.5,MM,MM,MM,MM,1016.3,20.4,24.6,MM,MM,MM,MM
2022,1,31,16,24,MM,0,0.5,MM,MM,MM,MM,1016.2,20.2,24.7,MM,MM,MM,MM
2022,1,31,16,18,MM,0,1,MM,MM,MM,MM,1016.1,20.1,24.7,MM,MM,MM,MM
2022,1,31,16,12,70,0.5,0.5,MM,MM,MM,MM,1016.1,20.1,24.7,MM,MM,MM,MM
2022,1,31,16,6,MM,0,0,MM,MM,MM,MM,1016,20.1,24.6,MM,MM,MM,MM
2022,1,31,16,0,MM,0,0,MM,MM,MM,MM,1016,19.9,24.6,MM,MM,0,MM
2022,1,31,15,54,MM,0,1,MM,MM,MM,MM,1015.9,20,24.6,MM,MM,MM,MM
2022,1,31,15,48,MM,0,0.5,MM,MM,MM,MM,1015.9,20.1,24.6,MM,MM,MM,MM
2022,1,31,15,42,100,0.5,0.5,MM,MM,MM,MM,1015.9,19.9,24.6,MM,MM,MM,MM
2022,1,31,15,36,MM,0,0.5,MM,MM,MM,MM,1015.8,20.1,24.6,MM,MM,MM,MM
2022,1,31,15,30,MM,0,0.5,MM,MM,MM,MM,1015.7,20.2,24.6,MM,MM,MM,MM
2022,1,31,15,24,MM,0,0.5,MM,MM,MM,MM,1015.7,20.5,24.6,MM,MM,MM,MM
2022,1,31,15,18,MM,0,1,MM,MM,MM,MM,1015.7,20.6,24.6,MM,MM,MM,MM
2022,1,31,15,12,70,1,1.5,MM,MM,MM,MM,1015.7,20.7,24.6,MM,MM,MM,MM
2022,1,31,15,6,60,1,1,MM,MM,MM,MM,1015.6,20.5,24.7,MM,MM,MM,MM
2022,1,31,15,0,60,0.5,1,MM,MM,MM,MM,1015.6,20.4,24.6,MM,MM,-0.7,MM
2022,1,31,14,54,50,0.5,1,MM,MM,MM,MM,1015.6,20.4,24.7,MM,MM,MM,MM
2022,1,31,14,48,70,0.5,1,MM,MM,MM,MM,1015.5,20.4,24.7,MM,MM,MM,MM
2022,1,31,14,42,MM,0,0.5,MM,MM,MM,MM,1015.6,20.4,24.6,MM,MM,MM,MM
2022,1,31,14,36,60,0.5,1.5,MM,MM,MM,MM,1015.6,20.7,24.6,MM,MM,MM,MM
2022,1,31,14,30,70,1,1.5,MM,MM,MM,MM,1015.6,20.7,24.5,MM,MM,MM,MM
2022,1,31,14,24,80,1,2.1,MM,MM,MM,MM,1015.6,20.8,24.5,MM,MM,MM,MM
2022,1,31,14,18,100,0.5,1.5,MM,MM,MM,MM,1015.6,20.7,24.7,MM,MM,MM,MM
2022,1,31,14,12,40,0.5,1.5,MM,MM,MM,MM,1015.6,21,24.7,MM,MM,MM,MM
2022,1,31,14,6,10,1.5,2.1,MM,MM,MM,MM,1015.6,21.1,24.7,MM,MM,MM,MM
2022,1,31,14,0,10,1.5,2.1,MM,MM,MM,MM,1015.7,21.1,24.7,MM,MM,-1.5,MM
2022,1,31,13,54,350,1.5,2.1,MM,MM,MM,MM,1015.7,20.9,24.6,MM,MM,MM,MM
2022,1,31,13,48,350,1.5,2.1,MM,MM,MM,MM,1015.7,20.9,24.6,MM,MM,MM,MM
2022,1,31,13,42,350,1.5,2.1,MM,MM,MM,MM,1015.8,20.8,24.6,MM,MM,MM,MM
2022,1,31,13,36,350,1.5,2.1,MM,MM,MM,MM,1015.9,20.7,24.6,MM,MM,MM,MM
2022,1,31,13,30,340,1.5,2.1,MM,MM,MM,MM,1015.9,20.5,24.6,MM,MM,MM,MM
2022,1,31,13,24,340,1.5,2.6,MM,MM,MM,MM,1015.9,20.6,24.6,MM,MM,MM,MM
2022,1,31,13,18,340,1.5,2.1,MM,MM,MM,MM,1016,20.5,24.6,MM,MM,MM,MM
2022,1,31,13,12,330,1.5,2.1,MM,MM,MM,MM,1016.1,20.6,24.5,MM,MM,MM,MM
2022,1,31,13,6,330,1.5,2.1,MM,MM,MM,MM,1016.1,20.6,24.5,MM,MM,MM,MM
2022,1,31,13,0,360,1.5,2.1,MM,MM,MM,MM,1016.1,20.5,24.5,MM,MM,-1.5,MM
2022,1,31,12,54,340,1.5,2.6,MM,MM,MM,MM,1016.1,20.6,24.6,MM,MM,MM,MM
2022,1,31,12,48,340,1.5,2.6,MM,MM,MM,MM,1016.2,20.7,24.7,MM,MM,MM,MM
2022,1,31,12,42,360,1.5,2.6,MM,MM,MM,MM,1016.1,20.9,24.7,MM,MM,MM,MM
2022,1,31,12,36,340,1,2.1,MM,MM,MM,MM,1016.2,20.9,24.7,MM,MM,MM,MM
2022,1,31,12,30,340,1.5,2.1,MM,MM,MM,MM,1016.2,20.9,24.7,MM,MM,MM,MM
2022,1,31,12,24,350,2.1,2.6,MM,MM,MM,MM,1016.2,21,24.7,MM,MM,MM,MM
2022,1,31,12,18,320,1.5,2.6,MM,MM,MM,MM,1016.3,21.3,24.7,MM,MM,MM,MM
2022,1,31,12,12,340,1.5,1.5,MM,MM,MM,MM,1016.2,21.1,24.7,MM,MM,MM,MM
2022,1,31,12,6,320,1.5,1.5,MM,MM,MM,MM,1016.2,21.4,24.7,MM,MM,MM,MM
2022,1,31,12,0,20,0.5,1,MM,MM,MM,MM,1016.3,21.2,24.7,MM,MM,-1.7,MM
2022,1,31,11,54,MM,0,0.5,MM,MM,MM,MM,1016.3,21.2,24.7,MM,MM,MM,MM
2022,1,31,11,48,MM,0,1,MM,MM,MM,MM,1016.5,21.3,24.7,MM,MM,MM,MM
2022,1,31,11,42,MM,0,1,MM,MM,MM,MM,1016.5,21.2,24.7,MM,MM,MM,MM
2022,1,31,11,36,340,1,1.5,MM,MM,MM,MM,1016.4,21.5,24.7,MM,MM,MM,MM
2022,1,31,11,30,210,1,1,MM,MM,MM,MM,1016.5,21.4,24.7,MM,MM,MM,MM
2022,1,31,11,24,MM,0,0.5,MM,MM,MM,MM,1016.6,21.4,24.7,MM,MM,MM,MM
2022,1,31,11,18,70,0.5,1.5,MM,MM,MM,MM,1016.9,21.4,24.7,MM,MM,MM,MM
2022,1,31,11,12,MM,0,1,MM,MM,MM,MM,1017,21.4,24.7,MM,MM,MM,MM
2022,1,31,11,6,70,0.5,0.5,MM,MM,MM,MM,1017.2,21.4,24.7,MM,MM,MM,MM
2022,1,31,11,0,MM,0,0,MM,MM,MM,MM,1017.2,21.5,24.7,MM,MM,-0.9,MM
2022,1,31,10,54,MM,0,0.5,MM,MM,MM,MM,1017.3,21.5,24.7,MM,MM,MM,MM
2022,1,31,10,48,50,0.5,1,MM,MM,MM,MM,1017.3,21.6,24.7,MM,MM,MM,MM
2022,1,31,10,42,90,0.5,1,MM,MM,MM,MM,1017.3,21.5,24.7,MM,MM,MM,MM
2022,1,31,10,36,MM,0,0.5,MM,MM,MM,MM,1017.3,21.9,24.7,MM,MM,MM,MM
2022,1,31,10,30,60,0.5,0.5,MM,MM,MM,MM,1017.4,21.8,24.7,MM,MM,MM,MM
2022,1,31,10,24,MM,0,0,MM,MM,MM,MM,1017.5,21.9,24.7,MM,MM,MM,MM
2022,1,31,10,18,MM,0,1,MM,MM,MM,MM,1017.5,22,24.7,MM,MM,MM,MM
2022,1,31,10,12,MM,0,0.5,MM,MM,MM,MM,1017.5,22,24.7,MM,MM,MM,MM
2022,1,31,10,6,MM,0,1.5,MM,MM,MM,MM,1017.6,22,24.7,MM,MM,MM,MM
2022,1,31,10,0,80,1,1.5,MM,MM,MM,MM,1017.6,22.1,24.7,MM,MM,-0.3,MM
2022,1,31,9,54,350,0.5,1,MM,MM,MM,MM,1017.7,22.1,24.7,MM,MM,MM,MM
2022,1,31,9,48,330,0.5,1,MM,MM,MM,MM,1017.7,22.3,24.7,MM,MM,MM,MM
2022,1,31,9,42,MM,0,1,MM,MM,MM,MM,1017.7,22.1,24.7,MM,MM,MM,MM
2022,1,31,9,36,MM,0,1,MM,MM,MM,MM,1017.7,22.3,24.7,MM,MM,MM,MM
2022,1,31,9,30,MM,0,0.5,MM,MM,MM,MM,1017.8,22.4,24.7,MM,MM,MM,MM
2022,1,31,9,24,20,0.5,1,MM,MM,MM,MM,1017.9,22.3,24.7,MM,MM,MM,MM
2022,1,31,9,18,MM,0,1,MM,MM,MM,MM,1017.9,22.2,24.7,MM,MM,MM,MM
2022,1,31,9,12,MM,0,1,MM,MM,MM,MM,1018,22.5,24.7,MM,MM,MM,MM
2022,1,31,9,6,170,1,1,MM,MM,MM,MM,1018,22.5,24.7,MM,MM,MM,MM
2022,1,31,9,0,MM,0,0,MM,MM,MM,MM,1018,22.4,24.7,MM,MM,0.9,MM
2022,1,31,8,54,MM,0,0.5,MM,MM,MM,MM,1018,22.3,24.7,MM,MM,MM,MM
2022,1,31,8,48,MM,0,0.5,MM,MM,MM,MM,1018.1,22.6,24.7,MM,MM,MM,MM
2022,1,31,8,42,MM,0,0.5,MM,MM,MM,MM,1018,22.4,24.7,MM,MM,MM,MM
2022,1,31,8,36,MM,0,0.5,MM,MM,MM,MM,1018,22.5,24.7,MM,MM,MM,MM
2022,1,31,8,30,MM,0,1,MM,MM,MM,MM,1018.1,22.6,24.7,MM,MM,MM,MM
2022,1,31,8,24,MM,0,0.5,MM,MM,MM,MM,1018.2,22.5,24.7,MM,MM,MM,MM
2022,1,31,8,18,MM,0,0.5,MM,MM,MM,MM,1018.2,22.5,24.7,MM,MM,MM,MM
2022,1,31,8,12,140,0.5,1,MM,MM,MM,MM,1018.2,22.6,24.7,MM,MM,MM,MM
2022,1,31,8,6,80,0.5,2.1,MM,MM,MM,MM,1018.1,22.6,24.7,MM,MM,MM,MM
2022,1,31,8,0,100,1,2.1,MM,MM,MM,MM,1018.1,22.5,24.7,MM,MM,1.9,MM
2022,1,31,7,54,90,1.5,2.1,MM,MM,MM,MM,1018.1,22.6,24.7,MM,MM,MM,MM
2022,1,31,7,48,80,1.5,2.1,MM,MM,MM,MM,1018.2,22.6,24.7,MM,MM,MM,MM
2022,1,31,7,42,80,1.5,2.1,MM,MM,MM,MM,1018.2,22.6,24.7,MM,MM,MM,MM
2022,1,31,7,36,70,1.5,2.6,MM,MM,MM,MM,1018.1,22.6,24.7,MM,MM,MM,MM
2022,1,31,7,30,90,1,2.1,MM,MM,MM,MM,1018.1,22.6,24.7,MM,MM,MM,MM
2022,1,31,7,24,90,1,2.1,MM,MM,MM,MM,1018.1,22.6,24.7,MM,MM,MM,MM
2022,1,31,7,18,100,1,1.5,MM,MM,MM,MM,1018,22.7,24.7,MM,MM,MM,MM
2022,1,31,7,12,120,0.5,1.5,MM,MM,MM,MM,1018,22.6,24.7,MM,MM,MM,MM
2022,1,31,7,6,140,1,1.5,MM,MM,MM,MM,1017.9,22.8,24.7,MM,MM,MM,MM
2022,1,31,7,0,130,0.5,1,MM,MM,MM,MM,1017.9,22.7,24.7,MM,MM,2,MM
2022,1,31,6,54,MM,0,2.1,MM,MM,MM,MM,1017.8,22.9,24.7,MM,MM,MM,MM
2022,1,31,6,48,50,1,1.5,MM,MM,MM,MM,1017.8,22.9,24.7,MM,MM,MM,MM
2022,1,31,6,42,350,1,2.1,MM,MM,MM,MM,1017.7,23,24.7,MM,MM,MM,MM
2022,1,31,6,36,320,1,1.5,MM,MM,MM,MM,1017.6,23,24.7,MM,MM,MM,MM
2022,1,31,6,30,MM,0,0.5,MM,MM,MM,MM,1017.6,23,24.7,MM,MM,MM,MM
2022,1,31,6,24,MM,0,1,MM,MM,MM,MM,1017.5,23,24.7,MM,MM,MM,MM
2022,1,31,6,18,10,1,1.5,MM,MM,MM,MM,1017.5,23.1,24.7,MM,MM,MM,MM
2022,1,31,6,12,30,1,3.1,MM,MM,MM,MM,1017.3,23.1,24.7,MM,MM,MM,MM
2022,1,31,6,6,60,1.5,2.1,MM,MM,MM,MM,1017.2,23,24.7,MM,MM,MM,MM
2022,1,31,6,0,50,1,1.5,MM,MM,MM,MM,1017.1,23.1,24.7,MM,MM,1.6,MM
2022,1,31,5,54,50,1,2.1,MM,MM,MM,MM,1017,23.1,24.7,MM,MM,MM,MM
2022,1,31,5,48,40,1.5,2.1,MM,MM,MM,MM,1017,23.1,24.7,MM,MM,MM,MM
2022,1,31,5,42,50,1.5,2.1,MM,MM,MM,MM,1017,23.1,24.7,MM,MM,MM,MM
2022,1,31,5,36,70,1.5,2.1,MM,MM,MM,MM,1016.9,23.1,24.7,MM,MM,MM,MM
2022,1,31,5,30,50,1.5,2.6,MM,MM,MM,MM,1016.9,23.2,24.7,MM,MM,MM,MM
2022,1,31,5,24,50,1.5,2.6,MM,MM,MM,MM,1016.7,23.2,24.8,MM,MM,MM,MM
2022,1,31,5,18,60,1.5,3.1,MM,MM,MM,MM,1016.6,23.2,24.8,MM,MM,MM,MM
2022,1,31,5,12,60,2.1,3.1,MM,MM,MM,MM,1016.5,23.3,24.7,MM,MM,MM,MM
2022,1,31,5,6,60,2.1,3.1,MM,MM,MM,MM,1016.3,23.3,24.7,MM,MM,MM,MM
2022,1,31,5,0,60,1.5,2.6,MM,MM,MM,MM,1016.2,23.3,24.7,MM,MM,0.9,MM
2022,1,31,4,54,60,2.6,4.1,MM,MM,MM,MM,1016.2,23.4,24.7,MM,MM,MM,MM
2022,1,31,4,48,70,1.5,3.6,MM,MM,MM,MM,1016.1,23.5,24.7,MM,MM,MM,MM
2022,1,31,4,42,50,1.5,4.6,MM,MM,MM,MM,1016,23.5,24.7,MM,MM,MM,MM
2022,1,31,4,36,60,2.1,4.1,MM,MM,MM,MM,1016,23.6,24.8,MM,MM,MM,MM
2022,1,31,4,30,60,2.6,4.1,MM,MM,MM,MM,1016,23.6,24.8,MM,MM,MM,MM
2022,1,31,4,24,60,2.1,4.6,MM,MM,MM,MM,1016,23.7,24.8,MM,MM,MM,MM
2022,1,31,4,18,60,2.6,4.1,MM,MM,MM,MM,1015.9,23.8,24.8,MM,MM,MM,MM
2022,1,31,4,12,60,1.5,2.6,MM,MM,MM,MM,1015.9,24,24.8,MM,MM,MM,MM
2022,1,31,4,6,60,2.1,3.6,MM,MM,MM,MM,1016,24,24.8,MM,MM,MM,MM
2022,1,31,4,0,80,1,2.6,MM,MM,MM,MM,1015.9,24.2,24.8,MM,MM,0.8,MM
2022,1,31,3,54,70,1.5,4.1,MM,MM,MM,MM,1015.9,24.2,24.8,MM,MM,MM,MM
2022,1,31,3,48,70,2.1,4.1,MM,MM,MM,MM,1015.9,24.3,24.8,MM,MM,MM,MM
2022,1,31,3,42,60,2.1,4.6,MM,MM,MM,MM,1015.8,24.4,24.8,MM,MM,MM,MM
2022,1,31,3,36,110,1.5,5.1,MM,MM,MM,MM,1015.7,24.6,24.8,MM,MM,MM,MM
2022,1,31,3,30,80,1,4.1,MM,MM,MM,MM,1015.6,24.7,24.8,MM,MM,MM,MM
2022,1,31,3,24,120,1.5,3.6,MM,MM,MM,MM,1015.6,24.9,24.8,MM,MM,MM,MM
