#YY,MM,DD,hh,mm,WDIR,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,nmi,hPa,ft
2022,3,5,2,6,360,2.1,3.1,MM,MM,MM,MM,1012.9,24.9,25.4,MM,MM,MM,MM
2022,3,5,2,0,310,1,1.5,MM,MM,MM,MM,1012.8,24.8,25.4,MM,MM,-1.6,MM
2022,3,5,1,54,190,0.5,1.5,MM,MM,MM,MM,1012.8,25.1,25.4,MM,MM,MM,MM
2022,3,5,1,48,290,1,2.6,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM
2022,3,5,1,42,260,2.6,4.1,MM,MM,MM,MM,1012.8,24.4,25.5,MM,MM,MM,MM
2022,3,5,1,36,240,3.6,4.1,MM,MM,MM,MM,1012.7,24.3,25.5,MM,MM,MM,MM
2022,3,5,1,30,230,3.1,4.6,MM,MM,MM,MM,1012.7,24.3,25.4,MM,MM,MM,MM
2022,3,5,1,24,220,3.6,4.1,MM,MM,MM,MM,1012.8,24.4,25.4,MM,MM,MM,MM
2022,3,5,1,18,230,4.1,4.6,MM,MM,MM,MM,1012.8,24.2,25.4,MM,MM,MM,MM
2022,3,5,1,12,230,4.1,4.6,MM,MM,MM,MM,1012.8,24.4,25.3,MM,MM,MM,MM
2022,3,5,1,6,230,3.6,4.6,MM,MM,MM,MM,1012.8,24.2,25.3,MM,MM,MM,MM
2022,3,5,1,0,230,1.5,3.6,MM,MM,MM,MM,1012.9,24.7,25.3,MM,MM,-2.5,MM
2022,3,5,0,54,230,3.1,3.6,MM,MM,MM,MM,1013,24.7,25.3,MM,MM,MM,MM
2022,3,5,0,48,270,2.1,2.6,MM,MM,MM,MM,1013,24.5,25.3,MM,MM,MM,MM
2022,3,5,0,42,240,2.1,3.1,MM,MM,MM,MM,1013.1,24.4,25.2,MM,MM,MM,MM
2022,3,5,0,36,270,1.5,5.1,MM,MM,MM,MM,1013.1,25,25.2,MM,MM,MM,MM
2022,3,5,0,30,260,3.1,6.2,MM,MM,MM,MM,1013,24.6,25.2,MM,MM,MM,MM
2022,3,5,0,24,260,2.1,3.1,MM,MM,MM,MM,1013.2,24.9,25.2,MM,MM,MM,MM
2022,3,5,0,18,180,1,4.1,MM,MM,MM,MM,1013.2,25.7,25.2,MM,MM,MM,MM
2022,3,5,0,12,110,3.1,5.7,MM,MM,MM,MM,1013.3,25.6,25.1,MM,MM,MM,MM
2022,3,5,0,6,70,2.6,7.2,MM,MM,MM,MM,1013.4,25,25.1,MM,MM,MM,MM
2022,3,5,0,0,350,1.5,4.1,MM,MM,MM,MM,1013.4,25.5,25.1,MM,MM,-2.6,MM
2022,3,4,23,54,280,0.5,4.1,MM,MM,MM,MM,1013.6,25.4,25.1,MM,MM,MM,MM
2022,3,4,23,48,20,2.6,4.1,MM,MM,MM,MM,1013.7,25.2,25.1,MM,MM,MM,MM
2022,3,4,23,42,330,2.6,4.1,MM,MM,MM,MM,1013.8,25.1,25.1,MM,MM,MM,MM
2022,3,4,23,36,50,2.6,4.6,MM,MM,MM,MM,1014,25.3,25.1,MM,MM,MM,MM
2022,3,4,23,30,70,3.6,6.2,MM,MM,MM,MM,1014.1,24.7,25.1,MM,MM,MM,MM
2022,3,4,23,24,70,4.1,5.7,MM,MM,MM,MM,1014.2,24.3,25.1,MM,MM,MM,MM
2022,3,4,23,18,70,2.6,4.6,MM,MM,MM,MM,1014.3,24.5,25.1,MM,MM,MM,MM
2022,3,4,23,12,50,2.1,8.2,MM,MM,MM,MM,1014.4,24.5,25.1,MM,MM,MM,MM
2022,3,4,23,6,360,2.1,6.7,MM,MM,MM,MM,1014.4,24.7,25.1,MM,MM,MM,MM
2022,3,4,23,0,20,2.6,6.7,MM,MM,MM,MM,1014.4,25,25.1,MM,MM,-1.7,MM
2022,3,4,22,54,70,3.1,5.1,MM,MM,MM,MM,1014.6,24.6,25.1,MM,MM,MM,MM
2022,3,4,22,48,50,1.5,3.1,MM,MM,MM,MM,1014.7,24.8,25.2,MM,MM,MM,MM
2022,3,4,22,42,250,0.5,3.1,MM,MM,MM,MM,1014.7,24.8,25.2,MM,MM,MM,MM
2022,3,4,22,36,70,3.1,5.7,MM,MM,MM,MM,1014.9,24.7,25.1,MM,MM,MM,MM
2022,3,4,22,30,60,2.6,6.7,MM,MM,MM,MM,1015,24.7,25.1,MM,MM,MM,MM
2022,3,4,22,24,60,3.1,6.2,MM,MM,MM,MM,1015.1,24.5,25.1,MM,MM,MM,MM
2022,3,4,22,18,70,4.1,6.2,MM,MM,MM,MM,1015.2,24.4,25.2,MM,MM,MM,MM
2022,3,4,22,12,70,2.6,6.2,MM,MM,MM,MM,1015.3,24.6,25.2,MM,MM,MM,MM
2022,3,4,22,6,60,3.1,4.6,MM,MM,MM,MM,1015.4,24.6,25.2,MM,MM,MM,MM
2022,3,4,22,0,70,4.1,6.2,MM,MM,MM,MM,1015.4,24.6,25.2,MM,MM,-0.5,MM
2022,3,4,21,54,60,4.1,5.7,MM,MM,MM,MM,1015.5,24.4,25.2,MM,MM,MM,MM
2022,3,4,21,48,50,3.1,4.1,MM,MM,MM,MM,1015.6,24.7,25.2,MM,MM,MM,MM
2022,3,4,21,42,340,1.5,5.7,MM,MM,MM,MM,1015.6,25.1,25.2,MM,MM,MM,MM
2022,3,4,21,36,350,3.1,5.1,MM,MM,MM,MM,1015.7,24.9,25.2,MM,MM,MM,MM
2022,3,4,21,30,10,2.1,6.2,MM,MM,MM,MM,1015.8,24.5,25.2,MM,MM,MM,MM
2022,3,4,21,24,20,2.1,6.2,MM,MM,MM,MM,1015.8,24.4,25.2,MM,MM,MM,MM
2022,3,4,21,18,60,2.1,5.7,MM,MM,MM,MM,1015.9,24.3,25.2,MM,MM,MM,MM
2022,3,4,21,12,60,2.6,5.7,MM,MM,MM,MM,1016,24.1,25.2,MM,MM,MM,MM
2022,3,4,21,6,60,2.6,4.6,MM,MM,MM,MM,1016,24.2,25.2,MM,MM,MM,MM
2022,3,4,21,0,80,2.6,4.1,MM,MM,MM,MM,1016,24.2,25.1,MM,MM,1,MM
2022,3,4,20,54,30,1,3.6,MM,MM,MM,MM,1016,24.3,25.2,MM,MM,MM,MM
2022,3,4,20,48,340,2.1,2.6,MM,MM,MM,MM,1016,24,25.1,MM,MM,MM,MM
2022,3,4,20,42,130,1.5,4.6,MM,MM,MM,MM,1016,24,25.1,MM,MM,MM,MM
2022,3,4,20,36,70,2.6,4.1,MM,MM,MM,MM,1016,23.7,25.1,MM,MM,MM,MM
2022,3,4,20,30,20,1,2.6,MM,MM,MM,MM,1016,23.8,25.1,MM,MM,MM,MM
2022,3,4,20,24,110,1.5,4.1,MM,MM,MM,MM,1015.9,23.7,25.2,MM,MM,MM,MM
2022,3,4,20,18,70,2.1,3.6,MM,MM,MM,MM,1015.9,23.8,25.2,MM,MM,MM,MM
2022,3,4,20,12,40,1.5,4.6,MM,MM,MM,MM,1016,23.7,25.2,MM,MM,MM,MM
2022,3,4,20,6,50,2.6,4.6,MM,MM,MM,MM,1016,23.6,25.2,MM,MM,MM,MM
2022,3,4,20,0,70,2.6,4.1,MM,MM,MM,MM,1016.1,23.5,25.2,MM,MM,1.6,MM
2022,3,4,19,54,70,2.1,3.1,MM,MM,MM,MM,1016.1,23.3,25.2,MM,MM,MM,MM
2022,3,4,19,48,70,2.1,3.1,MM,MM,MM,MM,1016.1,23.3,25.2,MM,MM,MM,MM
2022,3,4,19,42,60,3.1,4.1,MM,MM,MM,MM,1016.2,23.1,25.2,MM,MM,MM,MM
2022,3,4,19,36,80,1,4.1,MM,MM,MM,MM,1016.2,23.2,25.2,MM,MM,MM,MM
2022,3,4,19,30,30,1.5,4.1,MM,MM,MM,MM,1016.1,23.2,25.1,MM,MM,MM,MM
2022,3,4,19,24,320,2.6,3.6,MM,MM,MM,MM,1016,23,25.2,MM,MM,MM,MM
2022,3,4,19,18,310,2.6,3.1,MM,MM,MM,MM,1016,22.8,25.1,MM,MM,MM,MM
2022,3,4,19,12,320,2.6,3.1,MM,MM,MM,MM,1016,22.7,25.1,MM,MM,MM,MM
2022,3,4,19,6,330,2.1,3.6,MM,MM,MM,MM,1015.9,22.5,25.2,MM,MM,MM,MM
2022,3,4,19,0,350,1.5,3.6,MM,MM,MM,MM,1015.9,22.6,25.2,MM,MM,1.9,MM
2022,3,4,18,54,340,2.6,3.6,MM,MM,MM,MM,1015.8,22.5,25.1,MM,MM,MM,MM
2022,3,4,18,48,300,3.1,3.6,MM,MM,MM,MM,1015.6,22.4,25.1,MM,MM,MM,MM
2022,3,4,18,42,310,2.6,3.1,MM,MM,MM,MM,1015.5,22.4,25.1,MM,MM,MM,MM
2022,3,4,18,36,310,2.1,2.6,MM,MM,MM,MM,1015.3,22.2,25.1,MM,MM,MM,MM
2022,3,4,18,30,300,2.1,2.1,MM,MM,MM,MM,1015.3,22.1,25.2,MM,MM,MM,MM
2022,3,4,18,24,320,1.5,2.1,MM,MM,MM,MM,1015.2,21.9,25.2,MM,MM,MM,MM
2022,3,4,18,18,340,1,1.5,MM,MM,MM,MM,1015.1,22,25.3,MM,MM,MM,MM
2022,3,4,18,12,330,1.5,1.5,MM,MM,MM,MM,1015.1,21.7,25.3,MM,MM,MM,MM
2022,3,4,18,6,330,1,1.5,MM,MM,MM,MM,1015,21.7,25.3,MM,MM,MM,MM
2022,3,4,18,0,MM,0,1,MM,MM,MM,MM,1015,22.2,25.3,MM,MM,1.1,MM
2022,3,4,17,54,MM,0,0.5,MM,MM,MM,MM,1015,22.7,25.3,MM,MM,MM,MM
2022,3,4,17,48,MM,0,0.5,MM,MM,MM,MM,1014.9,21.8,25.4,MM,MM,MM,MM
2022,3,4,17,42,MM,0,1,MM,MM,MM,MM,1014.7,21.8,25.4,MM,MM,MM,MM
2022,3,4,17,36,MM,0,1,MM,MM,MM,MM,1014.8,21,25.4,MM,MM,MM,MM
2022,3,4,17,30,340,1,1.5,MM,MM,MM,MM,1014.8,20.6,25.4,MM,MM,MM,MM
2022,3,4,17,24,350,1,2.6,MM,MM,MM,MM,1014.8,20.5,25.4,MM,MM,MM,MM
2022,3,4,17,18,330,2.1,2.6,MM,MM,MM,MM,1014.8,20.4,25.4,MM,MM,MM,MM
2022,3,4,17,12,330,1.5,1.5,MM,MM,MM,MM,1014.6,20.4,25.4,MM,MM,MM,MM
2022,3,4,17,6,10,0.5,2.1,MM,MM,MM,MM,1014.6,20.2,25.4,MM,MM,MM,MM
2022,3,4,17,0,360,1,2.1,MM,MM,MM,MM,1014.5,20,25.4,MM,MM,0.3,MM
2022,3,4,16,54,330,1.5,2.6,MM,MM,MM,MM,1014.5,20.1,25.4,MM,MM,MM,MM
2022,3,4,16,48,320,1,1.5,MM,MM,MM,MM,1014.5,20.5,25.4,MM,MM,MM,MM
2022,3,4,16,42,340,1,1.5,MM,MM,MM,MM,1014.5,20.1,25.4,MM,MM,MM,MM
2022,3,4,16,36,20,0.5,1.5,MM,MM,MM,MM,1014.4,20.2,25.4,MM,MM,MM,MM
2022,3,4,16,30,MM,0,0.5,MM,MM,MM,MM,1014.3,20.3,25.4,MM,MM,MM,MM
2022,3,4,16,24,MM,0,0,MM,MM,MM,MM,1014.3,20.1,25.4,MM,MM,MM,MM
2022,3,4,16,18,MM,0,0.5,MM,MM,MM,MM,1014.2,20.2,25.4,MM,MM,MM,MM
2022,3,4,16,12,MM,0,1,MM,MM,MM,MM,1014.2,20,25.4,MM,MM,MM,MM
2022,3,4,16,6,MM,0,0.5,MM,MM,MM,MM,1014.1,20.1,25.4,MM,MM,MM,MM
2022,3,4,16,0,MM,0,0.5,MM,MM,MM,MM,1014,20.2,25.4,MM,MM,-0.6,MM
2022,3,4,15,54,MM,0,1,MM,MM,MM,MM,1014,20.2,25.4,MM,MM,MM,MM
2022,3,4,15,48,MM,0,0,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM,MM
2022,3,4,15,42,MM,0,0.5,MM,MM,MM,MM,1013.9,20.2,25.4,MM,MM,MM,MM
2022,3,4,15,36,MM,0,1,MM,MM,MM,MM,1013.9,20.2,25.4,MM,MM,MM,MM
2022,3,4,15,30,MM,0,0.5,MM,MM,MM,MM,1014,20.1,25.4,MM,MM,MM,MM
2022,3,4,15,24,MM,0,0.5,MM,MM,MM,MM,1013.9,20.1,25.4,MM,MM,MM,MM
2022,3,4,15,18,MM,0,1.5,MM,MM,MM,MM,1013.9,20,25.4,MM,MM,MM,MM
2022,3,4,15,12,40,0.5,1,MM,MM,MM,MM,1013.9,20.1,25.4,MM,MM,MM,MM
2022,3,4,15,6,100,1,1.5,MM,MM,MM,MM,1013.9,20.1,25.4,MM,MM,MM,MM
2022,3,4,15,0,20,0.5,1.5,MM,MM,MM,MM,1013.9,20,25.4,MM,MM,-1.3,MM
2022,3,4,14,54,330,1.5,2.1,MM,MM,MM,MM,1013.9,20.1,25.4,MM,MM,MM,MM
2022,3,4,14,48,340,1,1,MM,MM,MM,MM,1013.9,20.1,25.4,MM,MM,MM,MM
2022,3,4,14,42,MM,0,0.5,MM,MM,MM,MM,1013.9,20.3,25.4,MM,MM,MM,MM
2022,3,4,14,36,10,0.5,1.5,MM,MM,MM,MM,1014,20.5,25.4,MM,MM,MM,MM
2022,3,4,14,30,310,1,1.5,MM,MM,MM,MM,1014,20.7,25.4,MM,MM,MM,MM
2022,3,4,14,24,MM,0,1,MM,MM,MM,MM,1014,20.2,25.5,MM,MM,MM,MM
2022,3,4,14,18,70,0.5,1,MM,MM,MM,MM,1014,20.1,25.5,MM,MM,MM,MM
2022,3,4,14,12,MM,0,0.5,MM,MM,MM,MM,1014.1,20.2,25.5,MM,MM,MM,MM
2022,3,4,14,6,60,0.5,1,MM,MM,MM,MM,1014.2,20.3,25.5,MM,MM,MM,MM
2022,3,4,14,0,60,0.5,1,MM,MM,MM,MM,1014.2,20.3,25.5,MM,MM,-1.4,MM
2022,3,4,13,54,MM,0,1,MM,MM,MM,MM,1014.2,20.4,25.5,MM,MM,MM,MM
2022,3,4,13,48,60,0.5,1.5,MM,MM,MM,MM,1014.3,20.6,25.5,MM,MM,MM,MM
2022,3,4,13,42,350,1.5,2.1,MM,MM,MM,MM,1014.3,20.5,25.5,MM,MM,MM,MM
2022,3,4,13,36,20,0.5,2.1,MM,MM,MM,MM,1014.5,20.7,25.5,MM,MM,MM,MM
2022,3,4,13,30,300,2.1,2.6,MM,MM,MM,MM,1014.5,20.7,25.5,MM,MM,MM,MM
2022,3,4,13,24,290,2.1,2.6,MM,MM,MM,MM,1014.5,20.8,25.5,MM,MM,MM,MM
2022,3,4,13,18,300,1,1.5,MM,MM,MM,MM,1014.6,21,25.5,MM,MM,MM,MM
2022,3,4,13,12,300,0.5,1,MM,MM,MM,MM,1014.6,20.9,25.5,MM,MM,MM,MM
2022,3,4,13,6,290,1,1.5,MM,MM,MM,MM,1014.6,20.8,25.5,MM,MM,MM,MM
2022,3,4,13,0,280,1,1.5,MM,MM,MM,MM,1014.6,20.8,25.5,MM,MM,-1.3,MM
2022,3,4,12,54,300,1.5,2.1,MM,MM,MM,MM,1014.7,20.9,25.5,MM,MM,MM,MM
2022,3,4,12,48,MM,0,2.1,MM,MM,MM,MM,1014.7,20.9,25.5,MM,MM,MM,MM
2022,3,4,12,42,320,2.1,2.1,MM,MM,MM,MM,1014.7,21,25.5,MM,MM,MM,MM
2022,3,4,12,36,50,0.5,1,MM,MM,MM,MM,1014.8,21,25.5,MM,MM,MM,MM
2022,3,4,12,30,360,1,1.5,MM,MM,MM,MM,1014.8,21,25.5,MM,MM,MM,MM
2022,3,4,12,24,340,1,1.5,MM,MM,MM,MM,1014.9,21,25.5,MM,MM,MM,MM
2022,3,4,12,18,10,1,2.1,MM,MM,MM,MM,1015,21.1,25.5,MM,MM,MM,MM
2022,3,4,12,12,320,1,1.5,MM,MM,MM,MM,1015.1,21.5,25.5,MM,MM,MM,MM
2022,3,4,12,6,320,1,1.5,MM,MM,MM,MM,1015.1,21.5,25.5,MM,MM,MM,MM
2022,3,4,12,0,340,1,1,MM,MM,MM,MM,1015.2,21.5,25.5,MM,MM,-0.8,MM
2022,3,4,11,54,MM,0,0.5,MM,MM,MM,MM,1015.3,21.3,25.5,MM,MM,MM,MM
2022,3,4,11,48,MM,0,0.5,MM,MM,MM,MM,1015.3,21.3,25.5,MM,MM,MM,MM
2022,3,4,11,42,MM,0,0.5,MM,MM,MM,MM,1015.3,21.3,25.5,MM,MM,MM,MM
2022,3,4,11,36,320,0.5,1.5,MM,MM,MM,MM,1015.4,21.4,25.5,MM,MM,MM,MM
2022,3,4,11,30,280,1,1.5,MM,MM,MM,MM,1015.5,21.4,25.5,MM,MM,MM,MM
2022,3,4,11,24,290,1,1.5,MM,MM,MM,MM,1015.5,21.3,25.5,MM,MM,MM,MM
2022,3,4,11,18,290,1,1.5,MM,MM,MM,MM,1015.5,21.4,25.5,MM,MM,MM,MM
2022,3,4,11,12,310,0.5,1,MM,MM,MM,MM,1015.5,21.5,25.5,MM,MM,MM,MM
2022,3,4,11,6,MM,0,0.5,MM,MM,MM,MM,1015.6,21.4,25.5,MM,MM,MM,MM
2022,3,4,11,0,MM,0,0.5,MM,MM,MM,MM,1015.6,21.3,25.5,MM,MM,-0.3,MM
2022,3,4,10,54,MM,0,1,MM,MM,MM,MM,1015.6,21.4,25.5,MM,MM,MM,MM
2022,3,4,10,48,MM,0,1,MM,MM,MM,MM,1015.6,21.3,25.5,MM,MM,MM,MM
2022,3,4,10,42,MM,0,0.5,MM,MM,MM,MM,1015.7,21.3,25.5,MM,MM,MM,MM
2022,3,4,10,36,MM,0,1.5,MM,MM,MM,MM,1015.8,21.3,25.5,MM,MM,MM,MM
2022,3,4,10,30,60,1,1.5,MM,MM,MM,MM,1015.8,21.4,25.5,MM,MM,MM,MM
2022,3,4,10,24,350,1,1.5,MM,MM,MM,MM,1015.8,21.4,25.5,MM,MM,MM,MM
2022,3,4,10,18,340,1.5,2.1,MM,MM,MM,MM,1015.8,21.4,25.5,MM,MM,MM,MM
2022,3,4,10,12,320,2.1,2.6,MM,MM,MM,MM,1015.9,21.6,25.4,MM,MM,MM,MM
2022,3,4,10,6,320,0.5,1.5,MM,MM,MM,MM,1015.9,21.9,25.5,MM,MM,MM,MM
2022,3,4,10,0,MM,0,1,MM,MM,MM,MM,1015.9,21.7,25.5,MM,MM,0.5,MM
2022,3,4,9,54,330,1,1.5,MM,MM,MM,MM,1015.9,21.6,25.5,MM,MM,MM,MM
2022,3,4,9,48,320,1,1.5,MM,MM,MM,MM,1015.9,21.7,25.5,MM,MM,MM,MM
2022,3,4,9,42,340,1,1.5,MM,MM,MM,MM,1015.9,21.8,25.5,MM,MM,MM,MM
2022,3,4,9,36,320,0.5,1,MM,MM,MM,MM,1015.9,21.8,25.5,MM,MM,MM,MM
2022,3,4,9,30,MM,0,0.5,MM,MM,MM,MM,1015.9,21.6,25.4,MM,MM,MM,MM
2022,3,4,9,24,MM,0,1.5,MM,MM,MM,MM,1016,21.7,25.4,MM,MM,MM,MM
2022,3,4,9,18,340,1,2.1,MM,MM,MM,MM,1016,21.7,25.4,MM,MM,MM,MM
2022,3,4,9,12,330,1.5,2.1,MM,MM,MM,MM,1016,21.9,25.4,MM,MM,MM,MM
2022,3,4,9,6,330,1.5,1.5,MM,MM,MM,MM,1016,21.8,25.5,MM,MM,MM,MM
2022,3,4,9,0,330,1.5,1.5,MM,MM,MM,MM,1016,21.9,25.5,MM,MM,1.1,MM
2022,3,4,8,54,320,1.5,2.1,MM,MM,MM,MM,1016,22,25.5,MM,MM,MM,MM
2022,3,4,8,48,310,1.5,2.1,MM,MM,MM,MM,1015.9,22,25.4,MM,MM,MM,MM
2022,3,4,8,42,320,1,1.5,MM,MM,MM,MM,1015.9,22.1,25.4,MM,MM,MM,MM
2022,3,4,8,36,340,1,1.5,MM,MM,MM,MM,1015.9,22.2,25.4,MM,MM,MM,MM
2022,3,4,8,30,330,1,1.5,MM,MM,MM,MM,1015.9,22.2,25.5,MM,MM,MM,MM
2022,3,4,8,24,320,1.5,1.5,MM,MM,MM,MM,1015.8,22.2,25.5,MM,MM,MM,MM
2022,3,4,8,18,330,1,1,MM,MM,MM,MM,1015.8,22.3,25.5,MM,MM,MM,MM
2022,3,4,8,12,330,1,1.5,MM,MM,MM,MM,1015.9,22.3,25.5,MM,MM,MM,MM
2022,3,4,8,6,340,1,1.5,MM,MM,MM,MM,1015.9,22.4,25.5,MM,MM,MM,MM
2022,3,4,8,0,340,1,1.5,MM,MM,MM,MM,1015.9,22.5,25.5,MM,MM,1.5,MM
2022,3,4,7,54,360,0.5,1,MM,MM,MM,MM,1015.9,22.5,25.5,MM,MM,MM,MM
2022,3,4,7,48,50,1.5,2.1,MM,MM,MM,MM,1015.9,22.4,25.6,MM,MM,MM,MM
2022,3,4,7,42,60,1.5,1.5,MM,MM,MM,MM,1015.8,22.2,25.6,MM,MM,MM,MM
2022,3,4,7,36,20,1,2.1,MM,MM,MM,MM,1015.8,22.6,25.6,MM,MM,MM,MM
2022,3,4,7,30,10,1.5,2.6,MM,MM,MM,MM,1015.8,22.7,25.6,MM,MM,MM,MM
2022,3,4,7,24,10,1.5,2.6,MM,MM,MM,MM,1015.7,22.7,25.6,MM,MM,MM,MM
2022,3,4,7,18,350,1.5,3.6,MM,MM,MM,MM,1015.6,22.9,25.6,MM,MM,MM,MM
2022,3,4,7,12,310,2.6,3.6,MM,MM,MM,MM,1015.5,23.2,25.6,MM,MM,MM,MM
2022,3,4,7,6,320,3.1,3.6,MM,MM,MM,MM,1015.5,23.2,25.6,MM,MM,MM,MM
2022,3,4,7,0,290,2.6,3.6,MM,MM,MM,MM,1015.4,23.3,25.6,MM,MM,1.7,MM
2022,3,4,6,54,310,2.1,3.1,MM,MM,MM,MM,1015.4,23.3,25.6,MM,MM,MM,MM
2022,3,4,6,48,330,2.1,2.6,MM,MM,MM,MM,1015.4,23.3,25.5,MM,MM,MM,MM
2022,3,4,6,42,360,1.5,3.6,MM,MM,MM,MM,1015.4,23.3,25.6,MM,MM,MM,MM
2022,3,4,6,36,350,2.6,4.1,MM,MM,MM,MM,1015.3,23.4,25.6,MM,MM,MM,MM
2022,3,4,6,30,360,2.6,4.6,MM,MM,MM,MM,1015.3,23.4,25.6,MM,MM,MM,MM
2022,3,4,6,24,360,3.6,5.1,MM,MM,MM,MM,1015.2,23.5,25.6,MM,MM,MM,MM
2022,3,4,6,18,350,3.1,5.1,MM,MM,MM,MM,1015.1,23.6,25.6,MM,MM,MM,MM
2022,3,4,6,12,330,3.1,5.1,MM,MM,MM,MM,1015,23.6,25.6,MM,MM,MM,MM
2022,3,4,6,6,360,2.1,4.1,MM,MM,MM,MM,1014.9,23.7,25.6,MM,MM,MM,MM
2022,3,4,6,0,350,1.5,2.6,MM,MM,MM,MM,1014.9,23.8,25.7,MM,MM,1.9,MM
2022,3,4,5,54,320,2.6,4.6,MM,MM,MM,MM,1014.8,23.8,25.7,MM,MM,MM,MM
2022,3,4,5,48,340,2.1,3.1,MM,MM,MM,MM,1014.7,23.7,25.7,MM,MM,MM,MM
2022,3,4,5,42,330,2.6,4.1,MM,MM,MM,MM,1014.7,23.8,25.7,MM,MM,MM,MM
2022,3,4,5,36,330,3.1,5.7,MM,MM,MM,MM,1014.7,23.8,25.7,MM,MM,MM,MM
2022,3,4,5,30,340,2.1,4.6,MM,MM,MM,MM,1014.6,24,25.7,MM,MM,MM,MM
2022,3,4,5,24,350,3.1,4.1,MM,MM,MM,MM,1014.6,24,25.7,MM,MM,MM,MM
2022,3,4,5,18,340,2.1,3.6,MM,MM,MM,MM,1014.5,24.1,25.7,MM,MM,MM,MM
2022,3,4,5,12,350,2.1,4.6,MM,MM,MM,MM,1014.5,24.2,25.7,MM,MM,MM,MM
2022,3,4,5,6,350,2.6,5.1,MM,MM,MM,MM,1014.4,24.2,25.7,MM,MM,MM,MM
2022,3,4,5,0,330,3.6,5.7,MM,MM,MM,MM,1014.4,24.2,25.7,MM,MM,1.9,MM
2022,3,4,4,54,320,4.6,5.7,MM,MM,MM,MM,1014.3,24.3,25.7,MM,MM,MM,MM
2022,3,4,4,48,330,4.1,5.7,MM,MM,MM,MM,1014.2,24.5,25.7,MM,MM,MM,MM
2022,3,4,4,42,330,4.1,6.7,MM,MM,MM,MM,1014.2,24.6,25.7,MM,MM,MM,MM
2022,3,4,4,36,330,3.6,5.7,MM,MM,MM,MM,1014.1,24.6,25.6,MM,MM,MM,MM
2022,3,4,4,30,330,3.1,4.6,MM,MM,MM,MM,1014,24.8,25.7,MM,MM,MM,MM
2022,3,4,4,24,330,3.1,6.7,MM,MM,MM,MM,1014,25.1,25.7,MM,MM,MM,MM
2022,3,4,4,18,320,5.1,7.2,MM,MM,MM,MM,1013.9,25.1,25.7,MM,MM,MM,MM
2022,3,4,4,12,310,5.1,6.7,MM,MM,MM,MM,1013.8,25.2,25.7,MM,MM,MM,MM
2022,3,4,4,6,330,3.1,4.6,MM,MM,MM,MM,1013.8,25.4,25.7,MM,MM,MM,MM
2022,3,4,4,0,340,4.1,6.2,MM,MM,MM,MM,1013.7,25.4,25.7,MM,MM,0.9,MM
2022,3,4,3,54,320,5.1,6.7,MM,MM,MM,MM,1013.6,25.4,25.7,MM,MM,MM,MM
2022,3,4,3,48,340,4.1,6.2,MM,MM,MM,MM,1013.5,25.7,25.7,MM,MM,MM,MM
2022,3,4,3,42,340,1.5,5.7,MM,MM,MM,MM,1013.5,25.8,25.7,MM,MM,MM,MM
2022,3,4,3,36,360,3.1,5.7,MM,MM,MM,MM,1013.4,25.9,25.7,MM,MM,MM,MM
2022,3,4,3,30,280,2.1,3.1,MM,MM,MM,MM,1013.3,26,25.7,MM,MM,MM,MM
2022,3,4,3,24,260,0.5,2.6,MM,MM,MM,MM,1013.3,25.9,25.8,MM,MM,MM,MM
2022,3,4,3,18,80,2.6,3.6,MM,MM,MM,MM,1013.2,25.5,25.8,MM,MM,MM,MM
2022,3,4,3,12,40,2.1,3.1,MM,MM,MM,MM,1013.1,25.9,25.8,MM,MM,MM,MM
2022,3,4,3,6,160,1.5,2.1,MM,MM,MM,MM,1013,26.6,25.8,MM,MM,MM,MM
2022,3,4,3,0,MM,0,3.6,MM,MM,MM,MM,1013,26.4,25.8,MM,MM,-0.6,MM
2022,3,4,2,54,70,0.5,2.6,MM,MM,MM,MM,1012.9,26.7,25.9,MM,MM,MM,MM
2022,3,4,2,48,160,1.5,3.1,MM,MM,MM,MM,1012.8,26.6,25.9,MM,MM,MM,MM
2022,3,4,2,42,140,2.1,4.6,MM,MM,MM,MM,1012.8,26.2,25.9,MM,MM,MM,MM
2022,3,4,2,36,20,1.5,3.6,MM,MM,MM,MM,1012.7,26.5,26,MM,MM,MM,MM
2022,3,4,2,30,230,1,2.6,MM,MM,MM,MM,1012.7,26.3,26,MM,MM,MM,MM
2022,3,4,2,24,60,1,4.6,MM,MM,MM,MM,1012.7,26.3,26,MM,MM,MM,MM
2022,3,4,2,18,340,5.1,6.2,MM,MM,MM,MM,1012.6,26.4,26,MM,MM,MM,MM
2022,3,4,2,12,300,4.6,7.2,MM,MM,MM,MM,1012.6,26.4,26,MM,MM,MM,MM
2022,3,4,2,6,260,7.2,9.8,MM,MM,MM,MM,1012.3,26.2,26,MM,MM,MM,MM
2022,3,4,2,0,300,5.7,8.2,MM,MM,MM,MM,1012.5,26.2,26,MM,MM,-2,MM
2022,3,4,1,54,250,5.1,9.3,MM,MM,MM,MM,1012.4,26.3,26,MM,MM,MM,MM
