#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2013,1,1,5,55,999,99,99,3.66,15.38,12.59,314,9999,999,24.3,999,99,99
2013,1,1,6,25,999,99,99,4.22,15.38,13.11,317,9999,999,24.4,999,99,99
2013,1,1,6,55,999,99,99,3.9,15.38,12.82,318,9999,999,24.4,999,99,99
2013,1,1,7,25,999,99,99,3.7,15.38,12.28,322,9999,999,24.4,999,99,99
2013,1,1,7,55,999,99,99,3.97,15.38,12.45,314,9999,999,24.5,999,99,99
2013,1,1,8,25,999,99,99,3.97,15.38,12.67,315,9999,999,24.5,999,99,99
2013,1,1,8,55,999,99,99,3.29,15.38,12,308,9999,999,24.5,999,99,99
2013,1,1,9,25,999,99,99,3.66,14.29,12.19,318,9999,999,24.6,999,99,99
2013,1,1,9,55,999,99,99,3.48,15.38,11.9,314,9999,999,24.6,999,99,99
2013,1,1,10,25,999,99,99,3.35,15.38,11.44,315,9999,999,24.6,999,99,99
2013,1,1,10,55,999,99,99,3.12,14.29,10.99,317,9999,999,24.6,999,99,99
2013,1,1,11,25,999,99,99,3.6,14.29,11.55,318,9999,999,24.6,999,99,99
2013,1,1,11,55,999,99,99,3.36,15.38,11.22,318,9999,999,24.5,999,99,99
2013,1,1,12,25,999,99,99,3.37,15.38,11.27,318,9999,999,24.6,999,99,99
2013,1,1,12,55,999,99,99,3.34,15.38,11,317,9999,999,24.6,999,99,99
2013,1,1,13,25,999,99,99,3.31,14.29,10.81,319,9999,999,24.6,999,99,99
2013,1,1,13,55,999,99,99,3.58,15.38,11.08,321,9999,999,24.6,999,99,99
2013,1,1,14,25,999,99,99,3.55,15.38,11.26,324,9999,999,24.6,999,99,99
2013,1,1,14,55,999,99,99,3.39,15.38,11.06,318,9999,999,24.6,999,99,99
2013,1,1,15,25,999,99,99,3.23,14.29,10.73,319,9999,999,24.6,999,99,99
2013,1,1,15,55,999,99,99,3,15.38,10.3,321,9999,999,24.6,999,99,99
2013,1,1,16,25,999,99,99,3.06,14.29,10.17,315,9999,999,24.6,999,99,99
2013,1,1,16,55,999,99,99,3.04,15.38,9.62,329,9999,999,24.6,999,99,99
2013,1,1,17,25,999,99,99,3.85,15.38,10.43,324,9999,999,24.5,999,99,99
2013,1,1,17,55,999,99,99,3.72,15.38,9.76,325,9999,999,24.5,999,99,99
2013,1,1,18,25,999,99,99,3.91,14.29,9.79,325,9999,999,24.5,999,99,99
2013,1,1,18,55,999,99,99,4,14.29,9.27,318,9999,999,24.5,999,99,99
2013,1,1,19,25,999,99,99,3.7,15.38,8.78,321,9999,999,24.5,999,99,99
2013,1,1,19,55,999,99,99,3.69,12.5,8.16,317,9999,999,24.5,999,99,99
2013,1,1,20,25,999,99,99,3.8,15.38,8.42,314,9999,999,24.5,999,99,99
2013,1,1,20,55,999,99,99,3.83,15.38,8.5,318,9999,999,24.5,999,99,99
2013,1,1,21,25,999,99,99,3.87,14.29,8.66,318,9999,999,24.5,999,99,99
2013,1,1,21,55,999,99,99,3.59,12.5,8.2,321,9999,999,24.5,999,99,99
2013,1,1,22,25,999,99,99,3.52,14.29,8.38,317,9999,999,24.5,999,99,99
2013,1,1,22,55,999,99,99,3.64,13.33,8.94,322,9999,999,24.5,999,99,99
2013,1,1,23,25,999,99,99,3.41,13.33,8.4,321,9999,999,24.5,999,99,99
2013,1,1,23,55,999,99,99,3.37,14.29,8.48,319,9999,999,24.5,999,99,99
2013,1,2,0,25,999,99,99,3.6,14.29,8.42,318,9999,999,24.5,999,99,99
2013,1,2,0,55,999,99,99,3.25,15.38,7.95,317,9999,999,24.5,999,99,99
2013,1,2,1,25,999,99,99,3.55,14.29,8.74,317,9999,999,24.5,999,99,99
2013,1,2,1,55,999,99,99,3.16,13.33,8.1,319,9999,999,24.5,999,99,99
2013,1,2,2,25,999,99,99,3.28,14.29,8.11,307,9999,999,24.4,999,99,99
2013,1,2,2,55,999,99,99,3.31,14.29,8.55,315,9999,999,24.4,999,99,99
2013,1,2,3,25,999,99,99,3.3,14.29,8.22,317,9999,999,24.4,999,99,99
2013,1,2,3,55,999,99,99,3.32,13.33,8.1,324,9999,999,24.4,999,99,99
2013,1,2,4,25,999,99,99,3.29,14.29,8.39,312,9999,999,24.4,999,99,99
2013,1,2,4,55,999,99,99,3.25,14.29,8.44,315,9999,999,24.4,999,99,99
2013,1,2,5,25,999,99,99,3.21,14.29,8.35,311,9999,999,24.4,999,99,99
2013,1,2,5,55,999,99,99,3.06,14.29,8.06,324,9999,999,24.3,999,99,99
2013,1,2,6,25,999,99,99,3.25,14.29,8.53,318,9999,999,24.3,999,99,99
2013,1,2,6,55,999,99,99,3.43,13.33,8.95,317,9999,999,24.2,999,99,99
