#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2011,1,1,0,12,999,99,99,1.36,14.29,6.9,318,9999,999,25.3,999,99,99
2011,1,1,0,42,999,99,99,1.36,13.33,7.24,310,9999,999,25.3,999,99,99
2011,1,1,1,12,999,99,99,1.4,12.5,7.28,308,9999,999,25.3,999,99,99
2011,1,1,1,42,999,99,99,1.35,12.5,7.16,308,9999,999,25.3,999,99,99
2011,1,1,2,12,999,99,99,1.48,12.5,7.55,298,9999,999,25.3,999,99,99
2011,1,1,2,42,999,99,99,1.47,12.5,7.73,322,9999,999,25.3,999,99,99
2011,1,1,3,12,999,99,99,1.36,14.29,7.74,317,9999,999,25.3,999,99,99
2011,1,1,3,42,999,99,99,1.4,12.5,7.9,317,9999,999,25.3,999,99,99
2011,1,1,4,12,999,99,99,1.4,13.33,8.2,317,9999,999,25.3,999,99,99
2011,1,1,4,42,999,99,99,1.47,11.76,7.97,314,9999,999,25.3,999,99,99
2011,1,1,5,12,999,99,99,1.41,14.29,7.8,315,9999,999,25.3,999,99,99
2011,1,1,5,42,999,99,99,1.31,12.5,7.62,311,9999,999,25.3,999,99,99
2011,1,1,6,12,999,99,99,1.41,11.76,8.4,324,9999,999,25.4,999,99,99
2011,1,1,6,42,999,99,99,1.44,11.76,8.37,314,9999,999,25.3,999,99,99
2011,1,1,7,12,999,99,99,1.32,11.11,7.71,321,9999,999,25.3,999,99,99
2011,1,1,7,42,999,99,99,1.42,11.76,8.24,319,9999,999,25.3,999,99,99
2011,1,1,8,12,999,99,99,1.44,10.53,8.43,326,9999,999,25.3,999,99,99
2011,1,1,8,42,999,99,99,1.49,13.33,8.7,315,9999,999,25.3,999,99,99
2011,1,1,9,12,999,99,99,1.39,11.76,8.55,317,9999,999,25.3,999,99,99
2011,1,1,9,42,999,99,99,1.57,11.76,9.33,318,9999,999,25.3,999,99,99
2011,1,1,10,12,999,99,99,1.56,14.29,9.72,317,9999,999,25.3,999,99,99
2011,1,1,10,42,999,99,99,1.54,14.29,9.53,311,9999,999,25.3,999,99,99
2011,1,1,11,12,999,99,99,1.57,14.29,9.69,315,9999,999,25.3,999,99,99
2011,1,1,11,42,999,99,99,1.76,12.5,9.78,315,9999,999,25.3,999,99,99
2011,1,1,12,12,999,99,99,1.97,14.29,10.7,312,9999,999,25.3,999,99,99
2011,1,1,12,42,999,99,99,1.73,14.29,10.11,315,9999,999,25.3,999,99,99
2011,1,1,13,12,999,99,99,1.85,14.29,10.05,315,9999,999,25.3,999,99,99
2011,1,1,13,42,999,99,99,1.91,13.33,10.83,319,9999,999,25.3,999,99,99
2011,1,1,14,12,999,99,99,1.65,14.29,9.67,305,9999,999,25.3,999,99,99
2011,1,1,14,42,999,99,99,1.76,14.29,9.89,318,9999,999,25.3,999,99,99
2011,1,1,15,12,999,99,99,1.72,13.33,9.78,317,9999,999,25.3,999,99,99
2011,1,1,15,42,999,99,99,1.6,13.33,9.73,319,9999,999,25.3,999,99,99
2011,1,1,16,12,999,99,99,1.53,12.5,9.42,318,9999,999,25.3,999,99,99
2011,1,1,16,42,999,99,99,1.77,13.33,10.2,315,9999,999,25.2,999,99,99
2011,1,1,17,12,999,99,99,1.5,12.5,9.37,315,9999,999,25.3,999,99,99
2011,1,1,17,42,999,99,99,1.58,13.33,9.51,314,9999,999,25.2,999,99,99
2011,1,1,18,12,999,99,99,1.43,12.5,8.75,311,9999,999,25.2,999,99,99
2011,1,1,18,42,999,99,99,1.52,12.5,8.92,312,9999,999,25.2,999,99,99
2011,1,1,19,12,999,99,99,1.29,14.29,7.63,314,9999,999,25.2,999,99,99
2011,1,1,19,42,999,99,99,1.63,13.33,9.25,304,9999,999,25.2,999,99,99
2011,1,1,20,12,999,99,99,1.56,12.5,9.19,311,9999,999,25.2,999,99,99
2011,1,1,20,42,999,99,99,1.64,13.33,9.79,311,9999,999,25.3,999,99,99
2011,1,1,21,12,999,99,99,1.42,11.76,8.86,312,9999,999,25.3,999,99,99
2011,1,1,21,42,999,99,99,1.42,14.29,8.98,304,9999,999,25.3,999,99,99
2011,1,1,22,12,999,99,99,1.54,12.5,8.75,311,9999,999,25.3,999,99,99
2011,1,1,22,42,999,99,99,1.42,12.5,8.12,322,9999,999,25.3,999,99,99
2011,1,1,23,12,999,99,99,1.39,11.76,7.88,315,9999,999,25.3,999,99,99
2011,1,1,23,42,999,99,99,1.48,12.5,8.47,314,9999,999,25.4,999,99,99
2011,1,2,0,12,999,99,99,1.47,12.5,8.15,314,9999,999,25.3,999,99,99
2011,1,2,0,42,999,99,99,1.47,11.76,8.34,318,9999,999,25.3,999,99,99
2011,1,2,1,12,999,99,99,1.29,13.33,7.74,315,9999,999,25.3,999,99,99
2011,1,2,1,42,999,99,99,1.37,13.33,7.85,314,9999,999,25.3,999,99,99
2011,1,2,2,12,999,99,99,1.45,11.76,8.57,314,9999,999,25.3,999,99,99
2011,1,2,2,42,999,99,99,1.47,13.33,8.83,314,9999,999,25.3,999,99,99
2011,1,2,3,12,999,99,99,1.45,11.76,8.68,312,9999,999,25.3,999,99,99
2011,1,2,3,42,999,99,99,1.38,14.29,8.5,315,9999,999,25.3,999,99,99
2011,1,2,4,12,999,99,99,1.27,11.76,8.37,310,9999,999,25.2,999,99,99
2011,1,2,4,42,999,99,99,1.19,13.33,7.97,311,9999,999,25.2,999,99,99
2011,1,2,5,12,999,99,99,1.52,12.5,9.04,310,9999,999,25.2,999,99,99
2011,1,2,5,42,999,99,99,1.33,13.33,8.64,317,9999,999,25.2,999,99,99
2011,1,2,6,12,999,99,99,1.4,13.33,8.71,319,9999,999,25.3,999,99,99
2011,1,2,6,42,999,99,99,1.36,13.33,8.33,314,9999,999,25.2,999,99,99
2011,1,2,7,12,999,99,99,1.42,13.33,8.51,318,9999,999,25.3,999,99,99
2011,1,2,7,42,999,99,99,1.29,13.33,8.17,312,9999,999,25.3,999,99,99
2011,1,2,8,12,999,99,99,1.32,13.33,7.99,308,9999,999,25.3,999,99,99
2011,1,2,8,42,999,99,99,1.22,12.5,7.61,321,9999,999,25.2,999,99,99
2011,1,2,9,12,999,99,99,1.36,13.33,8.19,319,9999,999,25.2,999,99,99
2011,1,2,9,42,999,99,99,1.39,12.5,8.37,311,9999,999,25.2,999,99,99
2011,1,2,10,12,999,99,99,1.42,13.33,8.32,307,9999,999,25.2,999,99,99
2011,1,2,10,42,999,99,99,1.38,12.5,8.35,310,9999,999,25.2,999,99,99
2011,1,2,11,12,999,99,99,1.43,13.33,8.62,307,9999,999,25.2,999,99,99
2011,1,2,11,42,999,99,99,1.46,12.5,8.57,321,9999,999,25.2,999,99,99
2011,1,2,12,12,999,99,99,1.46,12.5,8.4,318,9999,999,25.2,999,99,99
2011,1,2,12,42,999,99,99,1.48,12.5,8.24,315,9999,999,25.2,999,99,99
2011,1,2,13,12,999,99,99,1.52,12.5,8.14,319,9999,999,25.2,999,99,99
2011,1,2,13,42,999,99,99,1.51,12.5,7.66,315,9999,999,25.2,999,99,99
2011,1,2,14,12,999,99,99,1.67,11.76,8.43,321,9999,999,25.2,999,99,99
2011,1,2,14,42,999,99,99,1.68,20,8.89,311,9999,999,25.2,999,99,99
2011,1,2,15,12,999,99,99,1.61,20,8.73,311,9999,999,25.2,999,99,99
2011,1,2,15,42,999,99,99,1.64,12.5,8.8,307,9999,999,25.2,999,99,99
2011,1,2,16,12,999,99,99,1.75,20,9.64,307,9999,999,25.2,999,99,99
2011,1,2,16,42,999,99,99,1.79,18.18,10.04,312,9999,999,25.2,999,99,99
2011,1,2,17,12,999,99,99,1.71,20,9.6,310,9999,999,25.2,999,99,99
2011,1,2,17,42,999,99,99,2.08,20,11.18,310,9999,999,25.1,999,99,99
2011,1,2,18,12,999,99,99,2.2,18.18,11.86,314,9999,999,25.1,999,99,99
2011,1,2,18,42,999,99,99,2.32,18.18,12.62,311,9999,999,25.1,999,99,99
2011,1,2,19,12,999,99,99,1.97,20,11.4,312,9999,999,25.1,999,99,99
2011,1,2,19,42,999,99,99,2.16,18.18,11.31,308,9999,999,25.1,999,99,99
2011,1,2,20,12,999,99,99,2.48,18.18,12.08,310,9999,999,25.1,999,99,99
2011,1,2,20,42,999,99,99,2.67,18.18,12.27,312,9999,999,25.1,999,99,99
2011,1,2,21,12,999,99,99,2.54,16.67,11.13,311,9999,999,25.1,999,99,99
2011,1,2,21,42,999,99,99,2.46,18.18,10.73,305,9999,999,25.1,999,99,99
