#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2021,1,1,0,7,999,99,99,3.31,18.18,11.01,321,9999,999,25.6,999,99,99
2021,1,1,0,37,999,99,99,3.26,18.18,10.59,320,9999,999,25.6,999,99,99
2021,1,1,1,7,999,99,99,3.36,18.18,10.87,314,9999,999,25.6,999,99,99
2021,1,1,1,37,999,99,99,3.32,18.18,10.83,314,9999,999,25.7,999,99,99
2021,1,1,2,7,999,99,99,3.69,16.67,11.59,314,9999,999,25.6,999,99,99
2021,1,1,2,37,999,99,99,3.57,16.67,11.11,313,9999,999,25.6,999,99,99
2021,1,1,3,7,999,99,99,3.5,16.67,11.19,310,9999,999,25.6,999,99,99
2021,1,1,3,37,999,99,99,3.57,18.18,11.43,313,9999,999,25.6,999,99,99
2021,1,1,4,7,999,99,99,3.73,18.18,11.88,307,9999,999,25.6,999,99,99
2021,1,1,4,37,999,99,99,4.14,16.67,12.48,310,9999,999,25.6,999,99,99
2021,1,1,5,37,999,99,99,3.37,16.67,11.32,307,9999,999,25.6,999,99,99
2021,1,1,6,7,999,99,99,3.46,16.67,11.53,317,9999,999,25.6,999,99,99
2021,1,1,6,37,999,99,99,3.88,16.67,11.87,310,9999,999,25.6,999,99,99
2021,1,1,7,7,999,99,99,3.66,15.38,11.58,314,9999,999,25.6,999,99,99
2021,1,1,7,37,999,99,99,3.59,16.67,11.91,318,9999,999,25.6,999,99,99
2021,1,1,8,7,999,99,99,3.38,16.67,10.88,323,9999,999,25.6,999,99,99
2021,1,1,8,37,999,99,99,3.35,16.67,10.78,314,9999,999,25.6,999,99,99
2021,1,1,9,7,999,99,99,3.31,16.67,10.58,320,9999,999,25.6,999,99,99
2021,1,1,9,37,999,99,99,3.14,16.67,10.24,320,9999,999,25.6,999,99,99
2021,1,1,10,7,999,99,99,3.49,16.67,10.78,320,9999,999,25.6,999,99,99
2021,1,1,10,37,999,99,99,3.12,15.38,9.98,324,9999,999,25.6,999,99,99
2021,1,1,11,7,999,99,99,3.71,16.67,11.18,323,9999,999,25.6,999,99,99
2021,1,1,11,37,999,99,99,3.44,16.67,10.62,327,9999,999,25.6,999,99,99
2021,1,1,12,7,999,99,99,3.65,16.67,10.63,331,9999,999,25.6,999,99,99
2021,1,1,12,37,999,99,99,3.42,15.38,10.32,323,9999,999,25.6,999,99,99
2021,1,1,13,7,999,99,99,3.63,15.38,10.82,321,9999,999,25.6,999,99,99
2021,1,1,13,37,999,99,99,3.52,15.38,10.24,320,9999,999,25.6,999,99,99
2021,1,1,14,7,999,99,99,3.28,15.38,9.61,323,9999,999,25.6,999,99,99
2021,1,1,14,37,999,99,99,3.41,15.38,9.4,325,9999,999,25.6,999,99,99
2021,1,1,15,7,999,99,99,3.59,15.38,10.25,324,9999,999,25.5,999,99,99
2021,1,1,15,37,999,99,99,3.31,15.38,9.29,316,9999,999,25.5,999,99,99
2021,1,1,16,7,999,99,99,3.24,15.38,9.61,316,9999,999,25.5,999,99,99
2021,1,1,16,37,999,99,99,3.68,15.38,10.2,314,9999,999,25.5,999,99,99
2021,1,1,17,7,999,99,99,3.62,14.29,10.29,318,9999,999,25.5,999,99,99
2021,1,1,17,37,999,99,99,3.38,15.38,9.82,321,9999,999,25.5,999,99,99
2021,1,1,18,7,999,99,99,3.52,15.38,10.4,316,9999,999,25.5,999,99,99
2021,1,1,18,37,999,99,99,3.67,15.38,10.31,316,9999,999,25.5,999,99,99
2021,1,1,19,7,999,99,99,3.89,14.29,10.9,320,9999,999,25.5,999,99,99
2021,1,1,19,37,999,99,99,3.47,15.38,9.98,327,9999,999,25.5,999,99,99
2021,1,1,20,7,999,99,99,3.68,16.67,10.46,331,9999,999,25.5,999,99,99
2021,1,1,20,37,999,99,99,3.84,15.38,10.04,320,9999,999,25.6,999,99,99
2021,1,1,21,7,999,99,99,3.51,16.67,10.04,331,9999,999,25.6,999,99,99
2021,1,1,21,37,999,99,99,3.4,15.38,9.98,324,9999,999,25.6,999,99,99
2021,1,1,22,7,999,99,99,4.02,16.67,11.04,335,9999,999,25.6,999,99,99
2021,1,1,22,37,999,99,99,3.79,15.38,10.81,328,9999,999,25.6,999,99,99
2021,1,1,23,7,999,99,99,4.13,15.38,11.27,327,9999,999,25.6,999,99,99
2021,1,2,0,7,999,99,99,3.42,15.38,10.17,325,9999,999,25.6,999,99,99
2021,1,2,0,37,999,99,99,3.33,14.29,9.93,325,9999,999,25.6,999,99,99
2021,1,2,1,7,999,99,99,3.74,14.29,10.71,323,9999,999,25.6,999,99,99
2021,1,2,1,37,999,99,99,3.86,15.38,11.01,334,9999,999,25.6,999,99,99
2021,1,2,2,7,999,99,99,3.4,15.38,10.09,331,9999,999,25.6,999,99,99
2021,1,2,2,37,999,99,99,3.2,15.38,10.01,325,9999,999,25.6,999,99,99
2021,1,2,3,7,999,99,99,3.31,15.38,10.05,320,9999,999,25.6,999,99,99
2021,1,2,3,37,999,99,99,3.4,15.38,10.56,328,9999,999,25.5,999,99,99
2021,1,2,4,7,999,99,99,3.59,15.38,10.79,331,9999,999,25.5,999,99,99
2021,1,2,4,37,999,99,99,3.01,14.29,9.6,332,9999,999,25.5,999,99,99
2021,1,2,5,7,999,99,99,3.05,15.38,9.9,330,9999,999,25.5,999,99,99
2021,1,2,5,37,999,99,99,3.05,15.38,9.91,320,9999,999,25.5,999,99,99
2021,1,2,6,7,999,99,99,3.13,15.38,10.09,325,9999,999,25.5,999,99,99
2021,1,2,6,37,999,99,99,3.61,15.38,10.79,332,9999,999,25.5,999,99,99
2021,1,2,7,7,999,99,99,3.38,15.38,10.47,338,9999,999,25.5,999,99,99
2021,1,2,7,37,999,99,99,3.44,14.29,10.4,328,9999,999,25.5,999,99,99
2021,1,2,8,7,999,99,99,3.23,15.38,10.43,332,9999,999,25.5,999,99,99
2021,1,2,8,37,999,99,99,3.01,14.29,9.95,323,9999,999,25.5,999,99,99
2021,1,2,9,7,999,99,99,3.07,14.29,9.97,328,9999,999,25.5,999,99,99
2021,1,2,9,37,999,99,99,2.83,14.29,9.26,327,9999,999,25.5,999,99,99
2021,1,2,10,7,999,99,99,2.92,14.29,9.43,334,9999,999,25.5,999,99,99
2021,1,2,10,37,999,99,99,2.84,14.29,9.14,328,9999,999,25.5,999,99,99
2021,1,2,11,7,999,99,99,2.75,14.29,8.78,325,9999,999,25.4,999,99,99
2021,1,2,11,37,999,99,99,2.89,14.29,9.36,332,9999,999,25.4,999,99,99
2021,1,2,12,7,999,99,99,2.94,13.33,9.21,324,9999,999,25.5,999,99,99
2021,1,2,12,37,999,99,99,2.82,13.33,8.92,335,9999,999,25.5,999,99,99
