#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2009,1,1,3,49,999,99,99,1.63,13.33,9.3,343,9999,999,25,999,99,99
2009,1,1,5,19,999,99,99,1.61,13.33,8.88,350,9999,999,24.9,999,99,99
2009,1,1,5,49,999,99,99,1.74,14.29,9.64,335,9999,999,24.9,999,99,99
2009,1,1,6,19,999,99,99,1.58,14.29,9.06,340,9999,999,24.9,999,99,99
2009,1,1,6,49,999,99,99,1.86,14.29,10.18,305,9999,999,24.9,999,99,99
2009,1,1,7,19,999,99,99,1.79,13.33,10.27,340,9999,999,24.9,999,99,99
2009,1,1,7,49,999,99,99,1.71,14.29,9.62,326,9999,999,24.7,999,99,99
2009,1,1,8,19,999,99,99,1.71,14.29,9.54,324,9999,999,24.8,999,99,99
2009,1,1,8,49,999,99,99,1.86,14.29,9.59,326,9999,999,24.8,999,99,99
2009,1,1,9,19,999,99,99,1.8,15.38,9.57,312,9999,999,24.7,999,99,99
2009,1,1,9,49,999,99,99,1.76,14.29,9.14,332,9999,999,24.8,999,99,99
2009,1,1,10,19,999,99,99,1.75,14.29,9.6,339,9999,999,24.9,999,99,99
2009,1,1,10,49,999,99,99,1.68,13.33,8.89,343,9999,999,24.9,999,99,99
2009,1,1,11,19,999,99,99,1.7,13.33,9.32,350,9999,999,24.9,999,99,99
2009,1,1,11,49,999,99,99,1.69,13.33,9.77,357,9999,999,25,999,99,99
2009,1,1,12,19,999,99,99,1.63,15.38,9.53,305,9999,999,25,999,99,99
2009,1,1,12,49,999,99,99,1.59,13.33,9.64,352,9999,999,25,999,99,99
2009,1,1,13,19,999,99,99,1.67,14.29,9.96,317,9999,999,25,999,99,99
2009,1,1,13,49,999,99,99,1.7,14.29,10.08,317,9999,999,25,999,99,99
2009,1,1,14,19,999,99,99,1.79,13.33,9.87,343,9999,999,24.9,999,99,99
2009,1,1,14,49,999,99,99,1.58,14.29,9.3,321,9999,999,25,999,99,99
2009,1,1,15,19,999,99,99,1.66,13.33,8.78,345,9999,999,25,999,99,99
2009,1,1,15,49,999,99,99,1.67,12.5,9.04,352,9999,999,25,999,99,99
2009,1,1,16,19,999,99,99,1.67,15.38,9.38,314,9999,999,25,999,99,99
2009,1,1,16,49,999,99,99,1.53,13.33,9.34,346,9999,999,25,999,99,99
2009,1,1,17,19,999,99,99,1.53,14.29,9.39,319,9999,999,24.9,999,99,99
2009,1,1,17,49,999,99,99,1.6,14.29,9.58,315,9999,999,24.9,999,99,99
2009,1,1,18,19,999,99,99,1.58,12.5,9.79,343,9999,999,24.9,999,99,99
2009,1,1,18,49,999,99,99,1.48,15.38,9.68,297,9999,999,25,999,99,99
2009,1,1,19,19,999,99,99,1.44,13.33,9,332,9999,999,25,999,99,99
2009,1,1,19,49,999,99,99,1.36,13.33,9.11,333,9999,999,25,999,99,99
2009,1,1,20,19,999,99,99,1.58,12.5,9.64,342,9999,999,25,999,99,99
2009,1,1,20,49,999,99,99,1.43,14.29,9.1,290,9999,999,25,999,99,99
2009,1,1,21,19,999,99,99,1.52,15.38,8.88,308,9999,999,25.1,999,99,99
2009,1,1,21,49,999,99,99,1.56,13.33,8.66,329,9999,999,25.1,999,99,99
2009,1,1,22,19,999,99,99,1.48,14.29,8.2,307,9999,999,25.2,999,99,99
2009,1,1,22,49,999,99,99,1.56,15.38,8.54,303,9999,999,25.2,999,99,99
2009,1,1,23,19,999,99,99,1.55,15.38,8.62,294,9999,999,25.1,999,99,99
2009,1,1,23,49,999,99,99,1.49,13.33,8.31,308,9999,999,25.1,999,99,99
2009,1,2,0,19,999,99,99,1.68,16.67,9.34,308,9999,999,25.1,999,99,99
2009,1,2,0,49,999,99,99,1.55,15.38,8.46,314,9999,999,25,999,99,99
2009,1,2,1,19,999,99,99,1.44,13.33,8,312,9999,999,25.1,999,99,99
2009,1,2,1,49,999,99,99,1.43,15.38,8.25,305,9999,999,25,999,99,99
2009,1,2,2,19,999,99,99,1.51,12.5,8.39,336,9999,999,25,999,99,99
2009,1,2,2,49,999,99,99,1.57,15.38,8.73,310,9999,999,25,999,99,99
2009,1,2,3,19,999,99,99,1.55,16.67,8.21,300,9999,999,25,999,99,99
2009,1,2,3,49,999,99,99,1.52,15.38,7.78,304,9999,999,24.9,999,99,99
2009,1,2,4,19,999,99,99,1.49,14.29,7.95,300,9999,999,25,999,99,99
2009,1,2,4,49,999,99,99,1.58,15.38,7.67,300,9999,999,24.9,999,99,99
2009,1,2,5,19,999,99,99,1.53,15.38,7.59,291,9999,999,25,999,99,99
2009,1,2,5,49,999,99,99,1.73,15.38,8.27,294,9999,999,25,999,99,99
2009,1,2,6,19,999,99,99,1.66,15.38,7.96,295,9999,999,25.1,999,99,99
