#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2015,1,1,0,20,999,99,99,3.48,9.88,8.02,328,9999,999,24.5,999,99,99
2015,1,1,0,50,999,99,99,3.43,11.76,8,331,9999,999,24.4,999,99,99
2015,1,1,1,20,999,99,99,3.83,11.76,8.4,335,9999,999,24.4,999,99,99
2015,1,1,1,50,999,99,99,3.9,12.5,8.83,347,9999,999,24.4,999,99,99
2015,1,1,2,20,999,99,99,4.18,12.5,8.82,345,9999,999,24.4,999,99,99
2015,1,1,2,50,999,99,99,3.88,11.11,8.62,344,9999,999,24.4,999,99,99
2015,1,1,3,20,999,99,99,4.12,12.5,9.03,335,9999,999,24.4,999,99,99
2015,1,1,3,50,999,99,99,4.05,11.11,8.77,338,9999,999,24.4,999,99,99
2015,1,1,4,20,999,99,99,4.39,12.5,9.31,339,9999,999,24.4,999,99,99
2015,1,1,4,50,999,99,99,3.88,12.5,8.9,345,9999,999,24.4,999,99,99
2015,1,1,5,20,999,99,99,4.46,12.5,9.49,347,9999,999,24.4,999,99,99
2015,1,1,5,50,999,99,99,4.11,13.33,9.13,355,9999,999,24.4,999,99,99
2015,1,1,6,20,999,99,99,3.95,12.5,8.97,352,9999,999,24.4,999,99,99
2015,1,1,6,50,999,99,99,4.33,13.33,9.37,1,9999,999,24.4,999,99,99
2015,1,1,7,20,999,99,99,4.32,12.5,9.56,356,9999,999,24.4,999,99,99
2015,1,1,7,50,999,99,99,4.54,12.5,9.96,354,9999,999,24.4,999,99,99
2015,1,1,8,20,999,99,99,4.35,14.29,9.85,1,9999,999,24.4,999,99,99
2015,1,1,8,50,999,99,99,4.74,13.33,10.32,358,9999,999,24.4,999,99,99
2015,1,1,9,20,999,99,99,4.3,12.5,9.74,349,9999,999,24.4,999,99,99
2015,1,1,9,50,999,99,99,4.23,11.76,9.84,335,9999,999,24.4,999,99,99
2015,1,1,10,20,999,99,99,4.09,13.33,9.49,1,9999,999,24.4,999,99,99
2015,1,1,10,50,999,99,99,4.43,12.5,9.6,352,9999,999,24.4,999,99,99
2015,1,1,11,20,999,99,99,4.66,13.33,9.67,5,9999,999,24.4,999,99,99
2015,1,1,11,50,999,99,99,4.63,12.5,9.84,349,9999,999,24.4,999,99,99
2015,1,1,12,20,999,99,99,4.75,13.33,9.78,359,9999,999,24.4,999,99,99
2015,1,1,12,50,999,99,99,4.17,13.33,9.57,349,9999,999,24.4,999,99,99
2015,1,1,13,20,999,99,99,4.59,12.5,9.88,358,9999,999,24.4,999,99,99
2015,1,1,13,50,999,99,99,4.62,13.33,9.88,354,9999,999,24.4,999,99,99
2015,1,1,14,20,999,99,99,4.26,13.33,9.53,356,9999,999,24.3,999,99,99
2015,1,1,14,50,999,99,99,4.27,12.5,9.48,352,9999,999,24.3,999,99,99
2015,1,1,15,20,999,99,99,4.55,12.5,9.6,351,9999,999,24.3,999,99,99
2015,1,1,15,50,999,99,99,3.61,12.5,8.64,348,9999,999,24.3,999,99,99
2015,1,1,16,20,999,99,99,3.93,13.33,9.24,356,9999,999,24.3,999,99,99
2015,1,1,16,50,999,99,99,3.68,11.11,9.06,356,9999,999,24.3,999,99,99
2015,1,1,17,20,999,99,99,3.94,11.76,9.16,355,9999,999,24.3,999,99,99
2015,1,1,17,50,999,99,99,3.9,13.33,9.1,355,9999,999,24.3,999,99,99
2015,1,1,18,20,999,99,99,3.56,11.76,9.16,356,9999,999,24.3,999,99,99
2015,1,1,18,50,999,99,99,3.77,12.5,9.26,356,9999,999,24.3,999,99,99
2015,1,1,19,20,999,99,99,3.53,11.76,9,359,9999,999,24.3,999,99,99
2015,1,1,19,50,999,99,99,3.72,12.5,9.3,356,9999,999,24.3,999,99,99
2015,1,1,20,20,999,99,99,3.8,11.76,9.15,351,9999,999,24.4,999,99,99
2015,1,1,20,50,999,99,99,3.58,11.76,9.16,359,9999,999,24.4,999,99,99
2015,1,1,21,20,999,99,99,3.24,12.5,8.93,1,9999,999,24.4,999,99,99
2015,1,1,21,50,999,99,99,3.38,12.5,9.09,337,9999,999,24.4,999,99,99
2015,1,1,22,20,999,99,99,3.74,11.76,9.25,355,9999,999,24.3,999,99,99
2015,1,1,22,50,999,99,99,3.23,12.5,8.95,348,9999,999,24.4,999,99,99
2015,1,1,23,20,999,99,99,3,10.53,8.52,342,9999,999,24.4,999,99,99
2015,1,1,23,50,999,99,99,3.28,12.5,9.06,345,9999,999,24.4,999,99,99
2015,1,2,0,20,999,99,99,3.31,11.76,8.95,348,9999,999,24.4,999,99,99
2015,1,2,0,50,999,99,99,3.17,11.76,8.5,352,9999,999,24.4,999,99,99
2015,1,2,1,20,999,99,99,3.15,11.76,8.55,335,9999,999,24.4,999,99,99
2015,1,2,1,50,999,99,99,3.1,11.11,8.77,352,9999,999,24.4,999,99,99
2015,1,2,2,20,999,99,99,3.22,11.76,8.78,351,9999,999,24.4,999,99,99
2015,1,2,2,50,999,99,99,3.24,11.11,8.92,338,9999,999,24.4,999,99,99
2015,1,2,3,20,999,99,99,3.07,11.11,8.62,345,9999,999,24.4,999,99,99
2015,1,2,3,50,999,99,99,3.08,11.76,8.67,352,9999,999,24.3,999,99,99
2015,1,2,4,20,999,99,99,3.42,11.11,8.91,352,9999,999,24.3,999,99,99
2015,1,2,4,50,999,99,99,3.07,11.76,8.7,349,9999,999,24.3,999,99,99
2015,1,2,5,20,999,99,99,2.77,11.76,8.28,347,9999,999,24.3,999,99,99
2015,1,2,5,50,999,99,99,2.84,11.11,8.68,348,9999,999,24.3,999,99,99
2015,1,2,6,20,999,99,99,2.81,11.11,8.59,351,9999,999,24.3,999,99,99
2015,1,2,6,50,999,99,99,2.76,11.11,8.74,349,9999,999,24.3,999,99,99
