#YY,MM,DD,hh,mm,WVHT,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,MWD
#yr,mo,dy,hr,mn,m,m,sec,m,sec,-,degT,-,sec,degT
2022,3,9,4,26,2.5,2,12.5,1.5,9.9,NNW,N,SWELL,9.2,335
2022,3,9,3,56,2.4,1.8,14.3,1.5,9.1,NNW,N,SWELL,9.1,328
2022,3,9,3,26,2.5,1.9,14.3,1.6,9.9,NW,N,SWELL,9.4,324
2022,3,9,2,56,2.6,2,14.3,1.6,9.1,NNW,N,SWELL,9.2,331
2022,3,9,2,26,2.4,1.6,15.4,1.6,9.9,NNW,NNW,SWELL,8.7,328
2022,3,9,1,56,2.5,1.8,12.5,1.7,9.9,NNW,N,SWELL,9,336
2022,3,9,1,26,2.5,1.9,14.3,1.6,7.7,NW,N,SWELL,9.1,326
2022,3,9,0,56,2.5,1.8,14.3,1.7,9.9,NW,N,SWELL,9.1,326
2022,3,9,0,26,2.6,1.9,15.4,1.7,9.9,NNW,N,SWELL,9.1,329
2022,3,8,23,56,2.4,1.8,15.4,1.6,9.9,NW,NNW,SWELL,8.8,325
2022,3,8,23,26,2.5,1.8,15.4,1.7,9.9,NW,NNW,SWELL,8.9,325
2022,3,8,22,56,2.7,1.9,15.4,1.9,9.9,NW,NNW,SWELL,8.8,325
2022,3,8,22,26,2.7,1.8,13.3,1.9,9.9,NNW,N,AVERAGE,8.7,329
2022,3,8,21,56,2.6,1.6,15.4,2,9.9,NW,N,AVERAGE,8.1,319
2022,3,8,21,26,2.5,1.8,12.5,1.8,7.7,NNW,NNW,SWELL,8.3,333
2022,3,8,20,56,2.5,1.3,15.4,2.1,7.7,NW,NNW,STEEP,7.6,345
2022,3,8,20,26,2.5,1.5,15.4,2,7.1,NW,NNW,AVERAGE,7.7,321
2022,3,8,19,56,2.4,1.5,12.5,1.9,7.7,NNW,NNW,AVERAGE,7.7,339
2022,3,8,19,26,2.5,1.3,15.4,2,7.7,NW,NNW,STEEP,7.5,339
2022,3,8,18,56,2.3,1.2,12.5,1.9,7.7,NNW,NNW,AVERAGE,7.3,338
2022,3,8,18,26,2.2,1.3,15.4,1.8,7.7,NW,NNW,AVERAGE,7.4,314
2022,3,8,17,56,2.3,1.2,15.4,1.9,7.7,NW,NNW,AVERAGE,7.2,322
2022,3,8,17,26,2.1,1.1,15.4,1.7,7.1,NW,NNW,AVERAGE,6.9,321
2022,3,8,16,56,2,1.1,16.7,1.6,9.9,NNW,N,AVERAGE,7,329
2022,3,8,16,26,1.8,0.9,15.4,1.6,7.7,NW,NNW,AVERAGE,6.5,314
2022,3,8,15,56,1.8,0.9,16.7,1.5,9.1,NW,NNE,AVERAGE,6.5,14
2022,3,8,15,26,1.7,0.9,16.7,1.5,9.9,NW,NNE,AVERAGE,7,18
2022,3,8,14,56,1.5,0.8,15.4,1.3,7.7,NW,NW,AVERAGE,6.8,322
2022,3,8,14,26,1.6,0.8,16.7,1.3,7.7,NW,NNW,AVERAGE,6.6,322
2022,3,8,13,56,1.4,0.8,16.7,1.1,8.3,NW,NNW,AVERAGE,6.4,324
2022,3,8,13,26,1.4,0.8,11.1,1.1,9.9,N,NNE,AVERAGE,6.4,359
2022,3,8,12,56,1.3,0.8,10.5,1.1,9.1,NNE,NNE,AVERAGE,6.1,30
2022,3,8,12,26,1.3,0.7,16.7,1.1,9.1,NW,NNE,AVERAGE,6,319
2022,3,8,11,56,1.2,0.6,11.1,1,9.1,NNW,N,AVERAGE,5.7,9
2022,3,8,11,26,1.3,0.7,11.1,1,9.9,N,NNE,AVERAGE,6.5,2
2022,3,8,10,56,1.3,0.8,10.5,1,9.1,NNE,NNE,AVERAGE,6.5,20
2022,3,8,10,26,1.3,0.7,11.1,1,9.9,NNE,NE,AVERAGE,6.9,28
2022,3,8,9,56,1.1,0.6,10.5,0.9,9.9,N,NNE,AVERAGE,6.5,20
2022,3,8,9,26,1.2,0.7,11.1,0.9,9.9,N,NNE,AVERAGE,6.8,353
2022,3,8,8,56,1.1,0.7,11.1,0.8,9.9,NNW,NNE,AVERAGE,6.6,345
2022,3,8,8,26,1.1,0.6,10.5,0.9,9.1,NNE,NNE,AVERAGE,6.6,17
2022,3,8,7,56,1.1,0.7,11.1,0.9,9.1,N,NNE,AVERAGE,6.7,349
2022,3,8,7,26,1.1,0.7,10.5,0.9,9.9,NNE,NE,AVERAGE,7.2,13
2022,3,8,6,56,1.1,0.6,10.5,0.9,9.9,NNE,NNE,AVERAGE,7.5,17
2022,3,8,6,26,1.2,0.7,10.5,0.9,9.1,NNE,NNE,AVERAGE,8,27
2022,3,8,5,56,1.1,0.7,11.8,0.8,9.9,NNW,N,AVERAGE,8.1,9
2022,3,8,5,26,1.1,0.6,11.1,0.9,9.9,N,NNE,AVERAGE,7.8,28
2022,3,8,4,56,1.2,0.7,10.5,0.9,9.9,N,N,AVERAGE,7.9,3
2022,3,8,4,26,1.2,0.8,11.1,0.8,9.9,N,NNE,SWELL,8,4
2022,3,8,3,56,1.2,0.8,10.5,0.9,9.9,NNE,N,AVERAGE,8,24
2022,3,8,3,26,1.3,0.8,10.5,1,9.9,NNE,N,AVERAGE,8.4,18
2022,3,8,2,56,1.3,0.7,10.5,1,9.9,N,N,AVERAGE,8.1,350
2022,3,8,2,26,1.1,0.7,11.1,0.9,9.1,N,NNE,AVERAGE,8.2,355
2022,3,8,1,56,1.2,0.7,10.5,0.9,9.9,NNE,NNE,AVERAGE,8.4,23
2022,3,8,1,26,1.2,0.7,11.1,1,9.9,N,NNE,AVERAGE,8.6,28
2022,3,8,0,56,1.2,0.7,10.5,0.9,9.9,N,NNE,AVERAGE,8.7,359
2022,3,8,0,26,1.2,0.8,10.5,0.9,9.9,NNE,NNE,AVERAGE,8.8,25
2022,3,7,23,56,1,0.7,11.8,0.8,9.9,NW,NNE,AVERAGE,8.5,318
2022,3,7,23,26,1.2,0.7,11.8,0.9,9.9,NNW,NNE,AVERAGE,8.9,328
2022,3,7,22,56,1.3,0.8,10.5,1,9.9,N,NNE,AVERAGE,9.2,20
2022,3,7,22,26,1.4,0.8,11.8,1,9.9,NNW,MM,AVERAGE,9.2,0
2022,3,7,21,56,1.2,0.8,10.5,0.8,9.9,NNW,N,SWELL,9.1,346
2022,3,7,21,26,1.3,0.8,10.5,0.9,9.9,MM,NNE,AVERAGE,9.1,25
2022,3,7,20,56,1.2,0.7,10.5,0.9,9.9,N,MM,AVERAGE,8.7,357
2022,3,7,20,26,1.2,0.8,11.1,0.9,9.9,NW,NNW,AVERAGE,8.9,324
2022,3,7,19,56,1.4,0.8,10.5,1,9.9,MM,NNE,AVERAGE,9,0
2022,3,7,19,26,1.2,0.7,11.1,0.9,9.9,NNW,N,AVERAGE,8.8,339
2022,3,7,18,56,1.4,0.9,11.1,1,9.9,NNW,N,AVERAGE,9.1,331
2022,3,7,18,26,1.4,1,10.5,1,9.9,NNW,NNE,SWELL,9.2,339
2022,3,7,17,56,1.3,0.9,11.1,0.9,9.9,NNW,NNE,SWELL,9.2,346
2022,3,7,17,26,1.3,0.9,10.5,1,9.9,NNW,N,AVERAGE,9.1,342
2022,3,7,16,56,1.4,0.9,11.8,0.9,9.9,NW,N,SWELL,9.2,318
2022,3,7,16,26,1.3,0.9,11.1,0.9,9.9,NNW,N,SWELL,9.2,346
2022,3,7,15,56,1.2,0.8,11.8,0.9,9.9,NW,NNW,AVERAGE,8.7,321
2022,3,7,15,26,1.5,1.1,11.1,1,9.9,NNW,N,SWELL,9.2,333
2022,3,7,14,56,1.3,0.9,11.1,0.9,9.9,NW,N,SWELL,9,325
2022,3,7,14,26,1.4,1,11.1,0.9,9.9,NNW,N,SWELL,9.2,339
2022,3,7,13,56,1.3,0.9,11.8,0.9,9.9,NNW,N,SWELL,9,332
2022,3,7,13,26,1.3,0.8,10.5,0.9,9.9,N,NNE,AVERAGE,8.9,359
2022,3,7,12,56,1.4,1,12.5,0.9,9.9,NW,NNE,SWELL,9.2,325
2022,3,7,12,26,1.5,1.1,11.8,0.9,9.9,NW,NNE,SWELL,9.6,326
2022,3,7,11,56,1.3,0.9,11.8,0.9,9.1,NNW,NNE,SWELL,9.3,329
2022,3,7,11,26,1.4,1,12.5,1,9.9,NNW,NNE,SWELL,9.4,336
2022,3,7,10,56,1.6,1.2,11.8,1,9.9,NNW,N,SWELL,9.7,339
2022,3,7,10,26,1.5,1.1,11.8,1,9.9,NNW,NNE,SWELL,9.5,346
2022,3,7,9,56,1.5,1.1,12.5,1.1,9.9,NW,NNE,SWELL,9.4,318
2022,3,7,9,26,1.4,1.1,11.8,0.9,9.9,NNW,N,SWELL,9.3,331
2022,3,7,8,56,1.5,1.1,11.8,1,9.9,NNW,N,SWELL,9.3,328
2022,3,7,8,26,1.6,1.1,12.5,1.1,9.9,NNW,N,SWELL,9.3,331
2022,3,7,7,56,1.7,1.3,12.5,0.9,9.1,NW,N,SWELL,9.7,321
2022,3,7,7,26,1.8,1.4,12.5,1.1,9.1,NW,NNE,SWELL,9.8,326
2022,3,7,6,56,1.7,1.3,12.5,1.1,9.9,NW,N,SWELL,9.6,319
2022,3,7,6,26,1.8,1.5,12.5,1.1,9.9,NW,N,SWELL,9.9,319
2022,3,7,5,56,1.7,1.4,11.8,1,9.9,NW,N,SWELL,9.8,317
2022,3,7,5,26,1.5,1.1,12.5,1,9.9,NW,NNE,SWELL,9.3,319
2022,3,7,4,56,1.6,1.3,11.8,0.9,9.9,NW,NNW,SWELL,9.6,325
2022,3,7,4,26,1.5,1.1,12.5,1,9.9,NNW,NNW,SWELL,9.4,328
2022,3,7,3,56,1.6,1.1,12.5,1,9.9,NW,NNW,SWELL,9.4,325
2022,3,7,3,26,1.5,1,13.3,1,9.9,NW,NE,SWELL,9.3,319
2022,3,7,2,56,1.6,1.2,12.5,1.1,9.9,NW,NNE,SWELL,9.4,325
2022,3,7,2,26,1.8,1.4,12.5,1.1,9.9,NW,N,SWELL,9.8,324
2022,3,7,1,56,1.6,1.1,13.3,1.1,9.9,NW,N,SWELL,9.2,6
2022,3,7,1,26,1.4,1.1,13.3,0.9,9.9,NW,N,SWELL,9.4,325
2022,3,7,0,56,1.7,1.3,12.5,1,9.9,NW,N,SWELL,9.9,317
2022,3,7,0,26,1.6,1.2,12.5,0.9,9.9,NW,N,SWELL,9.5,326
2022,3,6,23,56,1.5,1.2,11.8,0.9,9.1,NW,N,SWELL,9.4,326
2022,3,6,23,26,1.4,1.1,12.5,0.9,9.9,NW,N,SWELL,9.2,315
2022,3,6,22,56,1.5,1.2,13.3,0.9,9.9,NNW,N,SWELL,9.5,336
2022,3,6,22,26,1.5,1.1,13.3,0.9,9.9,NNW,N,SWELL,9.2,338
2022,3,6,21,56,1.6,1.1,13.3,1,9.9,NW,N,SWELL,9.1,319
2022,3,6,21,26,1.7,1.3,12.5,1,9.9,NW,N,SWELL,9.8,310
2022,3,6,20,56,1.5,1.1,13.3,1,9.9,NW,N,SWELL,9.4,321
2022,3,6,20,26,1.6,1.2,13.3,1,9.9,NW,N,SWELL,9.6,319
2022,3,6,19,56,1.7,1.2,10.5,1.1,9.9,N,N,SWELL,9.4,359
2022,3,6,19,26,1.7,1.3,13.3,1.1,9.9,NW,N,SWELL,9.6,317
2022,3,6,18,56,1.7,1.2,12.5,1.1,9.9,NW,NNE,SWELL,9.4,318
2022,3,6,18,26,1.7,1.4,12.5,1,9.1,NW,N,SWELL,9.7,318
2022,3,6,17,56,1.9,1.5,13.3,1.2,9.9,NW,NNE,SWELL,9.8,319
2022,3,6,17,26,1.7,1.4,12.5,1.1,9.9,NW,NNE,SWELL,9.8,312
2022,3,6,16,56,1.7,1.4,13.3,0.9,9.1,NW,NNE,SWELL,9.8,314
2022,3,6,16,26,1.8,1.3,12.5,1.2,9.1,NW,NNE,SWELL,9.3,314
2022,3,6,15,56,1.8,1.4,12.5,1.1,9.9,NW,NNE,SWELL,9.7,319
2022,3,6,15,26,1.7,1.2,13.3,1.1,9.9,NW,NNE,SWELL,9.3,318
2022,3,6,14,56,1.9,1.6,12.5,1.1,9.9,NNW,NE,SWELL,10,332
2022,3,6,14,26,1.8,1.5,14.3,1,9.1,NNW,NNE,SWELL,9.8,333
2022,3,6,13,56,1.9,1.4,13.3,1.1,9.9,NW,NNE,SWELL,10,324
2022,3,6,13,26,1.9,1.6,14.3,1,9.1,NW,NNE,SWELL,10.2,324
2022,3,6,12,56,1.7,1.4,11.8,1,9.9,NNW,NE,SWELL,9.7,339
2022,3,6,12,26,2,1.5,14.3,1.2,9.9,NNW,NNE,SWELL,10.2,328
2022,3,6,11,56,1.9,1.6,14.3,1,9.9,NNW,NNE,SWELL,10.5,328
2022,3,6,11,26,1.9,1.4,12.5,1.2,9.9,NW,NNE,SWELL,10.3,326
2022,3,6,10,56,1.9,1.6,14.3,1,9.1,NNW,NNE,SWELL,10.7,328
2022,3,6,10,26,1.9,1.5,12.5,1,9.9,NNW,NNE,SWELL,10.2,332
2022,3,6,9,56,2,1.7,13.3,1,9.9,NW,NNE,SWELL,10.7,318
2022,3,6,9,26,2.1,1.8,13.3,1.1,9.9,NW,NNE,SWELL,10.7,326
2022,3,6,8,56,2,1.6,11.8,1.1,9.9,NNW,NNE,SWELL,10.2,336
2022,3,6,8,26,2.2,1.8,13.3,1.1,9.9,NW,N,SWELL,10.8,324
2022,3,6,7,56,2.2,1.9,13.3,1.1,9.9,NNW,NNE,SWELL,10.9,329
2022,3,6,7,26,2.1,1.8,15.4,1,9.1,NW,N,SWELL,10.8,324
2022,3,6,6,56,2.1,1.7,12.5,1.1,9.9,NNW,N,SWELL,10.2,328
2022,3,6,6,26,2.1,1.8,14.3,1.1,9.9,NW,N,SWELL,10.3,315
2022,3,6,5,56,2.1,1.7,14.3,1.1,9.1,NW,N,SWELL,10,322
2022,3,6,5,26,2.1,1.8,14.3,1.1,9.9,NW,NNW,SWELL,10.2,321
2022,3,6,4,56,2,1.7,13.3,1,9.9,NW,NNE,SWELL,10,319
2022,3,6,4,26,2.1,1.8,13.3,1.1,9.9,NW,NNE,SWELL,10.1,324
2022,3,6,3,56,2.5,2.2,14.3,1.1,9.9,NW,N,SWELL,11,322
2022,3,6,3,26,2.1,1.8,14.3,1.1,9.9,NW,NNE,SWELL,10.3,325
2022,3,6,2,56,2.2,1.9,15.4,1.1,9.9,NW,N,SWELL,10.6,319
2022,3,6,2,26,2.3,1.9,13.3,1.2,9.9,NW,N,SWELL,10.5,321
2022,3,6,1,56,2.1,1.8,15.4,1.2,9.9,NW,N,SWELL,10.3,321
2022,3,6,1,26,2,1.6,14.3,1.2,9.1,NW,N,SWELL,10.1,321
2022,3,6,0,56,2.1,1.7,15.4,1.1,9.9,NW,N,SWELL,10.2,321
2022,3,6,0,26,2,1.6,14.3,1.2,9.9,NW,N,SWELL,9.9,325
2022,3,5,23,56,2,1.6,14.3,1.2,9.9,NNW,NNE,SWELL,9.8,331
2022,3,5,23,26,2.1,1.8,14.3,1.1,9.1,NW,NNE,SWELL,10.2,322
2022,3,5,22,56,2,1.6,14.3,1.1,9.9,NW,N,SWELL,9.9,324
2022,3,5,22,26,1.9,1.6,14.3,1.1,9.9,NNW,NNE,SWELL,10.1,328
2022,3,5,21,56,1.9,1.4,14.3,1.2,9.9,NW,NNE,SWELL,9.6,326
2022,3,5,21,26,2.1,1.6,14.3,1.3,9.9,NW,N,AVERAGE,10,2
2022,3,5,20,56,2,1.6,13.3,1.2,9.9,NW,NNE,SWELL,10.1,318
2022,3,5,20,26,2.1,1.7,12.5,1.2,9.9,NNW,NNE,SWELL,10,331
2022,3,5,19,56,2.1,1.7,13.3,1.2,9.9,NW,N,SWELL,9.9,321
2022,3,5,19,26,2,1.6,11.8,1.2,9.9,N,NNE,SWELL,9.8,352
2022,3,5,18,56,2.1,1.7,13.3,1.2,9.9,NW,NNE,SWELL,10.1,317
2022,3,5,18,26,2,1.5,11.8,1.2,9.9,NW,N,SWELL,9.6,318
2022,3,5,17,56,2,1.6,15.4,1.2,9.9,NW,N,SWELL,9.9,322
2022,3,5,17,26,2.1,1.7,14.3,1.2,9.9,NW,NNE,SWELL,10,312
2022,3,5,16,56,2.1,1.6,13.3,1.2,9.9,NW,N,SWELL,9.9,317
2022,3,5,16,26,2,1.6,14.3,1.2,9.9,NW,N,SWELL,10,322
2022,3,5,15,56,2.2,1.9,12.5,1.2,9.1,NW,N,SWELL,10.1,321
2022,3,5,15,26,2.3,1.8,13.3,1.3,9.9,NW,N,SWELL,10,325
2022,3,5,14,56,2.2,1.9,13.3,1.2,9.1,NW,N,SWELL,10.4,322
2022,3,5,14,26,2.2,1.8,12.5,1.2,9.9,NW,N,SWELL,10,315
2022,3,5,13,56,2.1,1.7,13.3,1.1,9.9,NW,NNE,SWELL,9.9,322
2022,3,5,13,26,2.4,1.9,13.3,1.3,9.9,NW,NNW,SWELL,10.2,318
2022,3,5,12,56,2.2,1.7,12.5,1.4,9.9,NNW,NNE,SWELL,9.8,329
2022,3,5,12,26,2.3,1.9,13.3,1.2,9.9,NNW,NNE,SWELL,10.5,328
2022,3,5,11,56,1.9,1.5,13.3,1.2,9.9,NNW,N,SWELL,9.6,328
2022,3,5,11,26,2,1.6,14.3,1.2,9.9,NW,N,SWELL,9.8,322
2022,3,5,10,56,2.1,1.7,13.3,1.1,9.9,NW,MM,SWELL,10.1,321
2022,3,5,10,26,2.1,1.7,14.3,1.1,9.9,NW,NNE,SWELL,10.3,322
2022,3,5,9,56,2,1.6,13.3,1.1,9.9,NW,NNE,SWELL,9.9,321
2022,3,5,9,26,2.1,1.8,14.3,1.2,9.9,NNW,NNE,SWELL,10.1,332
2022,3,5,8,56,2,1.6,14.3,1.1,9.9,NW,N,SWELL,9.8,324
2022,3,5,8,26,1.9,1.4,10.5,1.3,9.9,N,NNE,SWELL,9.3,11
2022,3,5,7,56,2.1,1.7,14.3,1.2,9.1,NW,NNE,SWELL,9.7,319
2022,3,5,7,26,2.2,1.6,14.3,1.4,9.9,NW,N,SWELL,9.5,319
2022,3,5,6,56,2.1,1.6,13.3,1.3,9.9,NW,N,SWELL,9.5,321
2022,3,5,6,26,2.1,1.7,14.3,1.2,9.9,NW,N,SWELL,10,314
2022,3,5,5,56,2.1,1.8,14.3,1.2,9.9,NW,MM,SWELL,9.8,319
2022,3,5,5,26,2.2,1.6,14.3,1.4,9.9,NW,N,SWELL,9.8,312
2022,3,5,4,56,2,1.4,14.3,1.3,9.9,NW,NNE,SWELL,9.5,314
2022,3,5,4,26,2.1,1.7,15.4,1.2,9.9,NW,N,SWELL,10,319
2022,3,5,3,56,2,1.6,14.3,1.2,9.1,NW,NNE,SWELL,9.6,321
2022,3,5,3,26,2.1,1.6,14.3,1.2,9.1,NW,NNE,SWELL,9.6,317
2022,3,5,2,56,2.3,1.8,14.3,1.4,9.9,NW,N,SWELL,9.8,317
2022,3,5,2,26,2.2,1.9,14.3,1.1,9.1,NW,NNE,SWELL,9.9,319
2022,3,5,1,56,2.2,1.6,12.5,1.4,9.9,NW,NNE,SWELL,9.3,319
2022,3,5,1,26,2.2,1.8,14.3,1.3,9.9,NW,N,SWELL,9.8,318
2022,3,5,0,56,2.4,2,14.3,1.2,9.1,NW,NNE,SWELL,10.3,315
2022,3,5,0,26,2.2,1.8,13.3,1.2,9.9,NW,N,SWELL,9.7,312
2022,3,4,23,56,2.3,1.8,14.3,1.4,9.9,NW,NNE,SWELL,9.7,319
2022,3,4,23,26,2.1,1.6,14.3,1.3,9.1,NW,NNE,SWELL,9.1,322
2022,3,4,22,56,2.2,1.8,14.3,1.3,9.9,NW,NNE,SWELL,9.5,319
2022,3,4,22,26,2.2,1.8,14.3,1.2,9.9,NNW,NNE,SWELL,9.5,328
2022,3,4,21,56,2.1,1.6,14.3,1.3,9.9,NW,NE,SWELL,9,326
2022,3,4,21,26,2.3,1.9,13.3,1.2,9.9,NNW,NNE,SWELL,9.9,328
2022,3,4,20,56,2.4,2,10.5,1.3,9.9,N,N,AVERAGE,9.8,352
2022,3,4,20,26,2.4,2,13.3,1.3,9.9,NW,N,SWELL,10,318
2022,3,4,19,56,2.5,2.1,14.3,1.3,9.9,NW,NNE,SWELL,10,311
2022,3,4,19,26,2.4,2,14.3,1.2,9.9,NW,N,SWELL,9.6,312
2022,3,4,18,56,2.2,1.9,13.3,1.2,9.9,NW,NNE,SWELL,9.6,312
2022,3,4,18,26,2.4,1.9,12.5,1.4,9.9,NW,NNE,SWELL,9.4,312
2022,3,4,17,56,2.2,1.8,14.3,1.3,9.1,NW,NNE,SWELL,9.4,310
2022,3,4,17,26,2.6,2.1,14.3,1.4,9.9,NW,NNE,SWELL,10.1,314
2022,3,4,16,56,2.4,1.9,14.3,1.4,9.9,NW,NNE,SWELL,9.6,312
2022,3,4,16,26,2.4,2,14.3,1.3,9.9,NW,NNE,SWELL,10,317
2022,3,4,15,56,2.5,2.1,14.3,1.2,9.9,NW,NNE,SWELL,10.4,318
2022,3,4,15,26,2.4,2.1,13.3,1.2,9.9,NW,N,SWELL,10.1,314
2022,3,4,14,56,2.5,2.1,14.3,1.3,9.9,NW,NNE,SWELL,10,310
2022,3,4,14,26,2.4,2,14.3,1.2,9.1,NW,NNE,SWELL,10.2,312
2022,3,4,13,56,2.4,2,14.3,1.3,9.9,NW,NNE,SWELL,10.2,322
2022,3,4,13,26,2.3,1.9,14.3,1.3,9.9,NW,NNE,SWELL,9.8,314
2022,3,4,12,56,2.2,1.8,14.3,1.2,9.9,NW,N,SWELL,9.5,325
2022,3,4,12,26,2.3,1.9,14.3,1.2,9.1,NW,NNE,SWELL,9.9,318
2022,3,4,11,56,2.3,1.9,15.4,1.2,9.9,NW,NNE,SWELL,10.1,318
2022,3,4,11,26,2.2,1.8,15.4,1.2,9.9,NW,NNE,SWELL,9.9,325
2022,3,4,10,56,2,1.7,15.4,1.2,9.1,NW,NNE,SWELL,9.5,319
2022,3,4,10,26,1.9,1.6,14.3,1,9.9,NW,N,SWELL,9.6,321
2022,3,4,9,56,1.9,1.6,15.4,1.1,9.1,NW,NNE,SWELL,9.8,318
2022,3,4,9,26,1.8,1.3,15.4,1.2,9.9,NW,N,SWELL,8.8,317
2022,3,4,8,56,1.8,1.4,15.4,1.1,9.9,NW,N,SWELL,9.1,319
2022,3,4,8,26,1.8,1.5,14.3,1.1,9.1,NW,NNE,SWELL,9.2,318
2022,3,4,7,56,1.9,1.5,15.4,1.1,9.1,NW,NNE,SWELL,9,314
2022,3,4,7,26,1.8,1.4,14.3,1.1,9.9,NW,N,SWELL,8.7,315
2022,3,4,6,56,1.7,1.3,15.4,1.1,9.9,NW,NNW,SWELL,8.3,318
2022,3,4,6,26,1.7,1.3,15.4,1.1,9.9,NW,N,SWELL,8.1,324
2022,3,4,5,56,1.8,1.3,16.7,1.2,8.3,NW,NNE,SWELL,8.2,319
2022,3,4,5,26,1.6,1.2,15.4,1,8.3,WNW,N,SWELL,8.1,303
2022,3,4,4,56,1.6,1.2,15.4,1.1,9.1,NW,N,SWELL,8.2,310
2022,3,4,4,26,1.5,1.1,15.4,1.1,9.9,NW,NNW,SWELL,8,310
2022,3,4,3,56,1.4,1,16.7,1,9.9,NW,NW,SWELL,8.2,311
2022,3,4,3,26,1.4,1,16.7,1,9.9,NW,NNW,SWELL,8.4,308
2022,3,4,2,56,1.4,1,16.7,1,9.9,NW,N,SWELL,8.6,311
2022,3,4,2,26,1.3,0.9,16.7,1,9.9,WNW,N,AVERAGE,8.3,303
2022,3,4,1,56,1.4,0.8,10.5,1.1,9.9,N,N,AVERAGE,8.1,349
2022,3,4,1,26,1.4,0.9,16.7,1,9.9,NW,N,AVERAGE,8.3,311
2022,3,4,0,56,1.3,0.8,16.7,1,9.9,NW,NNW,AVERAGE,8.3,318
2022,3,4,0,26,1.4,0.9,10.5,1,9.9,N,N,AVERAGE,8.5,3
2022,3,3,23,56,1.2,0.7,10.5,0.9,8.3,N,NNE,AVERAGE,8.1,357
2022,3,3,23,26,1.4,0.8,11.1,1.1,9.9,NNW,N,AVERAGE,8.5,356
2022,3,3,22,56,1.2,0.8,10.5,0.9,9.9,MM,NNW,AVERAGE,8.3,0
2022,3,3,22,26,1.3,0.8,11.1,0.9,9.9,N,N,AVERAGE,8.4,352
2022,3,3,21,56,1.2,0.7,10.5,1,9.9,NNW,N,AVERAGE,8.3,332
2022,3,3,21,26,1.1,0.7,11.1,0.8,9.9,NNW,N,AVERAGE,8.4,338
2022,3,3,20,56,1.1,0.7,11.1,0.9,9.9,NNW,N,AVERAGE,8.1,345
2022,3,3,20,26,1.3,0.9,11.1,0.9,9.9,NNW,NNW,SWELL,8.8,332
2022,3,3,19,56,1.2,0.7,10.5,0.9,9.9,N,NNW,AVERAGE,8.1,7
2022,3,3,19,26,1.2,0.7,11.1,0.9,9.1,NNW,N,AVERAGE,7.8,338
2022,3,3,18,56,1.3,0.8,11.1,1,9.1,NNW,MM,AVERAGE,7.9,329
2022,3,3,18,26,1.3,0.8,11.1,0.9,9.9,N,NNW,AVERAGE,8,350
2022,3,3,17,56,1.3,0.9,11.1,0.9,9.9,NNW,NNW,SWELL,8.3,338
2022,3,3,17,26,1.2,0.8,10.5,0.9,9.9,NNW,NNW,AVERAGE,7.9,348
2022,3,3,16,56,1.3,0.8,10.5,1,9.9,NNW,NNW,AVERAGE,7.9,342
2022,3,3,16,26,1.3,0.8,11.1,1,9.9,NNW,N,AVERAGE,8,339
2022,3,3,15,56,1.3,0.8,11.1,1,9.9,NNW,NNW,AVERAGE,7.9,338
2022,3,3,15,26,1.2,0.7,11.1,0.9,9.1,NW,MM,AVERAGE,7.6,322
2022,3,3,14,56,1.2,0.7,11.8,0.9,9.9,NW,NNW,AVERAGE,7.4,325
2022,3,3,14,26,1.3,0.7,11.1,1.1,9.9,NNW,NNW,AVERAGE,7.5,333
2022,3,3,13,56,1.2,0.7,11.1,1,9.1,NNW,N,AVERAGE,7.5,332
2022,3,3,13,26,1.2,0.7,11.1,0.9,9.1,NW,NNW,AVERAGE,7.6,324
2022,3,3,12,56,1.3,0.8,11.8,1,9.1,NW,N,AVERAGE,7.8,311
2022,3,3,12,26,1.3,0.7,11.8,1.1,9.9,NNW,NNW,AVERAGE,8,338
2022,3,3,11,56,1.4,0.8,11.1,1.1,9.9,NW,NNW,AVERAGE,7.8,325
2022,3,3,11,26,1.3,0.8,11.1,1,9.9,NW,N,AVERAGE,7.8,325
2022,3,3,10,56,1.1,0.6,11.8,1,9.9,NW,MM,AVERAGE,7.2,0
2022,3,3,10,26,1.3,0.7,11.8,1.1,9.1,NNW,N,AVERAGE,7.8,7
2022,3,3,9,56,1.4,0.9,11.8,1,9.9,NNW,N,AVERAGE,8.2,335
2022,3,3,9,26,1.3,0.7,11.1,1,9.9,NNW,NNW,AVERAGE,7.8,335
2022,3,3,8,56,1.2,0.7,11.8,1,9.9,NNW,N,AVERAGE,7.7,342
2022,3,3,8,26,1.2,0.7,10.5,0.9,9.9,NNW,N,AVERAGE,7.7,348
2022,3,3,7,56,1.2,0.7,10.5,1,9.9,NNW,N,AVERAGE,7.7,345
2022,3,3,7,26,1.4,0.9,11.8,1.1,9.9,NNW,N,AVERAGE,8.1,329
2022,3,3,6,56,1.5,0.8,11.8,1.2,9.9,NW,N,AVERAGE,7.8,315
2022,3,3,6,26,1.5,0.8,11.8,1.2,8.3,NNW,N,AVERAGE,7.9,328
2022,3,3,5,56,1.5,0.9,10.5,1.1,7.7,N,NNE,AVERAGE,8,350
2022,3,3,5,26,1.5,0.9,12.5,1.2,9.9,NW,N,AVERAGE,8.1,326
2022,3,3,4,56,1.4,0.8,11.8,1.2,9.9,NW,NNW,AVERAGE,7.7,322
2022,3,3,4,26,1.4,0.9,10.5,1.1,9.9,NNW,N,AVERAGE,7.8,335
