#YY,MM,DD,hh,mm,WVHT,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,MWD
#yr,mo,dy,hr,mn,m,m,sec,m,sec,-,degT,-,sec,degT
2022,3,3,3,56,1.5,0.8,11.8,1.3,9.9,NW,NNW,AVERAGE,7.9,321
2022,3,3,3,26,1.5,0.9,11.8,1.1,9.9,NW,NNW,AVERAGE,8,318
2022,3,3,2,56,1.5,0.9,11.1,1.2,9.9,NW,NNW,AVERAGE,8.1,324
2022,3,3,2,26,1.5,0.8,11.8,1.2,9.1,NW,NNW,AVERAGE,8,317
2022,3,3,1,56,1.5,0.9,11.8,1.2,9.9,NW,NNW,AVERAGE,8.2,321
2022,3,3,1,26,1.6,0.9,11.8,1.2,9.1,NNW,NNW,AVERAGE,8.1,331
2022,3,3,0,56,1.5,1,11.8,1.2,9.9,NNW,NNW,AVERAGE,8.3,333
2022,3,3,0,26,1.6,0.9,11.8,1.4,9.9,NNW,NNW,AVERAGE,8.2,348
2022,3,2,23,56,1.8,1.2,11.1,1.2,9.1,NNW,N,SWELL,8.6,332
2022,3,2,23,26,1.7,1.1,10.5,1.3,9.9,NNW,NW,AVERAGE,8.3,340
2022,3,2,22,56,1.5,0.8,11.8,1.2,9.9,NNW,NNW,AVERAGE,7.9,340
2022,3,2,22,26,1.4,0.9,11.1,1.1,9.1,NNW,N,AVERAGE,7.7,345
2022,3,2,21,56,1.5,0.9,12.5,1.2,9.1,NNW,N,AVERAGE,7.9,331
2022,3,2,21,26,1.6,1,11.8,1.2,9.9,NNW,N,AVERAGE,8.4,329
2022,3,2,20,56,1.5,0.9,11.8,1.2,9.9,NNW,NNW,AVERAGE,8.1,338
2022,3,2,20,26,1.6,1,11.1,1.2,9.9,NNW,NNW,AVERAGE,8.4,335
2022,3,2,19,56,1.6,0.9,11.1,1.2,9.9,NNW,NNW,AVERAGE,8,342
2022,3,2,19,26,1.6,0.9,11.1,1.2,9.9,NNW,NNW,AVERAGE,8.2,333
2022,3,2,18,56,1.7,1,11.1,1.3,9.9,NW,NNW,AVERAGE,8.1,324
2022,3,2,18,26,1.7,1.1,10.5,1.2,9.1,NNW,NNW,AVERAGE,8,336
2022,3,2,17,56,1.7,1,11.8,1.3,9.1,NNW,NNW,AVERAGE,8.1,332
2022,3,2,17,26,1.7,1,11.8,1.3,9.9,NNW,NNW,AVERAGE,8.1,332
2022,3,2,16,56,1.7,1.1,11.8,1.2,9.9,NW,NNW,AVERAGE,8.3,318
2022,3,2,16,26,1.6,0.9,11.8,1.3,9.9,NW,NNW,AVERAGE,7.9,322
2022,3,2,15,56,1.7,1.1,11.1,1.2,9.9,NNW,NNW,AVERAGE,8.2,333
2022,3,2,15,26,1.7,1.1,11.8,1.2,9.9,NW,NNW,AVERAGE,8.2,326
2022,3,2,14,56,1.7,1.1,10.5,1.3,9.9,NNW,NNW,AVERAGE,8.1,333
2022,3,2,14,26,1.9,1.3,11.8,1.3,9.9,NNW,NNW,SWELL,8.6,329
2022,3,2,13,56,1.7,1,11.1,1.3,9.9,NNW,NNW,AVERAGE,8,331
2022,3,2,13,26,1.8,1.2,12.5,1.3,9.1,NNW,NNW,AVERAGE,8.3,328
2022,3,2,12,56,1.6,1.1,11.8,1.2,9.9,NNW,NNW,AVERAGE,8.2,329
2022,3,2,12,26,1.7,1.2,11.8,1.2,9.9,NW,NNW,SWELL,8.4,318
2022,3,2,11,56,1.7,1.2,11.1,1.1,9.9,NNW,NNW,SWELL,8.5,329
2022,3,2,11,26,1.7,1.2,11.1,1.2,9.9,NNW,NNW,SWELL,8.4,331
2022,3,2,10,56,1.7,1.2,12.5,1.2,9.9,NNW,NW,SWELL,8.7,329
2022,3,2,10,26,1.7,1.1,11.8,1.3,9.9,NW,NNW,AVERAGE,8.3,324
2022,3,2,9,56,1.7,1.2,12.5,1.2,9.9,NNW,NNW,SWELL,8.6,329
2022,3,2,9,26,1.7,1.1,12.5,1.2,9.9,NNW,NNW,AVERAGE,8.4,329
2022,3,2,8,56,1.5,1,12.5,1.1,9.9,NNW,NNW,AVERAGE,8.2,333
2022,3,2,8,26,1.7,1.1,11.8,1.2,9.9,NW,NNW,AVERAGE,8.5,325
2022,3,2,7,56,1.6,1.1,11.8,1.1,8.3,NW,N,SWELL,8.6,321
2022,3,2,7,26,1.6,1.1,12.5,1.1,9.9,NNW,N,SWELL,8.4,329
2022,3,2,6,56,1.7,1.2,12.5,1.1,9.1,NW,N,SWELL,8.5,318
2022,3,2,6,26,1.9,1.4,11.8,1.2,9.9,NW,NNW,SWELL,9,318
2022,3,2,5,56,1.6,1.1,13.3,1.1,9.1,NW,N,SWELL,8.5,318
2022,3,2,5,26,1.7,1.1,12.5,1.2,9.9,NW,NNW,AVERAGE,8.1,308
2022,3,2,4,56,1.7,1.2,12.5,1.1,9.9,NW,NW,SWELL,8.3,321
2022,3,2,4,26,1.7,1.1,11.1,1.2,9.9,NW,NW,AVERAGE,7.8,325
2022,3,2,3,56,1.8,1.2,12.5,1.2,9.9,NW,NW,SWELL,8.1,315
2022,3,2,3,26,1.9,1.5,12.5,1.2,9.9,NW,NNW,SWELL,8.4,312
2022,3,2,2,56,1.6,1,11.8,1.2,9.9,NNW,NNW,AVERAGE,7.3,328
2022,3,2,2,26,1.7,1,13.3,1.3,9.9,NW,NNW,AVERAGE,7.3,312
2022,3,2,1,56,1.9,1.3,12.5,1.3,9.1,NW,NNW,SWELL,7.8,312
2022,3,2,1,26,1.8,1.1,11.8,1.4,9.9,NNW,NNW,AVERAGE,7.7,328
2022,3,2,0,56,1.8,1.2,11.8,1.3,9.1,NW,NNW,AVERAGE,8.1,325
2022,3,2,0,26,1.9,1.3,12.5,1.3,9.9,NW,NW,SWELL,8.2,314
2022,3,1,23,56,1.7,1.1,12.5,1.3,9.1,NW,NNW,AVERAGE,7.8,319
2022,3,1,23,26,1.7,1.2,13.3,1.1,9.9,NW,NNW,SWELL,8.2,324
2022,3,1,22,56,1.9,1.3,13.3,1.3,9.9,NW,NNW,SWELL,8.6,322
2022,3,1,22,26,1.8,1.3,12.5,1.2,9.9,NW,N,SWELL,8.7,318
2022,3,1,21,56,1.8,1.2,12.5,1.3,9.9,NNW,NW,AVERAGE,8.2,331
2022,3,1,21,26,1.7,1.1,12.5,1.2,9.9,NW,NNW,AVERAGE,7.9,326
2022,3,1,20,56,1.9,1.4,11.1,1.3,9.9,NNW,NNW,SWELL,8.4,335
2022,3,1,20,26,2.1,1.4,11.1,1.4,9.9,NNW,NNW,SWELL,8.7,339
2022,3,1,19,56,2.2,1.6,11.1,1.4,9.9,NNW,NNW,SWELL,8.9,335
2022,3,1,19,26,2.2,1.6,13.3,1.4,9.9,NW,NNW,SWELL,8.5,326
2022,3,1,18,56,2.1,1.5,12.5,1.5,9.9,NW,NNW,SWELL,8.4,326
2022,3,1,18,26,2.1,1.4,13.3,1.5,7.7,NW,N,AVERAGE,7.9,324
2022,3,1,17,56,2.3,1.5,11.8,1.7,9.9,NW,NNW,AVERAGE,8.3,325
2022,3,1,17,26,2.1,1.4,12.5,1.6,9.9,NW,NNW,AVERAGE,8.1,321
2022,3,1,16,56,1.9,1.3,12.5,1.4,7.7,NNW,NNW,AVERAGE,8.1,332
2022,3,1,16,26,2.2,1.6,13.3,1.4,9.9,NNW,NW,SWELL,9,329
2022,3,1,15,56,2,1.3,11.1,1.4,9.9,NNW,NNW,AVERAGE,8.7,328
2022,3,1,15,26,2,1.3,12.5,1.4,9.9,NNW,NW,AVERAGE,8.9,329
2022,3,1,14,56,2.1,1.5,11.1,1.4,9.9,NW,NW,SWELL,9,319
2022,3,1,14,26,2.1,1.6,11.8,1.3,9.9,NW,NW,SWELL,9.4,324
2022,3,1,13,56,2.1,1.5,13.3,1.3,9.9,NNW,NW,SWELL,9.3,329
2022,3,1,13,26,1.9,1.3,12.5,1.4,9.1,NW,NNW,AVERAGE,8.9,317
2022,3,1,12,56,1.8,1.4,12.5,1.1,9.9,NW,NNW,SWELL,9.3,326
2022,3,1,12,26,1.9,1.5,13.3,1.2,9.9,NW,NNW,SWELL,9.6,310
2022,3,1,11,56,1.9,1.3,11.8,1.2,9.9,NW,NW,SWELL,9.5,326
2022,3,1,11,26,1.9,1.4,12.5,1.2,9.9,NW,NNW,SWELL,9.4,321
2022,3,1,10,56,1.7,1.4,11.8,1,9.9,NW,NW,SWELL,9.6,325
2022,3,1,10,26,1.7,1.4,12.5,1,9.1,NW,NNW,SWELL,9.7,319
2022,3,1,9,56,1.8,1.4,12.5,1,9.1,NW,NNW,SWELL,9.9,325
2022,3,1,9,26,1.7,1.4,12.5,1,9.1,NNW,NNW,SWELL,9.6,332
2022,3,1,8,56,1.7,1.4,13.3,0.9,9.1,NW,N,SWELL,10,322
2022,3,1,8,26,1.7,1.3,13.3,1.1,9.9,NW,NNW,SWELL,9.3,326
2022,3,1,7,56,1.7,1.3,13.3,1,9.9,NW,NNW,SWELL,9.6,322
2022,3,1,7,26,1.6,1.3,12.5,1,9.9,NNW,NNW,SWELL,9.6,335
2022,3,1,6,56,1.8,1.6,12.5,0.9,9.9,NW,NNW,SWELL,10.4,322
2022,3,1,6,26,1.6,1.3,13.3,1,9.9,NNW,NW,SWELL,9.9,329
2022,3,1,5,56,1.6,1.2,12.5,1,9.9,NW,NNW,SWELL,9.5,321
2022,3,1,5,26,1.7,1.4,13.3,0.9,9.9,NW,NW,SWELL,10,305
2022,3,1,4,56,1.7,1.4,13.3,1,9.9,NW,NW,SWELL,9.6,314
2022,3,1,4,26,1.7,1.4,13.3,0.9,9.9,NW,NW,SWELL,9.7,305
2022,3,1,3,56,1.8,1.4,13.3,1,9.9,NW,NW,SWELL,10.1,304
2022,3,1,3,26,1.6,1.2,14.3,0.9,9.1,NW,NNW,SWELL,9.8,305
2022,3,1,2,56,1.7,1.3,14.3,0.9,9.9,NW,NW,SWELL,10,311
2022,3,1,2,26,1.6,1.2,13.3,0.9,9.9,WNW,NNW,SWELL,9.9,291
2022,3,1,1,56,1.8,1.4,13.3,1,9.9,NW,NW,SWELL,10.1,312
2022,3,1,1,26,1.6,1.3,14.3,0.9,9.1,WNW,NNW,SWELL,9.8,301
2022,3,1,0,56,1.6,1.2,14.3,1,9.9,NW,NW,SWELL,9.1,315
2022,3,1,0,26,1.6,1.3,13.3,0.9,9.9,WNW,NW,SWELL,9,290
2022,2,28,23,56,1.7,1.4,14.3,0.9,9.1,WNW,NNW,SWELL,9.3,294
2022,2,28,23,26,1.8,1.4,13.3,1,9.9,NW,NW,SWELL,9.2,305
2022,2,28,22,56,1.8,1.4,14.3,1.1,9.9,NW,NW,SWELL,9.8,314
2022,2,28,22,26,1.7,1.3,14.3,1,9.9,WNW,NNW,SWELL,9.6,298
2022,2,28,21,56,1.7,1.3,13.3,1,9.9,NW,NW,SWELL,9.8,319
2022,2,28,21,26,1.5,1.1,14.3,1,9.9,WNW,NNW,SWELL,9.6,298
2022,2,28,20,56,1.7,1.4,14.3,0.9,9.1,NW,N,SWELL,10.2,310
2022,2,28,20,26,1.7,1.3,14.3,1.1,9.9,NW,NNW,SWELL,9.8,317
2022,2,28,19,56,1.6,1.4,14.3,0.9,9.1,WNW,N,SWELL,9.8,300
2022,2,28,19,26,1.7,1.3,14.3,1,9.9,NW,NW,SWELL,9.8,307
2022,2,28,18,56,1.8,1.6,13.3,0.8,9.9,NW,NW,SWELL,10.6,305
2022,2,28,18,26,1.6,1.4,14.3,0.8,9.9,NW,NW,SWELL,10.4,304
2022,2,28,17,56,1.8,1.5,14.3,0.9,9.9,NW,NNW,SWELL,10.4,312
2022,2,28,17,26,1.8,1.4,14.3,1.1,9.9,WNW,NNW,SWELL,9.9,301
2022,2,28,16,56,1.7,1.4,12.5,1,9.9,NW,NW,SWELL,9.8,319
2022,2,28,16,26,2.2,1.9,12.5,1,9.9,NW,NNW,SWELL,10.7,315
2022,2,28,15,56,2,1.6,13.3,1.1,9.9,NW,NNW,SWELL,10.2,307
2022,2,28,15,26,2.1,1.8,14.3,1,9.9,NW,NW,SWELL,10.6,308
2022,2,28,14,56,2,1.7,14.3,1.1,9.9,NW,NW,SWELL,10.4,311
2022,2,28,14,26,2.4,2,14.3,1.1,9.9,NW,NW,SWELL,11,318
2022,2,28,13,56,1.9,1.6,13.3,1,9.1,NW,NW,SWELL,10.5,314
2022,2,28,13,26,2,1.7,14.3,1,9.9,NW,NW,SWELL,10.8,311
2022,2,28,12,56,1.9,1.6,14.3,0.9,9.1,NW,NNW,SWELL,10.7,310
2022,2,28,12,26,2.1,1.9,14.3,0.9,9.9,WNW,WNW,SWELL,11.1,300
2022,2,28,11,56,2.2,1.9,14.3,1.1,9.9,NW,NW,SWELL,11.1,310
2022,2,28,11,26,1.9,1.7,13.3,1,9.1,NW,NNW,SWELL,10.6,312
2022,2,28,10,56,2.3,2.1,13.3,1,9.9,NW,NNW,SWELL,11.5,318
2022,2,28,10,26,2,1.7,14.3,1,9.9,NW,NNW,SWELL,10.7,319
2022,2,28,9,56,2.1,1.9,13.3,1,9.9,NW,NW,SWELL,11,315
2022,2,28,9,26,2.1,1.8,14.3,1,9.9,NW,NNW,SWELL,10.9,318
2022,2,28,8,56,2.1,1.9,14.3,0.9,9.1,NW,NNW,SWELL,11.2,310
2022,2,28,8,26,2.2,2,14.3,1,9.9,NW,NW,SWELL,11.3,312
2022,2,28,7,56,2,1.8,14.3,1,9.1,NW,N,SWELL,10.7,312
2022,2,28,7,26,1.9,1.5,14.3,1.1,9.1,NW,NNW,SWELL,10,312
2022,2,28,6,56,2.3,2,14.3,1,9.9,NW,NNW,SWELL,11.3,318
2022,2,28,6,26,2.1,1.8,14.3,1.1,9.9,NW,NW,SWELL,10.7,314
2022,2,28,5,56,2.4,2.1,14.3,1,9.9,NW,NW,SWELL,11.3,312
2022,2,28,5,26,2.4,2,14.3,1.1,9.9,NW,NW,SWELL,10.9,310
2022,2,28,4,56,2.5,2.2,14.3,1.1,9.9,NW,NNW,SWELL,10.9,304
2022,2,28,4,26,2.4,2.1,14.3,1.1,9.9,NW,NNW,SWELL,10.9,315
2022,2,28,3,56,2.5,2.1,14.3,1.2,9.9,WNW,NW,SWELL,10.7,301
2022,2,28,3,26,2.4,2.1,14.3,1,9.9,NW,NNW,SWELL,11,304
2022,2,28,2,56,2.5,2.2,15.4,1.1,9.9,NW,NW,SWELL,11.2,305
2022,2,28,2,26,2.3,2.1,15.4,1,9.1,WNW,NNW,SWELL,11,294
2022,2,28,1,56,2.5,2.3,15.4,1.1,9.9,NW,NW,SWELL,11.6,310
2022,2,28,1,26,2.5,2.2,14.3,1.1,9.9,NW,NW,SWELL,11.5,308
2022,2,28,0,56,2.3,1.9,13.3,1.1,9.9,NW,NW,SWELL,11.1,311
2022,2,28,0,26,2.1,1.9,15.4,1,9.9,WNW,NNW,SWELL,11.1,301
2022,2,27,23,56,2.1,1.7,13.3,1.1,9.9,WNW,NW,SWELL,10.8,298
2022,2,27,23,26,2.4,2.1,15.4,1.1,9.9,NW,NW,SWELL,11.4,311
2022,2,27,22,56,2.3,2.1,14.3,1.1,9.9,NW,NW,SWELL,11.4,314
2022,2,27,22,26,2.4,2.1,15.4,1.1,9.9,WNW,NW,SWELL,11.4,300
2022,2,27,21,56,2.2,1.9,15.4,1,9.1,NW,NNW,SWELL,11.5,305
2022,2,27,21,26,2.2,1.9,15.4,1,9.9,NW,NNW,SWELL,11.3,310
2022,2,27,20,56,2.3,2.1,14.3,1,9.9,NW,NNW,SWELL,11.9,304
2022,2,27,20,26,2.4,2.1,13.3,0.9,9.9,NW,NW,SWELL,11.7,308
2022,2,27,19,56,2.2,2,14.3,1,9.9,NW,NW,SWELL,11.5,314
2022,2,27,19,26,2.4,2.1,15.4,1.1,9.9,WNW,NNW,SWELL,11.4,301
2022,2,27,18,56,2.5,2.3,15.4,1,9.9,NW,NW,SWELL,11.5,308
2022,2,27,18,26,2.3,2,16.7,1,9.9,NW,NNW,SWELL,11.2,310
2022,2,27,17,56,2.4,2.2,14.3,0.9,9.9,NW,NNW,SWELL,11.7,310
2022,2,27,17,26,2.5,2.3,15.4,1,9.9,NW,NW,SWELL,11.7,312
2022,2,27,16,56,2.4,2.2,15.4,1,9.9,WNW,NW,SWELL,11.8,303
2022,2,27,16,26,2.5,2.3,15.4,1,9.9,NW,NNW,SWELL,11.9,308
2022,2,27,15,56,2.8,2.5,15.4,1,9.9,NW,NNW,SWELL,12.3,310
2022,2,27,15,26,2.7,2.5,15.4,1,9.9,NW,NW,SWELL,12.2,312
2022,2,27,14,56,2.6,2.4,15.4,0.9,9.9,NW,NW,SWELL,12.5,304
2022,2,27,14,26,2.6,2.3,15.4,1.1,9.9,NW,NW,SWELL,11.9,308
2022,2,27,13,56,2.8,2.6,15.4,1,9.9,NW,NW,SWELL,12.3,308
2022,2,27,13,26,2.7,2.4,14.3,1.1,9.9,NW,NW,SWELL,11.9,304
2022,2,27,12,56,2.6,2.4,15.4,1.1,9.9,NW,NNW,SWELL,12,305
2022,2,27,12,26,2.5,2.4,15.4,0.9,9.1,WNW,NNW,SWELL,12.1,303
2022,2,27,11,56,2.3,2.1,15.4,0.9,9.9,NW,NNW,SWELL,11.7,308
2022,2,27,11,26,2.6,2.4,15.4,1,9.9,NW,NNW,SWELL,12.1,314
2022,2,27,10,56,2.1,1.9,15.4,0.9,9.9,NW,NNW,SWELL,11.6,312
2022,2,27,10,26,2.5,2.3,15.4,1,9.9,NW,NNW,SWELL,12.1,311
2022,2,27,9,56,2.9,2.7,15.4,1,9.9,NW,NNW,SWELL,12.6,312
2022,2,27,9,26,2.7,2.5,15.4,0.9,9.1,NW,NNW,SWELL,12.6,315
2022,2,27,8,56,2.8,2.6,15.4,0.9,9.9,NW,NNW,SWELL,12.9,310
2022,2,27,8,26,2.5,2.3,15.4,0.9,9.9,NW,NNW,SWELL,11.9,314
2022,2,27,7,56,2.8,2.6,15.4,0.9,9.9,NW,NNW,SWELL,12.6,310
2022,2,27,7,26,2.3,2.1,15.4,0.9,9.9,NW,NNW,SWELL,11.8,312
2022,2,27,6,56,2.5,2.3,15.4,1,9.9,NW,NNW,SWELL,12.2,317
2022,2,27,6,26,2.3,2.1,16.7,0.9,9.1,NW,N,SWELL,11.7,314
2022,2,27,5,56,2.8,2.5,16.7,1,9.1,NW,N,SWELL,12.2,318
2022,2,27,5,26,2.7,2.5,15.4,1.1,9.9,NW,NNW,SWELL,11.9,314
2022,2,27,4,56,2.5,2.3,16.7,1,9.9,NW,NNW,SWELL,11.8,318
2022,2,27,4,26,2.4,2.2,16.7,1,9.9,NW,NNW,SWELL,11.5,311
2022,2,27,3,56,2.4,2.2,16.7,0.9,9.1,NW,N,SWELL,11.4,317
2022,2,27,3,26,2.6,2.3,16.7,1,9.9,NW,NW,SWELL,11.4,321
2022,2,27,2,56,2.2,1.9,16.7,1,9.9,NW,NNW,SWELL,10.4,310
2022,2,27,2,26,2.3,2.1,15.4,0.9,8.3,NW,N,SWELL,11.2,321
2022,2,27,1,56,2.4,2.2,15.4,1,9.9,NW,NNW,SWELL,11.2,307
2022,2,27,1,26,2.6,2.4,16.7,1,9.9,NW,NNW,SWELL,11.4,307
2022,2,27,0,56,2.6,2.4,16.7,1,9.9,NW,NW,SWELL,11.8,312
2022,2,27,0,26,2.4,2.2,16.7,0.9,9.9,NW,NNW,SWELL,11.3,307
2022,2,26,23,56,2.5,2.3,16.7,1,9.9,NW,NW,SWELL,11.2,310
2022,2,26,23,26,2.8,2.7,16.7,1,9.9,NW,NW,SWELL,12.3,310
2022,2,26,22,56,2.6,2.4,16.7,1,9.9,NW,NW,SWELL,11.3,310
2022,2,26,22,26,2.4,2.1,16.7,1,9.9,WNW,NW,SWELL,11.1,300
2022,2,26,21,56,2.5,2.2,16.7,1,9.9,WNW,NNW,SWELL,11,303
2022,2,26,21,26,2.7,2.5,16.7,1,9.9,WNW,NW,SWELL,11.7,301
2022,2,26,20,56,2.5,2.3,14.3,1,9.9,WNW,NNW,SWELL,11.3,301
2022,2,26,20,26,2.5,2.3,15.4,1,9.9,WNW,NW,SWELL,11.3,303
2022,2,26,19,56,2.6,2.3,18.2,1,9.9,NW,NW,SWELL,11.6,304
2022,2,26,19,26,2.7,2.5,15.4,0.9,9.9,WNW,NW,SWELL,12.2,300
2022,2,26,18,56,2.3,2.1,18.2,0.8,9.9,NW,NW,SWELL,11.9,307
2022,2,26,18,26,2.6,2.5,16.7,0.8,9.9,NW,NW,SWELL,13.1,307
2022,2,26,17,56,2.6,2.5,16.7,0.7,9.9,NW,NW,SWELL,13.1,308
2022,2,26,17,26,2.5,2.4,16.7,0.8,9.9,WNW,NW,SWELL,13.1,303
2022,2,26,16,56,2.9,2.7,16.7,0.8,9.9,WNW,NNW,SWELL,13.2,303
2022,2,26,16,26,2.5,2.4,16.7,0.8,9.9,WNW,NNW,SWELL,12.5,298
2022,2,26,15,56,2.6,2.4,18.2,0.9,9.9,NW,NNW,SWELL,12.7,305
2022,2,26,15,26,2.4,2.2,16.7,0.9,9.9,WNW,N,SWELL,11.7,290
2022,2,26,14,56,2.9,2.7,14.3,0.9,7.1,NW,NE,SWELL,12.4,308
2022,2,26,14,26,2.6,2.5,16.7,0.9,9.9,WNW,NNW,SWELL,12.2,300
2022,2,26,13,56,2.8,2.7,16.7,0.8,9.9,WNW,NNW,SWELL,12.6,297
2022,2,26,13,26,3,2.9,16.7,0.8,9.9,WNW,NNW,SWELL,13.4,301
2022,2,26,12,56,2.5,2.4,15.4,0.8,9.9,WNW,N,SWELL,12.8,303
2022,2,26,12,26,2.9,2.7,16.7,0.9,5.9,NW,NE,SWELL,12.6,307
2022,2,26,11,56,2.6,2.4,15.4,1,9.9,NW,NNW,SWELL,11.9,310
2022,2,26,11,26,2.6,2.4,16.7,1,9.9,NW,NNW,SWELL,11.9,314
2022,2,26,10,56,3.1,2.9,16.7,1,9.9,NW,NNW,SWELL,12.8,305
2022,2,26,10,26,2.6,2.4,16.7,1,9.9,NW,NNW,SWELL,11.7,307
2022,2,26,9,56,2.5,2.3,18.2,1,9.9,NW,NNW,SWELL,12.2,311
2022,2,26,9,26,2.7,2.5,18.2,1,8.3,NW,NE,SWELL,12.2,308
2022,2,26,8,56,2.6,2.4,16.7,1,8.3,NW,NE,SWELL,12,310
2022,2,26,8,26,2.5,2.3,18.2,0.9,9.1,NW,NNE,SWELL,12.2,307
2022,2,26,7,56,2.3,2.1,18.2,1,8.3,NW,NNE,SWELL,11.5,308
2022,2,26,7,26,2.7,2.5,18.2,1,8.3,NW,NNE,SWELL,12.3,307
2022,2,26,6,56,2.6,2.4,16.7,0.9,9.1,NW,NNE,SWELL,12.5,305
2022,2,26,6,26,2.6,2.4,18.2,1,8.3,NW,NE,SWELL,12.1,308
2022,2,26,5,56,2.9,2.7,18.2,1,9.9,NW,N,SWELL,13.2,310
2022,2,26,5,26,2.8,2.6,18.2,0.9,9.1,NW,NNE,SWELL,13.1,307
2022,2,26,4,56,2.5,2.4,18.2,0.9,8.3,WNW,NNE,SWELL,12.4,301
2022,2,26,4,26,2.3,2.1,18.2,0.9,9.1,NW,NNE,SWELL,11.7,307
2022,2,26,3,56,2.5,2.3,18.2,0.9,9.1,NW,NNE,SWELL,12.1,312
2022,2,26,3,26,2.6,2.4,16.7,1,8.3,NW,NE,SWELL,11.9,314
2022,2,26,2,56,2.6,2.4,18.2,1,8.3,NW,NE,SWELL,12.2,308
2022,2,26,2,26,3,2.8,18.2,1,7.7,NW,NNE,SWELL,13.1,314
2022,2,26,1,56,2.7,2.5,18.2,1,9.9,NW,NNW,SWELL,12.3,311
2022,2,26,1,26,2.8,2.6,18.2,0.9,9.1,NW,NNE,SWELL,12.7,310
2022,2,26,0,56,2.7,2.5,18.2,0.9,9.1,NW,N,SWELL,12.6,310
2022,2,26,0,26,2.6,2.4,18.2,1,8.3,NW,NE,SWELL,12,305
2022,2,25,23,56,2.6,2.4,18.2,0.9,8.3,NW,NNE,SWELL,12.2,307
2022,2,25,23,26,2.4,2.2,16.7,1,8.3,NW,NNE,SWELL,11.7,310
2022,2,25,22,56,3,2.9,18.2,1,7.7,WNW,NE,SWELL,13.3,303
2022,2,25,22,26,2.6,2.4,16.7,1.1,8.3,WNW,NE,SWELL,11.6,303
2022,2,25,21,56,3.2,3,18.2,1,7.1,WNW,NE,SWELL,13.6,303
2022,2,25,21,26,3,2.9,18.2,1,7.1,NW,NE,SWELL,13.6,310
2022,2,25,20,56,2.9,2.7,18.2,0.9,8.3,NW,NE,SWELL,13.7,304
2022,2,25,20,26,2.8,2.6,18.2,1,8.3,WNW,NE,SWELL,13.1,301
2022,2,25,19,56,3.3,3.1,18.2,0.9,9.1,NW,NNE,SWELL,14.7,305
2022,2,25,19,26,2.4,2.1,20,0.9,7.7,NW,NE,SWELL,12.6,311
2022,2,25,18,56,2.5,2.2,18.2,1,7.7,NW,NE,SWELL,12.8,310
2022,2,25,18,26,2.6,2.4,20,0.9,7.7,NW,NE,SWELL,13.6,310
2022,2,25,17,56,2.6,2.4,20,1,6.7,NW,NE,SWELL,13.5,315
2022,2,25,17,26,2.6,2.4,20,1,9.1,NW,NE,SWELL,13.9,310
2022,2,25,16,56,2.9,2.7,18.2,0.9,8.3,NW,NE,SWELL,14.4,311
2022,2,25,16,26,3.2,3.1,20,0.9,7.7,NW,NE,SWELL,15.4,310
2022,2,25,15,56,3.1,3,20,0.9,8.3,NW,NE,SWELL,15.1,308
2022,2,25,15,26,2.9,2.7,20,0.9,9.9,NW,N,SWELL,14.6,312
2022,2,25,14,56,3.2,3.1,18.2,0.9,7.7,NW,NNE,SWELL,15.3,312
2022,2,25,14,26,2.9,2.7,20,0.9,7.7,NW,NNE,SWELL,14.7,308
2022,2,25,13,56,3.2,3.1,18.2,1,7.7,NW,NE,SWELL,15.3,314
2022,2,25,13,26,3.5,3.4,18.2,0.9,8.3,NW,NNE,SWELL,15.6,312
2022,2,25,12,56,3.1,3,18.2,0.9,9.9,NW,N,SWELL,15.2,308
2022,2,25,12,26,3,2.9,20,0.9,8.3,NW,NNE,SWELL,15.2,305
2022,2,25,11,56,2.8,2.6,20,0.9,9.1,NW,NNE,SWELL,14.8,308
2022,2,25,11,26,2.9,2.8,20,0.9,8.3,NW,NNE,SWELL,14.9,310
2022,2,25,10,56,2.4,2.2,20,0.9,8.3,NW,NNE,SWELL,13.4,310
2022,2,25,10,26,2.9,2.7,20,1,9.1,NW,NE,SWELL,14.7,305
2022,2,25,9,56,3,2.8,20,0.9,8.3,NW,NNE,SWELL,15,308
2022,2,25,9,26,2.5,2.2,20,1,9.1,NW,N,SWELL,12.8,305
2022,2,25,8,56,2.4,2.2,20,0.9,9.9,NW,NNW,SWELL,13.1,307
2022,2,25,8,26,2,1.8,20,0.9,9.9,WNW,N,SWELL,11.7,298
2022,2,25,7,56,2.5,2.3,20,1,9.9,NW,NNW,SWELL,13.7,304
2022,2,25,7,26,1.9,1.6,20,0.9,9.9,WNW,N,SWELL,11.4,301
2022,2,25,6,56,2.5,2.3,20,1,9.9,WNW,NNW,SWELL,13.3,300
2022,2,25,6,26,1.8,1.4,20,1,7.7,NW,NNE,SWELL,9.8,308
2022,2,25,5,56,1.7,1.4,20,0.9,9.9,WNW,N,SWELL,10.2,303
2022,2,25,5,26,1.7,1.4,20,1,9.9,NW,NNW,SWELL,9.6,305
2022,2,25,4,56,1.7,1.4,20,1,7.7,WNW,NNE,SWELL,9.7,301
2022,2,25,4,26,1.5,1.1,20,1,7.1,WNW,NE,SWELL,8,298
2022,2,25,3,56,1.9,1.5,20,1.1,7.7,NW,NE,SWELL,9.5,312
2022,2,25,3,26,1.5,1,20,1.1,9.9,NW,N,AVERAGE,7.6,307
