,year,event,round,heat,name,top_two_waves_total
0,2008,Quiksilver Pro Gold Coast,Round 2,Heat 1 ,Andy Irons,16.369999999999997
1,2008,Quiksilver Pro Gold Coast,Round 2,Heat 1 ,Tamaroa McComb,5.9
2,2008,Quiksilver Pro Gold Coast,Round 2,Heat 2 ,Julian Wilson,14.0
3,2008,Quiksilver Pro Gold Coast,Round 2,Heat 2 ,Pancho Sullivan,13.23
4,2008,Quiksilver Pro Gold Coast,Round 2,Heat 3 ,Jeremy Flores,10.83
5,2008,Quiksilver Pro Gold Coast,Round 2,Heat 3 ,Michel Bourez,8.0
6,2008,Quiksilver Pro Gold Coast,Round 2,Heat 4 ,C.J. Hobgood,12.16
7,2008,Quiksilver Pro Gold Coast,Round 2,Heat 4 ,Nic Muscroft,12.0
8,2008,Quiksilver Pro Gold Coast,Round 2,Heat 5 ,Tom Whitaker,12.33
9,2008,Quiksilver Pro Gold Coast,Round 2,Heat 5 ,Daniel Ross,10.83
10,2008,Quiksilver Pro Gold Coast,Round 2,Heat 6 ,Roy Powers,13.74
11,2008,Quiksilver Pro Gold Coast,Round 2,Heat 6 ,Damien Hobgood,9.6
12,2008,Quiksilver Pro Gold Coast,Round 2,Heat 7 ,Kieren Perrow,14.84
13,2008,Quiksilver Pro Gold Coast,Round 2,Heat 7 ,Mick Campbell,12.66
14,2008,Quiksilver Pro Gold Coast,Round 2,Heat 8 ,Adrian Buchan,17.17
15,2008,Quiksilver Pro Gold Coast,Round 2,Heat 8 ,Jihad Khodr,12.5
16,2008,Quiksilver Pro Gold Coast,Round 2,Heat 9 ,Rodrigo Dornelles,11.7
17,2008,Quiksilver Pro Gold Coast,Round 2,Heat 10 ,Neco Padaratz,0.0
18,2008,Quiksilver Pro Gold Coast,Round 2,Heat 10 ,Aritz Aranburu,0.0
19,2008,Quiksilver Pro Gold Coast,Round 2,Heat 11 ,Leonardo Neves,0.0
20,2008,Quiksilver Pro Gold Coast,Round 2,Heat 11 ,Tiago Pires,13.67
21,2008,Quiksilver Pro Gold Coast,Round 2,Heat 12 ,Jay Thompson,7.33
22,2008,Quiksilver Pro Gold Coast,Round 2,Heat 12 ,Freddy Patacchia Jr.,0.0
23,2008,Quiksilver Pro Gold Coast,Round 2,Heat 13 ,Dane Reynolds,0.0
24,2008,Quiksilver Pro Gold Coast,Round 2,Heat 13 ,Ricky Basnett,14.2
25,2008,Quiksilver Pro Gold Coast,Round 2,Heat 14 ,Jordy Smith,10.06
26,2008,Quiksilver Pro Gold Coast,Round 2,Heat 14 ,Daniel Wills,15.34
27,2008,Quiksilver Pro Gold Coast,Round 2,Heat 15 ,Tim Reyes,11.5
28,2008,Quiksilver Pro Gold Coast,Round 2,Heat 15 ,Royden Bryson,16.16
29,2008,Quiksilver Pro Gold Coast,Round 2,Heat 16 ,Ben Dunn,5.97
30,2008,Quiksilver Pro Gold Coast,Round 2,Heat 16 ,Travis Logie,12.07
31,2008,Quiksilver Pro Gold Coast,Round 1,Heat 1 ,Bobby Martinez,12.93
32,2008,Quiksilver Pro Gold Coast,Round 1,Heat 1 ,Royden Bryson,10.67
33,2008,Quiksilver Pro Gold Coast,Round 1,Heat 1 ,Jihad Khodr,10.33
34,2008,Quiksilver Pro Gold Coast,Round 1,Heat 2 ,Dean Morrison,15.17
35,2008,Quiksilver Pro Gold Coast,Round 1,Heat 2 ,Kieren Perrow,13.0
36,2008,Quiksilver Pro Gold Coast,Round 1,Heat 2 ,Daniel Wills,9.100000000000001
37,2008,Quiksilver Pro Gold Coast,Round 1,Heat 3 ,Bruce Irons,14.0
38,2008,Quiksilver Pro Gold Coast,Round 1,Heat 3 ,Jeremy Flores,11.84
39,2008,Quiksilver Pro Gold Coast,Round 1,Heat 3 ,Roy Powers,7.63
40,2008,Quiksilver Pro Gold Coast,Round 1,Heat 4 ,Heitor Alves,15.84
41,2008,Quiksilver Pro Gold Coast,Round 1,Heat 4 ,Pancho Sullivan,13.4
42,2008,Quiksilver Pro Gold Coast,Round 1,Heat 4 ,Ricky Basnett,9.6
43,2008,Quiksilver Pro Gold Coast,Round 1,Heat 5 ,Mikael Picon,12.5
44,2008,Quiksilver Pro Gold Coast,Round 1,Heat 5 ,Andy Irons,11.5
45,2008,Quiksilver Pro Gold Coast,Round 1,Heat 5 ,Freddy Patacchia Jr.,0.0
46,2008,Quiksilver Pro Gold Coast,Round 1,Heat 6 ,Bede Durbidge,16.83
47,2008,Quiksilver Pro Gold Coast,Round 1,Heat 6 ,Leonardo Neves,14.56
48,2008,Quiksilver Pro Gold Coast,Round 1,Heat 6 ,Daniel Ross,10.030000000000001
49,2008,Quiksilver Pro Gold Coast,Round 1,Heat 7 ,Joel Parkinson,15.1
50,2008,Quiksilver Pro Gold Coast,Round 1,Heat 7 ,Neco Padaratz,14.0
51,2008,Quiksilver Pro Gold Coast,Round 1,Heat 7 ,Nic Muscroft,12.8
52,2008,Quiksilver Pro Gold Coast,Round 1,Heat 8 ,Mick Fanning,15.24
53,2008,Quiksilver Pro Gold Coast,Round 1,Heat 8 ,Mick Campbell,10.83
54,2008,Quiksilver Pro Gold Coast,Round 1,Heat 8 ,Tamaroa McComb,9.399999999999999
55,2008,Quiksilver Pro Gold Coast,Round 1,Heat 9 ,Taj Burrow,16.5
56,2008,Quiksilver Pro Gold Coast,Round 1,Heat 9 ,Adrian Buchan,16.1
57,2008,Quiksilver Pro Gold Coast,Round 1,Heat 9 ,Julian Wilson,10.5
58,2008,Quiksilver Pro Gold Coast,Round 1,Heat 10 ,Kelly Slater,14.17
59,2008,Quiksilver Pro Gold Coast,Round 1,Heat 10 ,Rodrigo Dornelles,13.6
60,2008,Quiksilver Pro Gold Coast,Round 1,Heat 10 ,Michel Bourez,12.469999999999999
61,2008,Quiksilver Pro Gold Coast,Round 1,Heat 11 ,Adriano de Souza,13.67
62,2008,Quiksilver Pro Gold Coast,Round 1,Heat 11 ,C.J. Hobgood,8.76
63,2008,Quiksilver Pro Gold Coast,Round 1,Heat 12 ,Kai Otton,0.0
64,2008,Quiksilver Pro Gold Coast,Round 1,Heat 12 ,Travis Logie,14.83
65,2008,Quiksilver Pro Gold Coast,Round 1,Heat 12 ,Aritz Aranburu,12.84
66,2008,Quiksilver Pro Gold Coast,Round 1,Heat 13 ,Dayyan Neve,9.629999999999999
67,2008,Quiksilver Pro Gold Coast,Round 1,Heat 13 ,Tom Whitaker,16.17
68,2008,Quiksilver Pro Gold Coast,Round 1,Heat 13 ,Tiago Pires,12.07
69,2008,Quiksilver Pro Gold Coast,Round 1,Heat 14 ,Taylor Knox,11.83
70,2008,Quiksilver Pro Gold Coast,Round 1,Heat 14 ,Ben Dunn,15.33
71,2008,Quiksilver Pro Gold Coast,Round 1,Heat 14 ,Jay Thompson,13.56
72,2008,Quiksilver Pro Gold Coast,Round 1,Heat 15 ,Luke Munro,13.17
73,2008,Quiksilver Pro Gold Coast,Round 1,Heat 15 ,Dane Reynolds,17.5
74,2008,Quiksilver Pro Gold Coast,Round 1,Heat 15 ,Damien Hobgood,16.2
75,2008,Quiksilver Pro Gold Coast,Round 1,Heat 16 ,Luke Stedman,8.83
76,2008,Quiksilver Pro Gold Coast,Round 1,Heat 16 ,Tim Reyes,14.66
77,2008,Quiksilver Pro Gold Coast,Round 1,Heat 16 ,Jordy Smith,11.17
78,2008,Quiksilver Pro Gold Coast,Round 3,Heat 1 ,Bede Durbidge,17.630000000000003
79,2008,Quiksilver Pro Gold Coast,Round 3,Heat 1 ,Kieren Perrow,12.44
80,2008,Quiksilver Pro Gold Coast,Round 3,Heat 2 ,Ben Dunn,15.33
81,2008,Quiksilver Pro Gold Coast,Round 3,Heat 2 ,Tom Whitaker,10.83
82,2008,Quiksilver Pro Gold Coast,Round 3,Heat 3 ,Taylor Knox,12.56
83,2008,Quiksilver Pro Gold Coast,Round 3,Heat 3 ,Dayyan Neve,12.43
84,2008,Quiksilver Pro Gold Coast,Round 3,Heat 4 ,Joel Parkinson,17.0
85,2008,Quiksilver Pro Gold Coast,Round 3,Heat 4 ,Roy Powers,8.84
86,2008,Quiksilver Pro Gold Coast,Round 3,Heat 5 ,Dean Morrison,16.1
87,2008,Quiksilver Pro Gold Coast,Round 3,Heat 5 ,Dane Reynolds,13.27
88,2008,Quiksilver Pro Gold Coast,Round 3,Heat 6 ,Jordy Smith,19.03
89,2008,Quiksilver Pro Gold Coast,Round 3,Heat 6 ,Bobby Martinez,15.74
90,2008,Quiksilver Pro Gold Coast,Round 3,Heat 7 ,Leonardo Neves,14.0
91,2008,Quiksilver Pro Gold Coast,Round 3,Heat 7 ,Neco Padaratz,8.66
92,2008,Quiksilver Pro Gold Coast,Round 3,Heat 8 ,Mick Fanning,17.57
93,2008,Quiksilver Pro Gold Coast,Round 3,Heat 8 ,Julian Wilson,7.33
94,2008,Quiksilver Pro Gold Coast,Round 3,Heat 9 ,Taj Burrow,19.2
95,2008,Quiksilver Pro Gold Coast,Round 3,Heat 9 ,Mikael Picon,7.66
96,2008,Quiksilver Pro Gold Coast,Round 3,Heat 10 ,Adrian Buchan,14.17
97,2008,Quiksilver Pro Gold Coast,Round 3,Heat 10 ,Bruce Irons,6.4399999999999995
98,2008,Quiksilver Pro Gold Coast,Round 3,Heat 11 ,Jeremy Flores,12.83
99,2008,Quiksilver Pro Gold Coast,Round 3,Heat 11 ,Jay Thompson,5.23
100,2008,Quiksilver Pro Gold Coast,Round 3,Heat 12 ,Tim Reyes,16.5
101,2008,Quiksilver Pro Gold Coast,Round 3,Heat 12 ,C.J. Hobgood,13.0
102,2008,Quiksilver Pro Gold Coast,Round 3,Heat 13 ,Kelly Slater,17.93
103,2008,Quiksilver Pro Gold Coast,Round 3,Heat 13 ,Heitor Alves,13.83
104,2008,Quiksilver Pro Gold Coast,Round 3,Heat 14 ,Adriano de Souza,13.17
105,2008,Quiksilver Pro Gold Coast,Round 3,Heat 14 ,Luke Stedman,10.33
106,2008,Quiksilver Pro Gold Coast,Round 3,Heat 15 ,Andy Irons,17.84
107,2008,Quiksilver Pro Gold Coast,Round 3,Heat 16 ,Kai Otton,0.0
108,2008,Quiksilver Pro Gold Coast,Round 3,Heat 16 ,Luke Munro,16.33
109,2008,Quiksilver Pro Gold Coast,Round 4,Heat 1 ,Bede Durbidge,15.73
110,2008,Quiksilver Pro Gold Coast,Round 4,Heat 1 ,Ben Dunn,10.17
111,2008,Quiksilver Pro Gold Coast,Round 4,Heat 2 ,Joel Parkinson,14.5
112,2008,Quiksilver Pro Gold Coast,Round 4,Heat 2 ,Taylor Knox,11.17
113,2008,Quiksilver Pro Gold Coast,Round 4,Heat 3 ,Dean Morrison,15.6
114,2008,Quiksilver Pro Gold Coast,Round 4,Heat 3 ,Jordy Smith,14.34
115,2008,Quiksilver Pro Gold Coast,Round 4,Heat 4 ,Mick Fanning,14.34
116,2008,Quiksilver Pro Gold Coast,Round 4,Heat 4 ,Leonardo Neves,10.1
117,2008,Quiksilver Pro Gold Coast,Round 4,Heat 5 ,Adrian Buchan,15.84
118,2008,Quiksilver Pro Gold Coast,Round 4,Heat 5 ,Taj Burrow,12.0
119,2008,Quiksilver Pro Gold Coast,Round 4,Heat 6 ,Jeremy Flores,15.34
120,2008,Quiksilver Pro Gold Coast,Round 4,Heat 6 ,Tim Reyes,10.4
121,2008,Quiksilver Pro Gold Coast,Round 4,Heat 7 ,Kelly Slater,18.5
122,2008,Quiksilver Pro Gold Coast,Round 4,Heat 7 ,Adriano de Souza,17.5
123,2008,Quiksilver Pro Gold Coast,Round 4,Heat 8 ,Andy Irons,15.5
124,2008,Quiksilver Pro Gold Coast,Round 4,Heat 8 ,Kai Otton,11.67
125,2008,Quiksilver Pro Gold Coast,Quarterfinal,Heat 1 ,Bede Durbidge,16.66
126,2008,Quiksilver Pro Gold Coast,Quarterfinal,Heat 1 ,Joel Parkinson,15.34
127,2008,Quiksilver Pro Gold Coast,Quarterfinal,Heat 2 ,Mick Fanning,14.34
128,2008,Quiksilver Pro Gold Coast,Quarterfinal,Heat 2 ,Dean Morrison,13.06
129,2008,Quiksilver Pro Gold Coast,Quarterfinal,Heat 3 ,Jeremy Flores,15.94
130,2008,Quiksilver Pro Gold Coast,Quarterfinal,Heat 3 ,Adrian Buchan,11.16
131,2008,Quiksilver Pro Gold Coast,Quarterfinal,Heat 4 ,Kelly Slater,17.0
132,2008,Quiksilver Pro Gold Coast,Quarterfinal,Heat 4 ,Andy Irons,10.94
133,2008,Quiksilver Pro Gold Coast,Semifinal,Heat 1 ,Mick Fanning,17.23
134,2008,Quiksilver Pro Gold Coast,Semifinal,Heat 1 ,Bede Durbidge,16.67
135,2008,Quiksilver Pro Gold Coast,Semifinal,Heat 2 ,Kelly Slater,15.47
136,2008,Quiksilver Pro Gold Coast,Semifinal,Heat 2 ,Jeremy Flores,15.17
137,2008,Quiksilver Pro Gold Coast,Final,Heat 1 ,Kelly Slater,17.939999999999998
138,2008,Quiksilver Pro Gold Coast,Final,Heat 1 ,Mick Fanning,15.23
0,2008,Rip Curl Pro Bells Beach,Round 2,Heat 1 ,Mick Fanning,14.17
1,2008,Rip Curl Pro Bells Beach,Round 2,Heat 1 ,Stuart Kennedy,5.5
2,2008,Rip Curl Pro Bells Beach,Round 2,Heat 2 ,Bede Durbidge,17.33
3,2008,Rip Curl Pro Bells Beach,Round 2,Heat 2 ,Nathan Hedge,6.63
4,2008,Rip Curl Pro Bells Beach,Round 2,Heat 3 ,Troy Brooks,16.1
5,2008,Rip Curl Pro Bells Beach,Round 2,Heat 3 ,Dean Morrison,12.5
6,2008,Rip Curl Pro Bells Beach,Round 2,Heat 4 ,Kai Otton,14.5
7,2008,Rip Curl Pro Bells Beach,Round 2,Heat 4 ,Nic Muscroft,8.23
8,2008,Rip Curl Pro Bells Beach,Round 2,Heat 5 ,Luke Stedman,13.67
9,2008,Rip Curl Pro Bells Beach,Round 2,Heat 5 ,Chris Ward,13.33
10,2008,Rip Curl Pro Bells Beach,Round 2,Heat 6 ,Jihad Khodr,11.3
11,2008,Rip Curl Pro Bells Beach,Round 2,Heat 6 ,Leonardo Neves,10.33
12,2008,Rip Curl Pro Bells Beach,Round 2,Heat 7 ,Adriano de Souza,14.66
13,2008,Rip Curl Pro Bells Beach,Round 2,Heat 7 ,Tiago Pires,9.6
14,2008,Rip Curl Pro Bells Beach,Round 2,Heat 8 ,Ben Dunn,13.0
15,2008,Rip Curl Pro Bells Beach,Round 2,Heat 8 ,Travis Logie,11.14
16,2008,Rip Curl Pro Bells Beach,Round 2,Heat 9 ,Tim Reyes,13.33
17,2008,Rip Curl Pro Bells Beach,Round 2,Heat 9 ,Royden Bryson,6.8
18,2008,Rip Curl Pro Bells Beach,Round 2,Heat 10 ,Daniel Wills,13.5
19,2008,Rip Curl Pro Bells Beach,Round 2,Heat 10 ,Jordy Smith,11.57
20,2008,Rip Curl Pro Bells Beach,Round 2,Heat 11 ,Neco Padaratz,12.77
21,2008,Rip Curl Pro Bells Beach,Round 2,Heat 11 ,Ricky Basnett,10.5
22,2008,Rip Curl Pro Bells Beach,Round 2,Heat 12 ,Freddy Patacchia Jr.,12.5
23,2008,Rip Curl Pro Bells Beach,Round 2,Heat 12 ,Bruce Irons,11.67
24,2008,Rip Curl Pro Bells Beach,Round 2,Heat 13 ,Luke Munro,11.27
25,2008,Rip Curl Pro Bells Beach,Round 2,Heat 13 ,Mikael Picon,9.33
26,2008,Rip Curl Pro Bells Beach,Round 2,Heat 14 ,Dane Reynolds,18.73
27,2008,Rip Curl Pro Bells Beach,Round 2,Heat 14 ,Heitor Alves,11.64
28,2008,Rip Curl Pro Bells Beach,Round 2,Heat 15 ,Roy Powers,13.33
29,2008,Rip Curl Pro Bells Beach,Round 2,Heat 16 ,Kieren Perrow,0.0
30,2008,Rip Curl Pro Bells Beach,Round 2,Heat 16 ,Mick Campbell,11.33
31,2008,Rip Curl Pro Bells Beach,Round 1,Heat 1 ,Bobby Martinez,12.67
32,2008,Rip Curl Pro Bells Beach,Round 1,Heat 1 ,Luke Munro,7.07
33,2008,Rip Curl Pro Bells Beach,Round 1,Heat 1 ,Royden Bryson,5.67
34,2008,Rip Curl Pro Bells Beach,Round 1,Heat 2 ,Dayyan Neve,10.0
35,2008,Rip Curl Pro Bells Beach,Round 1,Heat 2 ,Dean Morrison,8.27
36,2008,Rip Curl Pro Bells Beach,Round 1,Heat 2 ,Travis Logie,6.0
37,2008,Rip Curl Pro Bells Beach,Round 1,Heat 3 ,Jeremy Flores,12.83
38,2008,Rip Curl Pro Bells Beach,Round 1,Heat 3 ,Bruce Irons,10.83
39,2008,Rip Curl Pro Bells Beach,Round 1,Heat 3 ,Tiago Pires,9.0
40,2008,Rip Curl Pro Bells Beach,Round 1,Heat 4 ,Pancho Sullivan,13.77
41,2008,Rip Curl Pro Bells Beach,Round 1,Heat 4 ,Neco Padaratz,10.67
42,2008,Rip Curl Pro Bells Beach,Round 1,Heat 4 ,Jihad Khodr,10.14
43,2008,Rip Curl Pro Bells Beach,Round 1,Heat 5 ,Andy Irons,12.84
44,2008,Rip Curl Pro Bells Beach,Round 1,Heat 5 ,Jordy Smith,10.17
45,2008,Rip Curl Pro Bells Beach,Round 1,Heat 5 ,Chris Ward,7.87
46,2008,Rip Curl Pro Bells Beach,Round 1,Heat 6 ,Daniel Ross,17.33
47,2008,Rip Curl Pro Bells Beach,Round 1,Heat 6 ,Bede Durbidge,12.33
48,2008,Rip Curl Pro Bells Beach,Round 1,Heat 6 ,Tim Reyes,3.4699999999999998
49,2008,Rip Curl Pro Bells Beach,Round 1,Heat 7 ,Joel Parkinson,16.259999999999998
50,2008,Rip Curl Pro Bells Beach,Round 1,Heat 7 ,Nic Muscroft,14.84
51,2008,Rip Curl Pro Bells Beach,Round 1,Heat 7 ,Ben Dunn,9.57
52,2008,Rip Curl Pro Bells Beach,Round 1,Heat 8 ,Adrian Buchan,10.33
53,2008,Rip Curl Pro Bells Beach,Round 1,Heat 8 ,Stuart Kennedy,9.76
54,2008,Rip Curl Pro Bells Beach,Round 1,Heat 8 ,Stuart Campbell,9.76
55,2008,Rip Curl Pro Bells Beach,Round 1,Heat 9 ,Taj Burrow,13.67
56,2008,Rip Curl Pro Bells Beach,Round 1,Heat 9 ,Leonardo Neves,12.0
57,2008,Rip Curl Pro Bells Beach,Round 1,Heat 9 ,Nathan Hedge,7.529999999999999
58,2008,Rip Curl Pro Bells Beach,Round 1,Heat 10 ,Kelly Slater,17.5
59,2008,Rip Curl Pro Bells Beach,Round 1,Heat 10 ,Adriano de Souza,14.67
60,2008,Rip Curl Pro Bells Beach,Round 1,Heat 10 ,Troy Brooks,5.34
61,2008,Rip Curl Pro Bells Beach,Round 1,Heat 11 ,C.J. Hobgood,11.83
62,2008,Rip Curl Pro Bells Beach,Round 1,Heat 11 ,Dane Reynolds,8.9
63,2008,Rip Curl Pro Bells Beach,Round 1,Heat 11 ,Daniel Wills,4.46
64,2008,Rip Curl Pro Bells Beach,Round 1,Heat 12 ,Jay Thompson,12.8
65,2008,Rip Curl Pro Bells Beach,Round 1,Heat 12 ,Kai Otton,11.83
66,2008,Rip Curl Pro Bells Beach,Round 1,Heat 12 ,Ricky Basnett,10.83
67,2008,Rip Curl Pro Bells Beach,Round 1,Heat 13 ,Tom Whitaker,15.67
68,2008,Rip Curl Pro Bells Beach,Round 1,Heat 13 ,Freddy Patacchia Jr.,9.34
69,2008,Rip Curl Pro Bells Beach,Round 1,Heat 14 ,Taylor Knox,0.0
70,2008,Rip Curl Pro Bells Beach,Round 1,Heat 14 ,Mick Campbell,12.26
71,2008,Rip Curl Pro Bells Beach,Round 1,Heat 14 ,Mikael Picon,11.6
72,2008,Rip Curl Pro Bells Beach,Round 1,Heat 15 ,Damien Hobgood,11.4
73,2008,Rip Curl Pro Bells Beach,Round 1,Heat 15 ,Kieren Perrow,14.33
74,2008,Rip Curl Pro Bells Beach,Round 1,Heat 15 ,Heitor Alves,13.83
75,2008,Rip Curl Pro Bells Beach,Round 1,Heat 16 ,Rodrigo Dornelles,7.83
76,2008,Rip Curl Pro Bells Beach,Round 1,Heat 16 ,Roy Powers,13.83
77,2008,Rip Curl Pro Bells Beach,Round 1,Heat 16 ,Luke Stedman,13.23
78,2008,Rip Curl Pro Bells Beach,Round 3,Heat 1 ,Bede Durbidge,15.84
79,2008,Rip Curl Pro Bells Beach,Round 3,Heat 1 ,Freddy Patacchia Jr.,9.83
80,2008,Rip Curl Pro Bells Beach,Round 3,Heat 2 ,Dayyan Neve,14.67
81,2008,Rip Curl Pro Bells Beach,Round 3,Heat 2 ,Tom Whitaker,12.73
82,2008,Rip Curl Pro Bells Beach,Round 3,Heat 3 ,Neco Padaratz,15.83
83,2008,Rip Curl Pro Bells Beach,Round 3,Heat 3 ,Taylor Knox,9.0
84,2008,Rip Curl Pro Bells Beach,Round 3,Heat 4 ,Joel Parkinson,15.17
85,2008,Rip Curl Pro Bells Beach,Round 3,Heat 4 ,Daniel Wills,12.9
86,2008,Rip Curl Pro Bells Beach,Round 3,Heat 5 ,Jeremy Flores,12.23
87,2008,Rip Curl Pro Bells Beach,Round 3,Heat 5 ,Kieren Perrow,11.17
88,2008,Rip Curl Pro Bells Beach,Round 3,Heat 6 ,Bobby Martinez,16.43
89,2008,Rip Curl Pro Bells Beach,Round 3,Heat 6 ,Jay Thompson,14.16
90,2008,Rip Curl Pro Bells Beach,Round 3,Heat 7 ,Adriano de Souza,15.17
91,2008,Rip Curl Pro Bells Beach,Round 3,Heat 7 ,Adrian Buchan,8.67
92,2008,Rip Curl Pro Bells Beach,Round 3,Heat 8 ,Mick Fanning,17.0
93,2008,Rip Curl Pro Bells Beach,Round 3,Heat 8 ,Troy Brooks,10.67
94,2008,Rip Curl Pro Bells Beach,Round 3,Heat 9 ,Taj Burrow,11.33
95,2008,Rip Curl Pro Bells Beach,Round 3,Heat 9 ,Daniel Ross,9.17
96,2008,Rip Curl Pro Bells Beach,Round 3,Heat 10 ,Luke Stedman,12.5
97,2008,Rip Curl Pro Bells Beach,Round 3,Heat 10 ,Ben Dunn,11.67
98,2008,Rip Curl Pro Bells Beach,Round 3,Heat 11 ,Roy Powers,12.16
99,2008,Rip Curl Pro Bells Beach,Round 3,Heat 11 ,Pancho Sullivan,7.33
100,2008,Rip Curl Pro Bells Beach,Round 3,Heat 12 ,Dane Reynolds,18.73
101,2008,Rip Curl Pro Bells Beach,Round 3,Heat 12 ,C.J. Hobgood,17.03
102,2008,Rip Curl Pro Bells Beach,Round 3,Heat 13 ,Kelly Slater,18.4
103,2008,Rip Curl Pro Bells Beach,Round 3,Heat 13 ,Jihad Khodr,12.5
104,2008,Rip Curl Pro Bells Beach,Round 3,Heat 14 ,Damien Hobgood,12.84
105,2008,Rip Curl Pro Bells Beach,Round 3,Heat 14 ,Tim Reyes,12.0
106,2008,Rip Curl Pro Bells Beach,Round 3,Heat 15 ,Andy Irons,13.67
107,2008,Rip Curl Pro Bells Beach,Round 3,Heat 15 ,Rodrigo Dornelles,12.24
108,2008,Rip Curl Pro Bells Beach,Round 3,Heat 16 ,Kai Otton,13.73
109,2008,Rip Curl Pro Bells Beach,Round 3,Heat 16 ,Luke Munro,12.5
110,2008,Rip Curl Pro Bells Beach,Round 4,Heat 1 ,Bede Durbidge,16.73
111,2008,Rip Curl Pro Bells Beach,Round 4,Heat 1 ,Dayyan Neve,13.36
112,2008,Rip Curl Pro Bells Beach,Round 4,Heat 2 ,Joel Parkinson,16.27
113,2008,Rip Curl Pro Bells Beach,Round 4,Heat 2 ,Neco Padaratz,12.57
114,2008,Rip Curl Pro Bells Beach,Round 4,Heat 3 ,Bobby Martinez,16.33
115,2008,Rip Curl Pro Bells Beach,Round 4,Heat 3 ,Jeremy Flores,13.1
116,2008,Rip Curl Pro Bells Beach,Round 4,Heat 4 ,Mick Fanning,15.83
117,2008,Rip Curl Pro Bells Beach,Round 4,Heat 4 ,Adriano de Souza,11.6
118,2008,Rip Curl Pro Bells Beach,Round 4,Heat 5 ,Taj Burrow,14.5
119,2008,Rip Curl Pro Bells Beach,Round 4,Heat 5 ,Luke Stedman,10.83
120,2008,Rip Curl Pro Bells Beach,Round 4,Heat 6 ,Dane Reynolds,14.4
121,2008,Rip Curl Pro Bells Beach,Round 4,Heat 6 ,Roy Powers,9.33
122,2008,Rip Curl Pro Bells Beach,Round 4,Heat 7 ,Kelly Slater,16.03
123,2008,Rip Curl Pro Bells Beach,Round 4,Heat 7 ,Damien Hobgood,15.6
124,2008,Rip Curl Pro Bells Beach,Round 4,Heat 8 ,Andy Irons,16.57
125,2008,Rip Curl Pro Bells Beach,Round 4,Heat 8 ,Kai Otton,12.530000000000001
126,2008,Rip Curl Pro Bells Beach,Quarterfinal,Heat 1 ,Bede Durbidge,13.0
127,2008,Rip Curl Pro Bells Beach,Quarterfinal,Heat 1 ,Joel Parkinson,12.33
128,2008,Rip Curl Pro Bells Beach,Quarterfinal,Heat 2 ,Bobby Martinez,17.33
129,2008,Rip Curl Pro Bells Beach,Quarterfinal,Heat 2 ,Mick Fanning,10.67
130,2008,Rip Curl Pro Bells Beach,Quarterfinal,Heat 3 ,Taj Burrow,13.84
131,2008,Rip Curl Pro Bells Beach,Quarterfinal,Heat 3 ,Dane Reynolds,11.84
132,2008,Rip Curl Pro Bells Beach,Quarterfinal,Heat 4 ,Kelly Slater,15.34
133,2008,Rip Curl Pro Bells Beach,Quarterfinal,Heat 4 ,Andy Irons,2.8
134,2008,Rip Curl Pro Bells Beach,Semifinal,Heat 1 ,Bede Durbidge,14.5
135,2008,Rip Curl Pro Bells Beach,Semifinal,Heat 1 ,Bobby Martinez,4.5
136,2008,Rip Curl Pro Bells Beach,Semifinal,Heat 2 ,Kelly Slater,12.33
137,2008,Rip Curl Pro Bells Beach,Semifinal,Heat 2 ,Taj Burrow,7.96
138,2008,Rip Curl Pro Bells Beach,Final,Heat 1 ,Kelly Slater,15.63
139,2008,Rip Curl Pro Bells Beach,Final,Heat 1 ,Bede Durbidge,15.16
0,2008,Billabong Pro Teahupoo,Round 2,Heat 1 ,Kelly Slater,18.7
1,2008,Billabong Pro Teahupoo,Round 2,Heat 1 ,Jamie O'Brien,13.9
2,2008,Billabong Pro Teahupoo,Round 2,Heat 2 ,Bruno Santos,10.0
3,2008,Billabong Pro Teahupoo,Round 2,Heat 2 ,Mick Fanning,9.17
4,2008,Billabong Pro Teahupoo,Round 2,Heat 3 ,Bede Durbidge,13.74
5,2008,Billabong Pro Teahupoo,Round 2,Heat 3 ,Nic Muscroft,2.9699999999999998
6,2008,Billabong Pro Teahupoo,Round 2,Heat 4 ,Chris Ward,14.5
7,2008,Billabong Pro Teahupoo,Round 2,Heat 4 ,Jeremy Flores,12.9
8,2008,Billabong Pro Teahupoo,Round 2,Heat 5 ,Taylor Knox,11.83
9,2008,Billabong Pro Teahupoo,Round 2,Heat 5 ,Aritz Aranburu,7.4399999999999995
10,2008,Billabong Pro Teahupoo,Round 2,Heat 6 ,Dane Reynolds,14.5
11,2008,Billabong Pro Teahupoo,Round 2,Heat 6 ,Travis Logie,12.26
12,2008,Billabong Pro Teahupoo,Round 2,Heat 7 ,Royden Bryson,13.33
13,2008,Billabong Pro Teahupoo,Round 2,Heat 7 ,Neco Padaratz,9.6
14,2008,Billabong Pro Teahupoo,Round 2,Heat 8 ,C.J. Hobgood,16.67
15,2008,Billabong Pro Teahupoo,Round 2,Heat 8 ,Ricky Basnett,6.17
16,2008,Billabong Pro Teahupoo,Round 2,Heat 9 ,Tom Whitaker,15.84
17,2008,Billabong Pro Teahupoo,Round 2,Heat 9 ,Daniel Ross,9.4
18,2008,Billabong Pro Teahupoo,Round 2,Heat 10 ,Mikael Picon,15.07
