,year,event,round,heat,name,top_two_waves_total
6,2016,Drug Aware Margaret River Pro,Round 2,Heat 4 Watch replay,Wiggolly Dantas,16.66
7,2016,Drug Aware Margaret River Pro,Round 2,Heat 4 Watch replay,Jack Robinson,14.370000000000001
8,2016,Drug Aware Margaret River Pro,Round 2,Heat 5 Watch replay,Adrian Buchan,16.5
9,2016,Drug Aware Margaret River Pro,Round 2,Heat 5 Watch replay,Dusty Payne,11.73
10,2016,Drug Aware Margaret River Pro,Round 2,Heat 6 Watch replay,Adam Melling,13.84
11,2016,Drug Aware Margaret River Pro,Round 2,Heat 6 Watch replay,Conner Coffin,12.629999999999999
12,2016,Drug Aware Margaret River Pro,Round 2,Heat 7 Watch replay,Caio Ibelli,14.24
13,2016,Drug Aware Margaret River Pro,Round 2,Heat 7 Watch replay,Alex Ribeiro,12.83
14,2016,Drug Aware Margaret River Pro,Round 2,Heat 8 Watch replay,Alejo Muniz,12.23
15,2016,Drug Aware Margaret River Pro,Round 2,Heat 8 Watch replay,Kai Otton,10.57
16,2016,Drug Aware Margaret River Pro,Round 2,Heat 9 Watch replay,Matt Banting,14.9
17,2016,Drug Aware Margaret River Pro,Round 2,Heat 9 Watch replay,Stuart Kennedy,13.3
18,2016,Drug Aware Margaret River Pro,Round 2,Heat 10 Watch replay,Kanoa Igarashi,14.23
19,2016,Drug Aware Margaret River Pro,Round 2,Heat 10 Watch replay,Ryan Callinan,13.64
20,2016,Drug Aware Margaret River Pro,Round 2,Heat 11 Watch replay,Miguel Pupo,14.5
21,2016,Drug Aware Margaret River Pro,Round 2,Heat 11 Watch replay,Davey Cathels,13.33
22,2016,Drug Aware Margaret River Pro,Round 2,Heat 12 Watch replay,Sebastian Zietz,15.4
23,2016,Drug Aware Margaret River Pro,Round 2,Heat 12 Watch replay,Keanu Asing,13.0
24,2016,Drug Aware Margaret River Pro,Round 1,Heat 1 Watch replay,Taj Burrow,12.77
25,2016,Drug Aware Margaret River Pro,Round 1,Heat 1 Watch replay,Jeremy Flores,16.1
26,2016,Drug Aware Margaret River Pro,Round 1,Heat 1 Watch replay,Alex Ribeiro,5.43
27,2016,Drug Aware Margaret River Pro,Round 1,Heat 2 Watch replay,Julian Wilson,15.6
28,2016,Drug Aware Margaret River Pro,Round 1,Heat 2 Watch replay,Adam Melling,15.27
29,2016,Drug Aware Margaret River Pro,Round 1,Heat 2 Watch replay,Kai Otton,12.06
30,2016,Drug Aware Margaret River Pro,Round 1,Heat 3 Watch replay,Matt Wilkinson,12.67
31,2016,Drug Aware Margaret River Pro,Round 1,Heat 3 Watch replay,Stuart Kennedy,9.17
32,2016,Drug Aware Margaret River Pro,Round 1,Heat 3 Watch replay,Dusty Payne,7.6
33,2016,Drug Aware Margaret River Pro,Round 1,Heat 4 Watch replay,Italo Ferreira,14.4
34,2016,Drug Aware Margaret River Pro,Round 1,Heat 4 Watch replay,Kanoa Igarashi,14.54
35,2016,Drug Aware Margaret River Pro,Round 1,Heat 4 Watch replay,Jack Robinson,9.7
36,2016,Drug Aware Margaret River Pro,Round 1,Heat 5 Watch replay,Gabriel Medina,16.7
37,2016,Drug Aware Margaret River Pro,Round 1,Heat 5 Watch replay,Leonardo Fioravanti,12.27
38,2016,Drug Aware Margaret River Pro,Round 1,Heat 5 Watch replay,Davey Cathels,10.16
39,2016,Drug Aware Margaret River Pro,Round 1,Heat 6 Watch replay,Adriano de Souza,13.1
40,2016,Drug Aware Margaret River Pro,Round 1,Heat 6 Watch replay,Jacob Willcox,12.4
41,2016,Drug Aware Margaret River Pro,Round 1,Heat 6 Watch replay,Keanu Asing,10.64
42,2016,Drug Aware Margaret River Pro,Round 1,Heat 7 Watch replay,Michel Bourez,14.17
43,2016,Drug Aware Margaret River Pro,Round 1,Heat 7 Watch replay,Jordy Smith,14.04
44,2016,Drug Aware Margaret River Pro,Round 1,Heat 7 Watch replay,Alejo Muniz,13.129999999999999
45,2016,Drug Aware Margaret River Pro,Round 1,Heat 8 Watch replay,Nat Young,15.93
46,2016,Drug Aware Margaret River Pro,Round 1,Heat 8 Watch replay,Matt Banting,11.899999999999999
47,2016,Drug Aware Margaret River Pro,Round 1,Heat 8 Watch replay,Caio Ibelli,12.33
48,2016,Drug Aware Margaret River Pro,Round 1,Heat 9 Watch replay,Joel Parkinson,12.84
49,2016,Drug Aware Margaret River Pro,Round 1,Heat 9 Watch replay,Conner Coffin,11.26
50,2016,Drug Aware Margaret River Pro,Round 1,Heat 9 Watch replay,Ryan Callinan,10.5
51,2016,Drug Aware Margaret River Pro,Round 1,Heat 10 Watch replay,Kolohe Andino,15.7
52,2016,Drug Aware Margaret River Pro,Round 1,Heat 10 Watch replay,Kelly Slater,12.16
53,2016,Drug Aware Margaret River Pro,Round 1,Heat 10 Watch replay,Miguel Pupo,5.1
54,2016,Drug Aware Margaret River Pro,Round 1,Heat 11 Watch replay,Josh Kerr,14.93
55,2016,Drug Aware Margaret River Pro,Round 1,Heat 11 Watch replay,Wiggolly Dantas,14.5
56,2016,Drug Aware Margaret River Pro,Round 1,Heat 11 Watch replay,Jay Davies,9.5
57,2016,Drug Aware Margaret River Pro,Round 1,Heat 12 Watch replay,John John Florence,12.9
58,2016,Drug Aware Margaret River Pro,Round 1,Heat 12 Watch replay,Adrian Buchan,15.27
59,2016,Drug Aware Margaret River Pro,Round 1,Heat 12 Watch replay,Sebastian Zietz,3.43
60,2016,Drug Aware Margaret River Pro,Round 3,Heat 1 Watch replay,Matt Wilkinson,12.0
61,2016,Drug Aware Margaret River Pro,Round 3,Heat 1 Watch replay,Matt Banting,9.27
62,2016,Drug Aware Margaret River Pro,Round 3,Heat 2 Watch replay,Joel Parkinson,16.07
63,2016,Drug Aware Margaret River Pro,Round 3,Heat 2 Watch replay,Michel Bourez,11.6
64,2016,Drug Aware Margaret River Pro,Round 3,Heat 3 Watch replay,Julian Wilson,14.76
65,2016,Drug Aware Margaret River Pro,Round 3,Heat 3 Watch replay,Miguel Pupo,9.8
66,2016,Drug Aware Margaret River Pro,Round 3,Heat 4 Watch replay,Nat Young,14.4
67,2016,Drug Aware Margaret River Pro,Round 3,Heat 4 Watch replay,Taj Burrow,8.1
68,2016,Drug Aware Margaret River Pro,Round 3,Heat 5 Watch replay,Adrian Buchan,15.5
69,2016,Drug Aware Margaret River Pro,Round 3,Heat 5 Watch replay,Josh Kerr,12.9
70,2016,Drug Aware Margaret River Pro,Round 3,Heat 6 Watch replay,Leonardo Fioravanti,15.6
71,2016,Drug Aware Margaret River Pro,Round 3,Heat 6 Watch replay,Adriano de Souza,15.5
72,2016,Drug Aware Margaret River Pro,Round 3,Heat 7 Watch replay,Gabriel Medina,14.67
73,2016,Drug Aware Margaret River Pro,Round 3,Heat 7 Watch replay,Adam Melling,8.26
74,2016,Drug Aware Margaret River Pro,Round 3,Heat 8 Watch replay,Kolohe Andino,11.17
75,2016,Drug Aware Margaret River Pro,Round 3,Heat 8 Watch replay,Wiggolly Dantas,11.2
76,2016,Drug Aware Margaret River Pro,Round 3,Heat 9 Watch replay,Jordy Smith,14.969999999999999
77,2016,Drug Aware Margaret River Pro,Round 3,Heat 9 Watch replay,Kanoa Igarashi,14.16
78,2016,Drug Aware Margaret River Pro,Round 3,Heat 10 Watch replay,Sebastian Zietz,11.86
79,2016,Drug Aware Margaret River Pro,Round 3,Heat 10 Watch replay,Jeremy Flores,16.2
80,2016,Drug Aware Margaret River Pro,Round 3,Heat 11 Watch replay,Caio Ibelli,14.739999999999998
81,2016,Drug Aware Margaret River Pro,Round 3,Heat 11 Watch replay,John John Florence,15.54
82,2016,Drug Aware Margaret River Pro,Round 3,Heat 12 Watch replay,Italo Ferreira,12.43
83,2016,Drug Aware Margaret River Pro,Round 3,Heat 12 Watch replay,Alejo Muniz,8.23
84,2016,Drug Aware Margaret River Pro,Round 4,Heat 1 Watch replay,Joel Parkinson,13.1
85,2016,Drug Aware Margaret River Pro,Round 4,Heat 1 Watch replay,Matt Wilkinson,12.93
86,2016,Drug Aware Margaret River Pro,Round 4,Heat 1 Watch replay,Julian Wilson,12.43
87,2016,Drug Aware Margaret River Pro,Round 4,Heat 2 Watch replay,Leonardo Fioravanti,11.969999999999999
88,2016,Drug Aware Margaret River Pro,Round 4,Heat 2 Watch replay,Adrian Buchan,11.870000000000001
89,2016,Drug Aware Margaret River Pro,Round 4,Heat 2 Watch replay,Nat Young,11.6
90,2016,Drug Aware Margaret River Pro,Round 4,Heat 3 Watch replay,Kolohe Andino,13.54
91,2016,Drug Aware Margaret River Pro,Round 4,Heat 3 Watch replay,Gabriel Medina,12.0
92,2016,Drug Aware Margaret River Pro,Round 4,Heat 3 Watch replay,Jordy Smith,12.0
93,2016,Drug Aware Margaret River Pro,Round 4,Heat 4 Watch replay,Sebastian Zietz,14.17
94,2016,Drug Aware Margaret River Pro,Round 4,Heat 4 Watch replay,Caio Ibelli,12.57
95,2016,Drug Aware Margaret River Pro,Round 4,Heat 4 Watch replay,Italo Ferreira,12.56
96,2016,Drug Aware Margaret River Pro,Round 5,Heat 1 Watch replay,Nat Young,16.369999999999997
97,2016,Drug Aware Margaret River Pro,Round 5,Heat 1 Watch replay,Matt Wilkinson,8.83
98,2016,Drug Aware Margaret River Pro,Round 5,Heat 2 Watch replay,Julian Wilson,14.17
99,2016,Drug Aware Margaret River Pro,Round 5,Heat 2 Watch replay,Adrian Buchan,10.26
100,2016,Drug Aware Margaret River Pro,Round 5,Heat 3 Watch replay,Italo Ferreira,15.93
101,2016,Drug Aware Margaret River Pro,Round 5,Heat 3 Watch replay,Gabriel Medina,13.17
102,2016,Drug Aware Margaret River Pro,Round 5,Heat 4 Watch replay,Caio Ibelli,13.03
103,2016,Drug Aware Margaret River Pro,Round 5,Heat 4 Watch replay,Jordy Smith,10.83
104,2016,Drug Aware Margaret River Pro,Quarterfinal,Heat 1 Watch replay,Joel Parkinson,13.0
105,2016,Drug Aware Margaret River Pro,Quarterfinal,Heat 1 Watch replay,Nat Young,14.24
106,2016,Drug Aware Margaret River Pro,Quarterfinal,Heat 2 Watch replay,Julian Wilson,16.8
107,2016,Drug Aware Margaret River Pro,Quarterfinal,Heat 2 Watch replay,Leonardo Fioravanti,13.1
108,2016,Drug Aware Margaret River Pro,Quarterfinal,Heat 3 Watch replay,Italo Ferreira,13.66
109,2016,Drug Aware Margaret River Pro,Quarterfinal,Heat 3 Watch replay,Kolohe Andino,12.5
110,2016,Drug Aware Margaret River Pro,Quarterfinal,Heat 4 Watch replay,Sebastian Zietz,12.5
111,2016,Drug Aware Margaret River Pro,Quarterfinal,Heat 4 Watch replay,Caio Ibelli,9.93
112,2016,Drug Aware Margaret River Pro,Semifinal,Heat 1 Watch replay,Julian Wilson,16.6
113,2016,Drug Aware Margaret River Pro,Semifinal,Heat 1 Watch replay,Joel Parkinson,15.5
114,2016,Drug Aware Margaret River Pro,Semifinal,Heat 2 Watch replay,Sebastian Zietz,13.5
115,2016,Drug Aware Margaret River Pro,Semifinal,Heat 2 Watch replay,Italo Ferreira,13.17
116,2016,Drug Aware Margaret River Pro,Final,Heat 1 Watch replay,Sebastian Zietz,13.23
117,2016,Drug Aware Margaret River Pro,Final,Heat 1 Watch replay,Julian Wilson,16.67
0,2016,Oi Rio Pro,Round 2,Heat 1 Watch replay,Adriano de Souza,13.0
1,2016,Oi Rio Pro,Round 2,Heat 1 Watch replay,Bino Lopes,4.96
2,2016,Oi Rio Pro,Round 2,Heat 2 Watch replay,Deivid Silva,11.43
3,2016,Oi Rio Pro,Round 2,Heat 2 Watch replay,Matt Wilkinson,14.5
4,2016,Oi Rio Pro,Round 2,Heat 3 Watch replay,Dusty Payne,13.93
5,2016,Oi Rio Pro,Round 2,Heat 3 Watch replay,Julian Wilson,11.34
6,2016,Oi Rio Pro,Round 2,Heat 4 Watch replay,Gabriel Medina,15.1
7,2016,Oi Rio Pro,Round 2,Heat 4 Watch replay,Alex Ribeiro,7.9
8,2016,Oi Rio Pro,Round 2,Heat 5 Watch replay,Jack Freestone,11.74
9,2016,Oi Rio Pro,Round 2,Heat 5 Watch replay,Jeremy Flores,11.77
10,2016,Oi Rio Pro,Round 2,Heat 6 Watch replay,Matt Banting,14.76
11,2016,Oi Rio Pro,Round 2,Heat 6 Watch replay,Kolohe Andino,14.66
12,2016,Oi Rio Pro,Round 2,Heat 7 Watch replay,Sebastian Zietz,11.23
13,2016,Oi Rio Pro,Round 2,Heat 7 Watch replay,Keanu Asing,11.86
14,2016,Oi Rio Pro,Round 2,Heat 8 Watch replay,Caio Ibelli,10.73
15,2016,Oi Rio Pro,Round 2,Heat 8 Watch replay,Jadson Andre,10.67
16,2016,Oi Rio Pro,Round 2,Heat 9 Watch replay,Miguel Pupo,13.3
17,2016,Oi Rio Pro,Round 2,Heat 9 Watch replay,Adrian Buchan,11.73
18,2016,Oi Rio Pro,Round 2,Heat 10 Watch replay,Stuart Kennedy,11.17
19,2016,Oi Rio Pro,Round 2,Heat 10 Watch replay,Wiggolly Dantas,11.44
20,2016,Oi Rio Pro,Round 2,Heat 11 Watch replay,Kanoa Igarashi,13.43
21,2016,Oi Rio Pro,Round 2,Heat 11 Watch replay,Josh Kerr,13.27
22,2016,Oi Rio Pro,Round 2,Heat 12 Watch replay,Michel Bourez,13.5
23,2016,Oi Rio Pro,Round 2,Heat 12 Watch replay,Conner Coffin,11.74
24,2016,Oi Rio Pro,Round 1,Heat 1 Watch replay,Filipe Toledo,11.34
25,2016,Oi Rio Pro,Round 1,Heat 1 Watch replay,Kanoa Igarashi,11.6
26,2016,Oi Rio Pro,Round 1,Heat 1 Watch replay,Dusty Payne,11.3
27,2016,Oi Rio Pro,Round 1,Heat 2 Watch replay,Leonardo Fioravanti,14.3
28,2016,Oi Rio Pro,Round 1,Heat 2 Watch replay,Stuart Kennedy,12.93
29,2016,Oi Rio Pro,Round 1,Heat 2 Watch replay,Gabriel Medina,11.8
30,2016,Oi Rio Pro,Round 1,Heat 3 Watch replay,Davey Cathels,12.0
31,2016,Oi Rio Pro,Round 1,Heat 3 Watch replay,Julian Wilson,9.24
32,2016,Oi Rio Pro,Round 1,Heat 3 Watch replay,Deivid Silva,7.43
33,2016,Oi Rio Pro,Round 1,Heat 4 Watch replay,Italo Ferreira,14.5
34,2016,Oi Rio Pro,Round 1,Heat 4 Watch replay,Miguel Pupo,10.86
35,2016,Oi Rio Pro,Round 1,Heat 4 Watch replay,Bino Lopes,8.66
36,2016,Oi Rio Pro,Round 1,Heat 5 Watch replay,Marco Fernandez,13.43
37,2016,Oi Rio Pro,Round 1,Heat 5 Watch replay,Jadson Andre,11.57
38,2016,Oi Rio Pro,Round 1,Heat 5 Watch replay,Matt Wilkinson,8.73
39,2016,Oi Rio Pro,Round 1,Heat 6 Watch replay,Lucas Silveira,13.67
40,2016,Oi Rio Pro,Round 1,Heat 6 Watch replay,Adriano de Souza,13.8
41,2016,Oi Rio Pro,Round 1,Heat 6 Watch replay,Keanu Asing,13.74
42,2016,Oi Rio Pro,Round 1,Heat 7 Watch replay,Nat Young,15.04
43,2016,Oi Rio Pro,Round 1,Heat 7 Watch replay,Michel Bourez,9.370000000000001
44,2016,Oi Rio Pro,Round 1,Heat 7 Watch replay,Alex Ribeiro,5.83
45,2016,Oi Rio Pro,Round 1,Heat 8 Watch replay,Jordy Smith,12.370000000000001
46,2016,Oi Rio Pro,Round 1,Heat 8 Watch replay,Conner Coffin,10.83
47,2016,Oi Rio Pro,Round 1,Heat 8 Watch replay,Jack Freestone,10.7
48,2016,Oi Rio Pro,Round 1,Heat 9 Watch replay,Adam Melling,15.23
49,2016,Oi Rio Pro,Round 1,Heat 9 Watch replay,Jeremy Flores,15.129999999999999
50,2016,Oi Rio Pro,Round 1,Heat 9 Watch replay,Josh Kerr,15.04
51,2016,Oi Rio Pro,Round 1,Heat 10 Watch replay,Ryan Callinan,14.0
52,2016,Oi Rio Pro,Round 1,Heat 10 Watch replay,Wiggolly Dantas,13.44
53,2016,Oi Rio Pro,Round 1,Heat 10 Watch replay,Kolohe Andino,7.67
54,2016,Oi Rio Pro,Round 1,Heat 11 Watch replay,Alejo Muniz,13.5
55,2016,Oi Rio Pro,Round 1,Heat 11 Watch replay,Adrian Buchan,13.46
56,2016,Oi Rio Pro,Round 1,Heat 11 Watch replay,Sebastian Zietz,12.77
57,2016,Oi Rio Pro,Round 1,Heat 12 Watch replay,John John Florence,11.34
58,2016,Oi Rio Pro,Round 1,Heat 12 Watch replay,Caio Ibelli,10.84
59,2016,Oi Rio Pro,Round 1,Heat 12 Watch replay,Matt Banting,6.34
60,2016,Oi Rio Pro,Round 3,Heat 1 Watch replay,Filipe Toledo,12.67
61,2016,Oi Rio Pro,Round 3,Heat 1 Watch replay,Leonardo Fioravanti,5.0
62,2016,Oi Rio Pro,Round 3,Heat 2 Watch replay,John John Florence,10.73
63,2016,Oi Rio Pro,Round 3,Heat 2 Watch replay,Alejo Muniz,7.640000000000001
64,2016,Oi Rio Pro,Round 3,Heat 3 Watch replay,Dusty Payne,14.629999999999999
65,2016,Oi Rio Pro,Round 3,Heat 3 Watch replay,Nat Young,12.76
66,2016,Oi Rio Pro,Round 3,Heat 4 Watch replay,Caio Ibelli,13.07
67,2016,Oi Rio Pro,Round 3,Heat 4 Watch replay,Ryan Callinan,11.129999999999999
68,2016,Oi Rio Pro,Round 3,Heat 5 Watch replay,Davey Cathels,8.8
69,2016,Oi Rio Pro,Round 3,Heat 5 Watch replay,Stuart Kennedy,8.74
70,2016,Oi Rio Pro,Round 3,Heat 6 Watch replay,Adriano de Souza,9.84
71,2016,Oi Rio Pro,Round 3,Heat 6 Watch replay,Lucas Silveira,12.76
72,2016,Oi Rio Pro,Round 3,Heat 7 Watch replay,Italo Ferreira,13.7
73,2016,Oi Rio Pro,Round 3,Heat 7 Watch replay,Marco Fernandez,9.5
74,2016,Oi Rio Pro,Round 3,Heat 8 Watch replay,Miguel Pupo,13.4
75,2016,Oi Rio Pro,Round 3,Heat 8 Watch replay,Kanoa Igarashi,12.8
76,2016,Oi Rio Pro,Round 3,Heat 9 Watch replay,Adam Melling,11.17
77,2016,Oi Rio Pro,Round 3,Heat 9 Watch replay,Sebastian Zietz,10.33
78,2016,Oi Rio Pro,Round 3,Heat 10 ,Jack Freestone,13.07
79,2016,Oi Rio Pro,Round 3,Heat 10 ,Jordy Smith,13.77
80,2016,Oi Rio Pro,Round 3,Heat 11 Watch replay,Michel Bourez,16.27
81,2016,Oi Rio Pro,Round 3,Heat 11 Watch replay,Matt Banting,14.0
82,2016,Oi Rio Pro,Round 3,Heat 12 Watch replay,Gabriel Medina,15.67
83,2016,Oi Rio Pro,Round 3,Heat 12 Watch replay,Deivid Silva,13.77
84,2016,Oi Rio Pro,Round 4,Heat 1 Watch replay,Dusty Payne,15.6
85,2016,Oi Rio Pro,Round 4,Heat 1 Watch replay,John John Florence,15.2
86,2016,Oi Rio Pro,Round 4,Heat 1 Watch replay,Filipe Toledo,10.4
87,2016,Oi Rio Pro,Round 4,Heat 2 Watch replay,Adriano de Souza,16.0
88,2016,Oi Rio Pro,Round 4,Heat 2 Watch replay,Davey Cathels,8.64
89,2016,Oi Rio Pro,Round 4,Heat 2 Watch replay,Caio Ibelli,4.57
90,2016,Oi Rio Pro,Round 4,Heat 3 Watch replay,Miguel Pupo,12.73
91,2016,Oi Rio Pro,Round 4,Heat 3 Watch replay,Italo Ferreira,12.5
92,2016,Oi Rio Pro,Round 4,Heat 3 Watch replay,Adam Melling,10.9
93,2016,Oi Rio Pro,Round 4,Heat 4 Watch replay,Gabriel Medina,14.43
94,2016,Oi Rio Pro,Round 4,Heat 4 Watch replay,Michel Bourez,7.9
95,2016,Oi Rio Pro,Round 4,Heat 4 Watch replay,Jack Freestone,7.77
96,2016,Oi Rio Pro,Round 5,Heat 1 Watch replay,John John Florence,13.0
97,2016,Oi Rio Pro,Round 5,Heat 1 Watch replay,Caio Ibelli,10.17
98,2016,Oi Rio Pro,Round 5,Heat 2 Watch replay,Davey Cathels,15.67
99,2016,Oi Rio Pro,Round 5,Heat 2 Watch replay,Filipe Toledo,14.870000000000001
100,2016,Oi Rio Pro,Round 5,Heat 3 Watch replay,Jack Freestone,16.43
101,2016,Oi Rio Pro,Round 5,Heat 3 Watch replay,Italo Ferreira,10.1
102,2016,Oi Rio Pro,Round 5,Heat 4 Watch replay,Adam Melling,10.8
103,2016,Oi Rio Pro,Round 5,Heat 4 Watch replay,Michel Bourez,10.0
104,2016,Oi Rio Pro,Quarterfinal,Heat 1 Watch replay,John John Florence,15.17
105,2016,Oi Rio Pro,Quarterfinal,Heat 1 Watch replay,Dusty Payne,8.5
106,2016,Oi Rio Pro,Quarterfinal,Heat 2 Watch replay,Adriano de Souza,12.969999999999999
107,2016,Oi Rio Pro,Quarterfinal,Heat 2 Watch replay,Davey Cathels,10.0
108,2016,Oi Rio Pro,Quarterfinal,Heat 3 Watch replay,Jack Freestone,12.5
109,2016,Oi Rio Pro,Quarterfinal,Heat 3 Watch replay,Miguel Pupo,11.6
110,2016,Oi Rio Pro,Quarterfinal,Heat 4 Watch replay,Gabriel Medina,14.77
111,2016,Oi Rio Pro,Quarterfinal,Heat 4 Watch replay,Adam Melling,6.0
112,2016,Oi Rio Pro,Semifinal,Heat 1 Watch replay,John John Florence,16.16
113,2016,Oi Rio Pro,Semifinal,Heat 1 Watch replay,Adriano de Souza,12.66
114,2016,Oi Rio Pro,Semifinal,Heat 2 Watch replay,Jack Freestone,16.5
115,2016,Oi Rio Pro,Semifinal,Heat 2 Watch replay,Gabriel Medina,9.6
116,2016,Oi Rio Pro,Final,Heat 1 Watch replay,John John Florence,15.0
117,2016,Oi Rio Pro,Final,Heat 1 Watch replay,Jack Freestone,16.13
0,2016,Fiji Pro,Round 2,Heat 1 Watch replay,Italo Ferreira,10.67
1,2016,Fiji Pro,Round 2,Heat 1 Watch replay,Tevita Gukilau,3.5
2,2016,Fiji Pro,Round 2,Heat 2 Watch replay,Matt Wilkinson,13.1
3,2016,Fiji Pro,Round 2,Heat 2 Watch replay,Alex Ribeiro,11.1
4,2016,Fiji Pro,Round 2,Heat 3 Watch replay,Gabriel Medina,15.94
5,2016,Fiji Pro,Round 2,Heat 3 Watch replay,Ryan Callinan,14.1
6,2016,Fiji Pro,Round 2,Heat 4 Watch replay,Alejo Muniz,14.0
7,2016,Fiji Pro,Round 2,Heat 4 Watch replay,Julian Wilson,11.17
8,2016,Fiji Pro,Round 2,Heat 5 Watch replay,Mick Fanning,16.1
9,2016,Fiji Pro,Round 2,Heat 5 Watch replay,Kai Otton,14.4
10,2016,Fiji Pro,Round 2,Heat 6 Watch replay,Dusty Payne,16.5
11,2016,Fiji Pro,Round 2,Heat 6 Watch replay,Nat Young,14.67
12,2016,Fiji Pro,Round 2,Heat 7 Watch replay,Taj Burrow,15.299999999999999
13,2016,Fiji Pro,Round 2,Heat 7 Watch replay,Caio Ibelli,13.030000000000001
14,2016,Fiji Pro,Round 2,Heat 8 Watch replay,Kanoa Igarashi,13.17
15,2016,Fiji Pro,Round 2,Heat 8 Watch replay,Sebastian Zietz,10.53
16,2016,Fiji Pro,Round 2,Heat 9 Watch replay,Josh Kerr,15.0
17,2016,Fiji Pro,Round 2,Heat 9 Watch replay,Kolohe Andino,14.74
18,2016,Fiji Pro,Round 2,Heat 10 Watch replay,Michel Bourez,11.5
19,2016,Fiji Pro,Round 2,Heat 10 Watch replay,Stuart Kennedy,8.83
20,2016,Fiji Pro,Round 2,Heat 11 Watch replay,Adrian Buchan,14.84
21,2016,Fiji Pro,Round 2,Heat 11 Watch replay,Jack Freestone,13.16
22,2016,Fiji Pro,Round 2,Heat 12 Watch replay,Conner Coffin,13.17
23,2016,Fiji Pro,Round 2,Heat 12 Watch replay,Davey Cathels,10.16
24,2016,Fiji Pro,Round 1,Heat 1 Watch replay,John John Florence,10.33
25,2016,Fiji Pro,Round 1,Heat 1 Watch replay,Alejo Muniz,9.33
26,2016,Fiji Pro,Round 1,Heat 1 Watch replay,Davey Cathels,8.6
27,2016,Fiji Pro,Round 1,Heat 2 Watch replay,Filipe Toledo,13.76
28,2016,Fiji Pro,Round 1,Heat 2 Watch replay,Ryan Callinan,12.56
29,2016,Fiji Pro,Round 1,Heat 2 Watch replay,Jack Freestone,9.94
30,2016,Fiji Pro,Round 1,Heat 3 Watch replay,Jadson Andre,14.6
31,2016,Fiji Pro,Round 1,Heat 3 Watch replay,Stuart Kennedy,12.67
32,2016,Fiji Pro,Round 1,Heat 3 Watch replay,Gabriel Medina,12.260000000000002
33,2016,Fiji Pro,Round 1,Heat 4 ,Keanu Asing,13.04
34,2016,Fiji Pro,Round 1,Heat 4 ,Matt Wilkinson,12.56
35,2016,Fiji Pro,Round 1,Heat 4 ,Josh Kerr,10.26
36,2016,Fiji Pro,Round 1,Heat 5 ,Miguel Pupo,13.5
37,2016,Fiji Pro,Round 1,Heat 5 ,Italo Ferreira,15.1
38,2016,Fiji Pro,Round 1,Heat 5 ,Alex Ribeiro,8.629999999999999
39,2016,Fiji Pro,Round 1,Heat 6 ,Adriano de Souza,11.73
40,2016,Fiji Pro,Round 1,Heat 6 ,Tevita Gukilau,8.17
41,2016,Fiji Pro,Round 1,Heat 6 ,Kanoa Igarashi,4.84
42,2016,Fiji Pro,Round 1,Heat 7 ,Matt Banting,10.34
43,2016,Fiji Pro,Round 1,Heat 7 ,Julian Wilson,9.16
44,2016,Fiji Pro,Round 1,Heat 7 ,Conner Coffin,3.57
45,2016,Fiji Pro,Round 1,Heat 8 ,Wiggolly Dantas,9.66
46,2016,Fiji Pro,Round 1,Heat 8 ,Mick Fanning,11.9
47,2016,Fiji Pro,Round 1,Heat 8 ,Kai Otton,8.47
48,2016,Fiji Pro,Round 1,Heat 9 ,Jeremy Flores,12.67
49,2016,Fiji Pro,Round 1,Heat 9 ,Nat Young,9.7
50,2016,Fiji Pro,Round 1,Heat 9 ,Dusty Payne,8.46
51,2016,Fiji Pro,Round 1,Heat 10 ,Jordy Smith,15.0
52,2016,Fiji Pro,Round 1,Heat 10 ,Adrian Buchan,15.44
53,2016,Fiji Pro,Round 1,Heat 10 ,Taj Burrow,10.44
54,2016,Fiji Pro,Round 1,Heat 11 ,Adam Melling,11.26
55,2016,Fiji Pro,Round 1,Heat 11 ,Michel Bourez,11.14
56,2016,Fiji Pro,Round 1,Heat 11 ,Caio Ibelli,8.6
57,2016,Fiji Pro,Round 1,Heat 12 ,Kelly Slater,12.77
58,2016,Fiji Pro,Round 1,Heat 12 ,Kolohe Andino,15.9
59,2016,Fiji Pro,Round 1,Heat 12 ,Sebastian Zietz,12.6
60,2016,Fiji Pro,Round 3,Heat 1 Watch replay,Gabriel Medina,14.5
61,2016,Fiji Pro,Round 3,Heat 1 Watch replay,Matt Banting,4.33
62,2016,Fiji Pro,Round 3,Heat 2 Watch replay,Michel Bourez,7.67
63,2016,Fiji Pro,Round 3,Heat 2 Watch replay,Kanoa Igarashi,5.46
64,2016,Fiji Pro,Round 3,Heat 3 Watch replay,Dusty Payne,7.2
65,2016,Fiji Pro,Round 3,Heat 3 Watch replay,Filipe Toledo,6.5
66,2016,Fiji Pro,Round 3,Heat 4 Watch replay,Kelly Slater,16.560000000000002
67,2016,Fiji Pro,Round 3,Heat 4 Watch replay,Jordy Smith,11.66
68,2016,Fiji Pro,Round 3,Heat 5 Watch replay,Wiggolly Dantas,6.9399999999999995
69,2016,Fiji Pro,Round 3,Heat 5 Watch replay,Conner Coffin,11.2
70,2016,Fiji Pro,Round 3,Heat 6 Watch replay,Adriano de Souza,15.27
71,2016,Fiji Pro,Round 3,Heat 6 Watch replay,Keanu Asing,11.0
72,2016,Fiji Pro,Round 3,Heat 7 Watch replay,Jadson Andre,10.5
