,year,event,round,heat,name,top_two_waves_total
43,2012,Billabong Pipe Masters,Round 1,Heat 10 ,Dusty Payne,7.84
44,2012,Billabong Pipe Masters,Round 1,Heat 11 ,Dane Reynolds,11.34
45,2012,Billabong Pipe Masters,Round 1,Heat 11 ,Granger Larsen,3.1
46,2012,Billabong Pipe Masters,Round 1,Heat 12 ,Sebastian Zietz,14.27
47,2012,Billabong Pipe Masters,Round 1,Heat 12 ,Glenn Hall,10.77
48,2012,Billabong Pipe Masters,Round 3,Heat 1 ,Sebastian Zietz,15.0
49,2012,Billabong Pipe Masters,Round 3,Heat 1 ,John John Florence,7.83
50,2012,Billabong Pipe Masters,Round 3,Heat 2 ,Damien Hobgood,16.1
51,2012,Billabong Pipe Masters,Round 3,Heat 2 ,Owen Wright,10.83
52,2012,Billabong Pipe Masters,Round 3,Heat 3 ,Dane Reynolds,17.83
53,2012,Billabong Pipe Masters,Round 3,Heat 3 ,Adriano de Souza,10.66
54,2012,Billabong Pipe Masters,Round 3,Heat 4 ,Kieren Perrow,14.16
55,2012,Billabong Pipe Masters,Round 3,Heat 4 ,Julian Wilson,13.17
56,2012,Billabong Pipe Masters,Round 3,Heat 5 ,C.J. Hobgood,11.6
57,2012,Billabong Pipe Masters,Round 3,Heat 5 ,Jordy Smith,8.870000000000001
58,2012,Billabong Pipe Masters,Round 3,Heat 6 ,Joel Parkinson,16.17
59,2012,Billabong Pipe Masters,Round 3,Heat 6 ,Kalani Chapman,13.5
60,2012,Billabong Pipe Masters,Round 3,Heat 7 ,Gabriel Medina,18.5
61,2012,Billabong Pipe Masters,Round 3,Heat 7 ,Kolohe Andino,14.06
62,2012,Billabong Pipe Masters,Round 3,Heat 8 ,Josh Kerr,18.130000000000003
63,2012,Billabong Pipe Masters,Round 3,Heat 8 ,Bede Durbidge,17.130000000000003
64,2012,Billabong Pipe Masters,Round 3,Heat 9 ,Kelly Slater,18.630000000000003
65,2012,Billabong Pipe Masters,Round 3,Heat 9 ,Billy Kemper,15.5
66,2012,Billabong Pipe Masters,Round 3,Heat 10 ,Yadin Nicol,12.83
67,2012,Billabong Pipe Masters,Round 3,Heat 10 ,Taj Burrow,11.66
68,2012,Billabong Pipe Masters,Round 3,Heat 11 ,Miguel Pupo,11.83
69,2012,Billabong Pipe Masters,Round 3,Heat 11 ,Jeremy Flores,10.1
70,2012,Billabong Pipe Masters,Round 3,Heat 12 ,Shane Dorian,15.67
71,2012,Billabong Pipe Masters,Round 3,Heat 12 ,Mick Fanning,15.07
72,2012,Billabong Pipe Masters,Round 4,Heat 1 ,Sebastian Zietz,16.4
73,2012,Billabong Pipe Masters,Round 4,Heat 1 ,Damien Hobgood,14.17
74,2012,Billabong Pipe Masters,Round 4,Heat 1 ,Dane Reynolds,9.96
75,2012,Billabong Pipe Masters,Round 4,Heat 2 ,Joel Parkinson,18.1
76,2012,Billabong Pipe Masters,Round 4,Heat 2 ,C.J. Hobgood,6.2
77,2012,Billabong Pipe Masters,Round 4,Heat 2 ,Kieren Perrow,5.83
78,2012,Billabong Pipe Masters,Round 4,Heat 3 ,Josh Kerr,14.57
79,2012,Billabong Pipe Masters,Round 4,Heat 3 ,Gabriel Medina,14.1
80,2012,Billabong Pipe Masters,Round 4,Heat 3 ,Kelly Slater,8.1
81,2012,Billabong Pipe Masters,Round 4,Heat 4 ,Shane Dorian,6.529999999999999
82,2012,Billabong Pipe Masters,Round 4,Heat 4 ,Miguel Pupo,5.83
83,2012,Billabong Pipe Masters,Round 4,Heat 4 ,Yadin Nicol,4.23
84,2012,Billabong Pipe Masters,Round 5,Heat 1 ,Damien Hobgood,8.23
85,2012,Billabong Pipe Masters,Round 5,Heat 1 ,Kieren Perrow,3.26
86,2012,Billabong Pipe Masters,Round 5,Heat 2 ,C.J. Hobgood,13.94
87,2012,Billabong Pipe Masters,Round 5,Heat 2 ,Dane Reynolds,8.0
88,2012,Billabong Pipe Masters,Round 5,Heat 3 ,Yadin Nicol,13.0
89,2012,Billabong Pipe Masters,Round 5,Heat 3 ,Gabriel Medina,12.0
90,2012,Billabong Pipe Masters,Round 5,Heat 4 ,Kelly Slater,19.27
91,2012,Billabong Pipe Masters,Round 5,Heat 4 ,Miguel Pupo,10.66
92,2012,Billabong Pipe Masters,Quarterfinal,Heat 1 ,Damien Hobgood,9.83
93,2012,Billabong Pipe Masters,Quarterfinal,Heat 1 ,Sebastian Zietz,9.17
94,2012,Billabong Pipe Masters,Quarterfinal,Heat 2 ,Joel Parkinson,12.5
95,2012,Billabong Pipe Masters,Quarterfinal,Heat 2 ,C.J. Hobgood,9.4
96,2012,Billabong Pipe Masters,Quarterfinal,Heat 3 ,Josh Kerr,15.0
97,2012,Billabong Pipe Masters,Quarterfinal,Heat 3 ,Yadin Nicol,12.17
98,2012,Billabong Pipe Masters,Quarterfinal,Heat 4 ,Kelly Slater,18.73
99,2012,Billabong Pipe Masters,Quarterfinal,Heat 4 ,Shane Dorian,18.2
100,2012,Billabong Pipe Masters,Semifinal,Heat 1 ,Joel Parkinson,17.3
101,2012,Billabong Pipe Masters,Semifinal,Heat 1 ,Damien Hobgood,14.629999999999999
102,2012,Billabong Pipe Masters,Semifinal,Heat 2 ,Josh Kerr,11.129999999999999
103,2012,Billabong Pipe Masters,Semifinal,Heat 2 ,Kelly Slater,4.9
104,2012,Billabong Pipe Masters,Final,Heat 1 ,Joel Parkinson,17.17
105,2012,Billabong Pipe Masters,Final,Heat 1 ,Josh Kerr,14.83
0,2013,Billabong Pipe Masters,Round 2,Heat 1 ,Kaimana Jaquias,15.67
1,2013,Billabong Pipe Masters,Round 2,Heat 1 ,Filipe Toledo,14.3
2,2013,Billabong Pipe Masters,Round 2,Heat 2 ,Gabriel Medina,18.67
3,2013,Billabong Pipe Masters,Round 2,Heat 2 ,Bruce Irons,11.87
4,2013,Billabong Pipe Masters,Round 2,Heat 3 ,Sebastian Zietz,17.83
5,2013,Billabong Pipe Masters,Round 2,Heat 3 ,Ryan Callinan,6.0600000000000005
6,2013,Billabong Pipe Masters,Round 2,Heat 4 ,Jeremy Flores,17.2
7,2013,Billabong Pipe Masters,Round 2,Heat 4 ,Tanner Gudauskas,13.43
8,2013,Billabong Pipe Masters,Round 2,Heat 5 ,Freddy Patacchia Jr.,13.16
9,2013,Billabong Pipe Masters,Round 2,Heat 5 ,Granger Larsen,6.300000000000001
10,2013,Billabong Pipe Masters,Round 2,Heat 6 ,Mitch Crews,14.5
11,2013,Billabong Pipe Masters,Round 2,Heat 6 ,Matt Wilkinson,10.66
12,2013,Billabong Pipe Masters,Round 2,Heat 7 ,Bede Durbidge,14.17
13,2013,Billabong Pipe Masters,Round 2,Heat 7 ,Jadson Andre,9.04
14,2013,Billabong Pipe Masters,Round 2,Heat 8 ,Dusty Payne,9.0
15,2013,Billabong Pipe Masters,Round 2,Heat 8 ,Brett Simpson,7.24
16,2013,Billabong Pipe Masters,Round 2,Heat 9 ,Yadin Nicol,7.34
17,2013,Billabong Pipe Masters,Round 2,Heat 9 ,Travis Logie,4.4
18,2013,Billabong Pipe Masters,Round 2,Heat 10 ,Miguel Pupo,9.7
19,2013,Billabong Pipe Masters,Round 2,Heat 10 ,Alejo Muniz,4.27
20,2013,Billabong Pipe Masters,Round 2,Heat 11 ,Adam Melling,14.56
21,2013,Billabong Pipe Masters,Round 2,Heat 11 ,Damien Hobgood,4.07
22,2013,Billabong Pipe Masters,Round 2,Heat 12 ,Patrick Gudauskas,10.44
23,2013,Billabong Pipe Masters,Round 2,Heat 12 ,Kolohe Andino,8.93
24,2013,Billabong Pipe Masters,Round 1,Heat 1 ,Patrick Gudauskas,13.66
25,2013,Billabong Pipe Masters,Round 1,Heat 1 ,Ezekiel Lau,12.83
26,2013,Billabong Pipe Masters,Round 1,Heat 2 ,Damien Hobgood,11.27
27,2013,Billabong Pipe Masters,Round 1,Heat 2 ,Joel Centeio,6.66
28,2013,Billabong Pipe Masters,Round 1,Heat 3 ,Alejo Muniz,16.0
29,2013,Billabong Pipe Masters,Round 1,Heat 3 ,Marcus Hickman,11.67
30,2013,Billabong Pipe Masters,Round 1,Heat 4 ,Kaimana Jaquias,16.16
31,2013,Billabong Pipe Masters,Round 1,Heat 4 ,Kieren Perrow,12.84
32,2013,Billabong Pipe Masters,Round 1,Heat 5 ,Yadin Nicol,14.83
33,2013,Billabong Pipe Masters,Round 1,Heat 5 ,Kahea Hart,11.44
34,2013,Billabong Pipe Masters,Round 1,Heat 6 ,Bruce Irons,9.24
35,2013,Billabong Pipe Masters,Round 1,Heat 6 ,Raoni Monteiro,7.0
36,2013,Billabong Pipe Masters,Round 1,Heat 7 ,Dusty Payne,13.73
37,2013,Billabong Pipe Masters,Round 1,Heat 7 ,Reef McIntosh,12.84
38,2013,Billabong Pipe Masters,Round 1,Heat 8 ,Jadson Andre,9.3
39,2013,Billabong Pipe Masters,Round 1,Heat 8 ,Olamana Eleogram,8.17
40,2013,Billabong Pipe Masters,Round 1,Heat 9 ,Mitch Crews,9.4
41,2013,Billabong Pipe Masters,Round 1,Heat 9 ,Shane Dorian,7.73
42,2013,Billabong Pipe Masters,Round 1,Heat 10 ,Granger Larsen,13.5
43,2013,Billabong Pipe Masters,Round 1,Heat 10 ,Kalani Chapman,7.66
44,2013,Billabong Pipe Masters,Round 1,Heat 11 ,Tanner Gudauskas,12.17
45,2013,Billabong Pipe Masters,Round 1,Heat 11 ,Ricardo dos Santos,5.67
46,2013,Billabong Pipe Masters,Round 1,Heat 12 ,Ryan Callinan,17.759999999999998
47,2013,Billabong Pipe Masters,Round 1,Heat 12 ,Dane Reynolds,9.77
48,2013,Billabong Pipe Masters,Round 3,Heat 1 ,Yadin Nicol,12.66
49,2013,Billabong Pipe Masters,Round 3,Heat 1 ,Taj Burrow,12.66
50,2013,Billabong Pipe Masters,Round 3,Heat 2 ,C.J. Hobgood,11.33
51,2013,Billabong Pipe Masters,Round 3,Heat 2 ,Freddy Patacchia Jr.,7.130000000000001
52,2013,Billabong Pipe Masters,Round 3,Heat 3 ,Julian Wilson,12.33
53,2013,Billabong Pipe Masters,Round 3,Heat 3 ,Patrick Gudauskas,8.33
54,2013,Billabong Pipe Masters,Round 3,Heat 4 ,Nat Young,14.87
55,2013,Billabong Pipe Masters,Round 3,Heat 4 ,Bede Durbidge,12.4
56,2013,Billabong Pipe Masters,Round 3,Heat 5 ,John John Florence,16.23
57,2013,Billabong Pipe Masters,Round 3,Heat 5 ,Gabriel Medina,14.0
58,2013,Billabong Pipe Masters,Round 3,Heat 6 ,Mick Fanning,15.629999999999999
59,2013,Billabong Pipe Masters,Round 3,Heat 6 ,Kaimana Jaquias,6.27
60,2013,Billabong Pipe Masters,Round 3,Heat 7 ,Miguel Pupo,14.67
61,2013,Billabong Pipe Masters,Round 3,Heat 7 ,Josh Kerr,9.76
62,2013,Billabong Pipe Masters,Round 3,Heat 8 ,Sebastian Zietz,13.77
63,2013,Billabong Pipe Masters,Round 3,Heat 8 ,Adriano de Souza,9.17
64,2013,Billabong Pipe Masters,Round 3,Heat 9 ,Kelly Slater,17.66
65,2013,Billabong Pipe Masters,Round 3,Heat 9 ,Mitch Crews,3.3
66,2013,Billabong Pipe Masters,Round 3,Heat 10 ,Kai Otton,14.33
67,2013,Billabong Pipe Masters,Round 3,Heat 10 ,Adam Melling,10.96
68,2013,Billabong Pipe Masters,Round 3,Heat 11 ,Jeremy Flores,17.1
69,2013,Billabong Pipe Masters,Round 3,Heat 11 ,Michel Bourez,11.67
70,2013,Billabong Pipe Masters,Round 3,Heat 12 ,Joel Parkinson,13.56
71,2013,Billabong Pipe Masters,Round 3,Heat 12 ,Dusty Payne,7.33
72,2013,Billabong Pipe Masters,Round 4,Heat 1 ,Yadin Nicol,14.83
73,2013,Billabong Pipe Masters,Round 4,Heat 1 ,C.J. Hobgood,11.84
74,2013,Billabong Pipe Masters,Round 4,Heat 1 ,Julian Wilson,3.96
75,2013,Billabong Pipe Masters,Round 4,Heat 2 ,John John Florence,16.37
76,2013,Billabong Pipe Masters,Round 4,Heat 2 ,Nat Young,14.0
77,2013,Billabong Pipe Masters,Round 4,Heat 2 ,Mick Fanning,14.84
78,2013,Billabong Pipe Masters,Round 4,Heat 3 ,Kelly Slater,17.560000000000002
79,2013,Billabong Pipe Masters,Round 4,Heat 3 ,Sebastian Zietz,14.5
80,2013,Billabong Pipe Masters,Round 4,Heat 3 ,Miguel Pupo,11.17
81,2013,Billabong Pipe Masters,Round 4,Heat 4 ,Joel Parkinson,14.77
82,2013,Billabong Pipe Masters,Round 4,Heat 4 ,Jeremy Flores,12.57
83,2013,Billabong Pipe Masters,Round 4,Heat 4 ,Kai Otton,7.6
84,2013,Billabong Pipe Masters,Round 5,Heat 1 ,Mick Fanning,12.0
85,2013,Billabong Pipe Masters,Round 5,Heat 1 ,C.J. Hobgood,10.5
86,2013,Billabong Pipe Masters,Round 5,Heat 2 ,Julian Wilson,10.67
87,2013,Billabong Pipe Masters,Round 5,Heat 2 ,Nat Young,7.26
88,2013,Billabong Pipe Masters,Round 5,Heat 3 ,Sebastian Zietz,16.6
89,2013,Billabong Pipe Masters,Round 5,Heat 3 ,Kai Otton,4.33
90,2013,Billabong Pipe Masters,Round 5,Heat 4 ,Miguel Pupo,15.27
91,2013,Billabong Pipe Masters,Round 5,Heat 4 ,Jeremy Flores,10.76
92,2013,Billabong Pipe Masters,Quarterfinal,Heat 1 ,Mick Fanning,17.03
93,2013,Billabong Pipe Masters,Quarterfinal,Heat 1 ,Yadin Nicol,16.9
94,2013,Billabong Pipe Masters,Quarterfinal,Heat 2 ,John John Florence,16.77
95,2013,Billabong Pipe Masters,Quarterfinal,Heat 2 ,Julian Wilson,13.5
96,2013,Billabong Pipe Masters,Quarterfinal,Heat 3 ,Kelly Slater,18.8
97,2013,Billabong Pipe Masters,Quarterfinal,Heat 3 ,Sebastian Zietz,7.800000000000001
98,2013,Billabong Pipe Masters,Quarterfinal,Heat 4 ,Joel Parkinson,12.83
99,2013,Billabong Pipe Masters,Quarterfinal,Heat 4 ,Miguel Pupo,6.0
100,2013,Billabong Pipe Masters,Semifinal,Heat 1 ,John John Florence,18.299999999999997
101,2013,Billabong Pipe Masters,Semifinal,Heat 1 ,Mick Fanning,5.0
102,2013,Billabong Pipe Masters,Semifinal,Heat 2 ,Kelly Slater,19.630000000000003
103,2013,Billabong Pipe Masters,Semifinal,Heat 2 ,Joel Parkinson,14.84
104,2013,Billabong Pipe Masters,Final,Heat 1 ,Kelly Slater,16.369999999999997
105,2013,Billabong Pipe Masters,Final,Heat 1 ,John John Florence,15.9
0,2014,Billabong Pipe Masters,Round 2,Heat 1 ,Kelly Slater,14.1
1,2014,Billabong Pipe Masters,Round 2,Heat 1 ,Reef McIntosh,7.0
2,2014,Billabong Pipe Masters,Round 2,Heat 2 ,Michel Bourez,8.33
3,2014,Billabong Pipe Masters,Round 2,Heat 2 ,Makai McNamara,4.57
4,2014,Billabong Pipe Masters,Round 2,Heat 3 ,Dusty Payne,4.3
5,2014,Billabong Pipe Masters,Round 2,Heat 3 ,Jordy Smith,4.3
6,2014,Billabong Pipe Masters,Round 2,Heat 4 ,Nat Young,8.5
7,2014,Billabong Pipe Masters,Round 2,Heat 4 ,Mitch Coleborn,4.77
8,2014,Billabong Pipe Masters,Round 2,Heat 5 ,Miguel Pupo,7.17
9,2014,Billabong Pipe Masters,Round 2,Heat 5 ,Raoni Monteiro,4.13
10,2014,Billabong Pipe Masters,Round 2,Heat 6 ,Filipe Toledo,7.640000000000001
11,2014,Billabong Pipe Masters,Round 2,Heat 6 ,Glenn Hall,7.07
12,2014,Billabong Pipe Masters,Round 2,Heat 7 ,Adrian Buchan,3.4699999999999998
13,2014,Billabong Pipe Masters,Round 2,Heat 7 ,Travis Logie,1.3
14,2014,Billabong Pipe Masters,Round 2,Heat 8 ,Kai Otton,7.16
15,2014,Billabong Pipe Masters,Round 2,Heat 8 ,Brett Simpson,6.83
16,2014,Billabong Pipe Masters,Round 2,Heat 9 ,Freddy Patacchia Jr.,6.9
17,2014,Billabong Pipe Masters,Round 2,Heat 9 ,Mitch Crews,1.5699999999999998
18,2014,Billabong Pipe Masters,Round 2,Heat 10 ,Jadson Andre,5.76
19,2014,Billabong Pipe Masters,Round 2,Heat 10 ,Tiago Pires,2.73
20,2014,Billabong Pipe Masters,Round 2,Heat 11 ,Julian Wilson,4.5
21,2014,Billabong Pipe Masters,Round 2,Heat 11 ,Dion Atkinson,0.8400000000000001
22,2014,Billabong Pipe Masters,Round 2,Heat 12 ,Matt Wilkinson,4.13
23,2014,Billabong Pipe Masters,Round 2,Heat 12 ,Aritz Aranburu,3.24
24,2014,Billabong Pipe Masters,Round 1,Heat 1 ,Joel Parkinson,13.83
25,2014,Billabong Pipe Masters,Round 1,Heat 1 ,Glenn Hall,4.26
26,2014,Billabong Pipe Masters,Round 1,Heat 1 ,Julian Wilson,1.23
27,2014,Billabong Pipe Masters,Round 1,Heat 2 ,Sebastian Zietz,14.129999999999999
28,2014,Billabong Pipe Masters,Round 1,Heat 2 ,Raoni Monteiro,4.77
29,2014,Billabong Pipe Masters,Round 1,Heat 2 ,Michel Bourez,2.9000000000000004
30,2014,Billabong Pipe Masters,Round 1,Heat 3 ,John John Florence,16.1
31,2014,Billabong Pipe Masters,Round 1,Heat 3 ,Mitch Coleborn,3.34
32,2014,Billabong Pipe Masters,Round 1,Heat 3 ,Matt Wilkinson,2.23
33,2014,Billabong Pipe Masters,Round 1,Heat 4 ,Adam Melling,15.9
34,2014,Billabong Pipe Masters,Round 1,Heat 4 ,Kelly Slater,15.8
35,2014,Billabong Pipe Masters,Round 1,Heat 4 ,Dusty Payne,13.84
36,2014,Billabong Pipe Masters,Round 1,Heat 5 ,Mick Fanning,12.16
37,2014,Billabong Pipe Masters,Round 1,Heat 5 ,Aritz Aranburu,0.0
38,2014,Billabong Pipe Masters,Round 1,Heat 5 ,Makai McNamara,2.2
39,2014,Billabong Pipe Masters,Round 1,Heat 6 ,Gabriel Medina,8.83
40,2014,Billabong Pipe Masters,Round 1,Heat 6 ,Reef McIntosh,5.1
41,2014,Billabong Pipe Masters,Round 1,Heat 6 ,Dion Atkinson,3.3
42,2014,Billabong Pipe Masters,Round 1,Heat 7 ,Jeremy Flores,9.3
43,2014,Billabong Pipe Masters,Round 1,Heat 7 ,Jadson Andre,3.9
44,2014,Billabong Pipe Masters,Round 1,Heat 7 ,Jordy Smith,2.0700000000000003
45,2014,Billabong Pipe Masters,Round 1,Heat 8 ,Kolohe Andino,10.77
46,2014,Billabong Pipe Masters,Round 1,Heat 8 ,Freddy Patacchia Jr.,7.5
47,2014,Billabong Pipe Masters,Round 1,Heat 8 ,Travis Logie,0.0
48,2014,Billabong Pipe Masters,Round 1,Heat 9 ,Josh Kerr,11.1
49,2014,Billabong Pipe Masters,Round 1,Heat 9 ,Brett Simpson,9.63
50,2014,Billabong Pipe Masters,Round 1,Heat 9 ,Kai Otton,1.67
51,2014,Billabong Pipe Masters,Round 1,Heat 10 ,Owen Wright,17.5
52,2014,Billabong Pipe Masters,Round 1,Heat 10 ,Adrian Buchan,15.07
53,2014,Billabong Pipe Masters,Round 1,Heat 10 ,Mitch Crews,8.5
54,2014,Billabong Pipe Masters,Round 1,Heat 11 ,Alejo Muniz,8.44
55,2014,Billabong Pipe Masters,Round 1,Heat 11 ,Filipe Toledo,12.9
56,2014,Billabong Pipe Masters,Round 1,Heat 11 ,Nat Young,1.9
57,2014,Billabong Pipe Masters,Round 1,Heat 12 ,Bede Durbidge,15.2
58,2014,Billabong Pipe Masters,Round 1,Heat 12 ,Miguel Pupo,3.23
59,2014,Billabong Pipe Masters,Round 1,Heat 12 ,Tiago Pires,1.63
60,2014,Billabong Pipe Masters,Round 3,Heat 1 ,John John Florence,16.33
61,2014,Billabong Pipe Masters,Round 3,Heat 1 ,Adam Melling,12.16
62,2014,Billabong Pipe Masters,Round 3,Heat 2 ,Owen Wright,12.2
63,2014,Billabong Pipe Masters,Round 3,Heat 2 ,Freddy Patacchia Jr.,11.17
64,2014,Billabong Pipe Masters,Round 3,Heat 3 ,Michel Bourez,9.67
65,2014,Billabong Pipe Masters,Round 3,Heat 3 ,Matt Wilkinson,7.0
66,2014,Billabong Pipe Masters,Round 3,Heat 4 ,Josh Kerr,10.5
67,2014,Billabong Pipe Masters,Round 3,Heat 4 ,Jadson Andre,7.87
68,2014,Billabong Pipe Masters,Round 3,Heat 5 ,Filipe Toledo,12.17
69,2014,Billabong Pipe Masters,Round 3,Heat 5 ,Miguel Pupo,5.17
70,2014,Billabong Pipe Masters,Round 3,Heat 6 ,Gabriel Medina,17.66
71,2014,Billabong Pipe Masters,Round 3,Heat 6 ,Dusty Payne,11.84
72,2014,Billabong Pipe Masters,Round 3,Heat 7 ,Julian Wilson,9.4
73,2014,Billabong Pipe Masters,Round 3,Heat 7 ,Kolohe Andino,1.4
74,2014,Billabong Pipe Masters,Round 3,Heat 8 ,Adrian Buchan,11.530000000000001
75,2014,Billabong Pipe Masters,Round 3,Heat 8 ,Bede Durbidge,1.33
76,2014,Billabong Pipe Masters,Round 3,Heat 9 ,Mick Fanning,10.84
77,2014,Billabong Pipe Masters,Round 3,Heat 9 ,Jeremy Flores,7.67
78,2014,Billabong Pipe Masters,Round 3,Heat 10 ,Sebastian Zietz,8.93
79,2014,Billabong Pipe Masters,Round 3,Heat 10 ,Joel Parkinson,6.76
80,2014,Billabong Pipe Masters,Round 3,Heat 11 ,Kai Otton,10.67
81,2014,Billabong Pipe Masters,Round 3,Heat 11 ,Nat Young,9.44
82,2014,Billabong Pipe Masters,Round 3,Heat 12 ,Alejo Muniz,7.73
83,2014,Billabong Pipe Masters,Round 3,Heat 12 ,Kelly Slater,13.1
84,2014,Billabong Pipe Masters,Round 4,Heat 1 ,John John Florence,6.74
85,2014,Billabong Pipe Masters,Round 4,Heat 1 ,Michel Bourez,6.4
86,2014,Billabong Pipe Masters,Round 4,Heat 1 ,Owen Wright,5.93
87,2014,Billabong Pipe Masters,Round 4,Heat 2 ,Gabriel Medina,15.67
88,2014,Billabong Pipe Masters,Round 4,Heat 2 ,Filipe Toledo,11.1
89,2014,Billabong Pipe Masters,Round 4,Heat 2 ,Josh Kerr,4.97
90,2014,Billabong Pipe Masters,Round 4,Heat 3 ,Adrian Buchan,6.86
91,2014,Billabong Pipe Masters,Round 4,Heat 3 ,Mick Fanning,6.47
92,2014,Billabong Pipe Masters,Round 4,Heat 3 ,Julian Wilson,6.43
93,2014,Billabong Pipe Masters,Round 4,Heat 4 ,Kai Otton,7.0600000000000005
94,2014,Billabong Pipe Masters,Round 4,Heat 4 ,Sebastian Zietz,4.54
95,2014,Billabong Pipe Masters,Round 4,Heat 4 ,Alejo Muniz,1.27
96,2014,Billabong Pipe Masters,Round 5,Heat 1 ,Filipe Toledo,14.66
97,2014,Billabong Pipe Masters,Round 5,Heat 1 ,Owen Wright,3.84
98,2014,Billabong Pipe Masters,Round 5,Heat 2 ,Josh Kerr,14.0
99,2014,Billabong Pipe Masters,Round 5,Heat 2 ,Michel Bourez,10.84
100,2014,Billabong Pipe Masters,Round 5,Heat 3 ,Alejo Muniz,6.53
101,2014,Billabong Pipe Masters,Round 5,Heat 3 ,Mick Fanning,2.84
102,2014,Billabong Pipe Masters,Round 5,Heat 4 ,Julian Wilson,8.96
103,2014,Billabong Pipe Masters,Round 5,Heat 4 ,Sebastian Zietz,10.34
104,2014,Billabong Pipe Masters,Quarterfinal,Heat 1 ,Gabriel Medina,4.3
105,2014,Billabong Pipe Masters,Quarterfinal,Heat 1 ,Filipe Toledo,3.27
106,2014,Billabong Pipe Masters,Quarterfinal,Heat 2 ,Josh Kerr,6.0
107,2014,Billabong Pipe Masters,Quarterfinal,Heat 2 ,John John Florence,4.04
108,2014,Billabong Pipe Masters,Quarterfinal,Heat 3 ,Adrian Buchan,12.17
109,2014,Billabong Pipe Masters,Quarterfinal,Heat 3 ,Alejo Muniz,3.77
110,2014,Billabong Pipe Masters,Quarterfinal,Heat 4 ,Julian Wilson,17.83
111,2014,Billabong Pipe Masters,Quarterfinal,Heat 4 ,Kai Otton,2.77
112,2014,Billabong Pipe Masters,Semifinal,Heat 1 ,Gabriel Medina,13.6
113,2014,Billabong Pipe Masters,Semifinal,Heat 1 ,Josh Kerr,9.43
114,2014,Billabong Pipe Masters,Semifinal,Heat 2 ,Julian Wilson,13.16
115,2014,Billabong Pipe Masters,Semifinal,Heat 2 ,Adrian Buchan,3.17
116,2014,Billabong Pipe Masters,Final,Heat 1 ,Julian Wilson,3.27
117,2014,Billabong Pipe Masters,Final,Heat 1 ,Gabriel Medina,13.1
0,2015,Billabong Pipe Masters,Round 2,Heat 1 Watch replay,Filipe Toledo,14.23
1,2015,Billabong Pipe Masters,Round 2,Heat 1 Watch replay,Bruce Irons,5.07
2,2015,Billabong Pipe Masters,Round 2,Heat 2 Watch replay,Taj Burrow,13.77
3,2015,Billabong Pipe Masters,Round 2,Heat 2 Watch replay,Brett Simpson,11.2
4,2015,Billabong Pipe Masters,Round 2,Heat 3 Watch replay,Adriano de Souza,13.1
5,2015,Billabong Pipe Masters,Round 2,Heat 3 Watch replay,Jack Robinson,12.5
6,2015,Billabong Pipe Masters,Round 2,Heat 4 Watch replay,Adam Melling,15.5
7,2015,Billabong Pipe Masters,Round 2,Heat 4 Watch replay,Matt Wilkinson,4.46
8,2015,Billabong Pipe Masters,Round 2,Heat 5 Watch replay,Julian Wilson,12.83
9,2015,Billabong Pipe Masters,Round 2,Heat 5 Watch replay,Wade Carmichael,6.0
10,2015,Billabong Pipe Masters,Round 2,Heat 6 Watch replay,Adrian Buchan,13.17
11,2015,Billabong Pipe Masters,Round 2,Heat 6 Watch replay,Miguel Pupo,6.5
12,2015,Billabong Pipe Masters,Round 2,Heat 7 Watch replay,Kelly Slater,15.57
13,2015,Billabong Pipe Masters,Round 2,Heat 7 Watch replay,Dusty Payne,14.93
14,2015,Billabong Pipe Masters,Round 2,Heat 8 Watch replay,Sebastian Zietz,10.5
15,2015,Billabong Pipe Masters,Round 2,Heat 8 Watch replay,Jadson Andre,6.74
16,2015,Billabong Pipe Masters,Round 2,Heat 9 Watch replay,Glenn Hall,8.6
17,2015,Billabong Pipe Masters,Round 2,Heat 9 Watch replay,Nat Young,7.8
18,2015,Billabong Pipe Masters,Round 2,Heat 10 Watch replay,Keanu Asing,10.33
19,2015,Billabong Pipe Masters,Round 2,Heat 10 Watch replay,Kolohe Andino,4.9
20,2015,Billabong Pipe Masters,Round 2,Heat 11 Watch replay,Joel Parkinson,13.93
21,2015,Billabong Pipe Masters,Round 2,Heat 11 Watch replay,Ricardo Christie,5.43
22,2015,Billabong Pipe Masters,Round 2,Heat 12 Watch replay,Jordy Smith,16.0
23,2015,Billabong Pipe Masters,Round 2,Heat 12 Watch replay,Wiggolly Dantas,4.87
24,2015,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Italo Ferreira,14.26
25,2015,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Adrian Buchan,9.33
26,2015,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Glenn Hall,1.7
27,2015,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Mason Ho,6.17
28,2015,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Jadson Andre,5.7
29,2015,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Dusty Payne,1.7
30,2015,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Gabriel Medina,12.6
31,2015,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Keanu Asing,7.84
32,2015,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Wade Carmichael,3.73
