,year,event,round,heat,name,scores
134,2018,Billabong Pipe Masters,Round 3,Heat 8 Watch replay,Julian Wilson,"[1.5, 2.07, 1.13, 6.0, 2.43, 0.83]"
135,2018,Billabong Pipe Masters,Round 3,Heat 8 Watch replay,Miguel Pupo,"[0.83, 1.17, 5.83, 0.67]"
136,2018,Billabong Pipe Masters,Round 3,Heat 9 Watch replay,Joel Parkinson,"[0.43, 1.43, 4.43]"
137,2018,Billabong Pipe Masters,Round 3,Heat 9 Watch replay,Kanoa Igarashi,[1.1]
138,2018,Billabong Pipe Masters,Round 3,Heat 10 Watch replay,Jesse Mendes,"[0.77, 0.53, 3.5, 3.67]"
139,2018,Billabong Pipe Masters,Round 3,Heat 10 Watch replay,Wade Carmichael,"[2.17, 0.67, 0.5]"
140,2018,Billabong Pipe Masters,Round 3,Heat 11 Watch replay,Joan Duru,"[3.27, 1.43, 0.9, 2.0, 2.4, 4.93]"
141,2018,Billabong Pipe Masters,Round 3,Heat 11 Watch replay,Michael Rodrigues,"[1.13, 3.73]"
142,2018,Billabong Pipe Masters,Round 3,Heat 12 Watch replay,Kelly Slater,"[2.17, 0.43, 1.5, 3.6, 1.6, 2.4, 0.5, 3.07]"
143,2018,Billabong Pipe Masters,Round 3,Heat 12 Watch replay,Filipe Toledo,"[1.8, 3.67, 3.1, 3.07]"
144,2018,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Jordy Smith,"[1.17, 3.0, 4.5, 2.43, 0.33]"
145,2018,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Conner Coffin,"[3.67, 5.33, 1.0, 4.1, 1.1]"
146,2018,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Ryan Callinan,"[0.57, 0.8, 1.83, 0.6, 1.37, 2.1]"
147,2018,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Gabriel Medina,"[2.5, 6.93, 1.3, 0.77]"
148,2018,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Sebastian Zietz,"[0.93, 0.5, 0.87, 6.83, 1.17, 5.1]"
149,2018,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Michel Bourez,"[2.0, 0.77, 1.33, 4.57]"
150,2018,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Yago Dora,"[7.33, 0.57, 7.77, 6.13]"
151,2018,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Julian Wilson,"[3.17, 4.17, 2.6, 1.7]"
152,2018,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Joel Parkinson,"[6.0, 0.37, 1.77]"
153,2018,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Joan Duru,"[0.93, 0.83, 6.57, 1.17, 4.23, 1.1, 0.4, 4.0]"
154,2018,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Kelly Slater,"[1.5, 1.07, 1.57, 1.27, 2.37, 0.5]"
155,2018,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Jesse Mendes,"[0.5, 0.73, 4.0, 3.0, 1.03]"
156,2018,Billabong Pipe Masters,Quarterfinals,Heat 1 Watch replay,Jordy Smith,"[5.07, 0.2]"
157,2018,Billabong Pipe Masters,Quarterfinals,Heat 1 Watch replay,Sebastian Zietz,"[0.23, 5.5, 0.5, 1.43, 1.13]"
158,2018,Billabong Pipe Masters,Quarterfinals,Heat 2 Watch replay,Gabriel Medina,"[1.33, 0.93, 4.93, 1.27, 0.73]"
159,2018,Billabong Pipe Masters,Quarterfinals,Heat 2 Watch replay,Conner Coffin,"[6.83, 6.77, 7.43, 0.5, 5.1]"
160,2018,Billabong Pipe Masters,Quarterfinals,Heat 3 Watch replay,Kelly Slater,"[4.17, 0.73, 5.6, 4.1]"
161,2018,Billabong Pipe Masters,Quarterfinals,Heat 3 Watch replay,Yago Dora,"[1.77, 2.83, 3.67]"
162,2018,Billabong Pipe Masters,Quarterfinals,Heat 4 Watch replay,Julian Wilson,"[7.0, 4.33, 0.5, 0.37, 6.5, 1.37, 0.5, 0.37, 3.1]"
163,2018,Billabong Pipe Masters,Quarterfinals,Heat 4 Watch replay,Joan Duru,"[1.23, 1.47, 1.0]"
164,2018,Billabong Pipe Masters,Semifinals,Heat 1 Watch replay,Gabriel Medina,"[7.17, 6.33]"
165,2018,Billabong Pipe Masters,Semifinals,Heat 1 Watch replay,Jordy Smith,"[7.33, 0.1, 7.27]"
166,2018,Billabong Pipe Masters,Semifinals,Heat 2 Watch replay,Julian Wilson,"[1.23, 2.77, 5.43, 0.5]"
167,2018,Billabong Pipe Masters,Semifinals,Heat 2 Watch replay,Kelly Slater,"[3.33, 0.2, 6.9, 1.8, 4.27, 0.17, 1.27, 1.8]"
168,2018,Billabong Pipe Masters,Final,Heat 1 Watch replay,Gabriel Medina,"[8.43, 6.17, 7.6, 6.1, 7.27, 1.17]"
169,2018,Billabong Pipe Masters,Final,Heat 1 Watch replay,Julian Wilson,"[3.17, 0.6, 7.93, 0.57, 0.5]"
0,2019,Billabong Pipe Masters,Elimination Round,Heat 1 Watch replay,Kanoa Igarashi,"[1.93, 0.3, 1.27, 5.0, 8.6, 3.83, 0.5]"
1,2019,Billabong Pipe Masters,Elimination Round,Heat 1 Watch replay,Imaikalani deVault,"[0.27, 3.1, 4.9, 0.2, 0.2]"
2,2019,Billabong Pipe Masters,Elimination Round,Heat 1 Watch replay,Leonardo Fioravanti,"[1.0, 2.13, 0.5, 0.43, 1.13, 0.73]"
3,2019,Billabong Pipe Masters,Elimination Round,Heat 2 Watch replay,John John Florence,"[2.77, 0.8, 0.7, 2.37, 6.5, 4.43, 1.2]"
4,2019,Billabong Pipe Masters,Elimination Round,Heat 2 Watch replay,Sebastian Zietz,"[4.83, 2.87, 0.3, 4.33, 2.9]"
5,2019,Billabong Pipe Masters,Elimination Round,Heat 2 Watch replay,Frederico Morais,"[0.9, 0.37, 0.47, 1.23, 1.47, 0.3]"
6,2019,Billabong Pipe Masters,Elimination Round,Heat 3 Watch replay,Yago Dora,"[3.67, 1.0, 4.5, 0.5, 4.1, 0.77]"
7,2019,Billabong Pipe Masters,Elimination Round,Heat 3 Watch replay,Ricardo Christie,"[5.83, 0.43, 0.97, 0.67]"
8,2019,Billabong Pipe Masters,Elimination Round,Heat 3 Watch replay,Jeremy Flores,"[5.77, 0.27]"
9,2019,Billabong Pipe Masters,Elimination Round,Heat 4 Watch replay,Jadson Andre,"[0.37, 0.47, 5.17, 5.9, 0.2, 0.77, 6.5, 0.9]"
10,2019,Billabong Pipe Masters,Elimination Round,Heat 4 Watch replay,Wade Carmichael,"[4.67, 0.43, 0.27, 2.67, 4.9]"
11,2019,Billabong Pipe Masters,Elimination Round,Heat 4 Watch replay,Michael Rodrigues,"[4.5, 2.1, 0.63, 0.83, 2.5, 3.57]"
12,2019,Billabong Pipe Masters,Seeding Round,Heat 1 Watch replay,Soli Bailey,"[5.5, 0.87, 8.83, 4.17]"
13,2019,Billabong Pipe Masters,Seeding Round,Heat 1 Watch replay,Conner Coffin,"[4.5, 1.0, 1.5, 2.67]"
14,2019,Billabong Pipe Masters,Seeding Round,Heat 1 Watch replay,Kanoa Igarashi,"[3.83, 0.3, 0.87, 0.7, 0.27, 0.13]"
15,2019,Billabong Pipe Masters,Seeding Round,Heat 2 Watch replay,Kolohe Andino,"[2.17, 0.43, 1.73, 2.27, 5.0]"
16,2019,Billabong Pipe Masters,Seeding Round,Heat 2 Watch replay,Griffin Colapinto,"[1.67, 0.67, 1.53, 1.3, 2.67, 0.23]"
17,2019,Billabong Pipe Masters,Seeding Round,Heat 2 Watch replay,Jadson Andre,"[2.83, 0.5, 0.3]"
18,2019,Billabong Pipe Masters,Seeding Round,Heat 3 Watch replay,Filipe Toledo,"[1.13, 4.83, 5.83, 4.0, 6.1, 2.03]"
19,2019,Billabong Pipe Masters,Seeding Round,Heat 3 Watch replay,Deivid Silva,"[2.5, 2.6, 3.3, 2.77]"
20,2019,Billabong Pipe Masters,Seeding Round,Heat 3 Watch replay,Ricardo Christie,"[1.2, 1.57, 2.53]"
21,2019,Billabong Pipe Masters,Seeding Round,Heat 4 Watch replay,Peterson Crisanto,"[0.87, 2.03, 4.33, 3.03]"
22,2019,Billabong Pipe Masters,Seeding Round,Heat 4 Watch replay,Jordy Smith,"[2.5, 1.77, 1.73, 4.83]"
23,2019,Billabong Pipe Masters,Seeding Round,Heat 4 Watch replay,Frederico Morais,"[1.2, 1.13, 1.0, 1.4, 0.43]"
24,2019,Billabong Pipe Masters,Seeding Round,Heat 5 Watch replay,Gabriel Medina,"[7.0, 8.5, 8.8, 1.3]"
25,2019,Billabong Pipe Masters,Seeding Round,Heat 5 Watch replay,Willian Cardoso,"[6.33, 1.23, 1.2]"
26,2019,Billabong Pipe Masters,Seeding Round,Heat 5 Watch replay,Imaikalani deVault,"[0.7, 0.93, 0.7, 0.43, 5.17, 0.2]"
27,2019,Billabong Pipe Masters,Seeding Round,Heat 6 Watch replay,Billy Kemper,"[1.07, 0.17, 9.4, 0.7, 2.3, 6.23]"
28,2019,Billabong Pipe Masters,Seeding Round,Heat 6 Watch replay,Italo Ferreira,"[1.5, 3.0, 2.0, 4.5, 0.27, 6.17, 0.87, 1.03]"
29,2019,Billabong Pipe Masters,Seeding Round,Heat 6 Watch replay,Michael Rodrigues,"[0.27, 3.0, 2.6, 1.97]"
30,2019,Billabong Pipe Masters,Seeding Round,Heat 7 Watch replay,Owen Wright,"[6.67, 1.27, 0.37]"
31,2019,Billabong Pipe Masters,Seeding Round,Heat 7 Watch replay,Jack Freestone,"[0.8, 4.1, 0.13]"
32,2019,Billabong Pipe Masters,Seeding Round,Heat 7 Watch replay,Leonardo Fioravanti,[1.4]
33,2019,Billabong Pipe Masters,Seeding Round,Heat 8 Watch replay,Adrian Buchan,"[5.83, 1.93, 0.33]"
34,2019,Billabong Pipe Masters,Seeding Round,Heat 8 Watch replay,Jesse Mendes,"[1.5, 2.57, 4.1, 3.23]"
35,2019,Billabong Pipe Masters,Seeding Round,Heat 8 Watch replay,John John Florence,"[0.0, 4.57, 0.3]"
36,2019,Billabong Pipe Masters,Seeding Round,Heat 9 Watch replay,Ezekiel Lau,"[5.0, 9.73, 6.0, 7.2]"
37,2019,Billabong Pipe Masters,Seeding Round,Heat 9 Watch replay,Caio Ibelli,"[6.67, 0.43, 8.33, 0.77]"
38,2019,Billabong Pipe Masters,Seeding Round,Heat 9 Watch replay,Jeremy Flores,"[0.23, 4.5, 7.1, 0.57]"
39,2019,Billabong Pipe Masters,Seeding Round,Heat 10 Watch replay,Michel Bourez,"[3.33, 8.0, 0.4, 2.5, 1.4, 0.3, 1.23]"
40,2019,Billabong Pipe Masters,Seeding Round,Heat 10 Watch replay,Kelly Slater,"[5.5, 0.7, 0.27, 0.43, 0.53, 0.6, 3.6]"
41,2019,Billabong Pipe Masters,Seeding Round,Heat 10 Watch replay,Sebastian Zietz,"[0.2, 4.43, 0.3, 0.47, 0.2]"
42,2019,Billabong Pipe Masters,Seeding Round,Heat 11 Watch replay,Joan Duru,"[0.2, 8.0, 3.83, 0.5, 7.0]"
43,2019,Billabong Pipe Masters,Seeding Round,Heat 11 Watch replay,Julian Wilson,"[1.1, 3.0, 0.97, 0.7, 1.6]"
44,2019,Billabong Pipe Masters,Seeding Round,Heat 11 Watch replay,Wade Carmichael,"[0.17, 4.0, 0.23]"
45,2019,Billabong Pipe Masters,Seeding Round,Heat 12 Watch replay,Seth Moniz,"[4.17, 0.73, 5.17, 1.23, 0.13]"
46,2019,Billabong Pipe Masters,Seeding Round,Heat 12 Watch replay,Ryan Callinan,"[3.0, 2.77, 1.07, 0.37]"
47,2019,Billabong Pipe Masters,Seeding Round,Heat 12 Watch replay,Yago Dora,"[0.5, 0.3, 0.67, 0.83, 0.23, 1.07]"
48,2019,Billabong Pipe Masters,Round of 32,Heat 1 Watch replay,Italo Ferreira,"[3.33, 1.0, 3.93, 1.13, 1.37, 4.6]"
49,2019,Billabong Pipe Masters,Round of 32,Heat 1 Watch replay,Jadson Andre,"[0.57, 2.1, 3.73, 1.2, 0.53, 2.7, 0.3, 3.47, 0.2, 0.3, 0.73]"
50,2019,Billabong Pipe Masters,Round of 32,Heat 2 Watch replay,Peterson Crisanto,"[1.67, 3.5, 2.0, 3.4, 6.67]"
51,2019,Billabong Pipe Masters,Round of 32,Heat 2 Watch replay,Conner Coffin,"[0.5, 3.0, 4.27, 1.07, 5.5]"
52,2019,Billabong Pipe Masters,Round of 32,Heat 3 Watch replay,Yago Dora,"[0.3, 2.5, 1.93, 0.37, 0.47, 4.47, 6.83, 2.07, 0.43, 1.03, 0.2]"
53,2019,Billabong Pipe Masters,Round of 32,Heat 3 Watch replay,Owen Wright,"[1.0, 0.8, 5.0, 5.5]"
54,2019,Billabong Pipe Masters,Round of 32,Heat 4 Watch replay,Julian Wilson,"[2.9, 0.5, 1.43, 4.0, 2.37, 4.3, 0.37, 0.77]"
55,2019,Billabong Pipe Masters,Round of 32,Heat 4 Watch replay,Willian Cardoso,"[0.3, 0.67, 2.73, 0.5]"
56,2019,Billabong Pipe Masters,Round of 32,Heat 5 Watch replay,Ricardo Christie,"[0.87, 0.83, 7.67, 3.37, 0.77, 0.5]"
57,2019,Billabong Pipe Masters,Round of 32,Heat 5 Watch replay,Filipe Toledo,"[3.67, 6.17, 0.57, 0.77, 0.5, 0.57]"
58,2019,Billabong Pipe Masters,Round of 32,Heat 6 Watch replay,Jack Freestone,"[3.0, 0.93, 1.0, 3.13, 0.73, 3.03, 4.93, 3.73, 6.83]"
59,2019,Billabong Pipe Masters,Round of 32,Heat 6 Watch replay,Ryan Callinan,"[2.07, 3.83, 1.83, 0.77, 1.7, 3.7, 1.07, 0.77, 1.3]"
60,2019,Billabong Pipe Masters,Round of 32,Heat 7 Watch replay,Seth Moniz,"[0.67, 4.5, 6.83, 1.07, 3.6, 0.57, 8.43, 1.27]"
61,2019,Billabong Pipe Masters,Round of 32,Heat 7 Watch replay,Billy Kemper,"[5.9, 0.73, 3.23, 4.8, 1.13, 4.9, 7.1]"
62,2019,Billabong Pipe Masters,Round of 32,Heat 8 Watch replay,Kelly Slater,"[0.97, 4.83, 2.17, 7.33, 10.0, 7.27, 0.57]"
63,2019,Billabong Pipe Masters,Round of 32,Heat 8 Watch replay,Joan Duru,"[1.77, 6.33, 5.87, 0.9, 6.6, 7.63, 4.73]"
64,2019,Billabong Pipe Masters,Round of 32,Heat 9 Watch replay,Gabriel Medina,"[0.73, 0.93, 8.5, 0.73, 0.97, 1.57, 8.57, 7.83, 0.5, 6.67, 1.83]"
65,2019,Billabong Pipe Masters,Round of 32,Heat 9 Watch replay,Imaikalani deVault,"[0.57, 0.9, 1.27, 4.33, 2.23, 0.2, 9.57, 0.63]"
66,2019,Billabong Pipe Masters,Round of 32,Heat 10 Watch replay,Caio Ibelli,"[1.27, 5.17, 0.5, 3.67, 0.5, 2.47, 2.77]"
67,2019,Billabong Pipe Masters,Round of 32,Heat 10 Watch replay,Wade Carmichael,"[1.83, 1.43, 2.6, 1.0, 0.17]"
68,2019,Billabong Pipe Masters,Round of 32,Heat 11 Watch replay,John John Florence,"[3.17, 8.0, 1.0, 9.7, 6.43, 1.27, 8.8, 2.17]"
69,2019,Billabong Pipe Masters,Round of 32,Heat 11 Watch replay,Ezekiel Lau,"[2.83, 0.37, 1.43, 1.13, 0.93, 1.67]"
70,2019,Billabong Pipe Masters,Round of 32,Heat 12 Watch replay,Soli Bailey,"[3.33, 2.57, 5.0, 0.6, 4.1]"
71,2019,Billabong Pipe Masters,Round of 32,Heat 12 Watch replay,Kanoa Igarashi,"[0.5, 1.43, 1.43, 5.27, 2.27, 0.17, 0.23]"
72,2019,Billabong Pipe Masters,Round of 32,Heat 13 Watch replay,Jesse Mendes,"[0.17, 0.63, 0.3, 3.93, 0.77, 5.17]"
73,2019,Billabong Pipe Masters,Round of 32,Heat 13 Watch replay,Jordy Smith,"[4.33, 3.17, 1.07, 0.5]"
74,2019,Billabong Pipe Masters,Round of 32,Heat 14 Watch replay,Griffin Colapinto,"[6.67, 0.37, 0.4, 1.83, 0.2, 2.67, 0.73, 0.2, 0.83, 0.63, 1.1, 2.33]"
75,2019,Billabong Pipe Masters,Round of 32,Heat 14 Watch replay,Adrian Buchan,"[3.17, 0.87, 0.47, 5.93, 1.1, 1.0]"
76,2019,Billabong Pipe Masters,Round of 32,Heat 15 Watch replay,Michel Bourez,"[0.9, 0.83, 6.33, 0.7, 0.63, 0.3, 1.17, 8.17, 7.07]"
77,2019,Billabong Pipe Masters,Round of 32,Heat 15 Watch replay,Deivid Silva,"[0.73, 0.8, 5.67, 1.1, 0.2, 0.5, 0.57, 3.27, 2.07, 2.53]"
78,2019,Billabong Pipe Masters,Round of 32,Heat 16 Watch replay,Kolohe Andino,"[0.3, 3.0, 3.73, 4.5, 1.0, 2.83, 0.97, 0.4, 5.67]"
79,2019,Billabong Pipe Masters,Round of 32,Heat 16 Watch replay,Sebastian Zietz,"[5.33, 0.6, 1.7, 3.0]"
80,2019,Billabong Pipe Masters,Round of 16,Heat 1 Watch replay,Italo Ferreira,"[1.0, 5.17, 0.23, 6.67, 0.5, 0.93]"
81,2019,Billabong Pipe Masters,Round of 16,Heat 1 Watch replay,Peterson Crisanto,"[0.13, 3.33, 0.6, 0.9, 0.27]"
82,2019,Billabong Pipe Masters,Round of 16,Heat 2 Watch replay,Yago Dora,"[0.3, 2.0, 0.33, 2.0, 0.2, 5.5, 0.3]"
83,2019,Billabong Pipe Masters,Round of 16,Heat 2 Watch replay,Julian Wilson,"[0.37, 2.1, 4.17, 0.57, 0.83]"
84,2019,Billabong Pipe Masters,Round of 16,Heat 3 Watch replay,Jack Freestone,"[0.6, 0.63, 1.67, 3.33]"
85,2019,Billabong Pipe Masters,Round of 16,Heat 3 Watch replay,Ricardo Christie,"[0.93, 0.43, 1.23, 1.0, 3.0, 1.03]"
86,2019,Billabong Pipe Masters,Round of 16,Heat 4 Watch replay,Kelly Slater,"[5.83, 1.5, 0.33, 0.93]"
87,2019,Billabong Pipe Masters,Round of 16,Heat 4 Watch replay,Seth Moniz,"[0.37, 1.4, 0.67, 1.87, 4.33]"
88,2019,Billabong Pipe Masters,Round of 16,Heat 5 Watch replay,Gabriel Medina,"[0.0, 0.73, 0.3, 0.2, 0.53, 1.13, 0.8, 4.23]"
89,2019,Billabong Pipe Masters,Round of 16,Heat 5 Watch replay,Caio Ibelli,"[0.3, 0.4, 0.5, 0.63, 0.23]"
90,2019,Billabong Pipe Masters,Round of 16,Heat 6 Watch replay,John John Florence,"[0.93, 3.33, 0.73, 2.33]"
91,2019,Billabong Pipe Masters,Round of 16,Heat 6 Watch replay,Soli Bailey,"[0.5, 2.83, 1.07]"
92,2019,Billabong Pipe Masters,Round of 16,Heat 7 Watch replay,Griffin Colapinto,"[0.37, 5.0, 0.2, 5.67]"
93,2019,Billabong Pipe Masters,Round of 16,Heat 7 Watch replay,Jesse Mendes,"[3.5, 0.3, 4.57, 0.3, 3.93, 2.83]"
94,2019,Billabong Pipe Masters,Round of 16,Heat 8 Watch replay,Michel Bourez,"[0.5, 0.73, 6.5, 6.93, 0.73, 0.27]"
95,2019,Billabong Pipe Masters,Round of 16,Heat 8 Watch replay,Kolohe Andino,"[0.27, 2.17, 0.7, 3.0, 1.67, 0.4, 0.27, 5.17, 4.33, 0.23, 1.27]"
96,2019,Billabong Pipe Masters,Quarterfinals,Heat 1 Watch replay,Italo Ferreira,"[1.8, 6.83, 0.67, 0.23, 1.37, 8.83, 0.97, 6.0]"
97,2019,Billabong Pipe Masters,Quarterfinals,Heat 1 Watch replay,Yago Dora,"[1.07, 4.0, 0.97, 0.83, 6.83, 1.07, 0.17, 6.67, 5.83]"
98,2019,Billabong Pipe Masters,Quarterfinals,Heat 2 Watch replay,Kelly Slater,"[1.0, 1.07, 1.0, 1.0, 0.5, 0.93, 6.67, 6.27]"
99,2019,Billabong Pipe Masters,Quarterfinals,Heat 2 Watch replay,Jack Freestone,"[0.8, 0.37, 1.93, 0.47, 7.33, 1.5, 0.13, 0.2, 0.3]"
100,2019,Billabong Pipe Masters,Quarterfinals,Heat 3 Watch replay,Gabriel Medina,"[1.57, 0.97, 0.2]"
101,2019,Billabong Pipe Masters,Quarterfinals,Heat 3 Watch replay,John John Florence,"[1.63, 0.93, 4.83, 7.5, 1.1, 2.17, 1.07, 0.27]"
102,2019,Billabong Pipe Masters,Quarterfinals,Heat 4 Watch replay,Griffin Colapinto,"[6.17, 0.77, 0.57, 3.67, 0.27, 0.37, 0.53, 0.63]"
103,2019,Billabong Pipe Masters,Quarterfinals,Heat 4 Watch replay,Michel Bourez,"[1.0, 7.5, 1.27, 0.2, 0.57]"
104,2019,Billabong Pipe Masters,Semifinals,Heat 1 Watch replay,Italo Ferreira,"[0.83, 8.6, 0.8, 4.83, 1.37, 0.83, 6.17, 0.23]"
105,2019,Billabong Pipe Masters,Semifinals,Heat 1 Watch replay,Kelly Slater,"[1.03, 0.97, 0.77, 0.5, 1.5, 1.07]"
106,2019,Billabong Pipe Masters,Semifinals,Heat 2 Watch replay,Gabriel Medina,"[1.0, 3.67, 0.57, 5.0, 1.2]"
107,2019,Billabong Pipe Masters,Semifinals,Heat 2 Watch replay,Griffin Colapinto,"[1.1, 6.0, 1.07, 1.0]"
108,2019,Billabong Pipe Masters,Final,Heat 1 Watch replay,Italo Ferreira,"[7.83, 6.17, 2.0, 1.67, 3.5, 7.73, 0.43]"
109,2019,Billabong Pipe Masters,Final,Heat 1 Watch replay,Gabriel Medina,"[7.77, 0.37, 4.5, 0.6, 5.17, 1.07, 0.9, 0.27, 0.5]"
0,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 1 ,Julian Wilson,[]
1,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 1 ,Ethan Ewing,[]
2,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 1 ,Miguel Tudela,[]
3,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 2 Watch replay,Ryan Callinan,"[2.5, 5.83, 7.0, 5.17]"
4,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 2 Watch replay,Sebastian Zietz,"[3.07, 3.57]"
5,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 2 Watch replay,Alex Ribeiro,"[0.5, 0.43, 0.7]"
6,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 3 Watch replay,Mikey Wright,"[0.47, 3.1, 0.8, 5.17, 4.67]"
7,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 3 Watch replay,Wade Carmichael,"[0.23, 2.33, 0.8, 3.03]"
8,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 3 Watch replay,Adriano de Souza,"[0.5, 0.77]"
9,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 4 Watch replay,Peterson Crisanto,"[1.87, 0.6, 0.37, 3.0]"
10,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 4 Watch replay,Leonardo Fioravanti,"[3.83, 0.67, 0.67, 0.67, 0.3]"
11,2021,Billabong Pipe Masters presented by Hydro Flask,Elimination Round,Heat 4 Watch replay,Conner Coffin,"[0.93, 0.3, 2.0, 0.6]"
12,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 1 Watch replay,Kanoa Igarashi,"[0.4, 2.67, 5.43, 4.87, 0.53]"
13,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 1 Watch replay,Morgan Cibilic,"[4.67, 0.37]"
14,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 1 Watch replay,Peterson Crisanto,"[0.4, 0.2, 0.23, 0.5]"
15,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 2 Watch replay,Yago Dora,"[0.17, 0.57, 1.83, 2.23, 4.67, 0.2]"
16,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 2 Watch replay,Kolohe Andino,"[0.2, 2.83, 0.2, 0.23, 1.07, 3.67]"
17,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 2 Watch replay,Leonardo Fioravanti,"[0.93, 1.27]"
18,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 3 Watch replay,Filipe Toledo,"[0.5, 6.33, 0.43, 1.3]"
19,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 3 Watch replay,Frederico Morais,"[5.0, 0.87, 2.5]"
20,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 3 Watch replay,Mikey Wright,"[5.67, 0.7, 1.23]"
21,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 4 Watch replay,Jordy Smith,"[4.5, 7.5, 0.17]"
22,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 4 Watch replay,Jadson Andre,"[0.83, 0.53, 0.2, 0.6, 0.83, 0.67, 2.67, 0.27, 0.33, 0.6, 2.0, 1.67]"
23,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 4 Watch replay,Sebastian Zietz,"[0.9, 3.6]"
24,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 5 Watch replay,Joshua Moniz,"[2.5, 1.5, 6.33, 0.83, 2.77, 1.07]"
25,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 5 Watch replay,Gabriel Medina,"[4.33, 1.27]"
26,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 5 Watch replay,Adriano de Souza,"[1.13, 1.1, 3.9, 0.67, 1.67]"
27,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 6 Watch replay,Italo Ferreira,"[0.6, 0.93, 1.07, 5.5, 5.03]"
28,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 6 Watch replay,Matthew McGillivray,"[6.83, 2.77, 0.13, 3.33, 0.47, 1.03]"
29,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 6 Watch replay,Miguel Tudela,"[0.23, 0.7, 1.47, 1.03, 1.97]"
30,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 7 Watch replay,John John Florence,"[1.93, 7.67, 6.33, 6.57, 0.8]"
31,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 7 Watch replay,Deivid Silva,"[2.77, 3.5, 1.9, 5.93, 0.43, 1.17, 5.27]"
32,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 7 Watch replay,Conner Coffin,"[0.67, 0.1, 6.6, 3.77]"
33,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 8 Watch replay,Kelly Slater,"[1.0, 3.5, 0.9, 7.33, 3.1, 2.57]"
34,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 8 Watch replay,Connor O'Leary,"[0.33, 5.33, 0.27, 1.93, 0.7, 2.13]"
35,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 8 Watch replay,Wade Carmichael,"[0.57, 0.5, 0.77, 0.73, 0.63]"
36,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 9 Watch replay,Caio Ibelli,"[0.4, 8.33, 5.0, 1.03, 1.17, 0.83]"
37,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 9 Watch replay,Jeremy Flores,"[1.0, 1.27, 0.57, 5.4, 4.17, 7.33, 1.2]"
38,2021,Billabong Pipe Masters presented by Hydro Flask,Seeding Round,Heat 9 Watch replay,Ethan Ewing,"[0.23, 0.6, 1.3, 1.07, 6.17, 0.47]"
