,year,event,round,heat,name,scores
58,2017,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Mick Fanning,"[5.27, 2.77, 2.77, 1.0, 5.53, 0.63]"
59,2017,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Frederico Morais,"[4.67, 4.43, 0.5, 4.6, 3.33, 1.77, 4.0, 3.47]"
60,2017,Billabong Pipe Masters,Round 3,Heat 1 Watch replay,Julian Wilson,"[2.67, 5.33, 0.43, 0.7, 0.2, 0.47, 0.13]"
61,2017,Billabong Pipe Masters,Round 3,Heat 1 Watch replay,Ezekiel Lau,"[3.17, 5.17, 0.43, 1.6, 0.43, 2.27, 2.67]"
62,2017,Billabong Pipe Masters,Round 3,Heat 2 Watch replay,Conner Coffin,"[0.67, 5.23, 2.73]"
63,2017,Billabong Pipe Masters,Round 3,Heat 2 Watch replay,Mick Fanning,"[6.0, 6.6, 0.6, 1.5, 5.6, 0.53]"
64,2017,Billabong Pipe Masters,Round 3,Heat 3 Watch replay,Ian Gouveia,"[0.7, 3.33, 0.8]"
65,2017,Billabong Pipe Masters,Round 3,Heat 3 Watch replay,Matt Wilkinson,"[2.5, 4.33, 1.0]"
66,2017,Billabong Pipe Masters,Round 3,Heat 4 Watch replay,Joel Parkinson,"[2.5, 1.67, 0.6, 0.77]"
67,2017,Billabong Pipe Masters,Round 3,Heat 4 Watch replay,Miguel Pupo,"[0.73, 1.97, 0.43, 0.87, 3.5]"
68,2017,Billabong Pipe Masters,Round 3,Heat 5 Watch replay,Caio Ibelli,"[0.6, 4.83, 0.8, 0.97, 1.2, 0.5, 1.57]"
69,2017,Billabong Pipe Masters,Round 3,Heat 5 Watch replay,Michel Bourez,"[1.0, 0.43, 0.33, 1.3, 5.27, 0.73, 0.43, 1.23, 0.63]"
70,2017,Billabong Pipe Masters,Round 3,Heat 6 Watch replay,John John Florence,"[4.0, 0.7, 0.37, 4.7, 1.0]"
71,2017,Billabong Pipe Masters,Round 3,Heat 6 Watch replay,Ethan Ewing,"[3.93, 0.2, 6.2, 4.6]"
72,2017,Billabong Pipe Masters,Round 3,Heat 7 Watch replay,Jeremy Flores,"[0.5, 1.6, 0.27, 0.5, 2.1]"
73,2017,Billabong Pipe Masters,Round 3,Heat 7 Watch replay,Adrian Buchan,"[0.83, 0.43, 0.73, 1.43]"
74,2017,Billabong Pipe Masters,Round 3,Heat 8 Watch replay,Gabriel Medina,"[2.53, 2.57, 0.43, 1.0, 3.43, 1.67, 1.2]"
75,2017,Billabong Pipe Masters,Round 3,Heat 8 Watch replay,Josh Kerr,"[3.83, 0.67, 0.63, 1.77, 1.43, 2.53, 0.73, 6.0, 0.23]"
76,2017,Billabong Pipe Masters,Round 3,Heat 9 Watch replay,Italo Ferreira,"[1.77, 0.2, 5.33, 0.8, 1.1, 0.33, 4.93, 3.93, 0.43, 0.47, 1.47, 1.63]"
77,2017,Billabong Pipe Masters,Round 3,Heat 9 Watch replay,Kolohe Andino,"[0.5, 2.67, 0.7, 0.4, 1.5, 0.43, 0.4, 1.3, 0.57]"
78,2017,Billabong Pipe Masters,Round 3,Heat 10 Watch replay,Leonardo Fioravanti,"[5.83, 7.1, 1.0]"
79,2017,Billabong Pipe Masters,Round 3,Heat 10 Watch replay,Adriano de Souza,"[0.53, 0.57, 0.7, 2.03, 0.57, 1.17, 3.1, 1.87, 3.03, 2.13, 2.07, 0.37]"
80,2017,Billabong Pipe Masters,Round 3,Heat 11 Watch replay,Kanoa Igarashi,"[5.67, 1.0, 2.27, 2.2]"
81,2017,Billabong Pipe Masters,Round 3,Heat 11 Watch replay,Connor O'Leary,"[2.5, 0.67, 1.7, 0.37, 0.6, 1.07, 0.97, 6.5, 3.23, 1.9]"
82,2017,Billabong Pipe Masters,Round 3,Heat 12 Watch replay,Kelly Slater,"[0.43, 0.77, 2.67, 1.57, 5.17, 0.67]"
83,2017,Billabong Pipe Masters,Round 3,Heat 12 Watch replay,Jordy Smith,"[7.0, 0.43, 0.8, 0.87]"
84,2017,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Ian Gouveia,"[2.83, 5.33, 1.43, 5.4]"
85,2017,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Conner Coffin,[1.23]
86,2017,Billabong Pipe Masters,Round 4,Heat 1 Watch replay,Julian Wilson,[0.43]
87,2017,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,John John Florence,"[5.17, 0.43]"
88,2017,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Caio Ibelli,"[0.13, 6.1, 0.37]"
89,2017,Billabong Pipe Masters,Round 4,Heat 2 Watch replay,Joel Parkinson,"[1.0, 1.43, 3.1]"
90,2017,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Jeremy Flores,"[0.87, 6.67, 1.23, 0.37, 0.93]"
91,2017,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Gabriel Medina,"[0.3, 3.17, 0.5, 0.8, 0.37]"
92,2017,Billabong Pipe Masters,Round 4,Heat 3 Watch replay,Italo Ferreira,"[1.4, 0.93, 6.17, 0.27]"
93,2017,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Kanoa Igarashi,"[1.0, 0.5, 4.27, 0.2]"
94,2017,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Leonardo Fioravanti,"[0.4, 1.5, 1.77, 2.83]"
95,2017,Billabong Pipe Masters,Round 4,Heat 4 Watch replay,Kelly Slater,"[3.67, 0.77, 0.43]"
96,2017,Billabong Pipe Masters,Round 5,Heat 1 Watch replay,Joel Parkinson,"[6.0, 1.5, 7.0]"
97,2017,Billabong Pipe Masters,Round 5,Heat 1 Watch replay,Conner Coffin,"[0.7, 2.83, 0.43, 5.93, 1.6, 3.5, 0.77]"
98,2017,Billabong Pipe Masters,Round 5,Heat 2 Watch replay,Julian Wilson,"[0.3, 0.37, 1.33, 1.5, 0.5, 1.73, 0.7, 2.77]"
99,2017,Billabong Pipe Masters,Round 5,Heat 2 Watch replay,Caio Ibelli,"[0.17, 1.23, 6.67, 1.03]"
100,2017,Billabong Pipe Masters,Round 5,Heat 3 Watch replay,Gabriel Medina,"[0.5, 0.77, 1.1]"
101,2017,Billabong Pipe Masters,Round 5,Heat 3 Watch replay,Kelly Slater,"[0.6, 0.2, 2.33, 1.5, 0.8, 1.47, 6.83]"
102,2017,Billabong Pipe Masters,Round 5,Heat 4 Watch replay,Italo Ferreira,"[2.67, 0.2, 0.3, 2.17, 1.0, 0.43, 3.67, 0.33, 0.83, 1.0, 0.27, 0.73]"
103,2017,Billabong Pipe Masters,Round 5,Heat 4 Watch replay,Leonardo Fioravanti,[0.9]
104,2017,Billabong Pipe Masters,Quarterfinals,Heat 1 Watch replay,Ian Gouveia,"[0.67, 1.7, 1.07, 4.83, 0.7, 0.47, 0.8, 1.27]"
105,2017,Billabong Pipe Masters,Quarterfinals,Heat 1 Watch replay,Joel Parkinson,"[3.33, 3.07, 1.33, 5.07, 2.67]"
106,2017,Billabong Pipe Masters,Quarterfinals,Heat 2 Watch replay,John John Florence,"[7.5, 4.5, 0.93, 0.5, 0.97]"
107,2017,Billabong Pipe Masters,Quarterfinals,Heat 2 Watch replay,Julian Wilson,"[0.77, 0.73, 1.57, 1.07]"
108,2017,Billabong Pipe Masters,Quarterfinals,Heat 3 Watch replay,Jeremy Flores,"[4.5, 1.5, 1.33, 5.43]"
109,2017,Billabong Pipe Masters,Quarterfinals,Heat 3 Watch replay,Gabriel Medina,"[4.77, 0.93, 0.63, 1.27, 0.5, 0.9]"
110,2017,Billabong Pipe Masters,Quarterfinals,Heat 4 Watch replay,Kanoa Igarashi,"[1.9, 0.73, 1.07, 0.5, 1.27, 0.9]"
111,2017,Billabong Pipe Masters,Quarterfinals,Heat 4 Watch replay,Italo Ferreira,"[0.73, 0.63, 0.93, 5.17, 3.1, 3.5, 3.33, 0.23, 0.83, 1.13, 0.6]"
112,2017,Billabong Pipe Masters,Semifinals,Heat 1 Watch replay,John John Florence,"[0.2, 3.83, 0.63, 2.73, 0.37]"
113,2017,Billabong Pipe Masters,Semifinals,Heat 1 Watch replay,Ian Gouveia,"[0.43, 0.77, 0.9, 2.5, 6.83, 5.5, 1.33]"
114,2017,Billabong Pipe Masters,Semifinals,Heat 2 Watch replay,Jeremy Flores,"[1.43, 2.83, 0.2]"
115,2017,Billabong Pipe Masters,Semifinals,Heat 2 Watch replay,Kanoa Igarashi,"[1.33, 4.33, 0.13, 7.0, 0.93, 1.4]"
116,2017,Billabong Pipe Masters,Final,Heat 1 Watch replay,Jeremy Flores,"[3.17, 1.13, 7.9]"
117,2017,Billabong Pipe Masters,Final,Heat 1 Watch replay,John John Florence,"[1.57, 0.73, 6.67, 7.23, 7.03]"
0,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 1 ,Takayuki Wakita,"[0.23, 1.77, 4.1]"
1,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 1 ,Ian Walsh,"[0.5, 0.43, 0.77, 0.5, 2.23, 2.2, 2.67]"
2,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 1 ,Makai McNamara,"[0.2, 2.27, 0.83, 1.6]"
3,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 1 ,Imaikalani deVault,"[2.5, 0.47, 0.97]"
4,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 2 Watch replay,Ryan Callinan,"[1.0, 0.93, 2.5, 0.9, 3.67, 0.17, 3.8]"
5,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 2 Watch replay,Torrey Meister,"[0.93, 4.1, 1.13, 0.17, 1.03, 2.1]"
6,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 2 Watch replay,Nathan Florence,"[1.5, 1.4, 4.27, 0.83, 1.6]"
7,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 2 Watch replay,Kalani David,"[0.63, 0.73, 0.5, 1.03, 0.27, 0.83, 0.37]"
8,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 3 Watch replay,Benji Brand,"[1.0, 2.0, 0.33, 6.17, 2.07, 3.6]"
9,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 3 Watch replay,Noa Mizuno,"[0.63, 0.43, 3.67, 1.4, 1.53, 0.27, 0.73]"
10,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 3 Watch replay,Billy Kemper,"[1.67, 0.7, 2.2]"
11,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 3 Watch replay,Joshua Moniz,"[0.5, 1.2, 0.97, 0.23, 0.43, 0.63, 0.33]"
12,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 4 ,Ethan Ewing,"[1.5, 7.67, 2.2]"
13,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 4 ,Soli Bailey,"[2.0, 5.83, 3.77, 4.57]"
14,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 4 ,Finn McGill,"[0.13, 1.73, 0.93, 3.27, 0.83, 1.67]"
15,2018,Billabong Pipe Masters,Trials Quarterfinals,Heat 4 ,Justin Becret,"[0.17, 4.17, 0.43, 0.57]"
16,2018,Billabong Pipe Masters,Trials Round 1,Heat 1 Watch replay,Makai McNamara,"[6.33, 1.83, 0.37, 0.77, 1.97, 2.8, 0.47]"
17,2018,Billabong Pipe Masters,Trials Round 1,Heat 1 Watch replay,Ryan Callinan,"[4.0, 0.23, 2.03, 3.33, 0.97, 3.97]"
18,2018,Billabong Pipe Masters,Trials Round 1,Heat 1 Watch replay,Jamie O'Brien,"[1.0, 0.63, 2.0]"
19,2018,Billabong Pipe Masters,Trials Round 1,Heat 1 Watch replay,Bruce Irons,"[1.23, 1.6]"
20,2018,Billabong Pipe Masters,Trials Round 1,Heat 2 Watch replay,Imaikalani deVault,"[2.43, 2.17, 2.63]"
21,2018,Billabong Pipe Masters,Trials Round 1,Heat 2 Watch replay,Nathan Florence,"[1.23, 1.37, 0.5, 1.53, 2.0]"
22,2018,Billabong Pipe Masters,Trials Round 1,Heat 2 Watch replay,Sheldon Paishon,"[0.5, 1.1, 0.4, 2.33]"
23,2018,Billabong Pipe Masters,Trials Round 1,Heat 2 Watch replay,Kiron Jabour,"[0.73, 1.6, 1.23]"
24,2018,Billabong Pipe Masters,Trials Round 1,Heat 3 Watch replay,Torrey Meister,"[5.67, 0.67, 0.7, 5.27]"
25,2018,Billabong Pipe Masters,Trials Round 1,Heat 3 Watch replay,Ian Walsh,"[1.77, 2.33, 0.3, 0.83, 1.57, 2.4]"
26,2018,Billabong Pipe Masters,Trials Round 1,Heat 3 Watch replay,Ian Gentil,"[1.6, 2.17, 1.07, 2.43, 1.7, 0.63]"
27,2018,Billabong Pipe Masters,Trials Round 1,Heat 3 Watch replay,Barron Mamiya,"[0.2, 0.5, 0.67, 0.77, 0.37, 0.7, 1.0, 0.6, 0.2, 0.5]"
28,2018,Billabong Pipe Masters,Trials Round 1,Heat 4 Watch replay,Kalani David,"[0.27, 1.37, 3.5, 1.3, 0.27, 0.47, 0.27, 2.83]"
29,2018,Billabong Pipe Masters,Trials Round 1,Heat 4 Watch replay,Takayuki Wakita,"[0.37, 0.97, 4.27]"
30,2018,Billabong Pipe Masters,Trials Round 1,Heat 4 Watch replay,Mason Ho,"[1.5, 0.13, 1.2, 0.5, 3.63]"
31,2018,Billabong Pipe Masters,Trials Round 1,Heat 4 Watch replay,Michael O'Shaughnessy,"[0.1, 1.0, 1.63, 0.23, 3.43, 0.83, 0.6, 1.07]"
32,2018,Billabong Pipe Masters,Trials Round 1,Heat 5 Watch replay,Noa Mizuno,"[1.27, 4.0, 2.83, 0.7]"
33,2018,Billabong Pipe Masters,Trials Round 1,Heat 5 Watch replay,Soli Bailey,"[4.83, 1.37, 1.63, 1.63, 1.63, 0.67]"
34,2018,Billabong Pipe Masters,Trials Round 1,Heat 5 Watch replay,Wyatt McHale,"[1.67, 1.0, 1.07, 0.43, 0.2, 0.43, 0.67, 0.8, 2.43, 1.03, 0.77]"
35,2018,Billabong Pipe Masters,Trials Round 1,Heat 5 Watch replay,Hank Gaskell,"[0.93, 0.5, 1.73]"
36,2018,Billabong Pipe Masters,Trials Round 1,Heat 6 Watch replay,Joshua Moniz,"[0.97, 1.23, 0.2, 0.43, 7.83, 0.23, 0.27, 3.43]"
37,2018,Billabong Pipe Masters,Trials Round 1,Heat 6 Watch replay,Finn McGill,"[1.0, 1.0, 1.97, 3.0, 0.67, 0.27, 4.17]"
38,2018,Billabong Pipe Masters,Trials Round 1,Heat 6 Watch replay,Lahiki Minamishin,"[2.0, 0.77, 0.3, 1.77, 2.4]"
39,2018,Billabong Pipe Masters,Trials Round 1,Heat 6 Watch replay,Evan Valiere,"[0.37, 1.5]"
40,2018,Billabong Pipe Masters,Trials Round 1,Heat 7 Watch replay,Justin Becret,"[0.37, 0.27, 1.1, 2.83, 3.5, 1.67, 5.67]"
41,2018,Billabong Pipe Masters,Trials Round 1,Heat 7 Watch replay,Benji Brand,"[0.7, 0.57, 0.73, 1.67, 6.0, 2.63]"
42,2018,Billabong Pipe Masters,Trials Round 1,Heat 7 Watch replay,Jack Robinson,"[2.6, 1.2, 1.13, 0.93, 5.17, 3.27]"
43,2018,Billabong Pipe Masters,Trials Round 1,Heat 7 Watch replay,Kyle Ramey,"[2.33, 0.47, 1.07, 0.67, 0.93]"
44,2018,Billabong Pipe Masters,Trials Round 1,Heat 8 Watch replay,Ethan Ewing,"[3.67, 0.37, 7.33]"
45,2018,Billabong Pipe Masters,Trials Round 1,Heat 8 Watch replay,Billy Kemper,"[3.0, 1.37, 1.97]"
46,2018,Billabong Pipe Masters,Trials Round 1,Heat 8 Watch replay,Dusty Payne,"[0.77, 0.5, 3.1, 0.63, 0.6, 0.5]"
47,2018,Billabong Pipe Masters,Trials Round 1,Heat 8 Watch replay,Koa Rothman,"[0.53, 1.03, 0.97, 0.5, 2.07, 1.77, 0.63, 1.77]"
48,2018,Billabong Pipe Masters,Trials Semifinals,Heat 1 Watch replay,Torrey Meister,"[6.5, 0.87, 1.5, 1.8]"
49,2018,Billabong Pipe Masters,Trials Semifinals,Heat 1 Watch replay,Ryan Callinan,"[1.67, 2.77, 2.07]"
50,2018,Billabong Pipe Masters,Trials Semifinals,Heat 1 Watch replay,Ian Walsh,"[0.63, 0.93, 2.83]"
51,2018,Billabong Pipe Masters,Trials Semifinals,Heat 1 Watch replay,Takayuki Wakita,"[0.3, 0.47, 0.63, 0.67]"
52,2018,Billabong Pipe Masters,Trials Semifinals,Heat 2 Watch replay,Benji Brand,"[0.67, 4.27, 0.7, 0.2, 0.3]"
53,2018,Billabong Pipe Masters,Trials Semifinals,Heat 2 Watch replay,Soli Bailey,"[0.23, 1.1, 0.3, 0.87, 0.87, 6.33]"
54,2018,Billabong Pipe Masters,Trials Semifinals,Heat 2 Watch replay,Noa Mizuno,"[0.3, 0.77, 1.77, 5.1]"
55,2018,Billabong Pipe Masters,Trials Semifinals,Heat 2 Watch replay,Ethan Ewing,[]
56,2018,Billabong Pipe Masters,Trials Final,Heat 1 Watch replay,Ryan Callinan,"[0.57, 0.3, 4.0, 2.0, 5.67, 0.53]"
57,2018,Billabong Pipe Masters,Trials Final,Heat 1 Watch replay,Benji Brand,"[2.3, 0.5, 3.17, 1.37]"
58,2018,Billabong Pipe Masters,Trials Final,Heat 1 Watch replay,Torrey Meister,"[0.3, 2.17, 0.4, 2.5, 0.1, 0.8, 0.2]"
59,2018,Billabong Pipe Masters,Trials Final,Heat 1 Watch replay,Soli Bailey,"[1.77, 0.83, 0.37, 1.03]"
60,2018,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Jordy Smith,"[2.57, 0.23, 5.0, 3.43]"
61,2018,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Kelly Slater,"[0.5, 0.8, 0.77, 3.43, 0.23]"
62,2018,Billabong Pipe Masters,Round 1,Heat 1 Watch replay,Frederico Morais,"[2.5, 0.37, 0.63, 0.5, 1.73, 1.97]"
63,2018,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Yago Dora,"[0.2, 0.37, 4.5, 0.27, 3.9, 0.67]"
64,2018,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Owen Wright,"[3.83, 2.83, 1.1, 0.97, 1.8]"
65,2018,Billabong Pipe Masters,Round 1,Heat 2 Watch replay,Miguel Pupo,"[0.5, 1.07, 0.3, 0.7, 0.2, 0.93, 0.33]"
66,2018,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Italo Ferreira,"[1.0, 0.7, 1.2, 2.3, 0.5, 0.27, 5.9, 0.83, 0.47]"
67,2018,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Joan Duru,"[0.57, 5.5, 0.13, 4.23, 0.73]"
68,2018,Billabong Pipe Masters,Round 1,Heat 3 Watch replay,Keanu Asing,"[0.5, 3.83, 1.83, 1.3, 0.2, 0.9, 0.17]"
69,2018,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Matt Wilkinson,"[2.83, 0.83, 0.23]"
70,2018,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Filipe Toledo,"[2.67, 0.5, 0.3, 0.5, 1.37, 1.17, 2.37, 0.87]"
71,2018,Billabong Pipe Masters,Round 1,Heat 4 Watch replay,Caio Ibelli,"[0.77, 1.6, 0.7, 0.6, 2.0, 0.7, 0.8]"
72,2018,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Julian Wilson,"[2.5, 1.53, 0.27, 0.1, 1.3, 0.63, 0.6]"
73,2018,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Tomas Hermes,"[0.5, 0.27, 1.63, 0.3, 1.57, 3.17, 3.23, 0.73]"
74,2018,Billabong Pipe Masters,Round 1,Heat 5 Watch replay,Seth Moniz,"[0.7, 0.3, 0.97, 0.67, 0.6, 0.77, 0.43, 0.2]"
75,2018,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,Gabriel Medina,"[5.5, 1.8, 0.7, 5.77, 1.37, 0.2, 1.2]"
76,2018,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,Benji Brand,"[0.5, 3.97, 0.3, 6.0, 0.57, 0.5, 0.93, 0.37]"
77,2018,Billabong Pipe Masters,Round 1,Heat 6 Watch replay,Connor O'Leary,"[3.67, 4.17, 0.37, 0.67, 4.67, 3.47, 5.0]"
78,2018,Billabong Pipe Masters,Round 1,Heat 7 ,Griffin Colapinto,"[0.2, 3.5, 2.83, 0.47, 1.0, 0.97]"
79,2018,Billabong Pipe Masters,Round 1,Heat 7 ,Ryan Callinan,"[0.23, 2.77, 0.83, 0.5, 1.2, 2.0, 0.3]"
80,2018,Billabong Pipe Masters,Round 1,Heat 7 ,Wade Carmichael,"[0.87, 1.83, 0.57, 2.0, 2.5, 0.5, 0.3, 0.5]"
81,2018,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Michael February,"[0.37, 0.63, 0.43, 0.6, 0.93, 2.6, 0.53, 1.17]"
82,2018,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Kanoa Igarashi,"[1.27, 0.57, 1.43, 0.43]"
83,2018,Billabong Pipe Masters,Round 1,Heat 8 Watch replay,Sebastian Zietz,"[0.43, 0.63, 1.37, 1.5, 0.6, 2.53]"
84,2018,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Michel Bourez,"[0.77, 0.83, 5.93]"
85,2018,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Ian Gouveia,"[3.83, 0.4, 0.73, 3.0, 0.63, 0.43, 1.43, 0.97]"
86,2018,Billabong Pipe Masters,Round 1,Heat 9 Watch replay,Ezekiel Lau,"[5.83, 1.6, 2.33, 1.93, 0.47, 0.9, 5.07, 4.7, 1.23]"
87,2018,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Conner Coffin,"[2.67, 0.37, 1.0, 0.43, 0.57, 6.6, 1.17, 2.93]"
88,2018,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Jeremy Flores,"[4.0, 0.63, 6.6, 0.63, 1.53]"
89,2018,Billabong Pipe Masters,Round 1,Heat 10 Watch replay,Jesse Mendes,"[3.6, 5.6, 0.77, 0.97, 0.63]"
90,2018,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Joel Parkinson,"[1.87, 1.87, 2.9, 0.5]"
91,2018,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Kolohe Andino,"[1.17, 3.6]"
92,2018,Billabong Pipe Masters,Round 1,Heat 11 Watch replay,Adrian Buchan,"[0.1, 2.9, 0.23, 0.13, 2.23]"
93,2018,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Michael Rodrigues,"[2.17, 0.73, 2.27, 0.73, 1.43, 2.23, 0.5]"
94,2018,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Patrick Gudauskas,"[1.0, 3.67, 3.93, 0.8, 1.17, 0.5, 0.77]"
95,2018,Billabong Pipe Masters,Round 1,Heat 12 Watch replay,Willian Cardoso,"[1.17, 3.87, 0.1]"
96,2018,Billabong Pipe Masters,Round 2,Heat 1 Watch replay,Filipe Toledo,"[0.27, 2.67, 2.6, 4.7]"
97,2018,Billabong Pipe Masters,Round 2,Heat 1 Watch replay,Benji Brand,"[1.5, 0.93, 0.8, 1.27, 4.43, 0.83]"
98,2018,Billabong Pipe Masters,Round 2,Heat 2 Watch replay,Seth Moniz,[4.37]
99,2018,Billabong Pipe Masters,Round 2,Heat 2 Watch replay,Owen Wright,"[3.5, 3.2, 1.23]"
100,2018,Billabong Pipe Masters,Round 2,Heat 3 Watch replay,Wade Carmichael,"[1.0, 1.93]"
101,2018,Billabong Pipe Masters,Round 2,Heat 3 Watch replay,Caio Ibelli,"[0.67, 0.73]"
102,2018,Billabong Pipe Masters,Round 2,Heat 4 Watch replay,Kanoa Igarashi,"[0.3, 0.5, 0.83, 4.33, 0.27]"
103,2018,Billabong Pipe Masters,Round 2,Heat 4 Watch replay,Keanu Asing,"[1.23, 1.1, 0.13, 2.83]"
104,2018,Billabong Pipe Masters,Round 2,Heat 5 Watch replay,Miguel Pupo,"[1.63, 4.27, 0.43]"
105,2018,Billabong Pipe Masters,Round 2,Heat 5 Watch replay,Kolohe Andino,"[0.5, 4.5]"
106,2018,Billabong Pipe Masters,Round 2,Heat 6 Watch replay,Kelly Slater,"[1.43, 1.7, 2.17, 1.8, 1.7]"
107,2018,Billabong Pipe Masters,Round 2,Heat 6 Watch replay,Willian Cardoso,"[1.0, 0.63, 0.63]"
108,2018,Billabong Pipe Masters,Round 2,Heat 7 Watch replay,Ryan Callinan,"[4.83, 3.0]"
109,2018,Billabong Pipe Masters,Round 2,Heat 7 Watch replay,Adrian Buchan,"[1.3, 0.83, 0.5, 4.8]"
110,2018,Billabong Pipe Masters,Round 2,Heat 8 Watch replay,Jeremy Flores,"[3.73, 1.83]"
111,2018,Billabong Pipe Masters,Round 2,Heat 8 Watch replay,Ian Gouveia,"[1.0, 0.9]"
112,2018,Billabong Pipe Masters,Round 2,Heat 9 Watch replay,Jesse Mendes,"[1.73, 1.6, 0.5, 3.67, 1.03]"
113,2018,Billabong Pipe Masters,Round 2,Heat 9 Watch replay,Ezekiel Lau,"[1.73, 2.13, 1.8]"
114,2018,Billabong Pipe Masters,Round 2,Heat 10 Watch replay,Sebastian Zietz,"[0.7, 1.77, 2.5, 0.63]"
115,2018,Billabong Pipe Masters,Round 2,Heat 10 Watch replay,Patrick Gudauskas,"[1.5, 0.2, 1.73, 2.1, 1.23]"
116,2018,Billabong Pipe Masters,Round 2,Heat 11 Watch replay,Connor O'Leary,[1.0]
117,2018,Billabong Pipe Masters,Round 2,Heat 11 Watch replay,Frederico Morais,"[0.67, 1.8]"
118,2018,Billabong Pipe Masters,Round 2,Heat 12 Watch replay,Joan Duru,"[1.57, 5.83]"
119,2018,Billabong Pipe Masters,Round 2,Heat 12 Watch replay,Tomas Hermes,"[0.3, 0.63, 0.37, 0.63]"
120,2018,Billabong Pipe Masters,Round 3,Heat 1 Watch replay,Ryan Callinan,"[2.67, 2.13, 0.27, 4.67, 4.1, 0.43]"
121,2018,Billabong Pipe Masters,Round 3,Heat 1 Watch replay,Italo Ferreira,"[1.43, 0.83, 1.0, 0.23, 0.77]"
122,2018,Billabong Pipe Masters,Round 3,Heat 2 Watch replay,Jordy Smith,"[4.43, 5.73, 4.2]"
123,2018,Billabong Pipe Masters,Round 3,Heat 2 Watch replay,Michael February,"[1.13, 0.73, 1.43]"
124,2018,Billabong Pipe Masters,Round 3,Heat 3 Watch replay,Conner Coffin,"[5.17, 0.13]"
125,2018,Billabong Pipe Masters,Round 3,Heat 3 Watch replay,Matt Wilkinson,"[0.5, 2.17, 1.0, 0.63, 4.23, 0.6]"
126,2018,Billabong Pipe Masters,Round 3,Heat 4 Watch replay,Michel Bourez,"[5.03, 0.43, 1.43, 1.53, 5.6]"
127,2018,Billabong Pipe Masters,Round 3,Heat 4 Watch replay,Connor O'Leary,"[0.57, 5.73, 1.63, 0.77]"
128,2018,Billabong Pipe Masters,Round 3,Heat 5 Watch replay,Sebastian Zietz,"[1.93, 4.5, 0.37, 1.33, 3.5]"
129,2018,Billabong Pipe Masters,Round 3,Heat 5 Watch replay,Griffin Colapinto,"[0.2, 2.67, 2.57, 0.93, 1.8]"
130,2018,Billabong Pipe Masters,Round 3,Heat 6 ,Gabriel Medina,"[3.0, 0.23, 0.77]"
131,2018,Billabong Pipe Masters,Round 3,Heat 6 ,Seth Moniz,"[0.5, 2.0, 6.33, 0.77, 5.5]"
132,2018,Billabong Pipe Masters,Round 3,Heat 7 Watch replay,Yago Dora,"[4.5, 0.57, 0.57, 0.43, 0.77]"
133,2018,Billabong Pipe Masters,Round 3,Heat 7 Watch replay,Jeremy Flores,"[1.27, 1.37]"
