,year,event,round,heat,date
30,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 15,"Ended December 17, 2020"
31,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 32,Heat 16,"Ended December 17, 2020"
32,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 1,"Ended December 17, 2020"
33,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 2,"Ended December 17, 2020"
34,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 3,"Ended December 17, 2020"
35,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 4,"Ended December 20, 2020"
36,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 5,"Ended December 20, 2020"
37,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 6,"Ended December 20, 2020"
38,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 7,"Ended December 20, 2020"
39,2021,Billabong Pipe Masters presented by Hydro Flask,Round of 16,Heat 8,"Ended December 20, 2020"
40,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 1,"Ended December 20, 2020"
41,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 2,"Ended December 20, 2020"
42,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 3,"Ended December 20, 2020"
43,2021,Billabong Pipe Masters presented by Hydro Flask,Quarterfinals,Heat 4,"Ended December 20, 2020"
44,2021,Billabong Pipe Masters presented by Hydro Flask,Semifinals,Heat 1,"Ended December 20, 2020"
45,2021,Billabong Pipe Masters presented by Hydro Flask,Semifinals,Heat 2,"Ended December 20, 2020"
46,2021,Billabong Pipe Masters presented by Hydro Flask,Final,Heat 1,"Ended December 20, 2020"
0,2022,Billabong Pro Pipeline,Opening Round,Heat 1,"Ended January 29, 2022"
1,2022,Billabong Pro Pipeline,Opening Round,Heat 2,"Ended January 29, 2022"
2,2022,Billabong Pro Pipeline,Opening Round,Heat 3,"Ended January 29, 2022"
3,2022,Billabong Pro Pipeline,Opening Round,Heat 4,"Ended January 29, 2022"
4,2022,Billabong Pro Pipeline,Opening Round,Heat 5,"Ended January 29, 2022"
5,2022,Billabong Pro Pipeline,Opening Round,Heat 6,"Ended January 29, 2022"
6,2022,Billabong Pro Pipeline,Opening Round,Heat 7,"Ended January 29, 2022"
7,2022,Billabong Pro Pipeline,Opening Round,Heat 8,"Ended January 29, 2022"
8,2022,Billabong Pro Pipeline,Opening Round,Heat 9,"Ended January 29, 2022"
9,2022,Billabong Pro Pipeline,Opening Round,Heat 10,"Ended January 29, 2022"
10,2022,Billabong Pro Pipeline,Opening Round,Heat 11,"Ended January 29, 2022"
11,2022,Billabong Pro Pipeline,Opening Round,Heat 12,"Ended January 29, 2022"
12,2022,Billabong Pro Pipeline,Elimination Round,Heat 1,"Ended January 29, 2022"
13,2022,Billabong Pro Pipeline,Elimination Round,Heat 2,"Ended January 29, 2022"
14,2022,Billabong Pro Pipeline,Elimination Round,Heat 3,"Ended January 29, 2022"
15,2022,Billabong Pro Pipeline,Elimination Round,Heat 4,"Ended January 29, 2022"
16,2022,Billabong Pro Pipeline,Round of 32,Heat 1,"Ended February 1, 2022"
17,2022,Billabong Pro Pipeline,Round of 32,Heat 2,"Ended February 1, 2022"
18,2022,Billabong Pro Pipeline,Round of 32,Heat 3,"Ended February 1, 2022"
19,2022,Billabong Pro Pipeline,Round of 32,Heat 4,"Ended February 1, 2022"
20,2022,Billabong Pro Pipeline,Round of 32,Heat 5,"Ended February 1, 2022"
21,2022,Billabong Pro Pipeline,Round of 32,Heat 6,"Ended February 1, 2022"
22,2022,Billabong Pro Pipeline,Round of 32,Heat 7,"Ended February 1, 2022"
23,2022,Billabong Pro Pipeline,Round of 32,Heat 8,"Ended February 1, 2022"
24,2022,Billabong Pro Pipeline,Round of 32,Heat 9,"Ended February 1, 2022"
25,2022,Billabong Pro Pipeline,Round of 32,Heat 10,"Ended February 1, 2022"
26,2022,Billabong Pro Pipeline,Round of 32,Heat 11,"Ended February 1, 2022"
27,2022,Billabong Pro Pipeline,Round of 32,Heat 12,"Ended February 1, 2022"
28,2022,Billabong Pro Pipeline,Round of 32,Heat 13,"Ended February 1, 2022"
29,2022,Billabong Pro Pipeline,Round of 32,Heat 14,"Ended February 1, 2022"
30,2022,Billabong Pro Pipeline,Round of 32,Heat 15,"Ended February 1, 2022"
31,2022,Billabong Pro Pipeline,Round of 32,Heat 16,"Ended February 1, 2022"
32,2022,Billabong Pro Pipeline,Round of 16,Heat 1,"Ended February 1, 2022"
33,2022,Billabong Pro Pipeline,Round of 16,Heat 2,"Ended February 1, 2022"
34,2022,Billabong Pro Pipeline,Round of 16,Heat 3,"Ended February 1, 2022"
35,2022,Billabong Pro Pipeline,Round of 16,Heat 4,"Ended February 1, 2022"
36,2022,Billabong Pro Pipeline,Round of 16,Heat 5,"Ended February 1, 2022"
37,2022,Billabong Pro Pipeline,Round of 16,Heat 6,"Ended February 1, 2022"
38,2022,Billabong Pro Pipeline,Round of 16,Heat 7,"Ended February 1, 2022"
39,2022,Billabong Pro Pipeline,Round of 16,Heat 8,"Ended February 1, 2022"
40,2022,Billabong Pro Pipeline,Quarterfinals,Heat 1,"Ended February 5, 2022"
41,2022,Billabong Pro Pipeline,Quarterfinals,Heat 2,"Ended February 5, 2022"
42,2022,Billabong Pro Pipeline,Quarterfinals,Heat 3,"Ended February 5, 2022"
43,2022,Billabong Pro Pipeline,Quarterfinals,Heat 4,"Ended February 5, 2022"
44,2022,Billabong Pro Pipeline,Semifinals,Heat 1,"Ended February 5, 2022"
45,2022,Billabong Pro Pipeline,Semifinals,Heat 2,"Ended February 5, 2022"
46,2022,Billabong Pro Pipeline,Final,Heat 1,"Ended February 5, 2022"
