,year,event,round,heat,name,scores
115,2011,Quiksilver Pro New York,Semifinal,Heat 2 ,Alejo Muniz,"[1.0, 2.33, 6.93, 2.07, 2.7]"
116,2011,Quiksilver Pro New York,Final,Heat 1 ,Owen Wright,"[7.0, 9.23, 8.6, 1.5, 0.67, 7.1, 8.67]"
117,2011,Quiksilver Pro New York,Final,Heat 1 ,Kelly Slater,"[1.0, 2.83, 0.73, 8.0, 6.53, 0.6, 4.0, 0.83, 3.6]"
0,2011,Hurley Pro Trestles,Round 2,Heat 1 ,Mick Fanning,"[5.5, 0.5, 6.83, 0.7, 2.67, 6.87, 7.4]"
1,2011,Hurley Pro Trestles,Round 2,Heat 1 ,Rob Machado,"[5.0, 5.4, 2.77, 0.77]"
2,2011,Hurley Pro Trestles,Round 2,Heat 2 ,Adrian Buchan,"[4.67, 6.83, 8.67, 4.1]"
3,2011,Hurley Pro Trestles,Round 2,Heat 2 ,Conner Coffin,"[5.67, 3.77, 3.17, 7.5, 1.0, 7.93]"
4,2011,Hurley Pro Trestles,Round 2,Heat 3 ,Tom Whitaker,"[5.17, 6.27, 5.0]"
5,2011,Hurley Pro Trestles,Round 2,Heat 3 ,Bede Durbidge,"[2.33, 5.5, 1.87]"
6,2011,Hurley Pro Trestles,Round 2,Heat 4 ,Damien Hobgood,"[6.33, 7.0, 7.57]"
7,2011,Hurley Pro Trestles,Round 2,Heat 4 ,Adam Melling,"[4.83, 5.93, 3.0, 6.97, 7.17, 0.23]"
8,2011,Hurley Pro Trestles,Round 2,Heat 5 ,John John Florence,"[8.93, 0.43, 3.5, 8.6]"
9,2011,Hurley Pro Trestles,Round 2,Heat 5 ,Alejo Muniz,"[6.33, 2.5, 4.83]"
10,2011,Hurley Pro Trestles,Round 2,Heat 6 ,Gabriel Medina,"[0.37, 3.0, 5.17, 4.07, 3.57, 7.33, 2.97, 0.87, 7.23, 1.0, 8.77]"
11,2011,Hurley Pro Trestles,Round 2,Heat 6 ,Travis Logie,"[5.5, 4.5, 1.0, 2.33, 4.23, 5.13]"
12,2011,Hurley Pro Trestles,Round 2,Heat 7 ,Kieren Perrow,"[6.17, 6.53, 0.43, 5.4, 0.9, 2.07, 6.93, 4.83]"
13,2011,Hurley Pro Trestles,Round 2,Heat 7 ,Tiago Pires,"[3.0, 4.83, 1.27, 1.77, 5.63, 6.9, 4.93]"
14,2011,Hurley Pro Trestles,Round 2,Heat 8 ,Kai Otton,"[2.23, 5.17, 3.57, 5.0, 4.1, 0.5, 5.93]"
15,2011,Hurley Pro Trestles,Round 2,Heat 8 ,Raoni Monteiro,"[4.0, 4.0, 5.37, 2.1, 0.93, 5.23, 5.23]"
16,2011,Hurley Pro Trestles,Round 2,Heat 9 ,Jadson Andre,"[1.5, 6.93, 0.2, 8.17, 1.3, 6.37, 0.67, 9.43, 8.37]"
17,2011,Hurley Pro Trestles,Round 2,Heat 9 ,Dusty Payne,"[3.0, 6.17, 4.67, 0.37, 1.93, 6.93, 6.13]"
18,2011,Hurley Pro Trestles,Round 2,Heat 10 ,Heitor Alves,"[0.23, 0.43, 1.6, 3.67, 7.0, 0.67, 7.87]"
19,2011,Hurley Pro Trestles,Round 2,Heat 10 ,Miguel Pupo,"[5.33, 6.5, 7.5, 5.93, 7.3]"
20,2011,Hurley Pro Trestles,Round 2,Heat 11 ,Chris Davidson,"[5.17, 4.83, 1.67, 3.07, 5.53, 2.27]"
21,2011,Hurley Pro Trestles,Round 2,Heat 11 ,Daniel Ross,"[2.83, 1.27, 4.0, 3.93, 6.5, 3.77, 0.3, 0.5, 0.2, 3.83]"
22,2011,Hurley Pro Trestles,Round 2,Heat 12 ,Freddy Patacchia Jr.,"[6.5, 1.93, 7.63, 2.33, 1.0, 5.93, 2.27]"
23,2011,Hurley Pro Trestles,Round 2,Heat 12 ,Patrick Gudauskas,"[6.17, 2.0, 6.17, 6.73, 1.37, 1.0, 1.63]"
24,2011,Hurley Pro Trestles,Round 1,Heat 1 ,Joel Parkinson,"[7.33, 3.17, 1.4, 4.63]"
25,2011,Hurley Pro Trestles,Round 1,Heat 1 ,Travis Logie,"[4.5, 5.47, 5.5, 6.03]"
26,2011,Hurley Pro Trestles,Round 1,Heat 1 ,Jadson Andre,"[5.83, 3.5, 5.17, 3.93, 1.63, 0.5]"
27,2011,Hurley Pro Trestles,Round 1,Heat 2 ,Jeremy Flores,"[8.0, 2.07, 1.67, 3.93, 6.6, 7.43]"
28,2011,Hurley Pro Trestles,Round 1,Heat 2 ,Heitor Alves,"[3.83, 5.43, 3.57, 7.6, 6.53]"
29,2011,Hurley Pro Trestles,Round 1,Heat 2 ,John John Florence,"[4.0, 0.33, 5.43, 1.0, 3.4, 1.0, 2.1]"
30,2011,Hurley Pro Trestles,Round 1,Heat 3 ,Taj Burrow,"[6.33, 0.6, 1.0, 7.33, 6.0]"
31,2011,Hurley Pro Trestles,Round 1,Heat 3 ,Adam Melling,"[6.13, 6.23, 4.47, 0.57, 4.03]"
32,2011,Hurley Pro Trestles,Round 1,Heat 3 ,Chris Davidson,"[5.0, 4.33, 3.6, 4.8, 0.83, 1.23]"
33,2011,Hurley Pro Trestles,Round 1,Heat 4 ,Owen Wright,"[4.77, 6.93, 4.27, 2.57, 6.67]"
34,2011,Hurley Pro Trestles,Round 1,Heat 4 ,Patrick Gudauskas,"[7.6, 5.33, 5.77]"
35,2011,Hurley Pro Trestles,Round 1,Heat 4 ,Conner Coffin,"[4.67, 1.83, 5.67, 2.33, 6.2, 2.17]"
36,2011,Hurley Pro Trestles,Round 1,Heat 5 ,Kelly Slater,"[4.17, 1.8, 4.33, 4.93, 2.37, 7.6, 3.43, 5.87, 0.2, 4.0, 2.3, 5.87, 2.63, 6.97]"
37,2011,Hurley Pro Trestles,Round 1,Heat 5 ,Rob Machado,"[1.53, 5.57, 1.93, 6.5, 6.47, 6.07, 7.0, 0.77]"
38,2011,Hurley Pro Trestles,Round 1,Heat 5 ,Freddy Patacchia Jr.,"[2.1, 0.23, 3.43, 7.6, 4.53, 4.8, 1.17, 1.43]"
39,2011,Hurley Pro Trestles,Round 1,Heat 6 ,Matt Wilkinson,"[3.77, 7.5, 1.77, 4.33, 0.93, 1.03, 0.77, 6.17]"
40,2011,Hurley Pro Trestles,Round 1,Heat 6 ,Adrian Buchan,"[2.93, 4.93, 5.3, 6.0, 7.1, 4.73]"
41,2011,Hurley Pro Trestles,Round 1,Heat 6 ,Tiago Pires,"[1.1, 5.33, 3.0, 6.8, 0.6]"
42,2011,Hurley Pro Trestles,Round 1,Heat 7 ,Taylor Knox,"[6.17, 5.9, 7.53, 3.5]"
43,2011,Hurley Pro Trestles,Round 1,Heat 7 ,Raoni Monteiro,"[4.17, 4.6, 6.5, 7.0, 5.67, 2.93]"
44,2011,Hurley Pro Trestles,Round 1,Heat 7 ,Bede Durbidge,"[5.17, 5.63, 4.87, 0.23]"
45,2011,Hurley Pro Trestles,Round 1,Heat 8 ,Michel Bourez,"[8.5, 3.17, 6.9]"
46,2011,Hurley Pro Trestles,Round 1,Heat 8 ,Kieren Perrow,"[0.5, 6.0, 5.5, 3.7]"
47,2011,Hurley Pro Trestles,Round 1,Heat 8 ,Kai Otton,"[3.5, 6.33]"
48,2011,Hurley Pro Trestles,Round 1,Heat 9 ,Adriano de Souza,"[2.67, 8.1, 7.07, 6.27, 1.33]"
49,2011,Hurley Pro Trestles,Round 1,Heat 9 ,Gabriel Medina,"[5.83, 0.67, 2.77, 6.33, 7.6, 3.1, 5.7, 7.27]"
50,2011,Hurley Pro Trestles,Round 1,Heat 9 ,Dusty Payne,"[6.17, 2.17, 1.0, 2.6, 0.2, 0.6]"
51,2011,Hurley Pro Trestles,Round 1,Heat 10 ,Julian Wilson,"[8.93, 8.67, 6.5]"
52,2011,Hurley Pro Trestles,Round 1,Heat 10 ,Miguel Pupo,"[6.33, 4.67, 1.67, 6.0, 7.0, 2.07, 0.43, 1.0, 1.07]"
53,2011,Hurley Pro Trestles,Round 1,Heat 10 ,Alejo Muniz,"[5.5, 5.83, 1.37, 6.7]"
54,2011,Hurley Pro Trestles,Round 1,Heat 11 ,Josh Kerr,"[7.0, 6.0]"
55,2011,Hurley Pro Trestles,Round 1,Heat 11 ,Damien Hobgood,"[0.57, 5.33, 4.57, 2.67]"
56,2011,Hurley Pro Trestles,Round 1,Heat 11 ,Daniel Ross,"[4.1, 1.4, 3.67, 4.7, 3.23]"
57,2011,Hurley Pro Trestles,Round 1,Heat 12 ,Brett Simpson,"[6.5, 5.6, 0.87, 4.7, 1.77, 5.9, 1.0]"
58,2011,Hurley Pro Trestles,Round 1,Heat 12 ,Tom Whitaker,"[5.67, 6.27, 1.5, 4.4]"
59,2011,Hurley Pro Trestles,Round 1,Heat 12 ,Mick Fanning,"[3.17, 6.77, 1.17, 1.07, 5.13]"
60,2011,Hurley Pro Trestles,Round 3,Heat 1 ,Taj Burrow,"[1.67, 6.0, 8.6, 6.9, 4.43, 3.67, 1.47]"
61,2011,Hurley Pro Trestles,Round 3,Heat 1 ,Kai Otton,"[6.67, 4.5, 2.6, 6.3, 0.37, 0.73, 3.1, 1.83]"
62,2011,Hurley Pro Trestles,Round 3,Heat 2 ,Adriano de Souza,"[7.5, 5.83, 5.8, 8.0, 5.23, 5.57]"
63,2011,Hurley Pro Trestles,Round 3,Heat 2 ,Jadson Andre,"[1.07, 3.83, 3.43, 6.17, 6.6, 1.0, 6.5]"
64,2011,Hurley Pro Trestles,Round 3,Heat 3 ,Jeremy Flores,"[5.5, 0.93, 2.43, 1.7, 4.77]"
65,2011,Hurley Pro Trestles,Round 3,Heat 3 ,Freddy Patacchia Jr.,"[0.9, 5.17, 4.4, 2.77]"
66,2011,Hurley Pro Trestles,Round 3,Heat 4 ,Heitor Alves,"[1.93, 5.7, 5.93, 5.5]"
67,2011,Hurley Pro Trestles,Round 3,Heat 4 ,Michel Bourez,"[4.83, 5.23, 5.23, 6.2]"
68,2011,Hurley Pro Trestles,Round 3,Heat 5 ,Josh Kerr,"[5.83, 1.53, 1.0, 0.7, 6.5]"
69,2011,Hurley Pro Trestles,Round 3,Heat 5 ,Gabriel Medina,"[1.7, 0.43, 4.17, 5.43, 6.4, 3.5]"
70,2011,Hurley Pro Trestles,Round 3,Heat 6 ,Kelly Slater,"[8.77, 7.57, 2.23, 1.4, 8.87, 1.0, 1.07]"
71,2011,Hurley Pro Trestles,Round 3,Heat 6 ,Tom Whitaker,"[7.33, 4.33, 5.6]"
72,2011,Hurley Pro Trestles,Round 3,Heat 7 ,Owen Wright,"[6.0, 6.33, 8.07, 7.1, 7.7, 9.77, 4.07]"
73,2011,Hurley Pro Trestles,Round 3,Heat 7 ,John John Florence,"[3.5, 0.37, 1.87, 5.87, 8.5, 1.0, 8.63, 0.7, 1.13]"
74,2011,Hurley Pro Trestles,Round 3,Heat 8 ,Damien Hobgood,"[7.7, 6.43, 6.0, 4.1]"
75,2011,Hurley Pro Trestles,Round 3,Heat 8 ,Kieren Perrow,"[4.5, 3.67, 1.6, 2.2, 2.67]"
76,2011,Hurley Pro Trestles,Round 3,Heat 9 ,Adrian Buchan,"[0.43, 7.67, 3.5, 6.17, 8.13]"
77,2011,Hurley Pro Trestles,Round 3,Heat 9 ,Chris Davidson,"[6.0, 0.5, 4.23, 4.4, 3.27]"
78,2011,Hurley Pro Trestles,Round 3,Heat 10 ,Joel Parkinson,"[8.67, 1.4, 8.33, 5.7, 1.93]"
79,2011,Hurley Pro Trestles,Round 3,Heat 10 ,Brett Simpson,"[6.0, 9.13, 4.93, 0.4, 2.93, 6.83, 7.67, 6.1, 6.93]"
80,2011,Hurley Pro Trestles,Round 3,Heat 11 ,Julian Wilson,"[1.67, 6.5, 1.07, 1.57, 7.73, 2.27]"
81,2011,Hurley Pro Trestles,Round 3,Heat 11 ,Matt Wilkinson,"[5.0, 4.0, 1.5, 2.0, 2.9, 2.0]"
82,2011,Hurley Pro Trestles,Round 3,Heat 12 ,Mick Fanning,"[5.5, 6.93, 8.0, 5.83, 6.63]"
83,2011,Hurley Pro Trestles,Round 3,Heat 12 ,Taylor Knox,"[1.17, 3.17, 0.87, 4.9, 6.8, 0.5, 6.37]"
84,2011,Hurley Pro Trestles,Round 4,Heat 1 ,Adriano de Souza,"[8.6, 5.0, 2.7, 2.8, 5.87, 7.73]"
85,2011,Hurley Pro Trestles,Round 4,Heat 1 ,Taj Burrow,"[7.0, 2.6, 4.1, 1.23, 8.1, 7.83, 3.83, 4.93, 1.13, 1.2]"
86,2011,Hurley Pro Trestles,Round 4,Heat 1 ,Jeremy Flores,"[6.0, 5.77, 3.9, 2.83, 6.23, 4.43, 2.67, 0.23, 5.53]"
87,2011,Hurley Pro Trestles,Round 4,Heat 2 ,Kelly Slater,"[6.67, 3.1, 7.0, 8.9, 1.0, 1.3, 1.83]"
88,2011,Hurley Pro Trestles,Round 4,Heat 2 ,Josh Kerr,"[2.5, 2.87, 3.87, 7.93, 4.67, 1.13, 1.67, 1.2]"
89,2011,Hurley Pro Trestles,Round 4,Heat 2 ,Heitor Alves,"[6.7, 3.77, 0.43, 5.07, 1.83, 1.0]"
90,2011,Hurley Pro Trestles,Round 4,Heat 3 ,Owen Wright,"[8.4, 4.2, 6.6, 8.33, 4.4]"
91,2011,Hurley Pro Trestles,Round 4,Heat 3 ,Damien Hobgood,"[7.27, 3.6, 2.0, 5.57, 7.93, 1.0]"
92,2011,Hurley Pro Trestles,Round 4,Heat 3 ,Adrian Buchan,"[0.67, 2.33, 4.0, 0.5, 2.4, 5.47, 5.93, 6.53, 1.93]"
93,2011,Hurley Pro Trestles,Round 4,Heat 4 ,Joel Parkinson,"[8.93, 8.4, 1.43, 7.3, 9.13]"
94,2011,Hurley Pro Trestles,Round 4,Heat 4 ,Julian Wilson,"[2.33, 1.6, 4.0, 7.93, 7.97, 9.8]"
95,2011,Hurley Pro Trestles,Round 4,Heat 4 ,Mick Fanning,"[7.33, 8.17, 1.23, 2.93]"
96,2011,Hurley Pro Trestles,Round 5,Heat 1 ,Heitor Alves,"[6.17, 1.23, 0.77, 5.33, 6.57, 5.0, 1.13]"
97,2011,Hurley Pro Trestles,Round 5,Heat 1 ,Taj Burrow,"[1.5, 2.33, 5.1, 2.7, 1.0, 4.7]"
98,2011,Hurley Pro Trestles,Round 5,Heat 2 ,Josh Kerr,"[6.17, 1.1, 0.23, 7.6, 0.93, 1.5, 7.67]"
99,2011,Hurley Pro Trestles,Round 5,Heat 2 ,Jeremy Flores,"[7.0, 3.0, 5.97]"
100,2011,Hurley Pro Trestles,Round 5,Heat 3 ,Mick Fanning,"[9.0, 4.5, 1.13, 0.97, 7.1, 9.23, 1.17, 0.93, 3.17]"
101,2011,Hurley Pro Trestles,Round 5,Heat 3 ,Damien Hobgood,"[6.17, 1.73, 4.1, 0.93, 5.3]"
102,2011,Hurley Pro Trestles,Round 5,Heat 4 ,Julian Wilson,"[7.17, 6.0, 8.5, 6.6]"
103,2011,Hurley Pro Trestles,Round 5,Heat 4 ,Adrian Buchan,"[6.0, 3.93, 0.87, 6.37, 0.77, 1.23, 0.3]"
104,2011,Hurley Pro Trestles,Quarterfinal,Heat 1 ,Heitor Alves,"[6.5, 1.0, 3.27, 2.17, 5.33, 6.27]"
105,2011,Hurley Pro Trestles,Quarterfinal,Heat 1 ,Adriano de Souza,"[5.67, 5.0, 3.17, 0.5, 5.7, 4.1, 0.83, 6.8]"
106,2011,Hurley Pro Trestles,Quarterfinal,Heat 2 ,Kelly Slater,"[7.67, 1.0, 7.83, 7.57, 9.43, 8.17]"
107,2011,Hurley Pro Trestles,Quarterfinal,Heat 2 ,Josh Kerr,"[2.1, 1.6, 0.37, 0.5, 7.0, 0.43, 0.37, 4.07]"
108,2011,Hurley Pro Trestles,Quarterfinal,Heat 3 ,Owen Wright,"[4.5, 7.0, 6.8, 7.5, 8.17]"
109,2011,Hurley Pro Trestles,Quarterfinal,Heat 3 ,Mick Fanning,"[8.1, 2.83, 7.57]"
110,2011,Hurley Pro Trestles,Quarterfinal,Heat 4 ,Julian Wilson,"[3.33, 7.8, 8.5, 9.73, 6.87, 8.27]"
111,2011,Hurley Pro Trestles,Quarterfinal,Heat 4 ,Joel Parkinson,"[0.27, 6.33, 2.67, 8.0, 3.9, 5.77, 6.93]"
112,2011,Hurley Pro Trestles,Semifinal,Heat 1 ,Kelly Slater,"[8.83, 0.27, 7.57, 3.1, 9.57, 7.87]"
113,2011,Hurley Pro Trestles,Semifinal,Heat 1 ,Heitor Alves,"[1.0, 8.07, 7.2, 8.5, 1.23]"
114,2011,Hurley Pro Trestles,Semifinal,Heat 2 ,Owen Wright,"[7.67, 7.07, 6.43, 5.83, 4.1]"
115,2011,Hurley Pro Trestles,Semifinal,Heat 2 ,Julian Wilson,"[7.37, 1.0, 1.93, 5.33]"
116,2011,Hurley Pro Trestles,Final,Heat 1 ,Kelly Slater,"[3.67, 7.67, 1.07, 6.0, 8.5, 9.0]"
117,2011,Hurley Pro Trestles,Final,Heat 1 ,Owen Wright,"[6.5, 0.2, 7.37, 1.2, 7.87, 8.87]"
0,2011,Quiksilver Pro France,Round 2,Heat 1 ,Ramzi Boukhiam,"[4.6, 4.6, 0.77, 3.83]"
1,2011,Quiksilver Pro France,Round 2,Heat 1 ,Joel Parkinson,"[1.7, 4.67, 0.5, 3.83, 4.17]"
2,2011,Quiksilver Pro France,Round 2,Heat 2 ,Jeremy Flores,"[8.0, 0.7, 4.67, 2.33]"
3,2011,Quiksilver Pro France,Round 2,Heat 2 ,Marc Lacomare,"[1.07, 6.0, 0.5, 1.5, 1.3, 0.8]"
4,2011,Quiksilver Pro France,Round 2,Heat 3 ,Dane Reynolds,"[1.43, 1.17, 0.2, 0.37, 8.23, 5.83, 1.0]"
5,2011,Quiksilver Pro France,Round 2,Heat 3 ,Adriano de Souza,"[0.2, 3.67, 5.0, 3.7, 5.6]"
6,2011,Quiksilver Pro France,Round 2,Heat 4 ,Tiago Pires,"[2.83, 7.5, 5.6, 3.9]"
7,2011,Quiksilver Pro France,Round 2,Heat 4 ,Josh Kerr,"[4.5, 4.93, 6.83, 1.5, 0.67, 0.2]"
8,2011,Quiksilver Pro France,Round 2,Heat 5 ,Alejo Muniz,"[3.33, 5.0, 7.0, 0.93]"
9,2011,Quiksilver Pro France,Round 2,Heat 5 ,John John Florence,"[3.27, 2.27, 1.07, 1.67, 3.53, 8.33]"
10,2011,Quiksilver Pro France,Round 2,Heat 6 ,Kai Otton,"[0.83, 4.6, 4.0, 7.5, 3.6, 5.1]"
11,2011,Quiksilver Pro France,Round 2,Heat 6 ,Adam Melling,"[5.7, 0.83, 6.43, 0.43]"
12,2011,Quiksilver Pro France,Round 2,Heat 7 ,Gabriel Medina,"[0.93, 3.0, 5.5, 5.17, 3.3, 1.27, 6.93]"
13,2011,Quiksilver Pro France,Round 2,Heat 7 ,Dusty Payne,"[3.67, 0.37, 2.57, 3.93, 0.5]"
14,2011,Quiksilver Pro France,Round 2,Heat 8 ,Bede Durbidge,"[2.33, 5.57, 0.23, 0.5, 2.3, 6.0, 0.9, 1.83]"
15,2011,Quiksilver Pro France,Round 2,Heat 8 ,Daniel Ross,"[5.0, 6.5, 2.53]"
16,2011,Quiksilver Pro France,Round 2,Heat 9 ,Miguel Pupo,"[4.5, 0.67, 6.27, 6.43, 3.5, 1.27, 0.3]"
17,2011,Quiksilver Pro France,Round 2,Heat 9 ,Raoni Monteiro,"[1.07, 6.83, 2.5, 0.43, 5.77, 0.2]"
18,2011,Quiksilver Pro France,Round 2,Heat 10 ,Patrick Gudauskas,"[5.17, 5.1, 0.6, 5.53, 7.0, 5.23]"
19,2011,Quiksilver Pro France,Round 2,Heat 10 ,Matt Wilkinson,"[2.5, 1.33, 0.37, 2.33, 4.0, 0.57, 0.93]"
20,2011,Quiksilver Pro France,Round 2,Heat 11 ,Brett Simpson,"[0.43, 7.83, 0.7, 0.6, 0.83, 5.93, 1.13, 0.3, 0.7, 0.87]"
21,2011,Quiksilver Pro France,Round 2,Heat 11 ,Freddy Patacchia Jr.,"[0.5, 1.43, 2.0, 4.67, 3.0]"
22,2011,Quiksilver Pro France,Round 2,Heat 12 ,Kieren Perrow,"[7.67, 4.83, 7.17, 4.0]"
23,2011,Quiksilver Pro France,Round 2,Heat 12 ,Chris Davidson,"[0.23, 2.0, 0.37, 1.33, 7.33, 2.33, 0.4, 0.5, 3.0, 5.23]"
24,2011,Quiksilver Pro France,Round 1,Heat 1 ,Taylor Knox,"[6.33, 4.73, 0.4, 0.5]"
25,2011,Quiksilver Pro France,Round 1,Heat 1 ,Matt Wilkinson,"[1.9, 5.67, 5.1, 2.73]"
26,2011,Quiksilver Pro France,Round 1,Heat 1 ,Jeremy Flores,"[1.0, 5.0, 5.57, 1.27, 1.97]"
27,2011,Quiksilver Pro France,Round 1,Heat 2 ,Jadson Andre,"[7.5, 0.23, 3.67, 0.73]"
28,2011,Quiksilver Pro France,Round 1,Heat 2 ,John John Florence,"[4.5, 1.17, 4.63]"
29,2011,Quiksilver Pro France,Round 1,Heat 2 ,Joel Parkinson,"[5.83, 2.17, 1.0]"
30,2011,Quiksilver Pro France,Round 1,Heat 3 ,Mick Fanning,"[8.83, 5.5, 9.37]"
31,2011,Quiksilver Pro France,Round 1,Heat 3 ,Brett Simpson,"[8.0, 1.0, 0.77, 7.33, 1.03]"
32,2011,Quiksilver Pro France,Round 1,Heat 3 ,Tiago Pires,"[5.83, 6.5, 2.5, 1.4]"
33,2011,Quiksilver Pro France,Round 1,Heat 4 ,Owen Wright,"[3.17, 2.5, 5.0, 3.6, 7.6]"
34,2011,Quiksilver Pro France,Round 1,Heat 4 ,Dane Reynolds,"[1.0, 3.93, 8.33]"
35,2011,Quiksilver Pro France,Round 1,Heat 4 ,Chris Davidson,"[0.5, 0.37, 2.0]"
36,2011,Quiksilver Pro France,Round 1,Heat 5 ,Jordy Smith,"[0.9, 1.43, 4.6, 2.67, 5.2, 4.9]"
37,2011,Quiksilver Pro France,Round 1,Heat 5 ,Marc Lacomare,"[1.5, 1.7, 0.7, 0.93, 5.83, 4.0]"
38,2011,Quiksilver Pro France,Round 1,Heat 5 ,Kieren Perrow,"[0.73, 0.67, 0.93, 2.0]"
39,2011,Quiksilver Pro France,Round 1,Heat 6 ,Kelly Slater,"[4.0, 3.0, 6.0]"
40,2011,Quiksilver Pro France,Round 1,Heat 6 ,Freddy Patacchia Jr.,"[2.17, 1.37, 1.77, 6.83]"
41,2011,Quiksilver Pro France,Round 1,Heat 6 ,Ramzi Boukhiam,"[0.63, 0.57, 1.37]"
42,2011,Quiksilver Pro France,Round 1,Heat 7 ,Taj Burrow,"[3.5, 6.7, 0.87, 2.1, 1.83, 4.83]"
43,2011,Quiksilver Pro France,Round 1,Heat 7 ,Raoni Monteiro,"[4.0, 6.83, 0.9, 0.7, 0.43]"
44,2011,Quiksilver Pro France,Round 1,Heat 7 ,Kai Otton,"[4.33, 2.5, 2.17, 1.8, 2.1]"
45,2011,Quiksilver Pro France,Round 1,Heat 8 ,Julian Wilson,"[6.83, 5.67, 8.6, 5.67]"
46,2011,Quiksilver Pro France,Round 1,Heat 8 ,Bede Durbidge,"[0.5, 5.0, 1.8]"
47,2011,Quiksilver Pro France,Round 1,Heat 8 ,Dusty Payne,"[1.33, 0.4, 1.83]"
48,2011,Quiksilver Pro France,Round 1,Heat 9 ,Travis Logie,"[4.5, 2.67, 3.37, 4.6, 8.43]"
49,2011,Quiksilver Pro France,Round 1,Heat 9 ,Adriano de Souza,"[1.1, 4.93, 0.3, 0.77, 3.27, 4.87, 5.33]"
50,2011,Quiksilver Pro France,Round 1,Heat 9 ,Gabriel Medina,"[3.67, 1.5, 0.5, 2.33, 0.43, 0.93, 3.67, 0.5, 3.93]"
51,2011,Quiksilver Pro France,Round 1,Heat 10 ,Adrian Buchan,"[2.83, 5.33, 3.23, 5.93, 1.33]"
52,2011,Quiksilver Pro France,Round 1,Heat 10 ,Daniel Ross,"[3.33, 0.83, 3.73, 0.23, 0.5, 0.57]"
53,2011,Quiksilver Pro France,Round 1,Heat 10 ,Heitor Alves,[]
54,2011,Quiksilver Pro France,Round 1,Heat 11 ,Michel Bourez,"[7.0, 9.0]"
55,2011,Quiksilver Pro France,Round 1,Heat 11 ,Alejo Muniz,"[0.5, 5.93, 0.73, 0.3, 5.6, 2.77]"
56,2011,Quiksilver Pro France,Round 1,Heat 11 ,Miguel Pupo,"[0.37, 1.67, 4.83, 3.0, 0.67]"
57,2011,Quiksilver Pro France,Round 1,Heat 12 ,Damien Hobgood,"[3.0, 2.33, 6.73, 5.17, 4.73]"
58,2011,Quiksilver Pro France,Round 1,Heat 12 ,Patrick Gudauskas,"[0.57, 1.33, 1.3, 4.6, 0.23]"
59,2011,Quiksilver Pro France,Round 1,Heat 12 ,Josh Kerr,"[0.9, 2.43, 0.27, 0.77, 1.13, 0.73, 1.9]"
60,2011,Quiksilver Pro France,Round 3,Heat 1 ,Taylor Knox,"[0.3, 0.33, 0.23, 0.2, 0.5, 6.17, 1.0, 3.6]"
61,2011,Quiksilver Pro France,Round 3,Heat 1 ,Mick Fanning,"[1.67, 0.57, 0.37, 4.83, 0.23, 0.8]"
62,2011,Quiksilver Pro France,Round 3,Heat 2 ,Michel Bourez,"[6.83, 6.93, 0.43, 3.83, 2.07, 0.97, 0.5, 5.67]"
63,2011,Quiksilver Pro France,Round 3,Heat 2 ,Kieren Perrow,"[0.77, 0.2, 2.83, 1.1, 1.5, 3.1, 0.9, 0.7, 4.7, 0.2, 6.9]"
64,2011,Quiksilver Pro France,Round 3,Heat 3 ,Jeremy Flores,"[4.83, 7.67, 7.67, 1.43, 0.43]"
65,2011,Quiksilver Pro France,Round 3,Heat 3 ,Kai Otton,"[5.0, 5.5, 0.2, 0.37, 3.9, 6.5]"
66,2011,Quiksilver Pro France,Round 3,Heat 4 ,Adrian Buchan,"[0.27, 3.57, 6.5, 7.33]"
67,2011,Quiksilver Pro France,Round 3,Heat 4 ,Patrick Gudauskas,"[3.33, 3.23, 6.93]"
68,2011,Quiksilver Pro France,Round 3,Heat 5 ,Gabriel Medina,"[4.83, 4.33, 0.93, 0.27, 2.83, 4.8, 1.0, 1.0, 7.73]"
69,2011,Quiksilver Pro France,Round 3,Heat 5 ,Bede Durbidge,"[3.0, 5.83, 5.13, 2.4]"
70,2011,Quiksilver Pro France,Round 3,Heat 6 ,Kelly Slater,"[4.5, 1.5, 9.0, 6.77, 0.3, 7.9, 1.93, 1.67]"
71,2011,Quiksilver Pro France,Round 3,Heat 6 ,Ramzi Boukhiam,"[1.07, 1.07, 0.7, 5.83, 0.43]"
72,2011,Quiksilver Pro France,Round 3,Heat 7 ,Jordy Smith,"[7.83, 6.33, 0.73, 1.0]"
73,2011,Quiksilver Pro France,Round 3,Heat 7 ,Dane Reynolds,"[0.5, 3.83, 2.5, 4.27, 2.1, 8.5, 5.33]"
74,2011,Quiksilver Pro France,Round 3,Heat 8 ,Alejo Muniz,"[6.5, 0.37, 4.0, 6.1, 3.43, 2.37]"
75,2011,Quiksilver Pro France,Round 3,Heat 8 ,Jadson Andre,"[4.83, 3.93, 3.0, 1.2, 1.5]"
76,2011,Quiksilver Pro France,Round 3,Heat 9 ,Julian Wilson,"[6.0, 0.37, 4.73, 7.33, 0.43]"
77,2011,Quiksilver Pro France,Round 3,Heat 9 ,Miguel Pupo,"[2.5, 0.9, 4.17, 2.9, 2.0, 1.63]"
78,2011,Quiksilver Pro France,Round 3,Heat 10 ,Taj Burrow,"[2.0, 4.0, 7.33, 8.0, 4.6, 7.47]"
79,2011,Quiksilver Pro France,Round 3,Heat 10 ,Travis Logie,"[5.5, 0.93, 0.43, 6.77, 0.3, 8.57, 3.0]"
