,year,event,round,heat,name,scores
31,2014,Hurley Pro at Trestles,Round 1,Heat 3 Watch replay,Filipe Toledo,"[4.27, 5.5, 2.73, 2.8, 3.87, 3.3, 3.37, 1.57, 8.67]"
32,2014,Hurley Pro at Trestles,Round 1,Heat 3 Watch replay,Jeremy Flores,"[6.17, 2.43, 6.23, 6.8, 6.47, 6.97]"
33,2014,Hurley Pro at Trestles,Round 1,Heat 4 Watch replay,Joel Parkinson,"[0.2, 2.0, 2.67, 3.97, 8.17, 6.6]"
34,2014,Hurley Pro at Trestles,Round 1,Heat 4 Watch replay,Raoni Monteiro,"[3.0, 4.0, 5.93, 4.03, 6.0]"
35,2014,Hurley Pro at Trestles,Round 1,Heat 4 Watch replay,Kai Otton,"[4.0, 0.23, 4.67, 3.27, 7.1, 0.23, 0.5]"
36,2014,Hurley Pro at Trestles,Round 1,Heat 5 Watch replay,Tanner Gudauskas,"[3.33, 0.67, 6.43, 8.5]"
37,2014,Hurley Pro at Trestles,Round 1,Heat 5 Watch replay,Kelly Slater,"[3.83, 8.0, 0.87, 0.2, 6.8, 1.6, 0.9]"
38,2014,Hurley Pro at Trestles,Round 1,Heat 5 Watch replay,Matt Wilkinson,"[0.73, 1.23, 6.5, 3.63]"
39,2014,Hurley Pro at Trestles,Round 1,Heat 6 Watch replay,Carlos Munoz,"[1.57, 4.67, 0.6, 5.67, 6.17, 3.5, 5.93, 7.73]"
40,2014,Hurley Pro at Trestles,Round 1,Heat 6 Watch replay,Gabriel Medina,"[0.7, 0.83, 6.67, 2.17, 5.83, 1.07, 3.7, 7.03, 2.27]"
41,2014,Hurley Pro at Trestles,Round 1,Heat 6 Watch replay,Adam Melling,"[3.17, 4.83, 6.73, 4.43]"
42,2014,Hurley Pro at Trestles,Round 1,Heat 7 Watch replay,Adriano de Souza,"[1.0, 7.5, 8.67, 8.1, 4.17, 5.33]"
43,2014,Hurley Pro at Trestles,Round 1,Heat 7 Watch replay,Aritz Aranburu,"[4.0, 2.0, 6.87, 0.43, 0.3, 7.23]"
44,2014,Hurley Pro at Trestles,Round 1,Heat 7 Watch replay,Sebastian Zietz,"[0.73, 6.33, 3.17, 2.5]"
45,2014,Hurley Pro at Trestles,Round 1,Heat 8 Watch replay,Freddy Patacchia Jr.,"[5.0, 8.0, 0.2, 7.43, 0.5, 0.3]"
46,2014,Hurley Pro at Trestles,Round 1,Heat 8 Watch replay,Jadson Andre,"[0.63, 2.17, 2.93, 3.77, 8.4, 6.1, 5.57]"
47,2014,Hurley Pro at Trestles,Round 1,Heat 8 Watch replay,Kolohe Andino,"[6.5, 0.87, 7.47]"
48,2014,Hurley Pro at Trestles,Round 1,Heat 9 Watch replay,Nat Young,"[5.0, 8.1, 8.6, 4.27]"
49,2014,Hurley Pro at Trestles,Round 1,Heat 9 Watch replay,C.J. Hobgood,"[2.83, 7.93, 8.3, 0.83]"
50,2014,Hurley Pro at Trestles,Round 1,Heat 9 Watch replay,Dion Atkinson,"[1.5, 2.6, 6.83, 4.73, 6.8, 5.43]"
51,2014,Hurley Pro at Trestles,Round 1,Heat 10 Watch replay,Owen Wright,"[0.8, 8.0, 7.0]"
52,2014,Hurley Pro at Trestles,Round 1,Heat 10 Watch replay,Alejo Muniz,"[4.67, 3.83, 5.67, 0.3, 7.77, 0.63, 2.57]"
53,2014,Hurley Pro at Trestles,Round 1,Heat 10 Watch replay,Julian Wilson,"[1.07, 5.77, 0.73, 0.43, 0.57, 3.5, 0.8]"
54,2014,Hurley Pro at Trestles,Round 1,Heat 11 Watch replay,Jordy Smith,"[7.83, 0.87, 8.23]"
55,2014,Hurley Pro at Trestles,Round 1,Heat 11 Watch replay,Tiago Pires,"[8.5, 0.93, 2.67, 6.23, 2.93]"
56,2014,Hurley Pro at Trestles,Round 1,Heat 11 Watch replay,Josh Kerr,"[6.83, 6.67, 2.1, 6.0, 0.7, 0.43, 0.93, 0.67, 1.77, 0.6]"
57,2014,Hurley Pro at Trestles,Round 1,Heat 12 ,John John Florence,"[6.5, 1.0, 4.67, 4.43, 8.77]"
58,2014,Hurley Pro at Trestles,Round 1,Heat 12 ,Mitch Crews,"[5.5, 7.0, 5.87, 6.1, 5.13, 3.93]"
59,2014,Hurley Pro at Trestles,Round 1,Heat 12 ,Bede Durbidge,"[2.5, 7.87, 4.93]"
60,2014,Hurley Pro at Trestles,Round 3,Heat 1 Watch replay,Michel Bourez,"[6.5, 0.8, 3.07, 5.6, 8.17, 2.17]"
61,2014,Hurley Pro at Trestles,Round 3,Heat 1 Watch replay,Jadson Andre,"[0.67, 0.57, 5.77, 0.7, 2.0, 4.33, 5.67, 4.87]"
62,2014,Hurley Pro at Trestles,Round 3,Heat 2 Watch replay,Adrian Buchan,"[6.67, 6.87, 0.6, 3.1, 5.27]"
63,2014,Hurley Pro at Trestles,Round 3,Heat 2 Watch replay,Nat Young,"[5.33, 5.67, 7.5, 8.1]"
64,2014,Hurley Pro at Trestles,Round 3,Heat 3 ,Mick Fanning,"[4.17, 0.3, 4.83, 6.83, 6.77]"
65,2014,Hurley Pro at Trestles,Round 3,Heat 3 ,Tiago Pires,"[0.5, 3.0, 2.0, 0.73, 7.83, 0.27, 1.27, 0.3]"
66,2014,Hurley Pro at Trestles,Round 3,Heat 4 ,Miguel Pupo,"[1.5, 0.63, 1.93, 6.83, 4.33, 0.67]"
67,2014,Hurley Pro at Trestles,Round 3,Heat 4 ,Kolohe Andino,"[5.17, 5.43, 5.5]"
68,2014,Hurley Pro at Trestles,Round 3,Heat 5 Watch replay,Jordy Smith,"[5.5, 1.93, 0.3, 6.67, 0.5, 2.23, 0.73]"
69,2014,Hurley Pro at Trestles,Round 3,Heat 5 Watch replay,Julian Wilson,"[3.83, 2.43, 2.2, 2.83, 6.1]"
70,2014,Hurley Pro at Trestles,Round 3,Heat 6 Watch replay,Gabriel Medina,"[5.0, 6.33, 1.77, 6.27, 6.83, 6.47, 0.57]"
71,2014,Hurley Pro at Trestles,Round 3,Heat 6 Watch replay,Carlos Munoz,"[3.67, 2.07, 5.1, 1.0, 3.0, 0.93, 0.63]"
72,2014,Hurley Pro at Trestles,Round 3,Heat 7 ,Kelly Slater,"[6.5, 7.67, 4.67, 1.2, 2.23, 3.33, 0.8]"
73,2014,Hurley Pro at Trestles,Round 3,Heat 7 ,Tanner Gudauskas,"[2.27, 7.07, 0.43, 6.77, 4.7, 0.73]"
74,2014,Hurley Pro at Trestles,Round 3,Heat 8 ,John John Florence,"[6.0, 2.93, 2.6, 1.5, 8.9, 7.67, 1.2]"
75,2014,Hurley Pro at Trestles,Round 3,Heat 8 ,C.J. Hobgood,"[0.5, 0.3, 0.73, 6.83, 5.0]"
76,2014,Hurley Pro at Trestles,Round 3,Heat 9 ,Adriano de Souza,"[3.6, 8.77, 0.77, 7.9, 7.0, 1.0, 0.63, 7.8]"
77,2014,Hurley Pro at Trestles,Round 3,Heat 9 ,Filipe Toledo,"[5.5, 8.77, 0.87, 7.9, 0.77, 6.83, 4.7]"
78,2014,Hurley Pro at Trestles,Round 3,Heat 10 ,Taj Burrow,"[6.0, 2.87, 8.7, 5.33, 0.8]"
79,2014,Hurley Pro at Trestles,Round 3,Heat 10 ,Kai Otton,"[2.77, 6.27, 2.93, 7.83, 0.9, 1.57, 2.0]"
80,2014,Hurley Pro at Trestles,Round 3,Heat 11 ,Owen Wright,"[1.93, 0.43, 0.8, 1.0, 0.43, 7.5, 7.87, 2.5]"
81,2014,Hurley Pro at Trestles,Round 3,Heat 11 ,Freddy Patacchia Jr.,"[0.43, 4.83, 0.77, 6.5, 6.93]"
82,2014,Hurley Pro at Trestles,Round 3,Heat 12 Watch replay,Joel Parkinson,"[0.37, 6.7, 7.53, 8.5, 2.47, 4.1]"
83,2014,Hurley Pro at Trestles,Round 3,Heat 12 Watch replay,Aritz Aranburu,"[7.5, 5.33, 6.2]"
84,2014,Hurley Pro at Trestles,Round 4,Heat 1 ,Mick Fanning,"[0.5, 6.83, 4.77, 0.37]"
85,2014,Hurley Pro at Trestles,Round 4,Heat 1 ,Michel Bourez,"[6.83, 2.5, 0.87, 3.1, 8.87, 6.73]"
86,2014,Hurley Pro at Trestles,Round 4,Heat 1 ,Adrian Buchan,"[5.67, 5.47, 4.17, 0.67, 4.9]"
87,2014,Hurley Pro at Trestles,Round 4,Heat 2 Watch replay,Gabriel Medina,"[6.83, 3.07, 0.87, 0.7, 5.57]"
88,2014,Hurley Pro at Trestles,Round 4,Heat 2 Watch replay,Miguel Pupo,"[0.5, 2.5, 5.9]"
89,2014,Hurley Pro at Trestles,Round 4,Heat 2 Watch replay,Jordy Smith,"[6.33, 6.7, 2.47, 0.77, 5.87]"
90,2014,Hurley Pro at Trestles,Round 4,Heat 3 ,John John Florence,"[1.93, 9.23, 0.73, 9.8]"
91,2014,Hurley Pro at Trestles,Round 4,Heat 3 ,Adriano de Souza,"[9.07, 7.5, 8.77, 7.83, 0.37]"
92,2014,Hurley Pro at Trestles,Round 4,Heat 3 ,Kelly Slater,"[0.93, 2.1, 7.0, 1.37, 4.83, 2.17]"
93,2014,Hurley Pro at Trestles,Round 4,Heat 4 ,Joel Parkinson,"[5.0, 6.3, 8.27]"
94,2014,Hurley Pro at Trestles,Round 4,Heat 4 ,Taj Burrow,"[3.83, 1.5, 6.27, 8.17, 1.57, 3.5]"
95,2014,Hurley Pro at Trestles,Round 4,Heat 4 ,Owen Wright,"[6.83, 7.07, 2.1]"
96,2014,Hurley Pro at Trestles,Round 5,Heat 1 ,Jordy Smith,"[3.5, 0.5, 1.5, 8.17, 7.57]"
97,2014,Hurley Pro at Trestles,Round 5,Heat 1 ,Michel Bourez,"[2.17, 3.77, 7.0, 8.07]"
98,2014,Hurley Pro at Trestles,Round 5,Heat 2 ,Adrian Buchan,"[6.5, 8.5, 0.37, 7.0]"
99,2014,Hurley Pro at Trestles,Round 5,Heat 2 ,Miguel Pupo,"[8.77, 0.37, 0.83, 1.5]"
100,2014,Hurley Pro at Trestles,Round 5,Heat 3 ,Adriano de Souza,"[4.77, 1.83, 8.93, 1.63]"
101,2014,Hurley Pro at Trestles,Round 5,Heat 3 ,Owen Wright,"[2.83, 0.43, 5.67, 3.33, 6.67]"
102,2014,Hurley Pro at Trestles,Round 5,Heat 4 ,Kelly Slater,"[5.0, 3.5, 8.6, 0.2, 6.53, 7.27]"
103,2014,Hurley Pro at Trestles,Round 5,Heat 4 ,Taj Burrow,"[5.27, 7.33, 7.9, 7.93]"
104,2014,Hurley Pro at Trestles,Quarterfinal,Heat 1 ,Jordy Smith,"[0.57, 5.17, 7.0, 8.17, 7.7, 4.0]"
105,2014,Hurley Pro at Trestles,Quarterfinal,Heat 1 ,Mick Fanning,"[4.83, 0.43, 0.3, 8.7]"
106,2014,Hurley Pro at Trestles,Quarterfinal,Heat 2 Watch replay,Adrian Buchan,"[2.83, 6.5, 8.0, 9.43, 2.43, 1.67]"
107,2014,Hurley Pro at Trestles,Quarterfinal,Heat 2 Watch replay,Gabriel Medina,"[5.83, 4.83, 5.83, 8.27, 0.37, 6.5, 1.53, 0.6]"
108,2014,Hurley Pro at Trestles,Quarterfinal,Heat 3 Watch replay,John John Florence,"[2.5, 0.87, 1.43, 8.2]"
109,2014,Hurley Pro at Trestles,Quarterfinal,Heat 3 Watch replay,Adriano de Souza,"[7.83, 1.43]"
110,2014,Hurley Pro at Trestles,Quarterfinal,Heat 4 ,Kelly Slater,"[5.17, 1.0, 6.5, 5.53]"
111,2014,Hurley Pro at Trestles,Quarterfinal,Heat 4 ,Joel Parkinson,"[6.1, 3.5, 2.1, 4.7, 5.23]"
112,2014,Hurley Pro at Trestles,Semifinal,Heat 1 Watch replay,Jordy Smith,"[0.5, 0.3, 7.27, 3.6, 0.27, 6.83, 0.43]"
113,2014,Hurley Pro at Trestles,Semifinal,Heat 1 Watch replay,Adrian Buchan,"[6.67, 3.1, 3.77, 0.37, 6.63]"
114,2014,Hurley Pro at Trestles,Semifinal,Heat 2 Watch replay,John John Florence,"[0.5, 1.07, 2.03, 4.5, 6.67, 7.6, 7.5]"
115,2014,Hurley Pro at Trestles,Semifinal,Heat 2 Watch replay,Kelly Slater,"[0.23, 8.43, 0.27, 0.6, 4.53, 0.23, 0.17, 5.67]"
116,2014,Hurley Pro at Trestles,Final,Heat 1 Watch replay,Jordy Smith,"[2.77, 3.03, 2.27, 1.83, 1.0, 0.5, 2.1, 7.17]"
117,2014,Hurley Pro at Trestles,Final,Heat 1 Watch replay,John John Florence,"[0.5, 1.57, 2.83, 7.17, 0.93, 3.9, 8.6, 7.27, 6.17]"
0,2014,Quiksilver Pro France,Round 2,Heat 1 ,Kelly Slater,"[2.0, 8.0, 1.77, 6.4, 8.27, 0.23, 0.77]"
1,2014,Quiksilver Pro France,Round 2,Heat 1 ,Dane Reynolds,"[6.67, 1.2, 5.17, 0.93, 1.7]"
2,2014,Quiksilver Pro France,Round 2,Heat 2 ,Mick Fanning,"[6.67, 7.1, 9.2, 0.9, 7.5, 2.1, 5.0, 6.47]"
3,2014,Quiksilver Pro France,Round 2,Heat 2 ,Matt Banting,"[3.5, 5.93, 1.6, 2.67]"
4,2014,Quiksilver Pro France,Round 2,Heat 3 ,John John Florence,"[7.5, 4.17, 8.33, 2.0, 3.17]"
5,2014,Quiksilver Pro France,Round 2,Heat 3 ,Raoni Monteiro,"[0.63, 6.0, 0.93, 7.97, 3.7]"
6,2014,Quiksilver Pro France,Round 2,Heat 4 ,Kolohe Andino,"[0.93, 7.33, 3.83, 5.43, 6.77, 5.1, 0.23, 2.27, 1.5]"
7,2014,Quiksilver Pro France,Round 2,Heat 4 ,Brett Simpson,"[5.67, 3.33, 0.67, 4.3, 3.43, 0.43]"
8,2014,Quiksilver Pro France,Round 2,Heat 5 Watch replay,Travis Logie,"[5.33, 8.57, 7.17, 2.87]"
9,2014,Quiksilver Pro France,Round 2,Heat 5 Watch replay,Nat Young,"[0.37, 0.3, 3.67, 5.67, 6.33, 1.1, 4.2, 5.13, 5.63, 2.17]"
10,2014,Quiksilver Pro France,Round 2,Heat 6 ,Owen Wright,"[7.17, 5.5, 5.57, 1.7, 7.9, 2.9, 2.93]"
11,2014,Quiksilver Pro France,Round 2,Heat 6 ,Aritz Aranburu,"[4.67, 2.27, 0.43, 4.53, 2.97]"
12,2014,Quiksilver Pro France,Round 2,Heat 7 Watch replay,Jadson Andre,"[4.33, 4.2, 7.33, 6.6, 2.8, 5.17, 0.8, 3.5, 7.93, 1.0, 8.2, 0.5]"
13,2014,Quiksilver Pro France,Round 2,Heat 7 Watch replay,Bede Durbidge,"[0.27, 6.6, 2.0, 2.27, 1.0, 2.63, 7.77, 8.13]"
14,2014,Quiksilver Pro France,Round 2,Heat 8 Watch replay,Dion Atkinson,"[2.5, 3.83, 0.37, 4.4, 2.93, 3.1, 6.0, 7.93]"
15,2014,Quiksilver Pro France,Round 2,Heat 8 Watch replay,C.J. Hobgood,"[0.5, 1.6, 4.33, 2.2, 5.0, 0.37, 4.93, 0.5, 5.77, 0.63]"
16,2014,Quiksilver Pro France,Round 2,Heat 9 Watch replay,Freddy Patacchia Jr.,"[3.0, 4.0, 7.83, 4.77, 6.2]"
17,2014,Quiksilver Pro France,Round 2,Heat 9 Watch replay,Alejo Muniz,"[0.5, 6.17, 5.5, 2.4, 7.0, 6.47, 3.23, 6.6]"
18,2014,Quiksilver Pro France,Round 2,Heat 10 Watch replay,Sebastian Zietz,"[3.0, 4.83, 3.6, 5.6, 7.0, 2.63, 2.1]"
19,2014,Quiksilver Pro France,Round 2,Heat 10 Watch replay,Mitch Crews,"[1.17, 2.17, 1.23, 5.83, 4.67, 0.93]"
20,2014,Quiksilver Pro France,Round 2,Heat 11 Watch replay,Filipe Toledo,"[4.83, 0.87, 6.5, 8.5, 1.4, 0.33, 7.5]"
21,2014,Quiksilver Pro France,Round 2,Heat 11 Watch replay,Adam Melling,"[5.23, 4.73, 7.67, 8.1]"
22,2014,Quiksilver Pro France,Round 2,Heat 12 Watch replay,Kai Otton,"[2.0, 6.5, 6.5, 5.6, 1.0]"
23,2014,Quiksilver Pro France,Round 2,Heat 12 Watch replay,Tiago Pires,"[0.57, 2.33, 5.5, 4.17, 2.53, 5.6, 4.4]"
24,2014,Quiksilver Pro France,Round 1,Heat 1 Watch replay,Taj Burrow,"[0.63, 1.5, 0.2, 7.03, 1.57, 2.73, 8.13, 2.47]"
25,2014,Quiksilver Pro France,Round 1,Heat 1 Watch replay,Travis Logie,"[5.5, 0.3, 8.17, 6.07, 6.8]"
26,2014,Quiksilver Pro France,Round 1,Heat 1 Watch replay,Freddy Patacchia Jr.,"[5.83, 2.1, 6.83, 2.0, 6.77, 7.27]"
27,2014,Quiksilver Pro France,Round 1,Heat 2 Watch replay,Michel Bourez,"[5.67, 2.83, 7.83, 8.5, 1.27, 4.57, 5.6, 1.83]"
28,2014,Quiksilver Pro France,Round 1,Heat 2 Watch replay,Sebastian Zietz,"[0.87, 2.93, 0.43, 2.47, 8.67, 1.63, 0.3, 2.8, 3.13]"
29,2014,Quiksilver Pro France,Round 1,Heat 2 Watch replay,Brett Simpson,"[5.43, 3.5, 4.5, 0.8, 1.83, 2.6, 1.0, 1.0]"
30,2014,Quiksilver Pro France,Round 1,Heat 3 Watch replay,Jeremy Flores,"[5.5, 4.23, 5.57, 0.87, 0.43, 8.4, 7.53, 8.33]"
31,2014,Quiksilver Pro France,Round 1,Heat 3 Watch replay,Mick Fanning,"[3.5, 0.63, 4.23, 7.67, 3.23, 2.77, 5.33, 0.2, 4.73, 5.23]"
32,2014,Quiksilver Pro France,Round 1,Heat 3 Watch replay,Filipe Toledo,"[6.17, 4.67, 3.93, 6.77, 4.2, 0.23, 6.0, 0.67]"
33,2014,Quiksilver Pro France,Round 1,Heat 4 ,Joel Parkinson,"[6.67, 8.83, 6.43, 1.0]"
34,2014,Quiksilver Pro France,Round 1,Heat 4 ,Raoni Monteiro,"[0.43, 3.83, 6.83, 4.0, 2.5]"
35,2014,Quiksilver Pro France,Round 1,Heat 4 ,Kai Otton,[5.17]
36,2014,Quiksilver Pro France,Round 1,Heat 5 ,Matt Wilkinson,"[6.67, 8.0, 4.83]"
37,2014,Quiksilver Pro France,Round 1,Heat 5 ,Kelly Slater,"[0.87, 0.5, 0.87, 2.0, 5.5, 1.13, 4.83, 0.93]"
38,2014,Quiksilver Pro France,Round 1,Heat 5 ,Matt Banting,"[3.17, 3.27, 0.5, 7.0, 4.5, 3.67, 3.33]"
39,2014,Quiksilver Pro France,Round 1,Heat 6 Watch replay,Gabriel Medina,"[7.77, 4.5, 1.7, 7.17, 0.23, 7.4, 7.1, 0.57]"
40,2014,Quiksilver Pro France,Round 1,Heat 6 Watch replay,Dane Reynolds,"[1.67, 0.93, 7.93, 0.93, 6.63, 4.27]"
41,2014,Quiksilver Pro France,Round 1,Heat 6 Watch replay,Tiago Pires,"[7.0, 0.5, 6.43, 2.73]"
42,2014,Quiksilver Pro France,Round 1,Heat 7 ,Adriano de Souza,"[3.0, 1.0, 4.6, 6.5, 1.93, 6.87, 5.1]"
43,2014,Quiksilver Pro France,Round 1,Heat 7 ,C.J. Hobgood,"[5.0, 1.2, 6.43, 5.93, 1.0, 7.33, 1.63, 0.2, 0.7]"
44,2014,Quiksilver Pro France,Round 1,Heat 7 ,Aritz Aranburu,"[0.57, 4.0, 4.43, 1.87, 3.1, 3.07, 3.03, 3.97, 3.23]"
45,2014,Quiksilver Pro France,Round 1,Heat 8 Watch replay,Julian Wilson,"[5.0, 4.17, 1.93, 6.37, 7.0, 8.5, 8.27]"
46,2014,Quiksilver Pro France,Round 1,Heat 8 Watch replay,Jadson Andre,"[5.0, 1.0, 7.93, 6.0, 5.1, 4.63, 6.07, 2.47]"
47,2014,Quiksilver Pro France,Round 1,Heat 8 Watch replay,John John Florence,"[1.5, 8.83, 3.9, 2.5, 1.5]"
48,2014,Quiksilver Pro France,Round 1,Heat 9 ,Miguel Pupo,"[3.5, 7.83, 7.33]"
49,2014,Quiksilver Pro France,Round 1,Heat 9 ,Kolohe Andino,"[6.33, 0.5, 1.17, 6.17, 1.0, 2.0, 1.5, 1.5, 7.7]"
50,2014,Quiksilver Pro France,Round 1,Heat 9 ,Dion Atkinson,"[6.67, 4.23, 0.87, 2.27, 2.17]"
51,2014,Quiksilver Pro France,Round 1,Heat 10 ,Adrian Buchan,"[7.33, 7.27, 6.87, 6.3]"
52,2014,Quiksilver Pro France,Round 1,Heat 10 ,Alejo Muniz,"[1.0, 5.67, 5.53, 0.77, 0.93, 8.17]"
53,2014,Quiksilver Pro France,Round 1,Heat 10 ,Nat Young,"[1.13, 2.0, 4.93, 1.5, 3.83, 7.13, 1.27]"
54,2014,Quiksilver Pro France,Round 1,Heat 11 ,Jordy Smith,"[5.0, 3.83, 7.33, 3.73, 5.1]"
55,2014,Quiksilver Pro France,Round 1,Heat 11 ,Bede Durbidge,"[2.73, 5.17, 1.5, 6.83, 4.8]"
56,2014,Quiksilver Pro France,Round 1,Heat 11 ,Mitch Crews,"[0.23, 1.0, 3.37, 1.27, 2.77, 7.77, 2.7]"
57,2014,Quiksilver Pro France,Round 1,Heat 12 ,Josh Kerr,"[4.5, 4.33, 7.9, 6.4, 7.33, 0.43, 3.87]"
58,2014,Quiksilver Pro France,Round 1,Heat 12 ,Adam Melling,"[1.83, 6.0, 2.87, 6.0, 4.77]"
59,2014,Quiksilver Pro France,Round 1,Heat 12 ,Owen Wright,"[2.17, 7.0, 0.63, 1.37, 3.43]"
60,2014,Quiksilver Pro France,Round 3,Heat 1 Watch replay,Mick Fanning,"[6.5, 7.6, 8.0, 7.53]"
61,2014,Quiksilver Pro France,Round 3,Heat 1 Watch replay,Dion Atkinson,"[6.07, 3.17, 7.27, 7.93, 3.5, 8.6, 1.67]"
62,2014,Quiksilver Pro France,Round 3,Heat 2 ,Kolohe Andino,"[8.27, 3.67, 2.1, 7.4, 3.77, 6.4, 1.07, 2.07]"
63,2014,Quiksilver Pro France,Round 3,Heat 2 ,Freddy Patacchia Jr.,"[4.83, 5.4, 0.3, 0.57, 0.9, 6.83]"
64,2014,Quiksilver Pro France,Round 3,Heat 3 ,Matt Wilkinson,"[4.33, 2.67, 3.33, 3.03, 4.07, 5.67, 1.67]"
65,2014,Quiksilver Pro France,Round 3,Heat 3 ,Michel Bourez,"[2.43, 0.73, 3.17]"
66,2014,Quiksilver Pro France,Round 3,Heat 4 ,John John Florence,"[1.37, 2.17, 0.7, 2.07, 8.17, 7.0, 0.73, 1.0]"
67,2014,Quiksilver Pro France,Round 3,Heat 4 ,Sebastian Zietz,"[0.63, 3.33, 7.0, 0.27, 4.17, 1.43, 0.5]"
68,2014,Quiksilver Pro France,Round 3,Heat 5 ,Josh Kerr,"[6.33, 2.07, 4.57, 2.93, 0.43]"
69,2014,Quiksilver Pro France,Round 3,Heat 5 ,Adrian Buchan,"[0.8, 1.73, 4.33, 4.6, 6.17]"
70,2014,Quiksilver Pro France,Round 3,Heat 6 Watch replay,Gabriel Medina,"[2.5, 0.83, 0.77, 2.93, 4.33, 5.07, 0.43, 0.57]"
71,2014,Quiksilver Pro France,Round 3,Heat 6 Watch replay,Jeremy Flores,"[0.37, 0.6, 3.5, 3.47, 4.0, 2.77]"
72,2014,Quiksilver Pro France,Round 3,Heat 7 ,Kelly Slater,"[1.67, 3.17, 8.0, 5.17, 0.67, 2.9, 3.57, 5.27, 0.77, 3.23]"
73,2014,Quiksilver Pro France,Round 3,Heat 7 ,Travis Logie,"[2.67, 6.5, 0.27, 1.27, 2.5, 4.93, 0.3, 6.43, 0.3]"
74,2014,Quiksilver Pro France,Round 3,Heat 8 ,Miguel Pupo,"[4.67, 8.0, 7.23, 3.83, 2.0, 0.43]"
75,2014,Quiksilver Pro France,Round 3,Heat 8 ,Owen Wright,"[6.0, 6.83, 7.5]"
76,2014,Quiksilver Pro France,Round 3,Heat 9 ,Filipe Toledo,"[9.6, 1.77, 0.83, 4.17, 1.0, 2.77, 4.5, 6.5]"
77,2014,Quiksilver Pro France,Round 3,Heat 9 ,Adriano de Souza,"[0.5, 6.17, 7.33]"
78,2014,Quiksilver Pro France,Round 3,Heat 10 ,Taj Burrow,"[0.5, 6.87, 8.27, 6.17]"
79,2014,Quiksilver Pro France,Round 3,Heat 10 ,Kai Otton,"[2.83, 7.33, 3.1, 3.93]"
80,2014,Quiksilver Pro France,Round 3,Heat 11 ,Jordy Smith,"[6.83, 8.5, 4.67, 8.53]"
81,2014,Quiksilver Pro France,Round 3,Heat 11 ,Julian Wilson,"[0.5, 3.5, 2.0, 0.87, 6.53]"
82,2014,Quiksilver Pro France,Round 3,Heat 12 ,Jadson Andre,"[6.0, 2.83, 7.0, 1.43, 4.5, 2.67, 6.6, 7.7, 2.73]"
83,2014,Quiksilver Pro France,Round 3,Heat 12 ,Joel Parkinson,"[6.13, 4.67, 2.4, 6.73]"
84,2014,Quiksilver Pro France,Round 4,Heat 1 ,Kolohe Andino,"[2.0, 2.3, 7.83, 0.5, 8.67, 0.5]"
85,2014,Quiksilver Pro France,Round 4,Heat 1 ,Mick Fanning,"[0.5, 5.67, 3.33, 2.5, 0.3, 6.17, 7.07]"
86,2014,Quiksilver Pro France,Round 4,Heat 1 ,Matt Wilkinson,"[0.83, 0.83, 2.33, 7.83, 0.43, 2.1]"
87,2014,Quiksilver Pro France,Round 4,Heat 2 ,Gabriel Medina,"[9.0, 5.07, 3.63, 5.93, 7.17]"
88,2014,Quiksilver Pro France,Round 4,Heat 2 ,Josh Kerr,"[3.5, 4.5, 5.43, 0.73, 1.27]"
89,2014,Quiksilver Pro France,Round 4,Heat 2 ,John John Florence,"[3.0, 0.9, 0.37, 2.57, 2.87, 0.5, 2.07]"
90,2014,Quiksilver Pro France,Round 4,Heat 3 Watch replay,Miguel Pupo,"[6.5, 6.33, 2.7]"
91,2014,Quiksilver Pro France,Round 4,Heat 3 Watch replay,Filipe Toledo,"[1.0, 0.5, 2.5, 6.67, 5.33, 4.33, 3.33]"
92,2014,Quiksilver Pro France,Round 4,Heat 3 Watch replay,Kelly Slater,"[3.0, 0.7, 3.6]"
93,2014,Quiksilver Pro France,Round 4,Heat 4 ,Jordy Smith,"[6.5, 9.17]"
94,2014,Quiksilver Pro France,Round 4,Heat 4 ,Taj Burrow,"[1.5, 7.1, 3.5, 2.17]"
95,2014,Quiksilver Pro France,Round 4,Heat 4 ,Jadson Andre,"[1.0, 3.4, 0.87, 1.77]"
96,2014,Quiksilver Pro France,Round 5,Heat 1 ,John John Florence,"[8.33, 7.0, 7.93, 8.9, 9.9, 7.3]"
97,2014,Quiksilver Pro France,Round 5,Heat 1 ,Mick Fanning,"[3.5, 1.0, 6.43, 6.73]"
98,2014,Quiksilver Pro France,Round 5,Heat 2 ,Josh Kerr,"[0.2, 3.17, 4.17]"
99,2014,Quiksilver Pro France,Round 5,Heat 2 ,Matt Wilkinson,"[5.33, 1.6]"
100,2014,Quiksilver Pro France,Round 5,Heat 3 ,Jadson Andre,"[0.83, 1.6, 0.73, 1.33, 1.63, 0.87, 5.83, 3.4]"
101,2014,Quiksilver Pro France,Round 5,Heat 3 ,Filipe Toledo,"[1.93, 0.37, 3.0, 0.5, 2.33]"
102,2014,Quiksilver Pro France,Round 5,Heat 4 ,Kelly Slater,"[0.87, 2.33, 0.5, 4.33, 6.17]"
103,2014,Quiksilver Pro France,Round 5,Heat 4 ,Taj Burrow,"[1.07, 1.5, 2.87, 0.5, 3.0]"
104,2014,Quiksilver Pro France,Quarterfinal,Heat 1 Watch replay,John John Florence,"[1.5, 1.2, 4.67, 7.0, 1.97]"
105,2014,Quiksilver Pro France,Quarterfinal,Heat 1 Watch replay,Kolohe Andino,"[0.5, 3.17, 2.0, 0.43, 6.0, 1.1]"
